Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
2,3:17,3,7,CAR 18,10,3,Tyson Bagent pass incomplete short left intended for Darrynton Evans,3.310,2.250
2,3:10,4,7,CAR 18,10,6,Cairo Santos 36 yard field goal good,2.250,3.000
2,3:06,,,CHI 35,10,6,"Cairo Santos kicks off 65 yards, returned by Raheem Blackshear for 27 yards (tackle by Noah Sewell)",0.000,0.740
2,3:00,1,10,CAR 27,10,6,Chuba Hubbard left tackle for 4 yards (tackle by DeMarcus Walker and Tyrique Stevenson),0.740,0.740
2,2:25,2,6,CAR 31,10,6,Bryce Young pass complete short right to Jonathan Mingo for 3 yards (tackle by Jack Sanborn),0.740,0.430
2,2:00,3,3,CAR 34,10,6,"Bryce Young pass incomplete intended for Chuba Hubbard. Penalty on Kyler Gordon: Illegal Contact, 5 yards (accepted) (no play)",0.430,1.530
2,1:54,1,10,CAR 39,10,6,Chuba Hubbard left guard for 2 yards (tackle by Jack Sanborn and T.J. Edwards),1.530,1.260
2,1:23,2,8,CAR 41,10,6,Bryce Young pass complete short right to Jonathan Mingo for 7 yards (tackle by Tyrique Stevenson),1.260,1.490
2,1:22,3,1,CAR 48,10,6,Bryce Young pass incomplete short right intended for Jonathan Mingo,1.490,-0.190
2,1:19,4,1,CAR 48,10,6,"Johnny Hekker punts 43 yards, fair catch by Trent Taylor at CHI-9",-0.190,0.380
2,1:12,1,10,CHI 9,10,6,"Tyson Bagent pass complete short middle to Roschon Johnson for 6 yards (tackle by Deion Jones). Penalty on Deion Jones: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.380,0.940
2,1:04,1,10,CHI 30,10,6,Tyson Bagent pass complete short right to D.J. Moore for 6 yards (tackle by Frankie Luvu),0.940,1.200
2,0:58,,,,,,Timeout #1 by Chicago Bears,,
2,0:58,2,4,CHI 36,10,6,Tyson Bagent scrambles left guard for 7 yards (tackle by Marquis Haynes),1.200,1.800
2,0:50,,,,,,Timeout #2 by Chicago Bears,,
2,0:50,1,10,CHI 43,10,6,Tyson Bagent pass complete short right to D.J. Moore for 14 yards,1.800,2.720
2,0:37,1,10,CAR 43,10,6,Tyson Bagent pass complete short left to Equanimeous St. Brown for 4 yards (tackle by Donte Jackson),2.720,2.720
2,0:28,2,6,CAR 39,10,6,Tyson Bagent pass incomplete short right intended for D.J. Moore (defended by Dicaprio Bootle),2.720,2.010
2,0:20,3,6,CAR 39,10,6,Tyson Bagent pass complete short right to Cole Kmet for 13 yards (tackle by Xavier Woods),2.010,3.840
2,0:12,1,10,CAR 26,10,6,Tyson Bagent scrambles left end for 5 yards (tackle by Troy Hill and Frankie Luvu),3.840,3.970
2,0:03,,,,,,Timeout #3 by Chicago Bears,,
2,0:03,2,5,CAR 21,10,9,Cairo Santos 39 yard field goal good,3.970,3.000
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,10,9,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CAR 25,10,9,Bryce Young pass incomplete short right intended for Jonathan Mingo,0.610,0.060
3,14:54,2,10,CAR 25,10,9,Miles Sanders left tackle for 1 yard (tackle by Andrew Billings and T.J. Edwards),0.060,-0.490
3,14:11,3,9,CAR 26,10,9,Bryce Young pass incomplete deep left intended for Mike Strachan (defended by Tyrique Stevenson),-0.490,-1.630
3,14:04,4,9,CAR 26,10,9,"Penalty on CAR: Delay of Game, 5 yards (accepted) (no play)",-1.630,-1.960
3,14:04,4,14,CAR 21,10,9,Johnny Hekker punts 52 yards out of bounds,-1.960,-0.740
3,13:57,1,10,CHI 27,10,9,D'Onta Foreman left tackle for 2 yards (tackle by Derrick Brown),0.740,0.470
3,13:20,2,8,CHI 29,10,9,Tyson Bagent pass complete short left to D'Onta Foreman for no gain (tackle by Donte Jackson),0.470,-0.230
3,12:49,3,8,CHI 29,10,9,Tyson Bagent pass incomplete deep left intended for D.J. Moore,-0.230,-1.440
3,12:38,4,8,CHI 29,10,9,"Trenton Gill punts 62 yards, returned by Ihmir Smith-Marsette for no gain (tackle by Josh Blackwell)",-1.440,0.380
3,12:27,1,10,CAR 9,10,9,Miles Sanders left tackle for -6 yards (tackle by Kyler Gordon),-0.380,-1.220
3,11:46,2,16,CAR 3,10,9,Bryce Young pass complete short right to Raheem Blackshear for 6 yards (tackle by Jaylon Johnson),-1.220,-1.420
3,11:09,3,10,CAR 9,10,9,Bryce Young sacked by Yannick Ngakoue for -5 yards,-1.420,-2.490
3,10:37,4,15,CAR 4,10,9,"Johnny Hekker punts 41 yards, returned by Trent Taylor for 7 yards (tackle by Matthias Farley)",-2.490,-3.050
3,10:29,1,10,CAR 38,10,9,Tyson Bagent pass complete short left to D.J. Moore for 9 yards (tackle by Deion Jones),3.050,3.720
3,10:04,2,1,CAR 29,10,9,D'Onta Foreman right guard for 3 yards (tackle by Derrick Brown),3.720,3.840
3,9:36,1,10,CAR 26,10,9,Tyson Bagent scrambles right end for 1 yard (tackle by Frankie Luvu),3.840,3.430
3,8:56,2,9,CAR 25,10,9,D'Onta Foreman right tackle for 11 yards (tackle by Dicaprio Bootle),3.430,4.650
3,8:24,1,10,CAR 14,10,9,Tyson Bagent pass complete short left to Cole Kmet for 6 yards (tackle by Deion Jones),4.650,5.090
3,7:43,2,4,CAR 8,10,9,D'Onta Foreman right tackle for 3 yards (tackle by LaBryan Ray and Deion Jones),5.090,4.960
3,7:14,3,1,CAR 5,10,9,Cole Kmet up the middle for 1 yard (tackle by Troy Hill),4.960,6.280
3,6:41,1,4,CAR 4,10,9,Tyson Bagent pass incomplete short left intended for Darnell Mooney (defended by Donte Jackson),6.280,5.340
3,6:38,2,4,CAR 4,10,15,"D'Onta Foreman for 4 yards, touchdown",5.340,7.000
3,6:33,,,CAR 15,10,16,Cairo Santos kicks extra point good,0.000,0.000
3,6:33,,,CHI 35,10,16,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,6:33,1,10,CAR 25,10,16,Bryce Young pass incomplete short right intended for Adam Thielen,0.610,0.060
3,6:28,2,10,CAR 25,10,16,Bryce Young pass complete short middle to Terrace Marshall for 11 yards (tackle by Eddie Jackson),0.060,1.330
3,5:57,1,10,CAR 36,10,16,Bryce Young pass complete short middle to Adam Thielen for 14 yards (tackle by T.J. Edwards),1.330,2.260
3,5:33,1,10,CAR 50,10,16,Bryce Young pass incomplete short right,2.260,1.710
3,5:22,2,10,CAR 50,10,16,"Penalty on Ikem Ekwonu: False Start, 5 yards (accepted) (no play)",1.710,1.040
3,5:22,2,15,CAR 45,10,16,Bryce Young pass incomplete short middle intended for Adam Thielen,1.040,0.370
3,5:19,3,15,CAR 45,10,16,Bryce Young pass complete short left to Jonathan Mingo for 10 yards (tackle by Eddie Jackson),0.370,0.270
3,4:31,4,5,CHI 45,10,16,"Johnny Hekker punts 34 yards, fair catch by Trent Taylor at CHI-11",0.270,0.370
3,4:26,1,10,CHI 11,10,16,D'Onta Foreman left end for 8 yards (tackle by Vonn Bell),-0.370,0.170
3,3:57,2,2,CHI 19,10,16,D'Onta Foreman right guard for 4 yards (tackle by Xavier Woods),0.170,0.480
3,3:12,1,10,CHI 23,10,16,Tyson Bagent scrambles right end for 2 yards (tackle by Frankie Luvu),0.480,0.200
3,2:38,2,8,CHI 25,10,16,D'Onta Foreman left guard for -1 yards (tackle by Derrick Brown),0.200,-0.630
3,2:01,3,9,CHI 24,10,16,"Tyson Bagent pass complete to Trent Taylor for no gain. Penalty on D.J. Moore: Offensive Pass Interference, 10 yards (accepted) (no play)",-0.630,-2.340
3,1:20,3,19,CHI 14,10,16,Roschon Johnson right guard for no gain (tackle by Amare Barno),-2.340,-2.470
3,1:02,4,19,CHI 14,10,16,Trenton Gill punts 26 yards downed by Patrick Scales,-2.470,-2.920
3,0:48,1,10,CHI 40,10,16,"Bryce Young scrambles right end for no gain. Penalty on Calvin Throckmorton: Offensive Holding, 10 yards (accepted) (no play)",2.920,2.260
3,0:39,1,20,CHI 50,10,16,"Bryce Young pass complete short right to Chuba Hubbard for no gain. Penalty on Ihmir Smith-Marsette: Offensive Pass Interference, 10 yards (accepted) (no play)",2.260,1.600
3,0:03,1,30,CAR 40,10,16,Chuba Hubbard right tackle for 3 yards (tackle by Justin Jones and Jack Sanborn),1.600,0.080
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,27,CAR 43,10,16,Bryce Young pass complete short right to Chuba Hubbard for 10 yards (tackle by Jaquan Brisker and T.J. Edwards),0.080,0.760
4,14:11,3,17,CHI 47,10,16,"Penalty on DeMarcus Walker: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.760,1.420
4,14:11,3,12,CHI 42,10,16,Bryce Young pass complete short right to Chuba Hubbard for 6 yards (tackle by Justin Jones and T.J. Edwards),1.420,0.880
4,13:25,4,6,CHI 36,10,16,"Bryce Young pass complete short middle to Tommy Tremble for 11 yards (tackle by Kyler Gordon). Penalty on Tyrique Stevenson: Defensive Holding, 5 yards (declined) . Penalty on Jaylon Johnson: Defensive Holding, 5 yards (declined)",0.880,3.910
4,12:52,1,10,CHI 25,10,16,Raheem Blackshear right guard for 3 yards (tackle by Yannick Ngakoue),3.910,3.770
4,12:14,2,7,CHI 22,10,16,Bryce Young pass complete short right to Miles Sanders for 2 yards (tackle by T.J. Edwards),3.770,3.340
4,11:15,3,5,CHI 20,10,16,Bryce Young pass incomplete short middle intended for Terrace Marshall (defended by Kyler Gordon),3.340,2.170
4,11:10,4,5,CHI 20,13,16,Eddy Pineiro 39 yard field goal good,2.170,3.000
4,11:06,,,CAR 35,13,16,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
4,11:06,1,10,CHI 25,13,16,Roschon Johnson right tackle for 5 yards (tackle by Derrick Brown and Frankie Luvu),0.610,0.740
4,10:37,2,5,CHI 30,13,16,Tyson Bagent pass complete short right to Cole Kmet for 14 yards (tackle by Jammie Robinson),0.740,1.860
4,9:54,1,10,CHI 44,13,16,Roschon Johnson left guard for 4 yards (tackle by Xavier Woods and DeShawn Williams),1.860,1.860
4,9:28,2,6,CHI 48,13,16,Roschon Johnson right tackle for 6 yards (tackle by Frankie Luvu and Vonn Bell),1.860,2.520
4,8:41,1,10,CAR 46,13,16,Tyson Bagent pass incomplete short right intended for Cole Kmet,2.520,1.980
4,8:36,2,10,CAR 46,13,16,D'Onta Foreman right guard for 4 yards (tackle by Derrick Brown),1.980,1.820
4,7:57,3,6,CAR 42,13,16,Tyson Bagent pass complete short right to Roschon Johnson for -2 yards (tackle by Deion Jones),1.820,0.330
4,7:17,4,8,CAR 44,13,16,"Trenton Gill punts 35 yards, fair catch by Ihmir Smith-Marsette at CAR-9",0.330,0.380
4,7:10,1,10,CAR 9,13,16,Chuba Hubbard left guard for no gain (tackle by Kyler Gordon),-0.380,-0.780
4,6:42,2,10,CAR 9,13,16,Bryce Young pass complete short middle to Adam Thielen for 9 yards (tackle by Jack Sanborn and T.J. Edwards),-0.780,-0.370
4,6:02,3,1,CAR 18,13,16,Chuba Hubbard left guard for no gain (tackle by Jaquan Brisker and Andrew Billings),-0.370,-2.240
4,5:12,4,1,CAR 18,13,16,Bryce Young scrambles right end for 2 yards (tackle by Jaquan Brisker),-2.240,0.280
4,4:39,1,10,CAR 20,13,16,Bryce Young pass complete short middle to Hayden Hurst for 7 yards (tackle by Jaquan Brisker and DeMarcus Walker),0.280,0.680
4,4:11,2,3,CAR 27,13,16,Bryce Young pass incomplete short middle intended for Hayden Hurst (defended by Jaquan Brisker),0.680,-0.030
4,4:08,3,3,CAR 27,13,16,Bryce Young pass complete short middle to Adam Thielen for 11 yards (tackle by T.J. Edwards),-0.030,1.470
4,3:37,1,10,CAR 38,13,16,Bryce Young sacked by Rasheem Green for -4 yards,1.470,0.380
4,3:00,2,14,CAR 34,13,16,Bryce Young pass complete short middle to Tommy Tremble for 5 yards (tackle by T.J. Edwards),0.380,0.370
4,2:17,3,9,CAR 39,13,16,Bryce Young pass complete short middle to Hayden Hurst for 7 yards (tackle by Jack Sanborn and Kyler Gordon),0.370,-0.320
4,2:00,4,2,CAR 46,13,16,Bryce Young pass complete short left to Miles Sanders for 13 yards (tackle by T.J. Edwards),-0.320,2.850
4,1:54,1,10,CHI 41,13,16,Bryce Young pass incomplete short left intended for Hayden Hurst,2.850,2.310
4,1:50,2,10,CHI 41,13,16,Bryce Young pass incomplete deep right intended for Jonathan Mingo,2.310,1.620
4,1:44,,,,,,Timeout #1 by Carolina Panthers,,
4,1:44,3,10,CHI 41,13,16,Bryce Young pass incomplete short middle intended for Adam Thielen (defended by Jack Sanborn),1.620,0.530
4,1:40,4,10,CHI 41,13,16,Eddy Pineiro 59 yard field goal no good,0.530,-2.190
4,1:35,1,10,CHI 49,13,16,D'Onta Foreman left tackle for 4 yards (tackle by Donte Jackson),2.190,2.190
4,1:31,,,,,,Timeout #2 by Carolina Panthers,,
4,1:31,2,6,CAR 47,13,16,D'Onta Foreman right guard for -1 yards (tackle by Derrick Brown and Kamu Grugier-Hill),2.190,1.360
4,1:26,,,,,,Timeout #3 by Carolina Panthers,,
4,1:26,3,7,CAR 48,13,16,Tyson Bagent pass complete short left to Darnell Mooney for 8 yards (tackle by Kamu Grugier-Hill and Xavier Woods),1.360,2.920
4,0:42,1,10,CAR 40,13,16,"Penalty on D'Onta Foreman: False Start, 5 yards (accepted) (no play)",2.920,2.590
4,0:42,1,15,CAR 45,13,16,Tyson Bagent kneels for -5 yards,2.590,1.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
