Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss and deferred, Bears to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Eddy Pineiro kicks off 64 yards, returned by Tyler Scott for 24 yards (tackle by Sam Franklin and Eku Leota)",0.000,0.610
1,14:54,1,10,CHI 25,0,0,Tyson Bagent pass complete short right to D.J. Moore for 16 yards (tackle by DJ Johnson),0.610,1.660
1,14:22,1,10,CHI 41,0,0,Tyson Bagent pass incomplete short right intended for Darrynton Evans,1.660,1.120
1,14:13,2,10,CHI 41,0,0,D'Onta Foreman left guard for 2 yards (tackle by Derrick Brown),1.120,0.700
1,13:37,3,8,CHI 43,0,0,Tyson Bagent pass incomplete short left intended for Cole Kmet (defended by Donte Jackson) (defended by Deion Jones),0.700,-0.520
1,13:32,4,8,CHI 43,0,0,"Trenton Gill punts 57 yards, touchback.",-0.520,-0.280
1,13:22,1,10,CAR 20,0,0,Chuba Hubbard right guard for 3 yards (tackle by Jack Sanborn and Jaquan Brisker),0.280,0.140
1,12:44,2,7,CAR 23,0,0,Bryce Young pass incomplete short right,0.140,-0.560
1,12:39,3,7,CAR 23,0,0,"Bryce Young scrambles left tackle for 8 yards (tackle by T.J. Edwards and Jack Sanborn). Penalty on Jaylon Johnson: Illegal Contact, 5 yards (accepted)",-0.560,1.330
1,12:23,1,10,CAR 36,0,0,Bryce Young pass complete short right to Adam Thielen for -1 yards (tackle by Kyler Gordon),1.330,0.660
1,11:36,2,11,CAR 35,0,0,Bryce Young pass complete short left to Adam Thielen for 6 yards (tackle by Kyler Gordon),0.660,0.760
1,10:54,3,5,CAR 41,0,0,Bryce Young scrambles right tackle for 8 yards (tackle by Gervon Dexter),0.760,2.190
1,10:05,1,10,CAR 49,0,0,Chuba Hubbard right tackle for 3 yards (tackle by Zacch Pickens),2.190,2.050
1,9:29,2,7,CHI 48,0,0,Bryce Young pass incomplete short left intended for Terrace Marshall,2.050,1.360
1,9:22,3,7,CHI 48,0,0,Bryce Young pass incomplete short left,1.360,0.070
1,9:15,4,7,CHI 48,0,0,Johnny Hekker punts 47 yards downed by Sam Franklin,0.070,0.380
1,9:07,1,10,CHI 1,0,0,Tyson Bagent up the middle for 2 yards (tackle by Derrick Brown),-0.380,-0.630
1,8:28,2,8,CHI 3,0,0,D'Onta Foreman right guard for 6 yards (tackle by Xavier Woods),-0.630,-0.480
1,7:49,3,2,CHI 9,0,0,Tyson Bagent pass complete short right to Darnell Mooney for 6 yards (tackle by Frankie Luvu),-0.480,-0.220
1,7:16,1,10,CHI 15,0,0,D'Onta Foreman right guard for 4 yards (tackle by Amare Barno),-0.220,-0.110
1,6:50,2,6,CHI 19,0,0,D'Onta Foreman left tackle for 3 yards (tackle by Derrick Brown and Nick Thurman),-0.110,-0.510
1,6:12,3,3,CHI 22,0,0,Tyson Bagent pass incomplete short left intended for D.J. Moore,-0.510,-1.900
1,6:05,4,3,CHI 22,6,0,"Trenton Gill punts 57 yards, returned by Ihmir Smith-Marsette for 79 yards, touchdown",-1.900,-7.000
1,5:46,,,CHI 15,7,0,Eddy Pineiro kicks extra point good,0.000,0.000
1,5:46,,,CAR 35,7,0,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
1,5:46,1,10,CHI 25,7,0,Tyson Bagent pass complete short right to D.J. Moore for 13 yards (tackle by Dicaprio Bootle),0.610,1.470
1,5:16,1,10,CHI 38,7,0,D'Onta Foreman right guard for 5 yards (tackle by Amare Barno),1.470,1.600
1,4:37,2,5,CHI 43,7,0,Tyson Bagent pass complete short left to D'Onta Foreman for 12 yards (tackle by Frankie Luvu and Donte Jackson),1.600,2.590
1,4:08,1,10,CAR 45,7,0,D'Onta Foreman right end for 11 yards (tackle by Amare Barno and Vonn Bell),2.590,3.310
1,3:33,1,10,CAR 34,7,0,Darrynton Evans right guard for 3 yards (tackle by Donte Jackson and Frankie Luvu),3.310,3.180
1,2:52,2,7,CAR 31,7,0,Tyson Bagent pass incomplete deep right intended for D.J. Moore,3.180,2.480
1,2:45,3,7,CAR 31,7,0,Tyson Bagent pass incomplete short left,2.480,1.320
1,2:38,4,7,CAR 31,7,0,"Penalty on Cody Whitehair: False Start, 5 yards (accepted) (no play)",1.320,0.880
1,2:34,4,12,CAR 36,7,3,Cairo Santos 54 yard field goal good,0.880,3.000
1,2:29,,,CHI 35,7,3,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
1,2:29,1,10,CAR 25,7,3,Raheem Blackshear right guard for 4 yards (tackle by Tyrique Stevenson and Jaquan Brisker),0.610,0.600
1,1:47,2,6,CAR 29,7,3,Bryce Young pass complete deep left to Mike Strachan for 45 yards (tackle by Jaquan Brisker),0.600,3.840
1,1:04,1,10,CHI 26,7,3,Bryce Young pass complete short right to Adam Thielen for 3 yards (tackle by Kyler Gordon),3.840,3.700
1,0:20,2,7,CHI 23,7,3,Chuba Hubbard right tackle for 9 yards (tackle by Jaquan Brisker and T.J. Edwards),3.700,4.650
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 14,7,3,Bryce Young pass complete short left to Tommy Tremble for no gain (tackle by Kyler Gordon),4.650,4.000
2,14:26,2,10,CHI 14,7,3,Chuba Hubbard left tackle for -1 yards (tackle by Jaquan Brisker),4.000,3.060
2,13:42,3,11,CHI 15,7,3,Bryce Young pass incomplete short left intended for Jonathan Mingo,3.060,2.440
2,13:36,4,11,CHI 15,10,3,Eddy Pineiro 33 yard field goal good,2.440,3.000
2,13:33,,,CAR 35,10,3,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
2,13:33,1,10,CHI 25,10,3,D'Onta Foreman left end for 3 yards (tackle by Eku Leota),0.610,0.470
2,12:51,2,7,CHI 28,10,3,Tyson Bagent pass complete short right to Cole Kmet for 6 yards (tackle by Dicaprio Bootle and DJ Johnson),0.470,0.560
2,12:13,3,1,CHI 34,10,3,D'Onta Foreman right end for 3 yards (tackle by Nick Thurman),0.560,1.400
2,11:34,1,10,CHI 37,10,3,Tyler Scott right end for 16 yards (tackle by Amare Barno),1.400,2.460
2,10:52,1,10,CAR 47,10,3,D'Onta Foreman left tackle for no gain (tackle by Donte Jackson),2.460,1.910
2,10:10,2,10,CAR 47,10,3,"Tyson Bagent pass complete to Equanimeous St. Brown for no gain. Penalty on Teven Jenkins: Offensive Holding, 9 yards (accepted) (no play)",1.910,0.560
2,9:39,2,20,CHI 43,10,3,Tyson Bagent pass incomplete short left intended for Roschon Johnson,0.560,-0.100
2,9:35,3,20,CHI 43,10,3,"Tyson Bagent pass complete short right to Roschon Johnson for 4 yards (tackle by Jammie Robinson). Penalty on D.J. Moore: Offensive Pass Interference, 10 yards (declined)",-0.100,-0.190
2,9:26,4,15,CHI 48,10,3,"Trenton Gill punts 43 yards, recovered by Ihmir Smith-Marsette at CAR-9",-0.190,0.380
2,9:18,1,10,CAR 9,10,3,Bryce Young pass incomplete short right,-0.380,-0.780
2,9:13,2,10,CAR 9,10,3,Bryce Young pass incomplete short left intended for Adam Thielen,-0.780,-1.420
2,9:10,3,10,CAR 9,10,3,Bryce Young sacked by Justin Jones for -6 yards,-1.420,-2.490
2,8:30,4,16,CAR 3,10,3,"Johnny Hekker punts 55 yards, returned by Trent Taylor for 5 yards (tackle by Sam Franklin)",-2.490,-2.060
2,8:19,1,10,CHI 47,10,3,D'Onta Foreman left tackle for 2 yards (tackle by Eku Leota),2.060,1.790
2,7:34,2,8,CHI 49,10,3,Roschon Johnson left guard for 3 yards (tackle by Derrick Brown),1.790,1.490
2,6:52,3,5,CAR 48,10,3,Tyson Bagent pass complete short left to Roschon Johnson for 6 yards (tackle by Vonn Bell),1.490,2.790
2,6:11,1,10,CAR 42,10,3,Tyson Bagent pass incomplete short left intended for Roschon Johnson,2.790,2.240
2,6:02,2,10,CAR 42,10,3,Tyson Bagent pass complete short middle to Cole Kmet for 6 yards (tackle by Kamu Grugier-Hill and Frankie Luvu),2.240,2.340
2,5:34,3,4,CAR 36,10,3,Tyson Bagent pass incomplete deep left intended for Darnell Mooney,2.340,0.890
2,5:18,4,4,CAR 36,10,3,Tyson Bagent pass complete short middle to Tyler Scott for 15 yards (tackle by Dicaprio Bootle),0.890,4.170
2,4:37,1,10,CAR 21,10,3,D.J. Moore right end for 1 yard (tackle by Frankie Luvu),4.170,3.760
2,3:55,2,9,CAR 20,10,3,Darrynton Evans left tackle for 2 yards (tackle by Donte Jackson),3.760,3.310
