Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2,5:03,1,7,ATL 7,14,13,"Aaron Rodgers pass complete short left to Davante Adams for -2 yards (tackle by Keanu Neal). Davante Adams fumbles (forced by Keanu Neal), ball out of bounds at ATL-9",5.600,4.380
2,4:31,2,9,ATL 9,20,13,"Aaron Rodgers pass complete short right to Trevor Davis for 9 yards, touchdown",4.380,7.000
2,4:31,,,ATL 9,21,13,Mason Crosby kicks extra point good,0.000,0.000
2,4:31,,,GNB 35,21,13,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
2,4:22,1,10,ATL 25,21,13,Matt Ryan pass complete short left to Devonta Freeman for 9 yards (tackle by Ha Ha Clinton-Dix and Joe Thomas),0.610,1.280
2,4:03,2,1,ATL 34,21,13,Matt Ryan pass complete short left to Austin Hooper for 13 yards (tackle by Jake Ryan),1.280,2.060
2,3:32,1,10,ATL 47,21,13,"Matt Ryan pass complete short right to Austin Hooper for no gain. Penalty on Datone Jones: Roughing the Passer, 15 yards (no play)",2.060,3.050
2,3:00,1,10,GNB 38,21,13,Matt Ryan pass complete short right to Taylor Gabriel for 11 yards (tackle by Demetri Goodson),3.050,3.780
2,2:26,1,10,GNB 27,21,13,Terron Ward right guard for 5 yards (tackle by Morgan Burnett),3.780,3.910
2,2:00,2,5,GNB 22,21,13,Matt Ryan pass complete short middle to Austin Hooper for 17 yards (tackle by Ha Ha Clinton-Dix),3.910,6.060
2,1:14,1,5,GNB 5,21,13,Devonta Freeman right guard for no gain (tackle by Jake Ryan),6.060,5.150
2,0:32,2,5,GNB 5,21,19,"Matt Ryan pass complete short left to Devonta Freeman for 5 yards, touchdown",5.150,7.000
2,0:32,2,,GNB 5,21,19,"Two Point Attempt: Matt Ryan right tackle, conversion fails",5.150,-1.000
2,0:32,,,ATL 35,21,19,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,0:27,1,10,GNB 25,21,19,Aaron Rodgers for 23 yards (tackle by Ricardo Allen),0.610,2.130
2,0:17,1,10,GNB 48,21,19,Aaron Rodgers pass complete deep middle to Jordy Nelson for 21 yards (tackle by Ricardo Allen and Brian Poole),2.130,2.130
2,0:09,1,10,GNB 48,21,19,Timeout #2 by Green Bay Packers,2.130,3.510
2,0:09,1,10,ATL 31,21,19,"Aaron Ripkowski left end for 9 yards (tackle by De'Vondre Campbell). Penalty on Keanu Neal: Unnecessary Roughness, 11 yards",3.510,4.840
2,0:04,1,10,ATL 11,24,19,Mason Crosby 29 yard field goal good,4.840,3.000
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,24,19,"Matthew Bosher kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,GNB 25,24,19,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson (defended by Robert Alford),0.610,0.060
3,14:54,2,10,GNB 25,24,19,Aaron Rodgers left end for 8 yards (tackle by Courtney Upshaw),0.060,0.430
3,14:05,3,2,GNB 33,24,19,Aaron Rodgers pass complete short left to Davante Adams for 4 yards (tackle by Brian Poole),0.430,1.400
3,13:24,1,10,GNB 37,24,19,Aaron Ripkowski right tackle for 12 yards (tackle by De'Vondre Campbell and Grady Jarrett),1.400,2.190
3,12:37,1,10,GNB 49,24,19,Aaron Rodgers pass incomplete short left intended for Geronimo Allison,2.190,1.650
3,12:31,2,10,GNB 49,24,19,Aaron Rodgers pass complete short right to Davante Adams for 4 yards (tackle by Keanu Neal),1.650,1.650
3,11:43,2,10,GNB 49,24,19,Timeout #1 by Green Bay Packers,1.650,1.490
3,11:43,3,6,ATL 47,24,19,Aaron Rodgers sacked by Adrian Clayborn for -8 yards,1.490,-0.390
3,11:11,4,14,GNB 45,24,19,"Jake Schum punts 55 yards, touchback",-0.390,-0.280
3,11:02,1,10,ATL 20,24,19,Matt Ryan pass incomplete short middle intended for Levine Toilolo (defended by Blake Martinez),0.280,-0.270
3,10:58,2,10,ATL 20,24,19,Matt Ryan pass complete short right to Mohamed Sanu for 5 yards (tackle by Morgan Burnett and Letroy Guion),-0.270,-0.300
3,10:11,3,5,ATL 25,24,19,"Matt Ryan sacked by Datone Jones for -6 yards. Matt Ryan fumbles (forced by Datone Jones), recovered by Alex Mack at ATL-18. Penalty on Kyler Fackrell: Defensive Offside, 5 yards (no play)",-0.300,0.940
3,9:55,1,10,ATL 30,24,19,Devonta Freeman right end for 4 yards (tackle by Blake Martinez and Morgan Burnett),0.940,0.930
3,9:33,2,6,ATL 34,24,19,Matt Ryan pass complete short middle to Taylor Gabriel for 10 yards (tackle by Morgan Burnett),0.930,1.860
3,9:07,1,10,ATL 44,24,19,Matt Ryan pass complete short left to Mohamed Sanu for 4 yards (tackle by Jake Ryan),1.860,1.860
3,8:43,2,6,ATL 48,24,19,Terron Ward right guard for 26 yards (tackle by Ha Ha Clinton-Dix),1.860,3.840
3,8:10,1,10,GNB 26,24,19,Devonta Freeman right end for 3 yards (tackle by Jayrone Elliott),3.840,3.700
3,7:30,2,7,GNB 23,24,19,Devonta Freeman left guard for 7 yards (tackle by Morgan Burnett),3.700,4.510
3,7:02,1,10,GNB 16,24,19,Devonta Freeman right guard for 1 yard (tackle by Nick Perry),4.510,4.050
3,6:20,2,9,GNB 15,24,19,Terron Ward right guard for 3 yards (tackle by Jake Ryan),4.050,3.730
3,5:37,3,6,GNB 12,24,19,Matt Ryan pass complete short right to Terron Ward for 11 yards (tackle by Kentrell Brice),3.730,3.730
3,4:57,3,6,GNB 12,24,19,Timeout #1 by Atlanta Falcons,3.730,6.970
3,4:57,1,1,GNB 1,24,19,Devonta Freeman left guard for no gain (tackle by Jake Ryan and Mike Pennel),6.970,5.910
3,4:20,2,1,GNB 1,24,19,Devonta Freeman left end for no gain (tackle by Ha Ha Clinton-Dix),5.910,5.170
3,3:35,3,1,GNB 1,24,25,"Devonta Freeman right guard for 1 yard, touchdown",5.170,7.000
3,3:35,,,GNB 1,24,26,Matt Bryant kicks extra point good,0.000,0.000
3,3:35,,,ATL 35,24,26,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,3:31,1,10,GNB 25,24,26,Aaron Rodgers pass complete short right to Davante Adams for 7 yards (tackle by Robert Alford),0.610,1.010
3,2:52,2,3,GNB 32,24,26,Knile Davis left guard for no gain (tackle by Adrian Clayborn),1.010,0.300
3,2:07,3,3,GNB 32,24,26,Aaron Rodgers pass complete short middle to Davante Adams for 14 yards (tackle by Desmond Trufant),0.300,1.990
3,1:39,1,10,GNB 46,24,26,Don Jackson for -1 yards (tackle by Deion Jones),1.990,1.320
3,0:57,2,11,GNB 45,24,26,Aaron Rodgers pass complete short left to Davante Adams for -2 yards (tackle by Brian Poole),1.320,0.370
3,0:12,3,13,GNB 43,24,26,Aaron Rodgers sacked by Adrian Clayborn for -8 yards,0.370,-1.040
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,21,GNB 35,24,26,"Jake Schum punts 50 yards, returned by Eric Weems for 18 yards (tackle by Jayrone Elliott)",-1.040,-1.140
4,14:48,1,10,ATL 33,24,26,Devonta Freeman left end for 3 yards (tackle by Demetri Goodson and Jake Ryan),1.140,1.000
4,14:10,2,7,ATL 36,24,26,Matt Ryan sacked by Mike Daniels for -9 yards,1.000,-0.890
4,13:23,3,16,ATL 27,24,26,Matt Ryan sacked by Julius Peppers for -2 yards,-0.890,-1.700
4,12:43,4,18,ATL 25,24,26,"Matthew Bosher punts 52 yards, returned by Trevor Davis for 5 yards (tackle by Kemal Ishmael). Penalty on Kentrell Brice: Face Mask (15 Yards), 14 yards",-1.700,0.280
4,12:31,1,10,GNB 14,24,26,Aaron Rodgers pass complete short left to Davante Adams for 1 yard (tackle by Brian Poole),-0.280,-0.640
4,11:47,2,9,GNB 15,24,26,Aaron Rodgers left end for 11 yards (tackle by Robert Alford),-0.640,0.670
4,11:00,1,10,GNB 26,24,26,Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Ricardo Allen),0.670,1.400
4,10:33,1,10,GNB 37,24,26,Aaron Rodgers middle for 2 yards (tackle by Keanu Neal),1.400,1.130
4,9:45,2,8,GNB 39,24,26,Aaron Rodgers pass complete deep left to Geronimo Allison for 17 yards. Penalty on Brian Poole: Illegal Use of Hands (Declined),1.130,2.650
4,9:12,1,10,ATL 44,24,26,Aaron Ripkowski left tackle for 5 yards (tackle by Vic Beasley),2.650,2.780
4,8:36,2,5,ATL 39,24,26,Aaron Ripkowski left tackle for 2 yards (tackle by Courtney Upshaw),2.780,2.350
4,7:52,3,3,ATL 37,24,26,Aaron Rodgers for 13 yards (tackle by C.J. Goodwin),2.350,3.970
4,7:13,1,10,ATL 24,24,26,Aaron Rodgers pass incomplete deep left intended for Davante Adams (defended by C.J. Goodwin),3.970,3.430
4,7:07,2,10,ATL 24,24,26,Aaron Rodgers pass complete short right to Jeff Janis for 6 yards (tackle by Desmond Trufant),3.430,3.570
4,6:46,3,4,ATL 18,24,26,"Aaron Rodgers pass complete short middle to Jordy Nelson for 3 yards (tackle by Robert Alford). Penalty on Brooks Reed: Defensive 12 On-field, 5 yards (no play)",3.570,4.710
,,,,,,,"GNB challenged the too many players on field ruling, and the original play was overturned.",,
4,5:34,1,10,ATL 13,24,26,Aaron Ripkowski left guard for 6 yards (tackle by Keanu Neal and De'Vondre Campbell),4.710,5.150
4,4:48,2,4,ATL 7,24,26,Aaron Ripkowski left tackle for no gain (tackle by Grady Jarrett and Keanu Neal),5.150,4.330
4,4:04,3,4,ATL 7,30,26,"Aaron Rodgers pass complete short middle to Jeff Janis for 7 yards, touchdown. Penalty on ATL: Defensive Holding (Declined)",4.330,7.000
4,4:04,3,,ATL 7,32,26,"Two Point Attempt: Aaron Rodgers right end, conversion succeeds",4.330,1.000
4,4:04,,,GNB 35,32,26,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,3:58,1,10,ATL 25,32,26,Matt Ryan pass complete short middle to Mohamed Sanu for 9 yards (tackle by Joe Thomas),0.610,1.280
4,3:32,2,1,ATL 34,32,26,Matt Ryan pass complete short right to Justin Hardy for 13 yards (tackle by Demetri Goodson),1.280,2.060
4,3:05,1,10,ATL 47,32,26,Matt Ryan pass incomplete short left intended for Mohamed Sanu (defended by Ladarius Gunter),2.060,1.520
4,3:02,2,10,ATL 47,32,26,Matt Ryan pass complete short left to Devonta Freeman for 8 yards (tackle by Ladarius Gunter),1.520,1.880
4,2:37,3,2,GNB 45,32,26,Matt Ryan pass complete short left to Mohamed Sanu for 12 yards (tackle by Micah Hyde),1.880,3.380
4,2:31,1,10,GNB 33,32,26,Matt Ryan pass complete short left to Mohamed Sanu for 9 yards (tackle by Ha Ha Clinton-Dix),3.380,4.050
4,2:00,2,1,GNB 24,32,26,Matt Ryan pass complete short left to Devonta Freeman for 1 yard (tackle by Joe Thomas),4.050,4.040
4,1:25,1,10,GNB 23,32,26,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Ladarius Gunter),4.040,3.500
4,1:20,2,10,GNB 23,32,26,Matt Ryan pass complete short right to Mohamed Sanu for 9 yards (tackle by Demetri Goodson),3.500,4.280
4,1:14,3,1,GNB 14,32,26,Matt Ryan pass complete short right to Austin Hooper for 3 yards (tackle by Blake Martinez),4.280,4.840
4,0:36,1,10,GNB 11,32,32,"Matt Ryan pass complete short middle to Mohamed Sanu for 11 yards, touchdown",4.840,7.000
4,0:36,,,GNB 11,32,33,Matt Bryant kicks extra point good,0.000,0.000
4,0:36,,,ATL 35,32,33,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,0:31,1,10,GNB 25,32,33,Aaron Rodgers pass complete short left to Jeff Janis for 7 yards,0.610,1.010
4,0:26,2,3,GNB 32,32,33,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,1.010,1.010
4,0:20,2,3,GNB 32,32,33,Timeout #2 by Green Bay Packers,1.010,0.300
4,0:20,3,3,GNB 32,32,33,Aaron Rodgers pass incomplete short right intended for Geronimo Allison (defended by C.J. Goodwin),0.300,-1.240
4,0:14,4,3,GNB 32,32,33,Aaron Rodgers pass incomplete deep right intended for Davante Adams,-1.240,-3.510
4,0:09,1,10,GNB 31,32,33,Matt Ryan kneels for -1 yards,3.510,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
