Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,OAK 20,0,0,Carson Palmer pass complete short left to Darrius Heyward-Bey for 6 yards (tackle by Vontae Davis),0.280,0.540
1,14:24,2,4,OAK 26,0,0,Michael Bush right guard for 1 yard (tackle by Kendall Langford),0.540,-0.030
1,13:40,3,3,OAK 27,0,0,Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey,-0.030,-1.570
1,13:30,4,3,OAK 27,0,0,"Shane Lechler punts 43 yards, fair catch by Davone Bess",-1.570,-0.940
1,13:26,1,10,MIA 30,0,0,Matt Moore pass incomplete short middle intended for Davone Bess (defended by Tommy Kelly),0.940,0.390
1,13:21,2,10,MIA 30,0,0,Reggie Bush right end for 15 yards (tackle by Tommy Kelly and Matt Giordano),0.390,1.930
1,12:35,1,10,MIA 45,0,0,Matt Moore pass incomplete short right intended for Anthony Fasano,1.930,1.380
1,12:30,2,10,MIA 45,0,0,"Penalty on Anthony Fasano: False Start, 5 yards (no play)",1.380,0.710
1,12:30,2,15,MIA 40,0,0,Matt Moore pass complete short middle to Anthony Fasano for 22 yards (tackle by Kamerion Wimbley),0.710,3.050
1,11:50,1,10,OAK 38,0,0,Matt Moore up the middle for 4 yards (tackle by Lamarr Houston),3.050,3.050
1,11:01,2,6,OAK 34,0,0,Matt Moore pass incomplete short right intended for Davone Bess,3.050,2.340
1,10:56,3,6,OAK 34,0,0,Matt Moore pass complete short right to Brandon Marshall for 4 yards (tackle by Stanford Routt),2.340,1.500
1,10:17,4,2,OAK 30,0,3,Dan Carpenter 48 yard field goal good,1.500,3.000
1,,,,MIA 35,0,3,"Dan Carpenter kicks off 72 yards, touchback",0.000,0.280
1,10:11,1,10,OAK 20,0,3,Michael Bush right end for 3 yards (tackle by Cameron Wake and Karlos Dansby),0.280,0.140
1,9:29,2,7,OAK 23,0,3,Michael Bush right tackle for -1 yards (tackle by Karlos Dansby),0.140,-0.690
1,8:46,3,8,OAK 22,0,3,Carson Palmer pass complete short left to Chaz Schilens for 5 yards (tackle by Will Allen),-0.690,-1.570
1,8:11,4,3,OAK 27,0,3,"Shane Lechler punts 40 yards, returned by Davone Bess for 2 yards (tackle by Brandon Myers). Penalty on Jason Trusnik: Offensive Holding, 10 yards",-1.570,-0.610
1,8:00,1,10,MIA 25,0,3,Reggie Bush right tackle for 1 yard (tackle by John Henderson),0.610,0.200
1,7:20,2,9,MIA 26,0,3,Matt Moore pass incomplete deep middle intended for Charles Clay (defended by Michael Mitchell),0.200,-0.490
1,7:11,3,9,MIA 26,0,3,Matt Moore pass complete short right to Davone Bess for 12 yards (tackle by Michael Mitchell),-0.490,1.470
1,6:25,1,10,MIA 38,0,3,Reggie Bush right end for 29 yards (tackle by Lito Sheppard),1.470,3.380
1,5:54,1,10,OAK 33,0,3,Matt Moore pass incomplete deep left intended for Anthony Fasano,3.380,2.840
1,5:47,2,10,OAK 33,0,3,Reggie Bush right guard for 3 yards (tackle by Lamarr Houston),2.840,2.540
1,5:07,3,7,OAK 30,0,3,"Matt Moore pass incomplete short right intended for Anthony Fasano. Penalty on Lito Sheppard: Illegal Contact, 5 yards (no play)",2.540,3.910
1,4:57,1,10,OAK 25,0,3,Reggie Bush up the middle for 5 yards (tackle by John Henderson),3.910,4.040
1,4:17,2,5,OAK 20,0,3,Matt Moore pass complete short left to Brian Hartline for 9 yards (tackle by Lito Sheppard and Matt Giordano),4.040,4.840
1,3:37,1,10,OAK 11,0,3,Matt Moore pass complete short right to Brandon Marshall for -8 yards (tackle by Aaron Curry),4.840,3.150
1,2:58,2,18,OAK 19,0,3,Matt Moore pass incomplete deep middle intended for Davone Bess,3.150,2.550
1,2:52,3,18,OAK 19,0,3,"Matt Moore left tackle for 13 yards (tackle by Michael Mitchell). Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",2.550,1.220
1,2:15,3,28,OAK 29,0,3,Matt Moore up the middle for 14 yards (tackle by Matt Giordano),1.220,2.440
1,1:35,4,14,OAK 15,0,6,Dan Carpenter 33 yard field goal good,2.440,3.000
1,,,,MIA 35,0,6,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
1,1:30,1,10,OAK 20,0,6,Carson Palmer pass complete short right to Michael Bush for 6 yards (tackle by Tony McDaniel),0.280,0.540
1,0:55,2,4,OAK 26,0,6,Carson Palmer pass complete short right to Kevin Boss for 8 yards (tackle by Yeremiah Bell and Marvin Mitchell),0.540,1.200
1,0:26,1,10,OAK 34,0,6,Carson Palmer pass incomplete deep middle intended for Darrius Heyward-Bey (defended by Vontae Davis),1.200,0.660
1,0:19,2,10,OAK 34,0,6,Carson Palmer pass incomplete short left intended for Michael Bush (defended by Randy Starks),0.660,-0.030
1,0:13,3,10,OAK 34,0,6,Carson Palmer pass complete short right to Darrius Heyward-Bey for 14 yards (tackle by Sean Smith),-0.030,2.130
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 48,0,6,"Carson Palmer pass incomplete short right intended for Kevin Boss. Penalty on Carson Palmer: Intentional Grounding, 10 yards",2.130,0.230
2,14:55,2,20,OAK 38,0,6,"Carson Palmer pass complete deep middle to Darrius Heyward-Bey for 17 yards (tackle by Sean Smith). Penalty on Khalif Barnes: Offensive Holding, 10 yards (no play)",0.230,-1.120
2,14:26,2,30,OAK 28,0,6,Michael Bush left tackle for 1 yard (tackle by Karlos Dansby),-1.120,-1.620
2,13:49,3,29,OAK 29,0,6,"Carson Palmer pass incomplete short middle intended for Kevin Boss is intercepted by Karlos Dansby at OAK-43 and returned for 13 yards (tackle by Kevin Boss). Penalty on Kevin Burnett: Illegal Contact, 5 yards (no play)",-1.620,1.200
2,13:38,1,10,OAK 34,0,6,Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey,1.200,0.660
2,13:30,2,10,OAK 34,0,6,Michael Bush left guard for 1 yard (tackle by Kevin Burnett),0.660,0.100
2,12:48,3,9,OAK 35,0,6,Carson Palmer sacked by Kevin Burnett for -8 yards,0.100,-1.570
2,12:18,4,17,OAK 27,0,6,"Shane Lechler punts 57 yards, returned by Davone Bess for 21 yards (tackle by Jerome Boyd)",-1.570,-1.400
2,12:03,1,10,MIA 37,0,6,Reggie Bush left end for 2 yards (tackle by Chris Johnson),1.400,1.130
2,11:30,2,8,MIA 39,0,6,Matt Moore pass complete deep left to Anthony Fasano for 26 yards (tackle by Chris Johnson),1.130,3.250
2,10:54,,,,0,6,Timeout #1 by Miami Dolphins,0.000,3.250
2,10:54,1,10,OAK 35,0,6,Matt Moore pass complete short right to Anthony Fasano for 10 yards (tackle by Aaron Curry),3.250,3.910
2,10:10,1,10,OAK 25,0,6,Reggie Bush left end for 11 yards (tackle by Stanford Routt),3.910,4.650
2,9:25,1,10,OAK 14,0,6,Matt Moore pass incomplete short right intended for Brandon Marshall,4.650,4.000
2,9:18,2,10,OAK 14,0,6,Reggie Bush right end for 2 yards (tackle by Lamarr Houston),4.000,3.430
2,8:30,3,8,OAK 12,0,12,"Matt Moore pass complete short middle to Davone Bess for 12 yards, touchdown",3.430,7.000
2,,,,OAK 2,0,13,Dan Carpenter kicks extra point good,0.000,0.000
2,,,,MIA 35,0,13,"Dan Carpenter kicks off 69 yards, touchback",0.000,0.280
2,8:24,1,10,OAK 20,0,13,Louis Murphy left end for 15 yards (tackle by Vontae Davis),0.280,1.270
2,7:48,1,10,OAK 35,0,13,Carson Palmer pass complete short middle to Michael Bush for 16 yards (tackle by Kevin Burnett),1.270,2.320
2,7:09,1,10,MIA 49,0,13,Louis Murphy for 1 yard (tackle by Kevin Burnett),2.320,1.920
2,6:39,2,9,MIA 48,0,13,Carson Palmer pass incomplete short middle intended for Kevin Boss (defended by Karlos Dansby),1.920,1.220
2,6:33,3,9,MIA 48,0,13,Carson Palmer pass incomplete short right intended for Kevin Boss,1.220,0.070
2,6:28,4,9,MIA 48,0,13,Shane Lechler punts 35 yards,0.070,0.320
2,6:19,1,10,MIA 13,0,13,Daniel Thomas right guard for 9 yards (tackle by Tyvon Branch),-0.320,0.490
2,5:33,2,1,MIA 22,0,13,Matt Moore pass incomplete deep left intended for Brian Hartline (defended by Chris Johnson),0.490,-0.350
2,5:25,3,1,MIA 22,0,13,Lex Hilliard right guard for 3 yards (tackle by Rolando McClain),-0.350,0.610
2,4:46,1,10,MIA 25,0,13,Daniel Thomas up the middle for -3 yards (tackle by Aaron Curry and Lamarr Houston),0.610,-0.340
2,4:09,2,13,MIA 22,0,13,Daniel Thomas right guard for 21 yards (tackle by Michael Huff),-0.340,1.800
2,3:24,1,10,MIA 43,0,13,Matt Moore pass incomplete short left intended for Reggie Bush,1.800,1.250
2,3:20,2,10,MIA 43,0,13,"Matt Moore pass complete short middle to Davone Bess for -3 yards (tackle by Michael Mitchell). Penalty on Richie Incognito: Personal Foul, 15 yards",1.250,-1.810
2,2:45,3,28,MIA 25,0,13,Reggie Bush right guard for 5 yards (tackle by Trevor Scott),-1.810,-1.370
2,2:13,4,23,MIA 30,0,13,Brandon Fields punts 53 yards,-1.370,0.060
2,2:00,1,10,OAK 17,0,13,Carson Palmer pass complete deep left to Chaz Schilens for 16 yards,-0.060,1.140
2,1:54,1,10,OAK 33,0,13,Carson Palmer pass complete deep left to Chaz Schilens for 30 yards (tackle by Yeremiah Bell),1.140,3.120
2,1:48,1,10,MIA 37,0,13,"Carson Palmer pass complete short right to Darrius Heyward-Bey for 14 yards. Penalty on Khalif Barnes: Offensive Holding, 10 yards (no play)",3.120,2.460
2,1:42,1,20,MIA 47,0,13,Carson Palmer pass incomplete deep right intended for T.J. Houshmandzadeh,2.460,1.220
2,1:37,2,20,MIA 47,0,13,Carson Palmer sacked by Vontae Davis for -7 yards,1.220,-0.360
2,1:30,,,,0,13,Timeout #1 by Oakland Raiders,0.000,-0.360
2,1:30,3,27,OAK 46,0,13,Carson Palmer pass incomplete short right intended for Michael Bush,-0.360,-0.320
2,1:24,4,27,OAK 46,0,13,Shane Lechler punts 45 yards,-0.320,0.380
2,1:13,1,10,MIA 9,0,13,Daniel Thomas right guard for 4 yards (tackle by Rolando McClain),-0.380,-0.480
2,1:08,,,,0,13,Timeout #2 by Oakland Raiders,0.000,-0.480
2,1:08,2,6,MIA 13,0,13,Daniel Thomas left guard for 2 yards (tackle by Rolando McClain),-0.480,-0.720
2,1:02,,,,0,13,Timeout #3 by Oakland Raiders,0.000,-0.720
2,1:02,3,4,MIA 15,0,13,Matt Moore pass complete short right to Anthony Fasano for 8 yards (tackle by Stanford Routt and Aaron Curry),-0.720,0.480
2,0:25,1,10,MIA 23,0,13,Reggie Bush up the middle for 6 yards (tackle by Kamerion Wimbley),0.480,0.740
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,0,13,"Sebastian Janikowski kicks off 67 yards, returned by Edmond Gates for 77 yards (tackle by Bryan McCann)",0.000,3.910
3,14:49,1,10,OAK 25,0,13,Reggie Bush right tackle for 4 yards (tackle by Tyvon Branch),3.910,3.900
3,14:06,,,,0,13,Timeout #1 by Miami Dolphins,0.000,3.900
3,14:06,2,6,OAK 21,0,13,"Matt Moore pass incomplete deep right intended for Charles Clay (defended by Stanford Routt). Penalty on Stanford Routt: Defensive Pass Interference, 20 yards (no play)",3.900,6.970
3,14:00,1,1,OAK 1,0,19,"Reggie Bush left guard for 1 yard, touchdown",6.970,7.000
3,,,,OAK 2,0,20,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 35,0,20,"Dan Carpenter kicks off 73 yards, touchback",0.000,0.280
3,13:56,1,10,OAK 20,0,20,Carson Palmer pass complete short right to Chaz Schilens for 9 yards,0.280,0.950
3,13:32,2,1,OAK 29,0,20,Michael Bush up the middle for 2 yards (tackle by Koa Misi),0.950,1.000
3,13:03,1,10,OAK 31,0,20,Carson Palmer pass incomplete short middle intended for Michael Bush,1.000,0.460
3,12:55,2,10,OAK 31,0,20,Carson Palmer pass incomplete short right intended for Darrius Heyward-Bey,0.460,-0.230
3,12:52,3,10,OAK 31,0,20,Carson Palmer pass incomplete deep middle intended for Louis Murphy (defended by Will Allen),-0.230,-1.310
3,12:44,4,10,OAK 31,0,20,"Shane Lechler punts 56 yards (tackle by Jon Condo). Penalty on Reshad Jones: Offensive Holding, 9 yards",-1.310,0.380
3,12:32,1,10,MIA 9,0,20,Daniel Thomas right guard for 3 yards (tackle by John Henderson and Rolando McClain),-0.380,-0.560
3,11:49,2,7,MIA 12,0,20,Matt Moore pass incomplete short left intended for Charles Clay,-0.560,-1.070
3,11:41,3,7,MIA 12,0,20,Matt Moore pass complete deep left to Brandon Marshall for 38 yards (tackle by Lito Sheppard),-1.070,2.260
3,11:08,,,,0,20,Timeout #1 by Oakland Raiders,0.000,2.260
3,11:08,1,10,,0,20,Daniel Thomas up the middle for 8 yards (tackle by Rolando McClain),2.260,2.790
3,10:30,2,2,OAK 42,0,20,Daniel Thomas right guard for 1 yard (tackle by Rolando McClain),2.790,2.210
3,9:42,3,1,OAK 41,0,20,Lex Hilliard up the middle for 3 yards (tackle by Matt Giordano),2.210,3.050
3,9:01,1,10,OAK 38,0,20,Reggie Bush up the middle for 3 yards (tackle by Desmond Bryant),3.050,2.910
3,8:17,2,7,OAK 35,0,20,"Penalty on Aaron Curry: Encroachment, 5 yards (no play)",2.910,3.590
3,7:55,2,2,OAK 30,0,20,Reggie Bush up the middle for 1 yard (tackle by John Henderson),3.590,3.010
3,7:16,3,1,OAK 29,0,20,Lex Hilliard up the middle for 4 yards (tackle by John Henderson),3.010,3.910
3,6:43,1,10,OAK 25,0,20,Reggie Bush right end for 2 yards (tackle by Aaron Curry),3.910,3.630
