Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
3,6:08,2,8,OAK 23,0,20,"Edmond Gates left end for 4 yards (tackle by Michael Huff). Penalty on Richard Seymour: Disqualification, 10 yards",3.630,5.140
3,5:46,1,9,OAK 9,0,20,Reggie Bush right end for 3 yards (tackle by Desmond Bryant),5.140,4.950
3,5:06,2,6,OAK 6,0,26,"Matt Moore right guard for 6 yards, touchdown",4.950,7.000
3,,,,OAK 2,0,27,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 35,0,27,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
3,5:01,1,10,OAK 20,0,27,Carson Palmer pass incomplete short left intended for Kevin Boss (defended by Will Allen),0.280,-0.270
3,4:57,2,10,OAK 20,0,33,"Carson Palmer pass incomplete short middle intended for Louis Murphy is intercepted by Kevin Burnett at OAK-34 and returned for 34 yards, touchdown",-0.270,-7.000
3,,,,OAK 2,0,34,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 35,0,34,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
3,4:41,1,10,OAK 20,0,34,Carson Palmer pass incomplete short left intended for Louis Murphy,0.280,-0.270
3,4:36,2,10,OAK 20,0,34,Carson Palmer pass complete short right to Chaz Schilens for 9 yards (tackle by Sean Smith),-0.270,0.230
3,4:14,3,1,OAK 29,0,34,Carson Palmer up the middle for 2 yards (tackle by Marvin Mitchell),0.230,1.000
3,3:52,1,10,OAK 31,0,34,"Carson Palmer pass complete short right to Brandon Myers for 1 yard (tackle by Yeremiah Bell). Penalty on Cameron Wake: Roughing the Passer, 15 yards",1.000,2.060
3,3:34,1,10,OAK 47,0,34,Michael Bush up the middle for 3 yards (tackle by Karlos Dansby),2.060,1.920
3,3:08,2,7,,0,34,Carson Palmer pass incomplete short right intended for Brandon Myers,1.920,1.220
3,3:03,3,7,,0,34,Carson Palmer pass incomplete short right intended for Chaz Schilens,1.220,-0.060
3,2:58,4,7,,0,34,"Shane Lechler punts 50 yards, touchback. Penalty on Richard Gordon: Ineligible Downfield Kick, 5 yards",-0.060,-0.610
3,2:49,1,10,MIA 25,0,34,Reggie Bush left tackle for 7 yards (tackle by Rolando McClain),0.610,1.010
3,2:13,2,3,MIA 32,0,34,"Reggie Bush right tackle for 1 yard (tackle by Tyvon Branch). Penalty on Mike Pouncey: Offensive Holding, 10 yards",1.010,-0.210
3,1:35,2,12,MIA 23,0,34,Daniel Thomas left tackle for 15 yards (tackle by Matt Giordano),-0.210,1.470
3,0:56,1,10,MIA 38,0,34,Matt Moore pass complete deep left to Brandon Marshall for 26 yards (tackle by Chris Johnson),1.470,3.180
3,0:09,1,10,OAK 36,0,34,Reggie Bush right tackle for -2 yards (tackle by Rolando McClain),3.180,2.370
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,OAK 38,0,34,Matt Moore pass incomplete short right intended for Reggie Bush (defended by Aaron Curry),2.370,1.690
4,14:55,,,,0,34,Timeout #2 by Miami Dolphins,0.000,1.690
4,14:55,3,12,OAK 38,0,34,Matt Moore pass incomplete deep left intended for Brandon Marshall,1.690,0.720
4,14:48,4,12,OAK 38,0,34,"Brandon Fields punts 38 yards, touchback",0.720,-0.280
4,14:40,1,10,OAK 20,0,34,Michael Bush right tackle for 3 yards (tackle by Will Allen),0.280,0.140
4,14:12,2,7,OAK 23,0,34,Carson Palmer pass incomplete deep left intended for Darrius Heyward-Bey,0.140,-0.560
4,14:06,3,7,OAK 23,0,34,Carson Palmer pass incomplete short left intended for T.J. Houshmandzadeh,-0.560,-1.830
4,14:00,4,7,OAK 23,0,34,Shane Lechler punts 46 yards,-1.830,-1.070
4,13:49,1,10,MIA 32,0,34,Reggie Bush right end for -5 yards (tackle by Kamerion Wimbley),1.070,-0.150
4,13:09,2,15,MIA 27,0,34,Daniel Thomas up the middle for 2 yards (tackle by Tommy Kelly),-0.150,-0.560
4,12:24,3,13,MIA 29,0,34,Matt Moore pass complete short left to Davone Bess for 6 yards (tackle by Michael Huff),-0.560,-1.040
4,11:52,4,7,MIA 35,0,34,"Brandon Fields punts 65 yards, touchback",-1.040,-0.280
4,11:39,1,10,OAK 20,0,34,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",0.280,-0.310
4,11:39,1,15,OAK 15,0,34,Michael Bush left guard for 3 yards (tackle by Karlos Dansby),-0.310,-0.630
4,11:07,2,12,OAK 18,0,34,Carson Palmer pass complete deep right to Chaz Schilens for 20 yards (tackle by Sean Smith),-0.630,1.470
4,10:23,1,10,OAK 38,0,34,Carson Palmer pass complete deep middle to Brandon Myers for 20 yards (tackle by Yeremiah Bell),1.470,2.790
4,9:53,1,10,MIA 42,0,34,Carson Palmer pass complete short left to Michael Bush for 5 yards (tackle by Karlos Dansby),2.790,2.920
4,9:18,2,5,MIA 37,0,34,Michael Bush left tackle for 2 yards (tackle by Kendall Langford),2.920,2.480
4,8:54,3,3,MIA 35,0,34,Carson Palmer pass incomplete short middle intended for Brandon Myers,2.480,0.990
4,8:49,,,,0,34,Timeout #3 by Miami Dolphins,0.000,0.990
4,8:49,4,3,MIA 35,0,34,Carson Palmer pass complete short left to Louis Murphy for 6 yards (tackle by Will Allen),0.990,3.640
4,8:13,1,10,MIA 29,0,34,Carson Palmer pass incomplete short right intended for Brandon Myers,3.640,3.100
4,8:04,2,10,MIA 29,0,34,"Carson Palmer pass incomplete deep right intended for Darrius Heyward-Bey. Penalty on Jared Veldheer: Offensive Holding, 11 yards (no play)",3.100,1.620
4,7:58,2,21,MIA 40,6,34,"Carson Palmer pass complete deep right to T.J. Houshmandzadeh for 40 yards, touchdown",1.620,7.000
4,,,,MIA 2,7,34,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 35,7,34,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
4,7:51,1,10,MIA 20,7,34,Reggie Bush left tackle for 6 yards (tackle by Desmond Bryant),0.280,0.540
4,7:09,2,4,MIA 26,7,34,Reggie Bush right tackle for no gain (tackle by John Henderson),0.540,-0.160
4,6:27,3,4,MIA 26,7,34,Matt Moore sacked by Desmond Bryant for -9 yards,-0.160,-2.320
4,6:00,4,13,MIA 17,7,34,"Brandon Fields punts 66 yards, returned by Bryan McCann for 11 yards (tackle by Austin Spitler)",-2.320,-0.810
4,5:47,1,10,OAK 28,7,34,Carson Palmer pass complete short middle to Marcel Reece for 38 yards (tackle by Kevin Burnett),0.810,3.310
4,5:03,1,10,MIA 34,7,34,Carson Palmer pass complete short left to Brandon Myers for 12 yards (tackle by Vontae Davis),3.310,4.110
4,4:29,1,10,MIA 22,7,34,Marcel Reece right guard for 10 yards (tackle by Reshad Jones),4.110,4.780
4,3:57,1,10,MIA 12,7,34,Carson Palmer pass complete short right to Louis Murphy for 9 yards (tackle by Sean Smith and Yeremiah Bell),4.780,5.790
4,3:29,2,1,MIA 3,13,34,"Carson Palmer pass complete short left to Darrius Heyward-Bey for 3 yards, touchdown",5.790,7.000
4,,,,MIA 2,14,34,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 35,14,34,"Sebastian Janikowski kicks onside 15 yards, recovered by Tyrone Culver",0.000,2.260
4,3:25,1,10,,14,34,Daniel Thomas left guard for 5 yards (tackle by Tyvon Branch),2.260,2.390
4,2:43,2,5,OAK 45,14,34,Daniel Thomas right guard for 3 yards (tackle by John Henderson),2.390,2.080
4,2:00,,,,14,34,Timeout #2 by Oakland Raiders,0.000,2.080
4,2:00,3,2,OAK 42,14,34,Daniel Thomas left guard for 3 yards (tackle by Tommy Kelly),2.080,2.980
4,1:15,1,10,OAK 39,14,34,Matt Moore kneels for -1 yards,2.980,2.300
4,0:36,2,11,OAK 40,14,34,Matt Moore kneels for -1 yards,2.300,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
