Quarter,Time,Down,ToGo,Location,CAR,BAL,Detail,EPB,EPA
1,9:53,1,10,BAL 19,0,0,DeAngelo Williams left guard for no gain (tackle by Haloti Ngata),4.310,3.750
1,9:16,2,10,BAL 19,0,0,DeAngelo Williams right tackle for 2 yards (tackle by Terrell Suggs and C.J. Mosley),3.750,3.260
1,8:32,3,8,BAL 17,0,0,"Cam Newton pass complete short right to Kelvin Benjamin for 7 yards (tackle by Jimmy Smith). Penalty on Kelvin Benjamin: Offensive Pass Interference, 10 yards (no play)",3.260,2.020
1,8:03,3,18,BAL 27,0,0,Cam Newton sacked by Terrell Suggs and Elvis Dumervil for -12 yards,2.020,2.020
1,7:27,3,18,BAL 27,0,0,Timeout #1 by Baltimore Ravens,2.020,0.660
1,7:27,4,30,BAL 39,0,0,"Brad Nortman punts 39 yards, touchback",0.660,-0.280
1,7:19,1,10,BAL 20,0,0,Joe Flacco pass complete short right to Steve Smith for 17 yards (tackle by A.J. Klein and Thomas DeCoud),0.280,1.400
1,6:45,1,10,BAL 37,0,0,Joe Flacco pass complete short left to Justin Forsett for 9 yards (tackle by Melvin White),1.400,2.070
1,6:07,2,1,BAL 46,0,0,Justin Forsett right tackle for 7 yards (tackle by Melvin White and A.J. Klein),2.070,2.460
1,5:34,1,10,CAR 47,0,0,Joe Flacco pass complete short right to Marlon Brown for 5 yards (tackle by Antoine Cason),2.460,2.590
1,5:00,2,5,CAR 42,0,0,Lorenzo Taliaferro left guard for 1 yard (tackle by Luke Kuechly and Dwan Edwards),2.590,2.010
1,4:22,3,4,CAR 41,0,0,Joe Flacco pass incomplete short right intended for Steve Smith,2.010,0.530
1,4:16,4,4,CAR 41,0,0,"Sam Koch punts 39 yards. Penalty on Albert McClellan: Unnecessary Roughness, 15 yards",0.530,0.060
1,4:06,1,10,CAR 17,0,0,DeAngelo Williams left tackle for 2 yards (tackle by DeAngelo Tyson and Courtney Upshaw),-0.060,-0.250
1,3:34,2,8,CAR 19,0,0,DeAngelo Williams left guard for 4 yards (tackle by DeAngelo Tyson),-0.250,-0.490
1,2:51,3,4,CAR 23,0,0,Cam Newton pass complete short middle to Jason Avant for 9 yards (tackle by Darian Stewart),-0.490,1.070
1,2:12,1,10,CAR 32,0,0,Darrin Reaves left guard for 3 yards (tackle by C.J. Mosley and Haloti Ngata),1.070,0.930
1,1:39,2,7,CAR 35,0,0,Cam Newton pass incomplete short left intended for Kelvin Benjamin,0.930,0.230
1,1:36,3,7,CAR 35,0,0,Darrin Reaves right guard for 5 yards (tackle by C.J. Mosley),0.230,-0.720
1,0:56,4,2,CAR 40,0,0,"Brad Nortman punts 58 yards, returned by Jacoby Jones for 18 yards (tackle by Ed Dickson)",-0.720,-0.280
1,0:42,1,10,BAL 20,0,0,Justin Forsett right tackle for 3 yards (tackle by A.J. Klein),0.280,0.140
Quarter,Time,Down,ToGo,Location,CAR,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,BAL 23,0,0,Joe Flacco pass complete short right to Steve Smith for 8 yards (tackle by Roman Harper),0.140,1.000
2,14:28,1,10,BAL 31,0,0,Justin Forsett right guard for 7 yards (tackle by Kawann Short),1.000,1.410
2,13:57,2,3,BAL 38,0,0,Lorenzo Taliaferro right tackle for 1 yard (tackle by Kawann Short),1.410,0.830
2,13:25,3,2,BAL 39,0,6,"Joe Flacco pass complete deep left to Steve Smith for 61 yards, touchdown",0.830,7.000
2,13:25,,,CAR 2,0,7,Justin Tucker kicks extra point good,0.000,0.000
2,13:25,,,BAL 35,0,7,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,13:12,1,10,CAR 20,0,7,DeAngelo Williams left tackle for 2 yards (tackle by C.J. Mosley),0.280,0.000
2,12:32,2,8,CAR 22,0,7,Cam Newton pass incomplete short right intended for Kelvin Benjamin (defended by Jimmy Smith),0.000,-0.690
,,,,,,,"BAL challenged the incomplete pass ruling, and the play was upheld.",,
2,12:28,3,8,CAR 22,0,7,Cam Newton pass complete deep right to Jerricho Cotchery for 30 yards (tackle by Matt Elam),-0.690,2.390
2,12:07,1,10,BAL 48,0,7,Cam Newton pass incomplete short right intended for Philly Brown,2.390,1.850
2,12:00,2,10,BAL 48,0,7,Cam Newton pass complete short middle to Jerricho Cotchery for 12 yards (tackle by Matt Elam),1.850,3.180
2,11:15,1,10,BAL 36,0,7,"Penalty on Amini Silatolu: False Start, 5 yards (no play)",3.180,2.850
2,10:53,1,15,BAL 41,0,7,Cam Newton pass complete short middle to Darrin Reaves for 10 yards (tackle by Jimmy Smith),2.850,3.310
2,10:08,2,5,BAL 31,0,7,DeAngelo Williams for 7 yards (tackle by Darian Stewart),3.310,3.970
2,9:36,1,10,BAL 24,0,7,Darrin Reaves left end for -4 yards (tackle by Darian Stewart),3.970,2.890
2,8:50,2,14,BAL 28,0,7,Cam Newton pass incomplete deep right intended for Jerricho Cotchery,2.890,2.210
2,8:41,3,14,BAL 28,6,7,"Cam Newton pass complete deep left to Kelvin Benjamin for 28 yards, touchdown",2.210,7.000
2,8:41,,,BAL 2,7,7,Graham Gano kicks extra point good,0.000,0.000
2,8:41,,,CAR 35,7,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,8:35,1,10,BAL 20,7,7,Joe Flacco pass complete short middle to Steve Smith for 15 yards (tackle by Josh Norman),0.280,1.270
2,7:53,1,10,BAL 35,7,7,Justin Forsett for 21 yards (tackle by Josh Norman),1.270,2.650
2,7:28,1,10,CAR 44,7,7,Joe Flacco pass complete short right to Owen Daniels for 14 yards (tackle by Luke Kuechly and Roman Harper),2.650,3.580
2,6:52,1,10,CAR 30,7,7,Joe Flacco pass incomplete deep middle intended for Steve Smith (defended by Thomas DeCoud),3.580,3.030
2,6:45,2,10,CAR 30,7,7,Joe Flacco pass incomplete short right intended for Jacoby Jones,3.030,3.030
2,6:41,2,10,CAR 30,7,7,Timeout #3 by Baltimore Ravens,3.030,2.340
2,6:41,3,10,CAR 30,7,7,Joe Flacco pass complete short middle to Owen Daniels for 10 yards (tackle by Luke Kuechly),2.340,4.240
2,6:05,1,10,CAR 20,7,7,Justin Forsett right tackle for 9 yards (tackle by Thomas DeCoud),4.240,5.260
2,5:29,2,1,CAR 11,7,13,"Justin Forsett right tackle for 11 yards, touchdown",5.260,7.000
2,5:29,,,CAR 2,7,14,Justin Tucker kicks extra point good,0.000,0.000
2,5:29,,,BAL 35,7,14,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,5:22,1,10,CAR 20,7,14,Darrin Reaves left guard for no gain (tackle by Chris Canty and Daryl Smith),0.280,-0.270
2,4:44,2,10,CAR 20,7,14,Cam Newton pass incomplete short left intended for Greg Olsen,-0.270,-0.960
2,4:40,3,10,CAR 20,7,14,Cam Newton pass incomplete short left intended for Jerricho Cotchery (defended by Haloti Ngata),-0.960,-2.030
2,4:36,4,10,CAR 20,7,14,"Brad Nortman punts 48 yards, fair catch by Jacoby Jones",-2.030,-1.070
2,4:29,1,10,BAL 32,7,14,Joe Flacco pass incomplete short middle intended for Owen Daniels,1.070,0.530
2,4:24,2,10,BAL 32,7,14,Justin Forsett up the middle for 4 yards (tackle by Wes Horton and Roman Harper),0.530,0.370
2,3:48,3,6,BAL 36,7,14,Joe Flacco pass complete short right to Marlon Brown for 15 yards (tackle by Thomas DeCoud),0.370,2.320
2,3:08,1,10,CAR 49,7,14,Joe Flacco pass incomplete deep right intended for Torrey Smith,2.320,1.780
2,3:02,2,10,CAR 49,7,14,Justin Forsett left end for -1 yards (tackle by Luke Kuechly),1.780,0.960
2,2:21,3,11,CAR 50,7,14,Joe Flacco pass complete deep middle to Torrey Smith for 29 yards (tackle by Melvin White),0.960,4.170
2,2:00,1,10,CAR 21,7,20,"Joe Flacco pass complete deep left to Steve Smith for 21 yards. Joe Flacco fumbles, recovered by Joe Flacco at CAR-23, touchdown. Penalty on Melvin White: Defensive Pass Interference (Declined)",4.170,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,2:00,,,CAR 2,7,21,Justin Tucker kicks extra point good,0.000,0.000
2,2:00,,,BAL 35,7,21,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,1:53,1,10,CAR 20,7,21,Cam Newton pass complete short right to Jerricho Cotchery for 7 yards (tackle by Asa Jackson),0.280,0.680
2,1:48,2,3,CAR 27,7,21,Cam Newton pass incomplete short middle intended for Jason Avant (defended by C.J. Mosley),0.680,-0.030
2,1:44,3,3,CAR 27,7,21,"Penalty on Greg Olsen: False Start, 5 yards (no play)",-0.030,-0.690
2,1:44,3,8,CAR 22,7,21,Cam Newton sacked by Elvis Dumervil for -8 yards,-0.690,-2.470
2,1:04,4,16,CAR 14,7,21,"Brad Nortman punts 49 yards, fair catch by Jacoby Jones",-2.470,-1.400
2,0:57,1,10,BAL 37,7,21,Joe Flacco pass incomplete deep middle intended for Owen Daniels (defended by Luke Kuechly),1.400,0.860
2,0:52,2,10,BAL 37,7,21,Joe Flacco pass incomplete short right intended for Justin Forsett,0.860,0.170
2,0:48,3,10,BAL 37,7,21,Joe Flacco pass complete short left to Justin Forsett for 17 yards (tackle by Josh Norman),0.170,2.520
2,0:18,1,10,CAR 46,7,21,Joe Flacco pass complete short middle to Owen Daniels for 7 yards (tackle by Luke Kuechly),2.520,2.920
2,0:06,2,3,CAR 39,7,21,Joe Flacco spiked the ball,2.920,2.210
2,0:03,3,3,CAR 39,7,21,Justin Tucker 57 yard field goal no good,2.210,1.990
Quarter,Time,Down,ToGo,Location,CAR,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,7,21,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,7,21,Justin Forsett left guard for 4 yards (tackle by Chase Blackburn and Star Lotulelei),0.280,0.270
3,14:26,2,6,BAL 24,7,21,Joe Flacco pass complete short right to Justin Forsett for 5 yards (tackle by A.J. Klein),0.270,0.230
3,14:00,3,1,BAL 29,7,21,Justin Forsett right end for -2 yards (tackle by Dwan Edwards),0.230,-1.570
3,13:27,4,3,BAL 27,7,21,"Penalty on CAR: Defensive 12 On-field, 5 yards (no play)",-1.570,1.070
3,13:15,1,10,BAL 32,7,21,Joe Flacco pass incomplete short left intended for Steve Smith (defended by Wes Horton),1.070,0.530
3,13:11,2,10,BAL 32,7,21,Joe Flacco pass complete short right to Kyle Juszczyk for 2 yards (tackle by A.J. Klein),0.530,0.100
3,12:32,3,8,BAL 34,7,21,Joe Flacco pass complete short right to Owen Daniels for 12 yards (tackle by Roman Harper),0.100,1.990
3,11:52,1,10,BAL 46,7,21,Justin Forsett left guard for 2 yards (tackle by Luke Kuechly),1.990,1.720
3,11:16,2,8,BAL 48,7,21,"Joe Flacco pass incomplete deep right intended for Torrey Smith. Penalty on Antoine Cason: Defensive Pass Interference, 20 yards (no play)",1.720,3.450
3,11:03,1,10,CAR 32,7,21,Lorenzo Taliaferro right guard for 7 yards (tackle by Chase Blackburn),3.450,3.850
3,10:36,2,3,CAR 25,7,21,Lorenzo Taliaferro left guard for 1 yard (tackle by Kony Ealy and Colin Cole),3.850,3.270
3,9:58,3,2,CAR 24,7,27,"Joe Flacco pass complete deep left to Torrey Smith for 24 yards, touchdown",3.270,7.000
3,9:58,,,CAR 2,7,28,Justin Tucker kicks extra point good,0.000,0.000
3,9:58,,,BAL 35,7,28,"Justin Tucker kicks off 71 yards, returned by Philly Brown for 23 yards (tackle by Anthony Levine)",0.000,0.060
3,9:51,1,10,CAR 17,7,28,Darrin Reaves left guard for 1 yard (tackle by C.J. Mosley),-0.060,-0.420
3,8:58,2,9,CAR 18,7,28,Darrin Reaves left guard for 2 yards (tackle by Haloti Ngata and Daryl Smith),-0.420,-0.870
3,8:13,3,7,CAR 20,7,28,Cam Newton pass complete short middle to Greg Olsen for 17 yards (tackle by Terrence Brooks),-0.870,1.400
3,7:33,1,10,CAR 37,7,28,"Cam Newton pass incomplete short left intended for Kelvin Benjamin. Penalty on Chris Canty: Roughing the Passer, 15 yards (no play)",1.400,2.390
3,7:28,1,10,BAL 48,7,28,Darrin Reaves left guard for 4 yards (tackle by Courtney Upshaw and Chris Canty),2.390,2.390
3,6:49,2,6,BAL 44,7,28,Cam Newton pass complete short middle to Kelvin Benjamin for 14 yards (tackle by Jimmy Smith),2.390,3.580
3,6:17,1,10,BAL 30,7,28,Cam Newton pass incomplete deep left intended for Kelvin Benjamin,3.580,3.030
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,6:06,2,10,BAL 30,7,28,Cam Newton for 7 yards (tackle by C.J. Mosley),3.030,3.270
3,5:36,3,3,BAL 23,7,28,Cam Newton pass complete short right to Jerricho Cotchery for 5 yards,3.270,4.370
3,5:07,1,10,BAL 18,7,28,Darrin Reaves right tackle for 3 yards (tackle by Pernell McPhee and Asa Jackson),4.370,4.250
3,4:29,2,7,BAL 15,7,28,Darrin Reaves left guard for 4 yards (tackle by Daryl Smith),4.250,4.260
3,3:49,3,3,BAL 11,7,28,"Cam Newton for -5 yards. Cam Newton fumbles, recovered by Cam Newton at BAL-21",4.260,2.180
3,3:32,4,11,BAL 19,10,28,Graham Gano 37 yard field goal good,2.180,3.000
3,3:32,,,CAR 35,10,28,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,3:27,1,10,BAL 20,10,28,Justin Forsett right guard for 2 yards (tackle by Wes Horton and Luke Kuechly),0.280,0.000
3,3:01,2,8,BAL 22,10,28,Joe Flacco pass complete short left to Steve Smith for 7 yards (tackle by A.J. Klein and Josh Norman),0.000,0.230
3,2:19,3,1,BAL 29,10,28,Joe Flacco up the middle for 3 yards (tackle by Star Lotulelei and Luke Kuechly),0.230,1.070
3,1:44,1,10,BAL 32,10,28,Joe Flacco pass complete deep middle to Kamar Aiken for 22 yards (tackle by Thomas DeCoud),1.070,2.520
3,1:04,1,10,CAR 46,10,28,Lorenzo Taliaferro right tackle for 13 yards (tackle by Roman Harper and Thomas DeCoud),2.520,3.380
3,0:26,1,10,CAR 33,10,28,Lorenzo Taliaferro right guard for 3 yards (tackle by Dwan Edwards),3.380,3.240
Quarter,Time,Down,ToGo,Location,CAR,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CAR 30,10,28,Lorenzo Taliaferro left guard for 2 yards (tackle by Luke Kuechly),3.240,2.810
4,14:25,3,5,CAR 28,10,28,Joe Flacco pass complete short middle to Marlon Brown for 11 yards (tackle by Thomas DeCoud),2.810,4.440
4,13:48,1,10,CAR 17,10,28,Lorenzo Taliaferro left tackle for no gain (tackle by Kawann Short and Luke Kuechly),4.440,3.850
4,13:10,2,10,CAR 17,10,28,Joe Flacco pass complete short left to Steve Smith for 10 yards (tackle by Josh Norman and Thomas DeCoud),3.850,5.600
4,12:27,1,7,CAR 7,10,28,Joe Flacco pass complete short right to Kyle Juszczyk for 6 yards (tackle by Chase Blackburn and Roman Harper),5.600,5.910
4,11:40,2,1,CAR 1,10,34,"Lorenzo Taliaferro up the middle for 1 yard, touchdown",5.910,7.000
4,11:40,,,CAR 2,10,35,Justin Tucker kicks extra point good,0.000,0.000
4,11:40,,,BAL 35,10,35,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,11:34,1,10,CAR 20,10,35,Cam Newton pass complete short left to Darrin Reaves for no gain,0.280,-0.270
4,11:03,2,10,CAR 20,10,35,Cam Newton pass incomplete short right intended for Greg Olsen,-0.270,-0.960
4,10:58,3,10,CAR 20,10,35,Cam Newton pass complete short left to Kelvin Benjamin for 11 yards (tackle by Jimmy Smith),-0.960,1.000
4,10:39,1,10,CAR 31,10,35,Darrin Reaves left guard for 3 yards (tackle by Courtney Upshaw),1.000,0.870
4,10:09,2,7,CAR 34,10,35,Cam Newton pass incomplete short left intended for Kelvin Benjamin,0.870,0.170
4,10:05,3,7,CAR 34,10,35,Cam Newton pass complete short middle to Jason Avant for 15 yards (tackle by Daryl Smith),0.170,2.190
4,9:33,1,10,CAR 49,10,35,"Tauren Poole right guard for no gain (tackle by Brandon Williams). Tauren Poole fumbles (forced by Brandon Williams), recovered by Brandon Williams at CAR-49 (tackle by Nate Chandler)",2.190,-2.320
4,9:23,1,10,CAR 49,10,35,Lorenzo Taliaferro right guard for no gain (tackle by Chase Blackburn),2.320,1.780
4,8:43,2,10,CAR 49,10,35,Lorenzo Taliaferro right guard for 3 yards (tackle by Kawann Short and Luke Kuechly),1.780,1.490
4,8:04,3,7,CAR 46,10,35,"Joe Flacco pass incomplete short right intended for Torrey Smith. Penalty on Antoine Cason: Defensive Pass Interference, 9 yards (no play)",1.490,3.120
4,8:01,1,10,CAR 37,10,35,Justin Forsett left end for no gain (tackle by Josh Norman and Antoine Cason),3.120,2.570
4,7:18,2,10,CAR 37,10,35,Lorenzo Taliaferro left tackle for 3 yards (tackle by A.J. Klein),2.570,2.280
4,6:36,3,7,CAR 34,10,35,Lorenzo Taliaferro up the middle for 23 yards (tackle by Kawann Short),2.280,4.840
4,5:47,1,10,CAR 11,10,35,Lorenzo Taliaferro right tackle for no gain (tackle by Roman Harper and Wes Horton),4.840,4.140
4,5:04,2,10,CAR 11,10,35,Justin Forsett left guard for -1 yards (tackle by Colin Cole),4.140,3.110
4,4:15,3,11,CAR 12,10,35,Lorenzo Taliaferro right guard for no gain (tackle by Luke Kuechly),3.110,2.630
4,3:38,4,11,CAR 12,10,38,Justin Tucker 30 yard field goal good,2.630,3.000
4,3:38,,,BAL 35,10,38,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,3:33,1,10,CAR 20,10,38,Darrin Reaves right guard for 4 yards (tackle by C.J. Mosley),0.280,0.270
4,2:59,2,6,CAR 24,10,38,Derek Anderson pass complete deep right to Philly Brown for 17 yards (tackle by Asa Jackson),0.270,1.660
4,2:25,1,10,CAR 41,10,38,Darrin Reaves right guard for 1 yard (tackle by C.J. Mosley and DeAngelo Tyson),1.660,1.260
4,2:00,2,9,CAR 42,10,38,Derek Anderson pass complete deep right to Philly Brown for 18 yards (tackle by Terrence Brooks),1.260,2.920
4,1:20,1,10,BAL 40,10,38,Derek Anderson pass complete short middle to Brenton Bersin for 12 yards (tackle by Brynden Trawick),2.920,3.710
4,0:49,1,10,BAL 28,10,38,Derek Anderson pass incomplete short left intended for Darrin Reaves (defended by C.J. Mosley),3.710,3.170
4,0:42,2,10,BAL 28,10,38,Derek Anderson pass complete short right to Darrin Reaves for 1 yard (tackle by Elvis Dumervil),3.170,2.610
4,0:36,3,9,BAL 27,10,38,Derek Anderson pass complete short middle to Kelvin Benjamin for 9 yards (tackle by Brynden Trawick),2.610,4.370
4,0:13,1,10,BAL 18,10,38,Derek Anderson pass incomplete deep right intended for Philly Brown,4.370,3.800
4,0:08,2,10,BAL 18,10,38,Derek Anderson pass complete short left to Kelvin Benjamin for 14 yards (tackle by Chykie Brown),3.800,3.800
4,0:03,2,10,BAL 18,10,38,Timeout #1 by Baltimore Ravens,3.800,6.280
4,0:03,1,4,BAL 4,10,38,Derek Anderson pass incomplete short right intended for Darrin Reaves,6.280,5.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
