#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,7:19,BAL 20,6,3:13,39,Punt
2,1,0:42,BAL 20,5,2:30,80,Touchdown
3,2,8:35,BAL 20,8,3:13,80,Touchdown
4,2,4:29,BAL 32,7,2:36,68,Touchdown
5,2,0:57,BAL 37,6,0:57,24,Missed FG
6,3,15:00,BAL 20,10,5:09,80,Touchdown
7,3,3:30,BAL 20,12,6:56,80,Touchdown
8,4,9:23,CAR 49,9,5:50,37,Field Goal
