Quarter,Time,Down,ToGo,Location,SDG,WAS,Detail,EPB,EPA
1,6:14,2,5,SDG 22,0,0,Clinton Portis right end for 2 yards (tackle by Donnie Edwards),3.910,3.470
1,5:37,3,3,SDG 20,0,0,Mark Brunell pass incomplete intended for Clinton Portis,3.470,2.220
1,5:27,4,3,SDG 20,0,3,John Hall 38 yard field goal good,2.220,3.000
1,,,,WAS 30,0,3,"John Hall kicks off 61 yards, returned by Darren Sproles for 20 yards (tackle by Ade Jimoh)",0.000,0.870
1,5:16,1,10,SDG 29,0,3,"LaDainian Tomlinson right end for 2 yards. LaDainian Tomlinson fumbles, recovered by LaDainian Tomlinson at SDG-31",0.870,0.600
1,4:35,2,8,SDG 31,0,3,Drew Brees pass incomplete intended for Antonio Gates,0.600,-0.100
1,4:32,3,8,SDG 31,0,3,Drew Brees pass complete to Eric Parker for 16 yards (tackle by Walt Harris),-0.100,2.060
1,3:51,1,10,SDG 47,0,3,Drew Brees pass complete to Keenan McCardell for 6 yards (tackle by Walt Harris),2.060,2.330
1,3:11,2,4,WAS 47,0,3,LaDainian Tomlinson left end for 9 yards (tackle by LaVar Arrington),2.330,3.050
1,2:46,1,10,WAS 38,0,3,Drew Brees pass incomplete intended for Keenan McCardell (defended by Lemar Marshall),3.050,2.510
1,2:40,2,10,WAS 38,0,3,Drew Brees pass incomplete intended for Antonio Gates (defended by Sean Taylor),2.510,1.820
1,2:33,3,10,WAS 38,0,3,Drew Brees pass incomplete intended for Antonio Gates,1.820,0.720
1,2:29,4,10,WAS 38,0,3,"Mike Scifres punts 28 yards, fair catch by Antonio Brown",0.720,0.380
1,2:21,1,10,WAS 10,0,3,Mark Brunell pass complete to Santana Moss for 5 yards (tackle by Drayton Florence),-0.380,-0.350
1,1:46,2,5,WAS 15,0,3,Clinton Portis left end for 7 yards (tackle by Igor Olshansky),-0.350,0.410
1,1:04,1,10,WAS 22,0,3,Clinton Portis right guard for 2 yards (tackle by Jamal Williams),0.410,0.140
1,0:25,2,8,WAS 24,0,3,Mark Brunell pass complete to Robert Royal for 2 yards (tackle by Quentin Jammer),0.140,-0.290
Quarter,Time,Down,ToGo,Location,SDG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,WAS 26,0,3,Mark Brunell pass complete to Santana Moss for 3 yards (tackle by Jamar Fletcher and Donnie Edwards),-0.290,-1.440
2,14:30,4,3,WAS 29,0,3,"Derrick Frost punts 43 yards, returned by Eric Parker for 15 yards (tackle by Lemar Marshall)",-1.440,-1.800
2,14:18,1,10,SDG 43,0,3,LaDainian Tomlinson right end for 3 yards (tackle by Sean Taylor),1.800,1.660
2,13:44,2,7,SDG 46,0,3,Drew Brees pass complete to Eric Parker for 14 yards (tackle by Walt Harris),1.660,2.920
2,13:22,1,10,WAS 40,0,3,LaDainian Tomlinson right tackle for 3 yards (tackle by Phillip Daniels and Cedric Killings),2.920,2.780
2,12:44,2,7,WAS 37,0,3,Drew Brees pass complete to Keenan McCardell for 13 yards (tackle by Ryan Clark),2.780,3.970
2,12:04,1,10,WAS 24,0,3,Drew Brees pass incomplete intended for Reche Caldwell,3.970,3.430
2,11:59,2,10,WAS 24,0,3,Drew Brees pass complete to Keenan McCardell for 10 yards (tackle by Carlos Rogers),3.430,4.650
2,11:33,1,10,WAS 14,0,3,Eric Parker right end for 13 yards (tackle by Marcus Washington),4.650,6.970
2,10:48,1,1,WAS 1,6,3,"LaDainian Tomlinson left guard for 1 yard, touchdown",6.970,7.000
2,,,,WAS 2,7,3,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,3,"Nate Kaeding kicks off 53 yards, returned by Antonio Brown for 14 yards (tackle by Stephen Cooper)",0.000,1.000
2,10:27,1,10,WAS 31,7,3,Mark Brunell pass incomplete intended for Robert Royal,1.000,0.460
2,10:22,2,10,WAS 31,7,3,Clinton Portis right end for 2 yards (tackle by Steve Foley),0.460,0.040
2,9:46,3,8,WAS 33,7,3,Mark Brunell pass complete to Taylor Jacobs for 17 yards (tackle by Bhawoh Jue),0.040,2.260
2,9:13,1,10,WAS 50,7,3,Mark Brunell pass complete to Chris Cooley for 17 yards (tackle by Drayton Florence),2.260,3.380
2,8:50,1,10,SDG 33,7,3,Clinton Portis left guard for 5 yards (tackle by Jamal Williams),3.380,3.510
2,8:13,2,5,SDG 28,7,3,Mark Brunell pass complete to Chris Cooley for 6 yards (tackle by Randall Godfrey),3.510,4.110
2,7:29,1,10,SDG 22,7,9,"Mark Brunell pass complete to Santana Moss for 22 yards, touchdown",4.110,7.000
2,,,,SDG 2,7,10,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,7,10,"John Hall kicks off 56 yards, returned by Darren Sproles for 17 yards (tackle by Khary Campbell)",0.000,1.000
2,7:17,1,10,SDG 31,7,10,Drew Brees pass complete to Antonio Gates for 6 yards (tackle by Carlos Rogers),1.000,1.270
2,6:35,2,4,SDG 37,7,10,LaDainian Tomlinson left end for 4 yards (tackle by Carlos Rogers),1.270,1.660
2,6:08,1,10,SDG 41,7,10,Drew Brees pass complete to Eric Parker for 6 yards (tackle by Carlos Rogers),1.660,1.930
2,5:26,2,4,SDG 47,7,10,LaDainian Tomlinson left end for no gain (tackle by LaVar Arrington and Carlos Rogers),1.930,1.220
2,4:46,3,4,SDG 47,7,10,Drew Brees pass incomplete intended for Antonio Gates (defended by Cornelius Griffin),1.220,-0.260
2,4:42,4,4,SDG 47,7,10,"Mike Scifres punts 32 yards, fair catch by Antonio Brown",-0.260,-0.340
2,4:34,1,10,WAS 21,7,10,Clinton Portis left end for 8 yards (tackle by Randall Godfrey),0.340,0.880
2,3:58,2,2,WAS 29,7,10,Clinton Portis left tackle for 3 yards (tackle by Donnie Edwards),0.880,1.070
2,3:22,1,10,WAS 32,7,10,Mark Brunell pass complete to Robert Johnson for 14 yards (tackle by Terrence Kiel),1.070,1.990
2,2:55,1,10,WAS 46,7,10,Clinton Portis left end for 4 yards (tackle by Jamal Williams),1.990,1.990
2,2:19,2,6,WAS 50,7,10,Clinton Portis left tackle for 1 yard (tackle by Donnie Edwards),1.990,1.420
2,2:00,3,5,SDG 49,7,10,Mark Brunell pass incomplete intended for Chris Cooley,1.420,0.000
2,1:57,4,5,SDG 49,7,10,"Derrick Frost punts 23 yards, fair catch by Eric Parker",0.000,-0.670
2,1:48,1,10,SDG 26,7,10,Drew Brees pass complete to Lorenzo Neal for 4 yards (tackle by Carlos Rogers),0.670,0.670
2,1:12,2,6,SDG 30,7,10,Drew Brees pass incomplete intended for LaDainian Tomlinson,0.670,-0.030
2,1:09,3,6,SDG 30,7,10,Drew Brees pass complete to LaDainian Tomlinson for 14 yards (tackle by Walt Harris),-0.030,1.860
2,1:00,,,,7,10,Timeout #2 by San Diego Chargers,0.000,1.860
2,1:00,1,10,SDG 44,7,10,"Penalty on Kassim Osgood: False Start, 5 yards (no play)",1.860,1.530
2,1:00,1,15,SDG 39,7,10,Drew Brees pass incomplete intended for Kassim Osgood,1.530,0.640
2,0:58,2,15,SDG 39,7,10,LaDainian Tomlinson right guard for 10 yards (tackle by Lemar Marshall),0.640,1.290
2,0:26,3,5,SDG 49,7,10,Drew Brees pass incomplete intended for Eric Parker,1.290,-0.130
2,0:23,4,5,SDG 49,7,10,Mike Scifres punts 47 yards,-0.130,0.380
2,0:11,1,10,WAS 4,7,10,Mark Brunell kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,SDG,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,7,10,"John Hall kicks off 63 yards, returned by Darren Sproles for 47 yards (tackle by John Hall)",0.000,2.520
3,14:54,1,10,WAS 46,7,10,LaDainian Tomlinson left tackle for 6 yards (tackle by Lemar Marshall),2.520,2.790
3,14:20,2,4,WAS 40,7,10,Lorenzo Neal right guard for 3 yards (tackle by Renaldo Wynn and Joe Salave'a),2.790,2.480
3,13:40,3,1,WAS 37,7,10,Drew Brees up the middle for 2 yards (tackle by Joe Salave'a),2.480,3.250
3,13:02,1,10,WAS 35,7,10,"Drew Brees pass incomplete intended for Keenan McCardell. Penalty on Sean Taylor: Illegal Contact, 5 yards (no play)",3.250,3.580
3,12:57,1,10,WAS 30,7,10,LaDainian Tomlinson left tackle for 1 yard (tackle by Marcus Washington),3.580,3.170
3,12:16,2,9,WAS 29,7,10,Drew Brees pass complete to Keenan McCardell for 5 yards (tackle by LaVar Arrington),3.170,3.140
3,11:34,3,4,WAS 24,7,10,Drew Brees sacked by Phillip Daniels for -4 yards,3.140,1.590
3,11:02,4,8,WAS 28,7,10,Nate Kaeding 46 yard field goal no good,1.590,-1.400
3,10:56,1,10,WAS 37,7,10,"Clinton Portis left end for 3 yards (tackle by Terrence Kiel). Penalty on Casey Rabach: Offensive Holding, 10 yards, Penalty on Randy Thomas: Offensive Holding (Declined) (no play)",1.400,0.740
3,10:35,1,20,WAS 27,7,10,Clinton Portis left end for 3 yards (tackle by Drayton Florence),0.740,-0.090
3,10:06,2,17,WAS 30,7,10,Mark Brunell pass complete to Chris Cooley for 5 yards (tackle by Stephen Cooper),-0.090,-0.100
3,9:29,3,12,WAS 35,7,10,Mark Brunell pass incomplete intended for Clinton Portis,-0.100,-1.040
3,9:23,4,12,WAS 35,7,10,"Derrick Frost punts 43 yards, returned by Eric Parker for 2 yards (tackle by Pierson Prioleau)",-1.040,-0.540
3,9:12,1,10,SDG 24,7,10,Drew Brees pass incomplete intended for LaDainian Tomlinson (defended by LaVar Arrington),0.540,0.000
,,,,,,,"SDG challenged the ruling, and the original play was overturned.",,
3,9:08,2,10,SDG 24,7,10,Drew Brees pass complete to LaDainian Tomlinson for 1 yard (tackle by Carlos Rogers),0.000,-0.560
3,8:26,3,9,SDG 25,7,10,Drew Brees pass incomplete intended for LaDainian Tomlinson,-0.560,-1.700
3,8:19,4,9,SDG 25,7,10,"Mike Scifres punts 54 yards, fair catch by Antonio Brown",-1.700,-0.340
3,8:12,1,10,WAS 21,7,10,Clinton Portis right end for 1 yard (tackle by Luis Castillo),0.340,-0.070
3,7:36,2,9,WAS 22,7,10,Mark Brunell sacked by Steve Foley for -3 yards,-0.070,-1.220
3,7:03,3,12,WAS 19,7,10,Mark Brunell pass complete to Taylor Jacobs for 13 yards (tackle by Drayton Florence),-1.220,1.070
3,6:20,1,10,WAS 32,7,10,Mark Brunell pass complete to Santana Moss for 16 yards (tackle by Randall Godfrey),1.070,2.130
3,5:40,1,10,WAS 48,7,10,Clinton Portis right end for 2 yards (tackle by Donnie Edwards),2.130,1.850
3,4:54,2,8,WAS 50,7,10,Mark Brunell pass complete to Santana Moss for 14 yards (tackle by Shawne Merriman),1.850,3.180
3,4:11,1,10,SDG 36,7,10,Mark Brunell pass incomplete intended for Rock Cartwright,3.180,2.640
3,4:04,2,10,SDG 36,7,10,Mark Brunell pass complete to Clinton Portis for 23 yards (tackle by Bhawoh Jue and Quentin Jammer),2.640,4.710
3,3:19,1,10,SDG 13,7,16,"Rock Cartwright left guard for 13 yards, touchdown",4.710,7.000
3,,,,SDG 2,7,17,John Hall kicks extra point good,0.000,0.000
3,,,,WAS 30,7,17,"John Hall kicks off 68 yards, returned by Darren Sproles for 22 yards (tackle by Rock Cartwright)",0.000,0.540
3,3:07,1,10,SDG 24,7,17,LaDainian Tomlinson right end for 3 yards (tackle by LaVar Arrington),0.540,0.400
3,2:31,2,7,SDG 27,7,17,Drew Brees pass incomplete intended for Keenan McCardell,0.400,-0.300
3,2:25,3,7,SDG 27,7,17,"Penalty on Leander Jordan: False Start, 5 yards (no play)",-0.300,-0.960
3,2:25,3,12,SDG 22,7,17,Drew Brees pass complete to Eric Parker for 18 yards (tackle by Lemar Marshall),-0.960,1.600
3,1:53,1,10,SDG 40,7,17,LaDainian Tomlinson up the middle for 18 yards (tackle by Shawn Springs),1.600,2.790
3,1:21,1,10,WAS 42,7,17,"Penalty on Mike Goff: False Start, 5 yards (no play)",2.790,2.460
3,1:01,1,15,WAS 47,7,17,Drew Brees pass incomplete intended for Antonio Gates (defended by Ryan Clark),2.460,1.570
3,0:56,2,15,WAS 47,7,17,LaDainian Tomlinson left guard for 1 yard (tackle by Marcus Washington),1.570,1.030
3,0:13,3,14,WAS 46,7,17,Drew Brees pass complete to Eric Parker for 16 yards (tackle by Carlos Rogers),1.030,3.580
Quarter,Time,Down,ToGo,Location,SDG,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 30,7,17,LaDainian Tomlinson left end for 1 yard (tackle by Lemar Marshall),3.580,3.170
4,14:26,2,9,WAS 29,7,17,Drew Brees pass incomplete intended for Antonio Gates,3.170,2.480
4,14:20,3,9,WAS 29,7,17,Drew Brees pass incomplete intended for Vincent Jackson (defended by Carlos Rogers),2.480,1.500
4,14:14,4,9,WAS 29,10,17,Nate Kaeding 48 yard field goal good,1.500,3.000
4,,,,SDG 30,10,17,"Nate Kaeding kicks off 58 yards, returned by Antonio Brown for 13 yards (tackle by Hanik Milligan)",0.000,0.610
4,14:04,1,10,WAS 25,10,17,Clinton Portis right end for 3 yards (tackle by Quentin Jammer),0.610,0.470
4,13:24,2,7,WAS 28,10,17,Clinton Portis right end for 2 yards (tackle by Donnie Edwards),0.470,0.040
4,12:49,3,5,WAS 30,10,17,Mark Brunell pass incomplete intended for Robert Royal,0.040,-1.370
4,12:45,4,5,WAS 30,10,17,"Derrick Frost punts 39 yards, returned by Eric Parker for 2 yards (tackle by Chris Clemons). Penalty on Pierson Prioleau: Offensive Holding, 10 yards (no play)",-1.370,-2.030
4,12:34,4,15,WAS 20,10,17,"Derrick Frost punts 41 yards, fair catch by Eric Parker. Penalty on Quentin Jammer: Illegal Block Above the , 10 yards",-2.030,-0.940
4,12:26,1,10,SDG 30,10,17,LaDainian Tomlinson left end for 7 yards (tackle by Marcus Washington),0.940,1.340
4,11:48,2,3,SDG 37,10,17,LaDainian Tomlinson left tackle for 22 yards (tackle by Sean Taylor),1.340,2.850
4,11:23,1,10,WAS 41,10,17,Drew Brees pass incomplete intended for Keenan McCardell is intercepted by Carlos Rogers at WAS-0 and returned for 14 yards,2.850,0.280
4,11:11,1,10,WAS 14,10,17,Clinton Portis right guard for 1 yard (tackle by Randall Godfrey),-0.280,-0.640
4,10:32,2,9,WAS 15,10,17,Clinton Portis left tackle for 7 yards (tackle by Luis Castillo),-0.640,-0.440
4,9:49,3,2,WAS 22,10,17,Mark Brunell pass incomplete intended for Taylor Jacobs,-0.440,-1.900
4,9:42,4,2,WAS 22,10,17,"Derrick Frost punts 33 yards, fair catch by Eric Parker",-1.900,-1.930
4,9:35,1,10,SDG 45,10,17,Drew Brees pass incomplete intended for Eric Parker,1.930,1.380
4,9:32,2,10,SDG 45,10,17,LaDainian Tomlinson left tackle for 1 yard (tackle by Ryan Clark),1.380,0.830
4,8:48,3,9,SDG 46,10,17,Drew Brees pass complete to Eric Parker for 6 yards (tackle by Sean Taylor),0.830,0.070
4,8:10,4,3,WAS 48,10,17,"Mike Scifres punts 33 yards, fair catch by Antonio Brown",0.070,0.140
4,8:03,1,10,WAS 16,10,17,Clinton Portis right end for 6 yards (tackle by Steve Foley),-0.140,0.280
4,7:19,2,4,WAS 22,10,17,Clinton Portis left guard for 3 yards (tackle by Igor Olshansky),0.280,-0.200
4,6:42,3,1,WAS 25,10,17,Clinton Portis right end for 1 yard (tackle by Jamal Williams),-0.200,0.670
4,6:20,1,10,WAS 26,10,17,Mark Brunell pass incomplete intended for Robert Royal,0.670,0.130
4,6:14,2,10,WAS 26,10,17,Mark Brunell pass complete to Taylor Jacobs for 11 yards (tackle by Drayton Florence),0.130,1.400
4,5:43,1,10,WAS 37,10,17,Clinton Portis right end for 4 yards (tackle by Jamal Williams),1.400,1.400
4,5:00,2,6,WAS 41,10,17,Clinton Portis right tackle for no gain (tackle by Stephen Cooper),1.400,0.700
4,4:51,,,,10,17,Timeout #1 by San Diego Chargers,0.000,0.700
4,4:51,3,6,WAS 41,10,17,"Mark Brunell for no gain. Mark Brunell fumbles, ball out of bounds at WAS-30",0.700,-1.370
4,4:40,4,17,WAS 30,10,17,"Derrick Frost punts 37 yards, fair catch by Eric Parker",-1.370,-1.140
4,4:36,1,10,SDG 33,10,17,Drew Brees pass complete to Eric Parker for 22 yards (tackle by Walt Harris). Penalty on Walt Harris: Illegal Contact (Declined),1.140,2.590
4,4:31,1,10,WAS 45,10,17,"LaDainian Tomlinson right guard for -2 yards (tackle by Marcus Washington). Penalty on Chris Clemons: Defensive Offside, 5 yards (no play)",2.590,3.320
4,4:21,1,5,WAS 40,10,17,LaDainian Tomlinson for 3 yards (tackle by Shawn Springs),3.320,3.120
4,3:44,2,2,WAS 37,10,17,"Drew Brees pass incomplete intended for Eric Parker. Penalty on Carlos Rogers: Illegal Contact, 5 yards (no play)",3.120,3.450
4,3:37,1,10,WAS 32,16,17,"LaDainian Tomlinson left end for 32 yards, touchdown",3.450,7.000
4,,,,WAS 2,17,17,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,17,17,"Nate Kaeding kicks off 56 yards, returned by Antonio Brown for 13 yards (tackle by Kassim Osgood)",0.000,0.740
4,3:25,1,10,WAS 27,17,17,Clinton Portis up the middle for 3 yards (tackle by Igor Olshansky),0.740,0.600
4,2:53,2,7,WAS 30,17,17,Mark Brunell pass complete to Taylor Jacobs for 3 yards (tackle by Drayton Florence),0.600,0.300
4,2:48,3,4,WAS 33,17,17,Mark Brunell sacked by Shaun Phillips for 0 yards,0.300,-1.180
4,2:39,4,4,WAS 33,17,17,"Derrick Frost punts 38 yards, returned by Eric Parker for no gain",-1.180,-0.870
4,2:29,1,10,SDG 29,17,17,LaDainian Tomlinson right end for 8 yards (tackle by Ryan Clark),0.870,1.410
4,1:59,2,2,SDG 37,17,17,LaDainian Tomlinson left end for 3 yards (tackle by Lemar Marshall),1.410,1.600
4,1:25,1,10,SDG 40,17,17,"Drew Brees pass complete to LaDainian Tomlinson for no gain. Penalty on Leander Jordan: Tripping, 10 yards",1.600,0.940
4,1:15,1,20,SDG 30,17,17,Drew Brees pass incomplete intended for Eric Parker (defended by Carlos Rogers),0.940,-0.300
4,1:12,2,20,SDG 30,17,17,Drew Brees pass incomplete intended for Vincent Jackson is intercepted by Shawn Springs at SDG-33 and returned for 2 yards,-0.300,-3.510
4,1:04,1,10,SDG 31,17,17,Clinton Portis for 6 yards (tackle by Bhawoh Jue and Drayton Florence),3.510,3.780
4,0:55,,,,17,17,Timeout #2 by San Diego Chargers,0.000,3.780
4,0:55,2,4,SDG 25,17,17,"Clinton Portis right end for no gain (tackle by Luis Castillo). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",3.780,2.430
4,0:50,2,14,SDG 35,17,17,Clinton Portis left end for no gain (tackle by Randall Godfrey),2.430,1.750
4,0:40,,,,17,17,Timeout #3 by San Diego Chargers,0.000,1.750
4,0:40,3,14,SDG 35,17,17,Mark Brunell pass incomplete intended for Chris Cooley (defended by Shawne Merriman),1.750,0.970
4,0:35,4,14,SDG 35,17,17,John Hall 53 yard field goal no good,0.970,-1.800
4,0:30,1,10,SDG 43,17,17,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Walt Harris),1.800,1.930
4,0:30,2,5,SDG 48,17,17,Drew Brees pass complete to LaDainian Tomlinson for 4 yards (tackle by Walt Harris),1.930,1.750
4,0:19,3,1,WAS 48,17,17,Drew Brees pass complete to Antonio Gates for 9 yards (tackle by Ryan Clark),1.750,2.980
4,0:08,1,10,WAS 39,17,17,Drew Brees spiked the ball,2.980,2.440
4,0:06,2,10,WAS 39,17,17,"Penalty on Antonio Gates: False Start, 5 yards (no play)",2.440,1.770
4,0:06,2,15,WAS 44,17,17,Drew Brees pass incomplete intended for Vincent Jackson is intercepted by Walt Harris,1.770,0.050
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SDG,WAS,Detail,EPB,EPA
,,,,,,,"Chargers won the coin toss, Chargers to receive the overtime kickoff.",,
OT,15:00,2,15,WAS 30,17,17,"John Hall kicks off 57 yards, returned by Darren Sproles for 22 yards (tackle by Khary Campbell)",0.050,1.270
OT,14:56,1,10,SDG 35,17,17,Drew Brees pass complete to Antonio Gates for 24 yards,1.270,2.850
OT,14:35,1,10,WAS 41,23,17,"LaDainian Tomlinson left tackle for 41 yards, touchdown",2.850,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
