Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
1,6:56,4,21,SFO 29,0,7,Mitch Wishnowsky punts 46 yards downed by River Cracraft,,
1,6:45,1,10,GNB 25,0,7,Aaron Rodgers pass complete short left to Davante Adams for 7 yards (tackle by Azeez Al-Shaair),,
1,6:06,2,3,GNB 32,0,7,Aaron Jones right end for 14 yards (tackle by Jaquiski Tartt and Dre Greenlaw),,
1,5:20,1,10,GNB 46,0,7,Aaron Rodgers pass complete short right to Aaron Jones for 9 yards (tackle by Jimmie Ward and Fred Warner),,
1,4:40,2,1,SFO 45,0,7,AJ Dillon right guard for 3 yards (tackle by Kentavius Street),,
1,4:00,1,10,SFO 42,0,7,"Aaron Rodgers pass complete short left to Marcedes Lewis for no gain. Marcedes Lewis fumbles (forced by Fred Warner), recovered by Dre Greenlaw at SF-42 (tackle by Marcedes Lewis)",,
1,3:51,1,10,SFO 42,0,7,Deebo Samuel left guard for 5 yards (tackle by Kenny Clark and Preston Smith),,
1,3:06,2,5,SFO 47,0,7,"Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for no gain. Brandon Aiyuk fumbles (forced by Rasul Douglas), recovered by Krys Barnes at GB-39 (tackle by Daniel Brunskill and Brandon Aiyuk) Replay Assistant challenged the fumble ruling, and the original play was overturned. Jimmy Garoppolo pass incomplete short middle intended for Brandon Aiyuk (defended by Rasul Douglas)",,
1,3:03,3,5,SFO 47,0,7,Jimmy Garoppolo sacked by Rashan Gary for -5 yards,,
1,2:30,4,10,SFO 42,0,7,"Mitch Wishnowsky punts 42 yards, fair catch by Amari Rodgers at GB-16",,
1,2:20,1,10,GNB 16,0,7,AJ Dillon up the middle for 4 yards (tackle by D.J. Jones and Arden Key),,
1,1:41,2,6,GNB 20,0,7,Aaron Rodgers pass incomplete short left intended for Dominique Dafney (defended by K'Waun Williams),,
1,1:37,3,6,GNB 20,0,7,Aaron Rodgers pass incomplete deep right intended for Dominique Dafney,,
1,1:28,4,6,GNB 20,0,7,Corey Bojorquez punts 42 yards downed by Equanimeous St. Brown,,
1,1:16,1,10,SFO 38,0,7,Elijah Mitchell right end for -1 yards (tackle by Krys Barnes),,
1,0:34,2,11,SFO 37,0,7,Jimmy Garoppolo pass incomplete deep middle intended for George Kittle,,
1,0:29,3,11,SFO 37,0,7,Jimmy Garoppolo pass incomplete short middle intended for Jauan Jennings,,
1,0:25,4,11,SFO 37,0,7,"Mitch Wishnowsky punts 52 yards, returned by Amari Rodgers for 6 yards (tackle by Mark Nzeocha)",,
1,0:15,1,10,GNB 17,0,7,Aaron Rodgers pass complete short left to Aaron Jones for 3 yards (tackle by Jimmie Ward),,
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,GNB 20,0,7,Aaron Jones left tackle for 4 yards (tackle by Samson Ebukam and Fred Warner),,
2,14:28,3,3,GNB 24,0,7,"Penalty on Allen Lazard: False Start, 5 yards (accepted) (no play)",,
2,14:01,3,8,GNB 19,0,7,Aaron Rodgers sacked by Samson Ebukam for -6 yards,,
2,13:19,4,14,GNB 13,0,7,"Corey Bojorquez punts 59 yards, returned by Travis Benjamin for 6 yards (tackle by Equanimeous St. Brown and Oren Burks)",,
2,13:07,1,10,SFO 34,0,7,Jimmy Garoppolo pass incomplete short right intended for Deebo Samuel,,
2,13:03,2,10,SFO 34,0,7,Elijah Mitchell left tackle for 2 yards (tackle by Preston Smith and Dean Lowry),,
2,12:17,3,8,SFO 36,0,7,Jimmy Garoppolo sacked by Rashan Gary for -5 yards,,
2,11:46,4,13,SFO 31,0,7,"Mitch Wishnowsky punts 49 yards, returned by Amari Rodgers for 5 yards (tackle by Trent Sherfield)",,
2,11:38,1,10,GNB 25,0,7,AJ Dillon left guard for 3 yards (tackle by Jaquiski Tartt and Arik Armstead),,
2,10:57,2,7,GNB 28,0,7,AJ Dillon up the middle for 2 yards (tackle by Dre Greenlaw and D.J. Jones),,
2,10:11,3,5,GNB 30,0,7,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by K'Waun Williams),,
2,9:24,1,10,GNB 38,0,7,Aaron Jones up the middle for -1 yards (tackle by Jaquiski Tartt),,
2,8:44,2,11,GNB 37,0,7,Aaron Rodgers sacked by Nick Bosa for no gain,,
2,7:56,,,,,,Timeout #1 by Green Bay Packers,,
2,7:56,3,11,GNB 37,0,7,Aaron Rodgers pass complete short right to Aaron Jones for 9 yards (tackle by Jimmie Ward),,
2,7:04,4,2,GNB 46,0,7,"Penalty on GNB: Delay of Game, 5 yards (accepted) (no play)",,
2,6:46,4,7,GNB 41,0,7,Corey Bojorquez punts 36 yards out of bounds,,
2,6:41,1,10,SFO 23,0,7,Jimmy Garoppolo pass incomplete short left intended for Elijah Mitchell (defended by Dean Lowry),,
2,6:36,2,10,SFO 23,0,7,Jimmy Garoppolo pass complete short left to George Kittle for 15 yards (tackle by Rasul Douglas),,
2,6:00,1,10,SFO 38,0,7,Deebo Samuel right tackle for 2 yards (tackle by De'Vondre Campbell),,
2,5:14,2,8,SFO 40,0,7,Elijah Mitchell right tackle for 7 yards (tackle by Preston Smith),,
2,4:27,3,1,SFO 47,0,7,Elijah Mitchell right end for 4 yards (tackle by Adrian Amos),,
2,3:43,1,10,GNB 49,0,7,Elijah Mitchell left tackle for 2 yards (tackle by Tyler Lancaster and Dean Lowry),,
2,2:59,2,8,GNB 47,0,7,Jimmy Garoppolo pass complete short right to Elijah Mitchell for 16 yards (tackle by Eric Stokes and Preston Smith),,
2,2:14,1,10,GNB 31,0,7,Elijah Mitchell left end for 6 yards (tackle by Chandon Sullivan),,
2,2:00,2,4,GNB 25,0,7,Deebo Samuel up the middle for 4 yards (tackle by De'Vondre Campbell and Adrian Amos),,
2,1:18,1,10,GNB 21,0,7,Jimmy Garoppolo pass complete short middle to George Kittle for 12 yards (tackle by Preston Smith),,
2,1:09,,,,,,Timeout #2 by Green Bay Packers,,
2,1:09,1,9,GNB 9,0,7,"Elijah Mitchell left guard for no gain (tackle by Preston Smith). Penalty on Trent Williams: Offensive Holding, 10 yards (accepted) (no play)",,
2,1:05,1,19,GNB 19,0,7,Jimmy Garoppolo pass short right intended for George Kittle is intercepted by Adrian Amos at GB-4 and returned for no gain (tackle by George Kittle),,
2,0:56,1,10,GNB 4,0,7,AJ Dillon right guard for 2 yards (tackle by Fred Warner),,
2,0:44,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:44,2,8,GNB 6,0,7,Aaron Rodgers pass complete short right to Aaron Jones for 5 yards (tackle by Dre Greenlaw),,
2,0:40,3,3,GNB 11,0,7,Aaron Rodgers pass complete deep right to Aaron Jones for 75 yards (tackle by Jaquiski Tartt),,
2,0:26,,,,,,Timeout #3 by Green Bay Packers,,
2,0:26,1,10,SFO 14,0,7,"Aaron Rodgers sacked by Nick Bosa for -5 yards. Aaron Rodgers fumbles (forced by Nick Bosa), recovered by Lucas Patrick at SF-21 (tackle by Nick Bosa)",,
2,0:03,2,16,SFO 20,0,7,Aaron Rodgers spiked the ball,,
2,0:03,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:03,3,16,SFO 20,0,7,Mason Crosby 39 yard field goal no good blocked by Jimmie Ward,,
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,0,7,"Mason Crosby kicks off 60 yards, returned by Deebo Samuel for 45 yards (tackle by Kevin King)",,
3,14:50,1,10,GNB 50,0,7,Elijah Mitchell right end for 5 yards (tackle by Adrian Amos),,
3,14:09,2,5,GNB 45,0,7,Deebo Samuel left end for 4 yards (tackle by Kenny Clark and Krys Barnes),,
3,13:27,3,1,GNB 41,0,7,Elijah Mitchell left guard for 5 yards (tackle by Preston Smith),,
3,12:41,1,10,GNB 36,0,7,Elijah Mitchell left end for 1 yard (tackle by Kenny Clark),,
3,12:00,2,9,GNB 35,0,7,Jimmy Garoppolo pass complete short right to Deebo Samuel for 18 yards (tackle by Rasul Douglas),,
3,11:15,1,10,GNB 17,0,7,Deebo Samuel left tackle for 5 yards (tackle by De'Vondre Campbell),,
3,10:37,2,5,GNB 12,0,7,"Elijah Mitchell right end for 6 yards (tackle by Eric Stokes). Penalty on Elijah Mitchell: Face Mask (15 Yards), 15 yards (accepted)",,
3,10:04,2,14,GNB 21,0,7,Jimmy Garoppolo pass complete short left to Jauan Jennings for no gain (tackle by Rasul Douglas) (no play),,
3,9:34,2,19,GNB 26,0,7,Jimmy Garoppolo pass complete short right to Elijah Mitchell for 3 yards (tackle by Eric Stokes and Krys Barnes),,
3,8:53,3,16,GNB 23,0,7,Jimmy Garoppolo pass complete short left to Deebo Samuel for 12 yards (tackle by Krys Barnes),,
3,8:18,4,4,GNB 11,3,7,Robbie Gould 29 yard field goal good,,
3,8:13,,,SFO 35,3,7,"Robbie Gould kicks off 59 yards, returned by Amari Rodgers for 26 yards (tackle by Josh Norman)",,
3,8:08,1,10,GNB 32,3,7,Aaron Rodgers pass incomplete short right,,
3,8:00,2,10,GNB 32,3,7,Aaron Rodgers pass incomplete deep middle intended for Josiah Deguara,,
3,7:54,3,10,GNB 32,3,7,Aaron Rodgers pass complete short middle to Aaron Jones for 6 yards (tackle by Dre Greenlaw and Arik Armstead),,
3,7:13,4,4,GNB 38,3,7,"Corey Bojorquez punts 41 yards, returned by Travis Benjamin for 7 yards (tackle by Oren Burks)",,
3,7:02,1,10,SFO 28,3,7,Jimmy Garoppolo pass incomplete short right intended for Charlie Woerner (defended by De'Vondre Campbell),,
3,6:57,2,10,SFO 28,3,7,Elijah Mitchell left end for 5 yards (tackle by Krys Barnes),,
3,6:11,3,5,SFO 33,3,7,Jimmy Garoppolo sacked by Kenny Clark for -6 yards,,
3,5:35,4,11,SFO 27,3,7,"Mitch Wishnowsky punts 45 yards, fair catch by Amari Rodgers at GB-28",,
3,5:28,1,10,GNB 28,3,7,Aaron Rodgers pass complete short right to Davante Adams for 6 yards (tackle by Dontae Johnson and Azeez Al-Shaair),,
3,4:56,2,4,GNB 34,3,7,Aaron Jones left end for 3 yards (tackle by Emmanuel Moseley),,
3,4:11,3,1,GNB 37,3,7,Aaron Jones up the middle for 2 yards (tackle by Samson Ebukam),,
3,3:23,1,10,GNB 39,3,7,Aaron Jones up the middle for 5 yards (tackle by Azeez Al-Shaair),,
3,2:46,2,5,GNB 44,3,7,Aaron Jones left guard for 4 yards (tackle by K'Waun Williams),,
3,2:02,3,1,GNB 48,3,7,Aaron Jones right guard for 3 yards (tackle by Jordan Willis),,
3,1:21,1,10,SFO 49,3,7,Aaron Rodgers pass complete deep right to Davante Adams for 25 yards (tackle by Jimmie Ward),,
3,0:33,,,,,,Timeout #1 by Green Bay Packers,,
3,0:33,1,10,SFO 24,3,7,"Aaron Rodgers pass incomplete short right intended for Davante Adams. Penalty on Charles Omenihu: Defensive Holding, 5 yards (accepted) (no play)",,
3,0:27,1,10,SFO 19,3,7,Aaron Rodgers pass complete short right to Aaron Jones for 1 yard (tackle by Dontae Johnson and Jordan Willis),,
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,SFO 18,3,7,Aaron Rodgers pass complete short left to Davante Adams for 5 yards (tackle by Emmanuel Moseley),,
4,14:18,3,4,SFO 13,3,7,Aaron Rodgers pass complete short left to Allen Lazard for 6 yards (tackle by Emmanuel Moseley),,
4,13:35,1,7,SFO 7,3,7,Aaron Jones left tackle for 2 yards (tackle by Emmanuel Moseley and Dre Greenlaw),,
4,12:52,2,5,SFO 5,3,7,"Penalty on Dennis Kelly: False Start, 5 yards (accepted) (no play)",,
4,12:52,2,10,SFO 10,3,7,Aaron Rodgers pass complete short left to Aaron Jones for 2 yards (tackle by Emmanuel Moseley),,
4,12:11,3,8,SFO 8,3,7,Aaron Rodgers sacked by Arik Armstead for -7 yards,,
4,11:30,4,15,SFO 15,3,10,Mason Crosby 33 yard field goal good,,
4,11:27,,,GNB 35,3,10,"Mason Crosby kicks off 51 yards, returned by Deebo Samuel for 14 yards (tackle by Isaiah McDuffie)",,
4,11:23,1,10,SFO 28,3,10,Elijah Mitchell left tackle for 8 yards (tackle by Rasul Douglas and Adrian Amos),,
4,10:43,2,2,SFO 36,3,10,Kyle Juszczyk up the middle for 13 yards (tackle by Henry Black and Rasul Douglas),,
4,10:00,1,10,SFO 49,3,10,Jimmy Garoppolo pass complete short right to Elijah Mitchell for -1 yards (tackle by Chandon Sullivan),,
4,9:15,2,11,SFO 48,3,10,Jimmy Garoppolo pass incomplete short left,,
4,9:12,3,11,SFO 48,3,10,Jimmy Garoppolo pass complete short middle to George Kittle for 24 yards (tackle by Eric Stokes),,
4,8:29,1,10,GNB 28,3,10,Deebo Samuel right end for 5 yards (tackle by Chandon Sullivan),,
4,7:46,2,5,GNB 23,3,10,Elijah Mitchell right guard for -2 yards (tackle by Tedarrell Slaton),,
4,6:59,3,7,GNB 25,3,10,Jimmy Garoppolo pass complete short middle to Jauan Jennings for 6 yards (tackle by Adrian Amos),,
4,6:14,4,1,GNB 19,3,10,Elijah Mitchell up the middle for -1 yards (tackle by Rashan Gary and De'Vondre Campbell),,
4,6:10,1,10,GNB 21,3,10,Aaron Jones up the middle for 2 yards (tackle by D.J. Jones and Jaquiski Tartt),,
4,5:33,2,8,GNB 23,3,10,Aaron Rodgers pass incomplete short right intended for Davante Adams,,
4,5:29,3,8,GNB 23,3,10,Aaron Rodgers sacked by Arik Armstead for -11 yards,,
4,4:50,4,18,GNB 12,9,10,"Corey Bojorquez punts blocked by Jordan Willis, touchdown",,
4,4:41,,,GNB 15,10,10,Robbie Gould kicks extra point good,,
4,4:41,,,SFO 35,10,10,"Robbie Gould kicks off 61 yards, returned by Amari Rodgers for 25 yards (tackle by Darqueze Dennard)",,
4,4:36,1,10,GNB 29,10,10,"Aaron Rodgers pass incomplete deep right. Penalty on Jon Runyan: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
4,4:28,1,15,GNB 24,10,10,Aaron Rodgers pass complete short right to Davante Adams for 4 yards (tackle by Dontae Johnson),,
4,3:44,2,11,GNB 28,10,10,Aaron Rodgers pass incomplete short left intended for Randall Cobb (defended by K'Waun Williams),,
4,3:40,3,11,GNB 28,10,10,Aaron Rodgers pass incomplete deep middle intended for Davante Adams,,
4,3:33,4,11,GNB 28,10,10,"Penalty on Isaiah McDuffie: False Start, 5 yards (accepted) (no play)",,
4,3:33,4,16,GNB 23,10,10,"Corey Bojorquez punts 57 yards, returned by Travis Benjamin for 9 yards (tackle by Josiah Deguara)",,
4,3:20,1,10,SFO 29,10,10,Jimmy Garoppolo pass complete short middle to George Kittle for 12 yards (tackle by De'Vondre Campbell),,
4,2:41,1,10,SFO 41,10,10,Elijah Mitchell left end for 4 yards (tackle by Krys Barnes),,
4,2:00,2,6,SFO 45,10,10,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 14 yards (tackle by Henry Black),,
4,1:16,1,10,GNB 41,10,10,Deebo Samuel right end for 3 yards (tackle by Dean Lowry and Krys Barnes),,
4,1:10,,,,,,Timeout #2 by Green Bay Packers,,
4,1:10,2,7,GNB 38,10,10,Deebo Samuel up the middle for no gain (tackle by Preston Smith and Kenny Clark),,
4,1:03,,,,,,Timeout #3 by Green Bay Packers,,
4,1:03,,,,,,Timeout #1 by San Francisco 49ers,,
4,1:03,3,7,GNB 38,10,10,Deebo Samuel right end for 9 yards (tackle by De'Vondre Campbell and Kevin King),,
4,0:20,1,10,GNB 29,10,10,Elijah Mitchell up the middle for 1 yard (tackle by Rashan Gary),,
4,0:13,,,,,,Timeout #2 by San Francisco 49ers,,
4,0:13,2,9,GNB 28,10,10,Kyle Juszczyk up the middle for 1 yard (tackle by De'Vondre Campbell),,
4,0:04,,,,,,Timeout #3 by San Francisco 49ers,,
4,0:04,3,8,GNB 27,13,10,Robbie Gould 45 yard field goal good,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
