Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
George Kittle,SFO,6,4,63,0,4,37,9.3,26,6.5,12.5,0,,1,16.7,1,61.8
Elijah Mitchell,SFO,4,3,18,0,1,4,1.3,14,4.7,1.5,0,,0,0.0,0,83.3
Deebo Samuel,SFO,4,3,44,0,2,-1,-0.3,45,15.0,1.3,0,,0,0.0,0,110.4
Jauan Jennings,SFO,2,1,6,0,,5,5.0,1,1.0,9.5,0,,1,50.0,0,56.2
Brandon Aiyuk,SFO,1,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6
Charlie Woerner,SFO,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,GNB,11,9,90,0,5,69,7.7,21,2.3,11.8,0,,0,0.0,0,100.8
Aaron Jones,GNB,10,9,129,0,2,23,2.6,106,11.8,2.1,0,,1,10.0,0,118.7
Allen Lazard,GNB,1,1,6,0,1,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7
Marcedes Lewis,GNB,1,1,0,0,,-1,-1.0,1,1.0,-1.0,0,,0,0.0,0,79.2
Randall Cobb,GNB,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
Dominique Dafney,GNB,2,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6
Josiah Deguara,GNB,1,0,0,0,,0,,0,,18.0,0,,1,100.0,0,39.6
