Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
2,9:45,3,2,ATL 32,10,7,Kurt Kittner pass complete to Alge Crumpler for 10 yards (tackle by Carlos Emmons),0.370,1.730
2,9:08,1,10,ATL 42,10,7,T.J. Duckett right tackle for -1 yards (tackle by Brandon Whiting),1.730,1.050
2,8:29,2,11,ATL 41,10,7,"Penalty on Bob Whitfield: False Start, 5 yards (no play)",1.050,0.380
2,8:07,2,16,ATL 36,10,7,Kurt Kittner pass complete to Peerless Price for 7 yards (tackle by Lito Sheppard),0.380,0.630
2,7:36,3,9,ATL 43,10,7,"Kurt Kittner pass incomplete intended for Peerless Price (defended by Michael Lewis). Penalty on Lito Sheppard: Defensive Pass Interference, 21 yards (no play)",0.630,3.180
2,7:28,1,10,PHI 36,10,7,Warrick Dunn right tackle for 3 yards (tackle by Nate Wayne),3.180,3.040
2,6:48,2,7,PHI 33,10,7,Warrick Dunn up the middle for -1 yards (tackle by Jim Flanigan),3.040,2.210
2,6:04,3,8,PHI 34,10,7,"Kurt Kittner pass incomplete intended for Jimmy Farris (defended by Nate Wayne). Penalty on Sheldon Brown: Defensive Holding, 5 yards (no play)",2.210,3.640
2,5:58,1,10,PHI 29,10,7,Warrick Dunn for 9 yards (tackle by N.D. Kalu),3.640,4.320
2,5:27,2,1,PHI 20,10,7,T.J. Duckett right end for 5 yards (tackle by Marco Coleman),4.320,4.580
2,4:42,1,10,PHI 15,10,7,T.J. Duckett left tackle for no gain (tackle by Carlos Emmons),4.580,3.950
2,3:59,2,10,PHI 15,10,7,Kurt Kittner sacked by Clinton Hart for -7 yards,3.950,2.410
2,3:23,3,17,PHI 22,10,7,Kurt Kittner pass incomplete intended for Alge Crumpler,2.410,1.990
2,3:19,4,17,PHI 22,10,10,Jay Feely 40 yard field goal good,1.990,3.000
2,,,,ATL 30,10,10,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
2,3:14,1,10,PHI 20,10,10,Donovan McNabb pass incomplete intended for Correll Buckhalter,0.280,-0.270
2,3:09,2,10,PHI 20,10,10,Donovan McNabb pass complete to L.J. Smith for 5 yards (tackle by Chris Draft),-0.270,-0.300
2,2:23,3,5,PHI 25,10,10,Donovan McNabb pass complete to Duce Staley for 4 yards (tackle by Ed Jasper),-0.300,-1.440
2,2:00,4,1,PHI 29,10,10,"Dirk Johnson punts 54 yards, returned by Allen Rossum for 72 yards (tackle by Ike Reese)",-1.440,-4.840
2,1:42,1,10,PHI 11,10,10,T.J. Duckett left tackle for -4 yards (tackle by Nate Wayne),4.840,3.560
2,1:06,2,14,PHI 15,10,10,Kurt Kittner pass complete to Warrick Dunn for 6 yards (tackle by Nate Wayne),3.560,3.530
2,0:50,,,,10,10,Timeout #1 by Atlanta Falcons,0.000,3.530
2,0:50,3,8,PHI 9,10,10,Kurt Kittner pass complete to Peerless Price for 2 yards (tackle by Sheldon Brown),3.530,2.980
2,0:43,,,,10,10,Timeout #2 by Philadelphia Eagles,0.000,2.980
2,0:43,4,6,PHI 7,10,13,Jay Feely 25 yard field goal good,2.980,3.000
2,,,,ATL 30,10,13,"Jay Feely kicks off 67 yards, returned by James Thrash for 20 yards (tackle by Allen Rossum)",0.000,0.480
2,0:33,1,10,PHI 23,10,13,"Donovan McNabb pass complete to Duce Staley for 11 yards (tackle by Ray Buchanan). Penalty on Bryan Scott: Illegal Contact, 5 yards (no play)",0.480,0.810
2,0:24,1,10,PHI 28,10,13,Donovan McNabb for 11 yards (tackle by Tod McBride),0.810,1.530
2,0:17,,,,10,13,Timeout #2 by Atlanta Falcons,0.000,1.530
2,0:17,1,10,PHI 39,10,13,Donovan McNabb left tackle for 11 yards,1.530,2.260
2,0:07,,,,10,13,Timeout #3 by Philadelphia Eagles,0.000,2.260
2,0:06,1,10,ATL 50,10,13,Donovan McNabb pass complete to James Thrash for 12 yards (tackle by Bryan Scott),2.260,1.470
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,10,13,"Jay Feely kicks off 65 yards, returned by James Thrash for 21 yards (tackle by Artie Ulmer)",0.000,0.670
3,14:54,1,10,PHI 26,10,13,Donovan McNabb pass complete to Correll Buckhalter for 18 yards (tackle by Keith Brooking). Penalty on Tod McBride: Illegal Contact (Declined),0.670,1.860
3,14:10,1,10,PHI 44,10,13,Correll Buckhalter right tackle for 11 yards (tackle by Cory Hall),1.860,2.590
3,13:47,1,10,ATL 45,10,13,Donovan McNabb pass complete to L.J. Smith for 9 yards (tackle by Chris Draft),2.590,3.260
3,13:36,2,1,ATL 36,10,13,"Penalty on Bobbie Williams: False Start, 4 yards (no play)",3.260,2.720
3,13:36,2,5,ATL 40,10,13,Correll Buckhalter left end for 11 yards (tackle by Cory Hall),2.720,3.640
3,12:50,1,10,ATL 29,10,13,Donovan McNabb pass complete to Duce Staley for 17 yards (tackle by Tod McBride),3.640,4.780
3,12:04,1,10,ATL 12,10,13,Donovan McNabb pass complete to L.J. Smith for 7 yards (tackle by Chris Draft),4.780,5.410
3,11:27,2,3,ATL 5,10,13,Correll Buckhalter up the middle for -3 yards (tackle by Ed Jasper),5.410,3.930
3,10:45,3,6,ATL 8,10,13,Donovan McNabb pass incomplete intended for Todd Pinkston,3.930,2.960
3,10:37,4,6,ATL 8,13,13,David Akers 25 yard field goal good,2.960,3.000
3,,,,PHI 30,13,13,"David Akers kicks off 74 yards, returned by Travis Jervey for 23 yards (tackle by Greg Lewis)",0.000,0.150
3,10:28,1,10,ATL 19,13,13,T.J. Duckett right end for 4 yards (tackle by Brandon Whiting),0.150,0.210
3,9:51,2,6,ATL 23,13,13,Kurt Kittner pass complete to Justin Griffith for 5 yards (tackle by Clinton Hart),0.210,0.100
3,9:08,3,1,ATL 28,13,13,Kurt Kittner up the middle for 7 yards (tackle by Mark Simoneau),0.100,1.270
3,8:27,1,10,ATL 35,13,13,"Kurt Kittner up the middle for 1 yard. Penalty on Brian Kozlowski: Offensive Holding, 10 yards (no play)",1.270,0.610
3,7:52,1,20,ATL 25,13,13,Kurt Kittner pass complete to T.J. Duckett for 6 yards (tackle by Lito Sheppard),0.610,0.180
3,7:21,2,14,ATL 31,13,13,Kurt Kittner pass complete to Peerless Price for 8 yards (tackle by Sheldon Brown),0.180,0.560
3,6:50,3,6,ATL 39,13,13,Kurt Kittner pass incomplete intended for Brian Finneran,0.560,-0.780
3,6:43,4,6,ATL 39,13,13,"Chris Mohr punts 49 yards, returned by Reno Mahe for 15 yards (tackle by Jimmy Farris)",-0.780,-0.740
3,6:33,1,10,PHI 27,13,13,Correll Buckhalter right tackle for 3 yards (tackle by Bryan Scott and Keith Brooking),0.740,0.600
3,5:57,2,7,PHI 30,13,13,Donovan McNabb pass complete to James Thrash for 13 yards (tackle by Keion Carpenter),0.600,1.800
3,5:19,1,10,PHI 43,13,13,Donovan McNabb pass incomplete intended for Chad Lewis,1.800,1.250
3,5:13,2,10,PHI 43,13,13,Correll Buckhalter up the middle for 13 yards (tackle by Keith Newman),1.250,2.650
3,4:35,1,10,ATL 44,13,13,Donovan McNabb pass complete to L.J. Smith for 12 yards (tackle by Cory Hall),2.650,3.450
3,4:00,1,10,ATL 32,13,13,Donovan McNabb pass complete to Greg Lewis for 18 yards (tackle by Bryan Scott). Penalty on Keith Newman: Illegal Contact (Declined),3.450,4.650
3,3:34,1,10,ATL 14,13,13,Correll Buckhalter up the middle for 1 yard (tackle by Chris Draft and Keith Brooking),4.650,4.160
3,2:54,2,9,ATL 13,13,13,"Donovan McNabb pass complete to Duce Staley for 11 yards (tackle by Kevin McCadam). Penalty on Bobbie Williams: Illegal Use of Hands, 10 yards (no play)",4.160,2.880
3,2:23,2,19,ATL 23,13,13,Donovan McNabb pass incomplete intended for Reno Mahe,2.880,2.210
3,2:19,3,19,ATL 23,13,13,Donovan McNabb pass incomplete intended for Freddie Mitchell,2.210,1.930
3,2:14,4,19,ATL 23,13,13,"David Akers 41 yard field goal no good, blocked by Ed Jasper",1.930,-1.070
3,2:07,1,10,ATL 32,13,13,T.J. Duckett up the middle for 3 yards (tackle by Nate Wayne),1.070,0.930
3,1:27,2,7,ATL 35,13,13,Kurt Kittner pass incomplete intended for Peerless Price (defended by Corey Simon),0.930,0.230
3,1:20,3,7,ATL 35,13,13,Kurt Kittner sacked by Darwin Walker for -5 yards,0.230,-1.370
3,1:06,4,12,ATL 30,13,13,"Chris Mohr punts 53 yards, returned by Reno Mahe for 10 yards (tackle by Derek Rackley). Penalty on Ike Reese: Running Into the Kicker (Declined)",-1.370,-0.740
3,0:54,1,10,PHI 27,13,13,Donovan McNabb pass complete to L.J. Smith for 36 yards (tackle by Bryan Scott),0.740,3.120
3,0:12,1,10,ATL 37,13,13,Correll Buckhalter up the middle for 5 yards (tackle by Keith Brooking and Patrick Kerney),3.120,3.250
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,ATL 32,13,13,Donovan McNabb pass complete to L.J. Smith for 28 yards (tackle by Juran Bolden),3.250,6.280
4,14:14,1,4,ATL 4,19,13,"Duce Staley right end for 4 yards, touchdown",6.280,7.000
4,,,,ATL 2,20,13,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,20,13,"David Akers kicks off 73 yards, returned by Allen Rossum for 23 yards (tackle by Roderick Hood)",0.000,0.280
4,14:03,1,10,ATL 20,20,13,T.J. Duckett left tackle for 2 yards (tackle by Darwin Walker),0.280,0.000
4,13:23,2,8,ATL 22,20,13,Warrick Dunn left tackle for 4 yards (tackle by Brandon Whiting and Michael Lewis),0.000,-0.160
4,12:42,3,4,ATL 26,20,13,Kurt Kittner pass incomplete intended for Peerless Price,-0.160,-1.630
4,12:39,4,4,ATL 26,20,13,"Chris Mohr punts 40 yards, fair catch by Reno Mahe",-1.630,-1.200
4,12:30,1,10,PHI 34,20,13,Donovan McNabb pass incomplete intended for L.J. Smith,1.200,0.660
4,12:25,2,10,PHI 34,20,13,Donovan McNabb pass incomplete intended for Duce Staley (defended by Matt Stewart),0.660,-0.030
4,12:21,,,,20,13,Timeout #1 by Philadelphia Eagles,0.000,-0.030
4,12:20,3,10,PHI 34,20,13,Duce Staley up the middle for 9 yards (tackle by Patrick Kerney),-0.030,-0.520
4,12:00,4,1,PHI 43,20,13,Dirk Johnson punts 33 yards,-0.520,-0.540
4,11:50,1,10,ATL 24,20,13,T.J. Duckett right end for no gain (tackle by Carlos Emmons),0.540,0.000
4,11:13,2,10,ATL 24,20,13,"Doug Johnson pass complete to Alge Crumpler for 10 yards (tackle by Nate Wayne). Alge Crumpler fumbles (forced by Nate Wayne), recovered by Mark Simoneau at ATL-44. Penalty on N.D. Kalu: Defensive Offside, 5 yards (no play)",0.000,0.670
4,11:00,2,5,ATL 29,20,13,"Penalty on Justin Griffith: False Start, 5 yards (no play)",0.670,0.000
4,11:00,2,10,ATL 24,20,13,Doug Johnson pass incomplete intended for Brian Kozlowski,0.000,-0.690
4,10:48,3,10,ATL 24,20,13,Doug Johnson pass incomplete intended for Jimmy Farris (defended by Sheldon Brown),-0.690,-1.770
4,10:46,4,10,ATL 24,20,13,"Chris Mohr punts 30 yards, fair catch by Reno Mahe",-1.770,-1.990
4,10:37,1,10,PHI 46,20,13,Correll Buckhalter right end for 2 yards (tackle by Juran Bolden),1.990,1.720
4,10:01,2,8,PHI 48,20,13,Donovan McNabb pass incomplete intended for Todd Pinkston,1.720,1.030
4,9:56,3,8,PHI 48,20,13,Donovan McNabb pass complete to James Thrash for 41 yards (tackle by Kevin McCadam),1.030,4.840
4,9:08,1,10,ATL 11,20,13,Correll Buckhalter left end for -2 yards (tackle by Bryan Scott),4.840,3.830
4,8:27,2,12,ATL 13,20,13,Donovan McNabb sacked by Brady Smith for -3 yards,3.830,2.890
4,8:00,,,,20,13,Timeout #2 by Philadelphia Eagles,0.000,2.890
4,8:00,3,15,ATL 16,20,13,"Donovan McNabb pass incomplete intended for Duce Staley. Penalty on L.J. Smith: Offensive Pass Interference, 10 yards (no play)",2.890,1.620
4,7:55,3,25,ATL 26,20,13,Donovan McNabb pass complete to Todd Pinkston for 3 yards (tackle by Tod McBride),1.620,1.930
4,7:50,4,22,ATL 23,23,13,David Akers 40 yard field goal good,1.930,3.000
4,,,,PHI 30,23,13,"David Akers kicks off 70 yards, touchback",0.000,0.280
4,7:46,1,10,ATL 20,23,13,Doug Johnson pass complete to Peerless Price for 48 yards (tackle by Lito Sheppard). Penalty on Lito Sheppard: Defensive Pass Interference (Declined),0.280,3.450
4,7:38,1,10,PHI 32,23,13,Doug Johnson sacked by Nate Wayne for -5 yards,3.450,2.230
4,6:51,2,15,PHI 37,23,13,Doug Johnson pass complete to Peerless Price for 5 yards (tackle by Lito Sheppard),2.230,2.210
4,6:04,3,10,PHI 32,23,13,Doug Johnson pass complete to Warrick Dunn for 4 yards (tackle by Nate Wayne),2.210,1.610
4,5:23,4,6,PHI 28,23,16,Jay Feely 46 yard field goal good,1.610,3.000
4,,,,ATL 30,23,16,"Jay Feely kicks off 68 yards, returned by James Thrash for 14 yards (tackle by Twan Russell)",0.000,-0.140
4,5:13,1,10,PHI 16,23,16,"Donovan McNabb pass incomplete intended for Todd Pinkston. Penalty on Juran Bolden: Defensive Pass Interference, 4 yards (no play)",-0.140,0.280
4,5:09,1,10,PHI 20,23,16,Donovan McNabb pass incomplete intended for L.J. Smith,0.280,-0.270
4,5:04,2,10,PHI 20,23,16,"Correll Buckhalter up the middle for 4 yards (tackle by Matt Stewart and Chris Draft). Penalty on Cory Hall: Personal Foul, 15 yards",-0.270,1.530
4,4:54,1,10,PHI 39,23,16,Donovan McNabb pass complete to Duce Staley for 14 yards (tackle by Juran Bolden),1.530,2.460
4,4:47,1,10,ATL 47,23,16,Correll Buckhalter left end for 2 yards,2.460,2.180
4,3:59,2,8,ATL 45,23,16,"Donovan McNabb pass complete to Duce Staley for 3 yards (tackle by Chris Draft). Penalty on Freddie Mitchell: Illegal Block Above the Waist, 10 yards",2.180,1.240
4,3:54,2,15,PHI 48,23,16,Correll Buckhalter up the middle for 7 yards (tackle by Keith Newman and Chris Draft),1.240,1.490
4,3:45,,,,23,16,Timeout #1 by Atlanta Falcons,0.000,1.490
4,3:45,3,8,ATL 45,23,16,"Penalty on Chad Lewis: False Start, 5 yards (no play)",1.490,0.830
4,3:45,3,13,ATL 50,23,16,Donovan McNabb pass incomplete intended for James Thrash (defended by Tod McBride),0.830,-0.060
4,3:39,4,13,ATL 50,23,16,"Dirk Johnson punts 43 yards, returned by Allen Rossum for 5 yards (tackle by Ike Reese)",-0.060,0.350
4,3:28,1,10,ATL 12,23,16,Doug Johnson pass complete to Brian Finneran for 15 yards (tackle by Clinton Hart),-0.350,0.740
4,3:05,1,10,ATL 27,23,16,Doug Johnson pass incomplete intended for Jimmy Farris,0.740,0.200
4,3:00,2,10,ATL 27,23,16,Doug Johnson pass incomplete intended for Alge Crumpler,0.200,-0.490
4,2:53,3,10,ATL 27,23,16,Doug Johnson pass incomplete intended for Peerless Price,-0.490,-1.570
4,2:49,4,10,ATL 27,23,16,"Chris Mohr punts 45 yards, fair catch by Reno Mahe. Penalty on Roderick Hood: Offensive Holding, 10 yards",-1.570,-0.040
4,2:32,1,10,PHI 18,23,16,Correll Buckhalter right end for 9 yards (tackle by Chris Draft and Keith Brooking),0.040,0.820
4,2:31,,,,23,16,Timeout #2 by Atlanta Falcons,0.000,0.820
4,2:31,2,1,PHI 27,23,16,Correll Buckhalter up the middle for 8 yards (tackle by Brady Smith and Chris Draft),0.820,1.270
4,2:16,,,,23,16,Timeout #3 by Atlanta Falcons,0.000,1.270
4,2:16,1,10,PHI 35,23,16,Correll Buckhalter up the middle for 4 yards (tackle by Gerald McBurrows),1.270,1.260
4,2:00,2,6,PHI 39,23,16,Correll Buckhalter right tackle for 1 yard (tackle by Keith Brooking and Ellis Johnson),1.260,0.700
4,1:15,3,5,PHI 40,23,16,Correll Buckhalter right tackle for -2 yards (tackle by Ed Jasper),0.700,-0.850
4,0:30,,,,23,16,Timeout #3 by Philadelphia Eagles,0.000,-0.850
4,0:30,4,7,PHI 38,23,16,"Dirk Johnson punts 52 yards, returned by Allen Rossum for 36 yards (tackle by Dirk Johnson). Penalty on Bryan Scott: Defensive Holding, 7 yards, Penalty on Travis Jervey: Illegal Block Above the Waist (Declined)",-0.850,0.380
4,0:14,1,10,ATL 7,23,16,Doug Johnson pass complete to Peerless Price for 14 yards (tackle by Lito Sheppard),-0.380,0.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
