Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
2,12:29,3,3,OAK 41,3,0,Derek Carr pass complete short middle to Amari Cooper for 21 yards (tackle by David Bruton),0.890,3.050
2,11:47,1,10,DEN 38,3,0,Roy Helu left tackle for 2 yards (tackle by Sylvester Williams and Derek Wolfe),3.050,2.780
2,11:06,2,8,DEN 36,3,0,Derek Carr pass complete deep right to Clive Walford for 33 yards (tackle by Danny Trevathan),2.780,6.510
2,10:18,1,3,DEN 3,3,0,Latavius Murray right guard for no gain (tackle by Von Miller),6.510,5.530
2,9:42,2,3,DEN 3,3,6,"Derek Carr pass complete short right to Marcel Reece for 3 yards, touchdown",5.530,7.000
2,9:42,,,DEN 3,3,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,9:42,,,OAK 35,3,7,"Sebastian Janikowski kicks off 60 yards, returned by Omar Bolden for 23 yards (tackle by Jamize Olawale)",0.000,-0.810
2,9:31,1,10,DEN 28,3,7,"Peyton Manning pass complete short right to Virgil Green for 2 yards (tackle by Charles Woodson). Penalty on Benson Mayowa: Defensive Offside, 5 yards (no play)",0.810,1.540
2,9:02,1,5,DEN 33,3,7,Ronnie Hillman right tackle for -1 yards (tackle by Khalil Mack and Mario Edwards),1.540,0.800
2,8:24,2,6,DEN 32,3,7,Peyton Manning pass complete short right to Demaryius Thomas for 8 yards (tackle by D.J. Hayden),0.800,1.600
2,7:45,1,10,DEN 40,3,7,Peyton Manning pass complete short right to Juwan Thompson for 16 yards (tackle by Curtis Lofton),1.600,2.650
2,7:01,1,10,OAK 44,3,7,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,2.650,2.110
2,6:55,2,10,OAK 44,3,7,Peyton Manning pass complete short left to Emmanuel Sanders for 3 yards (tackle by Charles Woodson),2.110,1.820
2,6:24,3,7,OAK 41,3,7,Peyton Manning pass incomplete short left intended for Demaryius Thomas,1.820,0.530
2,6:19,4,7,OAK 41,3,7,"Brandon McManus punts 41 yards, touchback",0.530,-0.280
2,6:09,1,10,OAK 20,3,7,Derek Carr pass complete short left to Marcel Reece for 3 yards (tackle by Darian Stewart),0.280,0.140
2,5:32,2,7,OAK 23,3,7,Derek Carr pass complete short left to Marcel Reece for 10 yards (tackle by T.J. Ward),0.140,1.140
2,4:54,1,10,OAK 33,3,7,Jamize Olawale middle for 2 yards (tackle by Malik Jackson and Shaquil Barrett),1.140,0.860
2,4:18,2,8,OAK 35,3,7,Latavius Murray middle for 4 yards (tackle by Darius Kilgo),0.860,0.700
2,3:41,3,4,OAK 39,3,7,Derek Carr pass incomplete short middle intended for Latavius Murray,0.700,-0.780
2,3:36,4,4,OAK 39,3,7,"Penalty on Neiron Ball: False Start, 5 yards (no play)",-0.780,-1.110
2,3:36,4,9,OAK 34,3,7,"Marquette King punts 61 yards, returned by Emmanuel Sanders for 4 yards (tackle by Neiron Ball)",-1.110,0.380
2,3:24,1,10,DEN 9,3,7,Peyton Manning pass complete short middle to Emmanuel Sanders for 9 yards (tackle by David Amerson),-0.380,0.140
2,3:04,2,1,DEN 18,3,7,C.J. Anderson left tackle for 2 yards (tackle by Mario Edwards and Dan Williams),0.140,0.280
2,2:41,1,10,DEN 20,3,7,Peyton Manning pass complete short left to Emmanuel Sanders for 13 yards (tackle by Neiron Ball),0.280,1.140
2,2:20,1,10,DEN 33,3,7,Peyton Manning pass complete short left to Bennie Fowler for 41 yards (tackle by Neiko Thorpe),1.140,3.840
2,2:00,1,10,OAK 26,3,7,Peyton Manning pass incomplete deep middle intended for Jordan Norwood,3.840,3.300
2,1:56,2,10,OAK 26,3,7,Peyton Manning pass complete short middle to Emmanuel Sanders for 8 yards (tackle by David Amerson),3.300,3.300
2,1:50,2,10,OAK 26,3,7,Timeout #1 by Denver Broncos,3.300,3.750
2,1:50,3,2,OAK 18,3,7,Peyton Manning pass complete short left to Jordan Norwood for 4 yards (tackle by Neiko Thorpe),3.750,4.650
2,1:13,1,10,OAK 14,3,7,Peyton Manning pass complete short middle to Ronnie Hillman for 5 yards (tackle by Malcolm Smith),4.650,4.900
2,0:30,2,5,OAK 9,3,7,Peyton Manning pass incomplete short right intended for Ronnie Hillman (defended by Malcolm Smith),4.900,4.900
2,0:25,2,5,OAK 9,3,7,Timeout #2 by Denver Broncos,4.900,4.050
2,0:25,3,5,OAK 9,3,7,Peyton Manning pass incomplete short middle intended for Owen Daniels is intercepted by Charles Woodson at OAK--4 and returned for 11 yards,4.050,0.380
2,0:18,1,10,OAK 7,3,7,Derek Carr kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,3,7,"Sebastian Janikowski kicks off 63 yards, returned by Omar Bolden for 31 yards (tackle by Larry Asante)",0.000,-1.140
3,14:51,1,10,DEN 33,3,7,Ronnie Hillman right tackle for 2 yards (tackle by Dan Williams),1.140,0.860
3,14:22,2,8,DEN 35,3,7,Ronnie Hillman left guard for 4 yards (tackle by Dan Williams and Aldon Smith),0.860,0.700
3,13:40,3,4,DEN 39,3,7,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,0.700,-0.780
3,13:35,4,4,DEN 39,3,7,Britton Colquitt punts 38 yards,-0.780,-0.480
3,13:26,1,10,OAK 23,3,7,"Derek Carr sacked by Von Miller for -7 yards. Derek Carr fumbles (forced by Von Miller), recovered by Von Miller at OAK-16 (tackle by Derek Carr)",0.480,-4.510
3,13:21,1,10,OAK 16,3,7,Peyton Manning pass complete short left to Demaryius Thomas for 12 yards (tackle by David Amerson and T.J. Carrie),4.510,6.280
3,12:47,1,4,OAK 4,3,7,C.J. Anderson middle for 1 yard (tackle by Charles Woodson and Dan Williams),6.280,5.530
3,12:16,2,3,OAK 3,3,7,C.J. Anderson middle for 1 yard (tackle by Curtis Lofton and Khalil Mack),5.530,4.950
3,11:32,3,2,OAK 2,3,7,Peyton Manning pass incomplete short left intended for Demaryius Thomas,4.950,3.250
3,11:28,4,2,OAK 2,6,7,Brandon McManus 20 yard field goal good,3.250,3.000
3,11:28,,,DEN 35,6,7,"Brandon McManus kicks off 63 yards, returned by Marcel Reece for 18 yards (tackle by Shaquil Barrett)",0.000,-0.280
3,11:19,1,10,OAK 20,6,7,Latavius Murray left guard for 3 yards (tackle by Derek Wolfe),0.280,0.140
3,10:41,2,7,OAK 23,6,7,Latavius Murray middle for 4 yards,0.140,-0.030
3,10:04,3,3,OAK 27,6,7,Derek Carr pass incomplete short right intended for Michael Crabtree,-0.030,-1.570
3,9:57,4,3,OAK 27,6,7,"Marquette King punts 50 yards, fair catch by Emmanuel Sanders",-1.570,-0.480
3,9:49,1,10,DEN 23,6,7,Peyton Manning pass complete deep middle to Demaryius Thomas for 16 yards (tackle by David Amerson),0.480,1.530
3,9:23,1,10,DEN 39,6,7,Peyton Manning pass complete deep middle to Emmanuel Sanders for 22 yards (tackle by T.J. Carrie),1.530,2.980
3,8:43,1,10,OAK 39,6,7,Peyton Manning sacked by Malcolm Smith for -8 yards,2.980,1.360
3,7:56,2,18,OAK 47,6,7,Peyton Manning pass complete short right to Emmanuel Sanders for 8 yards (tackle by Mario Edwards and Charles Woodson),1.360,1.750
3,7:13,3,10,OAK 39,6,7,Peyton Manning pass complete short left to Bennie Fowler for 5 yards (tackle by D.J. Hayden),1.750,1.070
3,6:35,4,5,OAK 34,9,7,Brandon McManus 52 yard field goal good,1.070,3.000
3,6:35,,,DEN 35,9,7,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,6:29,1,10,OAK 20,9,7,Derek Carr pass incomplete deep left intended for Michael Crabtree,0.280,-0.270
3,6:23,2,10,OAK 20,9,7,Jamize Olawale middle for 1 yard (tackle by Shaquil Barrett and Danny Trevathan),-0.270,-0.820
3,5:45,3,9,OAK 21,9,7,Derek Carr pass complete deep middle to Mychal Rivera for 19 yards (tackle by Aqib Talib),-0.820,1.600
3,5:02,1,10,OAK 40,9,7,Roy Helu right end for no gain (tackle by Derek Wolfe),1.600,1.050
3,4:26,2,10,OAK 40,9,7,Derek Carr pass incomplete deep right intended for Marcel Reece,1.050,0.370
3,4:19,3,10,OAK 40,9,7,Derek Carr pass incomplete short left intended for Michael Crabtree (defended by Chris Harris),0.370,-0.720
3,4:14,4,10,OAK 40,9,7,"Marquette King punts 45 yards, fair catch by Emmanuel Sanders",-0.720,0.220
3,4:06,1,10,DEN 15,9,7,Peyton Manning pass complete short right to Demaryius Thomas for 17 yards (tackle by D.J. Hayden),-0.220,1.070
3,3:44,1,10,DEN 32,9,7,"Peyton Manning pass complete short right to Demaryius Thomas for 7 yards (tackle by David Amerson). Penalty on Khalil Mack: Illegal Use of Hands, 5 yards (no play)",1.070,1.400
3,3:20,1,10,DEN 37,9,7,Peyton Manning pass complete short left to Demaryius Thomas for 2 yards (tackle by Neiko Thorpe),1.400,1.130
3,3:02,2,8,DEN 39,9,7,Peyton Manning pass incomplete deep middle intended for Emmanuel Sanders (defended by David Amerson),1.130,0.430
3,2:56,3,8,DEN 39,9,7,Peyton Manning pass incomplete deep right intended for Demaryius Thomas is intercepted by Charles Woodson at OAK-37,0.430,-1.400
3,2:48,1,10,OAK 37,9,7,Derek Carr pass complete short middle to Marcel Reece for 13 yards (tackle by Brandon Marshall),1.400,2.260
3,2:09,1,10,,9,7,"Derek Carr pass complete short right to Michael Crabtree for 7 yards (tackle by Bradley Roby). Penalty on Malik Jackson: Unsportsmanlike Conduct, 15 yards",2.260,3.710
3,1:37,1,10,DEN 28,9,7,Derek Carr sacked by Shaquil Barrett for -7 yards,3.710,2.220
3,0:56,2,17,DEN 35,9,7,Roy Helu left guard for 4 yards,2.220,2.080
3,0:17,3,13,DEN 31,9,7,Derek Carr pass complete short middle to Roy Helu for 9 yards (tackle by T.J. Ward and Brandon Marshall),2.080,2.070
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,DEN 22,9,7,Sebastian Janikowski 40 yard field goal no good,2.070,-0.940
4,14:56,1,10,DEN 30,9,7,Ronnie Hillman middle for 3 yards (tackle by Benson Mayowa and Stacy McGee),0.940,0.800
4,14:14,2,7,DEN 33,9,7,Peyton Manning pass incomplete short middle intended for Owen Daniels (defended by T.J. Carrie),0.800,0.100
4,14:10,3,7,DEN 33,9,7,"Peyton Manning pass incomplete short left intended for Bennie Fowler. Penalty on Neiko Thorpe: Defensive Pass Interference, 11 yards (no play)",0.100,1.860
4,14:04,1,10,DEN 44,9,7,Ronnie Hillman right guard for 5 yards (tackle by Aldon Smith),1.860,1.990
4,13:26,2,5,DEN 49,9,7,Ronnie Hillman left guard for 6 yards (tackle by Khalil Mack),1.990,2.590
4,12:44,1,10,OAK 45,9,7,"C.J. Anderson left guard for 3 yards (tackle by Justin Tuck and Curtis Lofton). Penalty on Tyler Polumbus: Unnecessary Roughness, 15 yards",2.590,0.420
4,12:16,2,22,DEN 43,9,7,Peyton Manning sacked by Mario Edwards and Aldon Smith for -4 yards,0.420,-0.760
4,11:32,3,26,DEN 39,9,7,Peyton Manning pass complete short left to C.J. Anderson for 8 yards (tackle by Neiko Thorpe and Charles Woodson). Penalty on Michael Schofield: Offensive Holding (Declined),-0.760,-0.260
4,11:09,4,18,DEN 47,9,7,Britton Colquitt punts 42 yards,-0.260,0.370
4,10:58,1,10,OAK 11,9,7,Derek Carr pass complete short left to Amari Cooper for 7 yards (tackle by Danny Trevathan),-0.370,0.000
4,10:35,2,3,OAK 18,9,7,Amari Cooper right end for 2 yards (tackle by T.J. Ward),0.000,-0.370
4,10:22,3,1,OAK 20,9,7,Derek Carr pass complete short middle to Roy Helu for 5 yards (tackle by Brandon Marshall),-0.370,0.610
4,9:44,1,10,OAK 25,9,7,Derek Carr pass complete short left to Donald Penn for 3 yards (tackle by Malik Jackson),0.610,0.470
4,8:59,2,7,OAK 28,9,7,Derek Carr pass incomplete deep right intended for Andre Holmes (defended by Kayvon Webster),0.470,-0.230
4,8:53,3,7,OAK 28,9,7,"Derek Carr pass complete deep right to Michael Crabtree for 21 yards (tackle by Darian Stewart). Penalty on Von Miller: Roughing the Passer, 15 yards",-0.230,3.180
4,8:15,1,10,DEN 36,9,7,Jamize Olawale middle for -1 yards (tackle by Darian Stewart),3.180,2.500
4,7:29,2,11,DEN 37,9,7,Marcel Reece middle for 6 yards (tackle by T.J. Ward),2.500,2.610
4,7:05,3,5,DEN 31,15,7,"Derek Carr pass incomplete short middle intended for Seth Roberts is intercepted by Chris Harris at DEN-26 and returned for 74 yards, touchdown",2.610,-7.000
4,6:53,,,OAK 31,16,7,Brandon McManus kicks extra point good,0.000,0.000
4,6:53,,,DEN 35,16,7,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,6:53,1,10,OAK 20,16,7,Derek Carr pass incomplete short middle intended for Roy Helu,0.280,-0.270
4,6:50,2,10,OAK 20,16,7,Derek Carr pass complete short middle to Mychal Rivera for 4 yards (tackle by T.J. Ward),-0.270,-0.430
4,6:18,3,6,OAK 24,16,7,Derek Carr pass incomplete short middle intended for Roy Helu (defended by Antonio Smith),-0.430,-1.770
4,6:14,4,6,OAK 24,16,7,"Penalty on Omar Bolden: Neutral Zone Infraction, 5 yards (no play)",-1.770,-1.440
4,6:14,4,1,OAK 29,16,7,Jamize Olawale middle for 5 yards (tackle by Chris Harris and Danny Trevathan),-1.440,1.200
4,5:39,1,10,OAK 34,16,7,Derek Carr pass complete short left to Amari Cooper for 6 yards (tackle by Brandon Marshall),1.200,1.470
4,5:14,2,4,OAK 40,16,7,Derek Carr pass complete short left to Marcel Reece for 7 yards (tackle by Brandon Marshall),1.470,2.060
4,4:57,1,10,OAK 47,16,7,Derek Carr pass incomplete deep right intended for Michael Crabtree,2.060,1.520
4,4:52,2,10,OAK 47,16,7,Derek Carr pass complete short right to Michael Crabtree for 1 yard (tackle by Chris Harris),1.520,0.960
4,4:18,3,9,OAK 48,16,7,"Derek Carr pass complete short middle to Mychal Rivera for 10 yards (tackle by T.J. Ward). Mychal Rivera fumbles (forced by T.J. Ward), recovered by Roy Helu at DEN-42",0.960,2.790
4,3:47,1,10,DEN 42,16,7,Derek Carr pass incomplete short right intended for Seth Roberts (defended by David Bruton),2.790,2.240
4,3:43,2,10,DEN 42,16,7,Derek Carr pass complete short right to Roy Helu for -2 yards (tackle by Brandon Marshall),2.240,1.290
4,3:16,3,12,DEN 44,16,7,Derek Carr sacked by Shane Ray for -7 yards,1.290,-0.130
4,2:38,4,19,OAK 49,16,7,Derek Carr pass complete short right to Marcel Reece for 4 yards (tackle by Chris Harris),-0.130,-2.060
4,2:30,1,10,DEN 47,16,7,C.J. Anderson right tackle for no gain (tackle by Malcolm Smith),2.060,2.060
4,2:25,1,10,DEN 47,16,7,Timeout #1 by Oakland Raiders,2.060,1.520
4,2:25,2,10,DEN 47,16,7,C.J. Anderson left end for -1 yards (tackle by Curtis Lofton and Aldon Smith),1.520,1.520
4,2:18,2,10,DEN 47,16,7,Timeout #2 by Oakland Raiders,1.520,0.700
4,2:18,3,11,DEN 46,16,7,Peyton Manning pass complete short middle to C.J. Anderson for 10 yards (tackle by Neiron Ball),0.700,0.330
,,,,,,,"DEN challenged the first down ruling, and the play was upheld.",,
4,2:00,4,1,OAK 44,16,7,"Britton Colquitt punts 44 yards, touchback",0.330,-0.280
4,1:52,1,10,OAK 20,16,7,"Derek Carr pass incomplete deep middle intended for Amari Cooper. Penalty on Bradley Roby: Defensive Pass Interference, 48 yards (no play)",0.280,3.450
4,1:45,1,10,DEN 32,16,10,Sebastian Janikowski 50 yard field goal good,3.450,3.000
4,1:45,,,OAK 35,16,10,"Sebastian Janikowski kicks onside 14 yards, recovered by Demaryius Thomas",0.000,-2.320
4,1:39,1,10,OAK 49,16,10,C.J. Anderson right tackle for 2 yards (tackle by Khalil Mack),2.320,2.320
4,1:34,1,10,OAK 49,16,10,Timeout #3 by Oakland Raiders,2.320,2.050
4,1:34,2,8,OAK 47,16,10,C.J. Anderson left tackle for no gain (tackle by Mario Edwards and Dan Williams),2.050,1.360
4,0:52,3,8,OAK 47,16,10,C.J. Anderson left tackle for 2 yards (tackle by Mario Edwards),1.360,1.360
4,0:08,3,8,OAK 47,16,10,Timeout #2 by Denver Broncos,1.360,0.270
4,0:08,4,6,OAK 45,16,10,"Britton Colquitt punts 43 yards, returned by Amari Cooper for 18 yards, lateral to Lorenzo Alexander for 7 yards (tackle by Shaquil Barrett). Lorenzo Alexander fumbles (forced by Shaquil Barrett), recovered by David Bruton at OAK-27 (tackle by Jamize Olawale)",0.270,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
