Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Bills to receive the opening kickoff.",,
1,15:00,,,NYJ 30,0,0,"Nick Folk kicks off 60 yards, returned by Jehuu Caulcrick for 17 yards (tackle by Josh Mauga)",0.000,0.740
1,14:55,1,10,BUF 27,0,0,Fred Jackson middle for 3 yards (tackle by Jason Taylor and Mike DeVito),0.740,0.600
1,14:15,2,7,BUF 30,0,0,Brian Brohm pass incomplete short left intended for Steve Johnson,0.600,-0.100
1,14:10,3,7,BUF 30,0,0,Brian Brohm pass complete short left to Steve Johnson for 15 yards (tackle by Drew Coleman),-0.100,1.930
1,13:33,1,10,BUF 45,0,0,Fred Jackson middle for 4 yards (tackle by David Harris and Bart Scott),1.930,1.920
1,12:52,2,6,BUF 49,0,0,Brian Brohm pass incomplete short right intended for Naaman Roosevelt,1.920,1.220
1,12:48,3,6,BUF 49,0,0,"Brian Brohm pass complete deep middle to Steve Johnson for 33 yards (tackle by Emanuel Cook). Steve Johnson fumbles (forced by Emanuel Cook), recovered by Dwight Lowery at NYJ-9 and returned for 2 yards (tackle by Andy Levitre)",1.220,0.370
1,12:28,1,10,NYJ 11,0,0,Joe McKnight left guard for 9 yards (tackle by Leodis McKelvin and Akin Ayodele),-0.370,0.360
1,11:54,2,1,NYJ 20,0,0,Joe McKnight middle for 4 yards (tackle by Spencer Johnson and Arthur Moats),0.360,0.540
1,11:18,1,10,NYJ 24,0,0,Joe McKnight left tackle for 4 yards (tackle by Chris Kelsay),0.540,0.540
1,10:43,2,6,NYJ 28,0,0,"Joe McKnight right tackle for 5 yards (tackle by Akin Ayodele). Penalty on Wayne Hunter: Offensive Holding, 10 yards (no play)",0.540,-0.910
1,10:18,2,16,NYJ 18,0,0,Joe McKnight left guard for no gain (tackle by Donte Whitner and Paul Posluszny),-0.910,-1.640
1,9:42,3,16,NYJ 18,0,0,Brad Smith right end for 40 yards (tackle by Leodis McKelvin),-1.640,2.790
1,8:54,1,10,BUF 42,0,0,John Conner middle for 2 yards (tackle by Spencer Johnson),2.790,2.510
1,8:11,2,8,BUF 40,0,0,Joe McKnight middle for 1 yard (tackle by Akin Ayodele),2.510,1.950
1,8:11,3,7,BUF 39,0,0,Brad Smith right end for 20 yards (tackle by Donte Whitner),1.950,4.310
1,6:59,1,10,BUF 19,0,0,Joe McKnight middle for 5 yards (tackle by Akin Ayodele and Paul Posluszny),4.310,4.530
1,6:19,2,5,BUF 14,0,0,Joe McKnight left guard for 2 yards (tackle by Alex Carrington),4.530,4.190
1,5:41,3,3,BUF 12,0,0,Brad Smith right tackle for 2 yards (tackle by Leodis McKelvin),4.190,2.910
1,5:03,4,1,BUF 10,0,3,Nick Folk 28 yard field goal good,2.910,3.000
1,,,,NYJ 30,0,3,"Nick Folk kicks off 55 yards, returned by Jehuu Caulcrick for 11 yards (tackle by Isaiah Trufant)",0.000,0.670
1,4:53,1,10,BUF 26,0,3,Fred Jackson right tackle for 4 yards (tackle by Marcus Dixon),0.670,0.670
1,4:18,2,6,BUF 30,0,3,Fred Jackson left end for 5 yards (tackle by Brodney Pool),0.670,0.630
1,3:31,3,1,BUF 35,0,3,C.J. Spiller right guard for 2 yards (tackle by Marcus Dixon and Mike DeVito),0.630,1.400
1,2:49,1,10,BUF 37,0,3,Brian Brohm pass incomplete deep left intended for Steve Johnson,1.400,0.860
1,2:42,2,10,BUF 37,0,3,Brian Brohm pass complete short left to David Martin for no gain,0.860,0.170
1,2:02,3,10,BUF 37,0,3,Brian Brohm pass complete short right to Naaman Roosevelt for 9 yards,0.170,-0.320
1,1:38,4,1,BUF 46,0,3,"Brian Moorman punts 46 yards, fair catch by Jerricho Cotchery",-0.320,0.380
1,1:30,1,10,NYJ 8,0,3,Joe McKnight right end for 3 yards (tackle by Chris Kelsay and Spencer Johnson),-0.380,-0.560
1,0:55,2,7,NYJ 11,0,3,Mark Brunell pass incomplete short right intended for Jerricho Cotchery,-0.560,-1.070
1,0:48,3,7,NYJ 11,0,3,Mark Brunell pass complete short left to Jerricho Cotchery for 7 yards (tackle by Reggie Corner),-1.070,0.040
1,0:27,1,10,NYJ 18,0,3,Joe McKnight right guard for 4 yards (tackle by Chris Kelsay),0.040,0.140
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,NYJ 22,0,3,Joe McKnight left guard for 5 yards (tackle by Spencer Johnson),0.140,-0.020
2,14:25,3,1,NYJ 27,0,3,Joe McKnight left guard for 18 yards (tackle by Leodis McKelvin),-0.020,1.930
2,13:38,1,10,NYJ 45,0,3,Mark Brunell pass incomplete deep left intended for Jerricho Cotchery,1.930,1.380
