Quarter,Time,Tm,Detail,BUF,NYJ
1.0,4:58,Jets,Nick Folk 28 yard field goal,0,3
2.0,9:07,Jets,Marquice Cole 35 yard interception return (Nick Folk kick),0,10
,0:15,Jets,Santonio Holmes 17 yard pass from Mark Brunell (Nick Folk kick),0,17
3.0,13:06,Bills,Jairus Byrd 37 yard interception return (Rian Lindell kick),7,17
,6:41,Jets,Braylon Edwards 52 yard pass from Mark Brunell (Nick Folk kick),7,24
4.0,9:18,Jets,Kellen Clemens 10 yard rush (Nick Folk kick),7,31
,6:45,Jets,John Conner 16 yard rush (Nick Folk kick),7,38
