Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2,1:09,1,10,TEN 32,3,10,Steve McNair sacked by Dwight Freeney for -9 yards,1.070,-0.690
2,0:51,,,,3,10,Timeout #1 by Indianapolis Colts,0.000,-0.690
2,0:51,2,19,TEN 23,3,10,Chris Brown right end for 13 yards (tackle by Cory Bird and Dwight Freeney),-0.690,0.370
2,0:42,,,,3,10,Timeout #2 by Indianapolis Colts,0.000,0.370
2,0:42,3,6,TEN 36,3,10,Steve McNair pass complete to Erron Kinney for 7 yards (tackle by Cato June),0.370,1.800
2,0:31,,,,3,10,Timeout #2 by Tennessee Titans,0.000,1.800
2,0:31,1,10,TEN 43,3,10,Steve McNair sacked by Robert Mathis for -12 yards,1.800,-0.370
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,3,10,"Craig Hentrich kicks off 68 yards, returned by Dominic Rhodes for 23 yards (tackle by Troy Fleming)",0.000,0.610
3,14:54,1,10,IND 25,3,10,Peyton Manning pass complete to Marcus Pollard for 4 yards (tackle by Brad Kassell),0.610,0.600
3,14:26,2,6,IND 29,3,10,Peyton Manning pass complete to Reggie Wayne for 12 yards,0.600,1.660
3,14:00,1,10,IND 41,3,10,Edgerrin James right guard for 1 yard (tackle by Kevin Carter),1.660,1.260
3,13:23,2,9,IND 42,3,10,"Peyton Manning pass incomplete intended for Marcus Pollard. Penalty on Brad Kassell: Defensive Holding, 5 yards (no play)",1.260,2.060
3,13:16,1,10,IND 47,3,10,"Peyton Manning pass incomplete intended for Reggie Wayne. Penalty on Andre Dyson: Defensive Pass Interference, 16 yards, Penalty on Andre Dyson: Face Mask (15 Yards), 15 yards (no play)",2.060,4.110
3,13:11,1,10,TEN 22,3,10,Peyton Manning pass complete to Marvin Harrison for 3 yards (tackle by Andre Woolfolk),4.110,3.970
3,12:37,2,7,TEN 19,3,10,Peyton Manning pass complete to Marvin Harrison for 8 yards,3.970,4.840
3,12:00,1,10,TEN 11,3,10,Peyton Manning pass complete to Edgerrin James for 6 yards (tackle by Lance Schulters),4.840,5.280
3,11:22,2,4,TEN 5,9,10,"Peyton Manning pass complete to Reggie Wayne for 5 yards, touchdown",5.280,7.000
3,,,,TEN 2,10,10,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,10,10,"Mike Vanderjagt kicks off 58 yards, returned by Robert Holcombe for 14 yards (tackle by Gary Brackett)",0.000,0.670
3,11:11,1,10,TEN 26,10,10,Chris Brown left guard for 4 yards (tackle by Rob Morris),0.670,0.670
3,10:34,2,6,TEN 30,10,10,Steve McNair pass complete to Erron Kinney for 7 yards (tackle by Donald Strickland),0.670,1.400
3,9:53,1,10,TEN 37,10,10,Steve McNair pass complete to Derrick Mason for 33 yards (tackle by Cato June),1.400,3.580
3,9:18,1,10,IND 30,10,10,Steve McNair pass complete to Drew Bennett for 12 yards (tackle by Rob Morris),3.580,4.370
3,8:32,1,10,IND 18,10,10,Chris Brown up the middle for 17 yards (tackle by Cory Bird),4.370,6.970
3,7:45,1,1,IND 1,10,16,"Steve McNair up the middle for 1 yard, touchdown",6.970,7.000
3,,,,IND 2,10,17,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,10,17,"Craig Hentrich kicks off 68 yards, returned by Dominic Rhodes for 24 yards (tackle by Andre Woolfolk)",0.000,0.670
3,7:27,1,10,IND 26,10,17,"Peyton Manning pass incomplete intended for Reggie Wayne (defended by Andre Dyson). Penalty on Andre Dyson: Illegal Contact, 5 yards (no play)",0.670,1.000
3,7:23,1,10,IND 31,10,17,Edgerrin James right guard for 3 yards (tackle by Keith Bulluck and Albert Haynesworth),1.000,0.870
3,6:54,2,7,IND 34,10,17,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Albert Haynesworth),0.870,0.960
3,6:10,3,1,IND 40,10,17,Edgerrin James left tackle for 1 yard (tackle by Andre Dyson),0.960,1.660
3,5:27,1,10,IND 41,10,17,Peyton Manning pass incomplete intended for Brandon Stokley (defended by Lance Schulters),1.660,1.120
3,5:20,2,10,IND 41,10,17,Peyton Manning pass complete to Edgerrin James for -3 yards (tackle by Kevin Carter),1.120,0.040
3,4:41,3,13,IND 38,10,17,Peyton Manning pass incomplete intended for Brandon Stokley (defended by Kevin Carter),0.040,-0.850
3,4:37,4,13,IND 38,10,17,"Hunter Smith punts 62 yards, touchback. Penalty on IND: Illegal Formation (Declined)",-0.850,-0.280
3,4:29,1,10,TEN 20,10,17,"Steve McNair pass incomplete intended for Drew Bennett. Penalty on Nick Harper: Defensive Pass Interference, 16 yards (no play)",0.280,1.330
3,4:23,1,10,TEN 36,10,17,Chris Brown right tackle for 9 yards (tackle by Dwight Freeney and Larry Tripplett),1.330,2.010
3,3:42,2,1,TEN 45,10,17,Steve McNair pass incomplete intended for Drew Bennett,2.010,1.290
3,3:34,3,1,TEN 45,10,17,Chris Brown up the middle for no gain (tackle by Cory Bird),1.290,-0.390
3,2:49,4,1,TEN 45,10,17,"Craig Hentrich punts 55 yards, touchback",-0.390,-0.280
,,,,,,,"TEN challenged the ruling, and the play was upheld.",,
3,2:38,1,10,IND 20,10,17,Peyton Manning pass complete to Marvin Harrison for 12 yards (tackle by Samari Rolle),0.280,1.070
3,2:03,1,10,IND 32,10,17,Peyton Manning pass complete to Reggie Wayne for 44 yards (tackle by Lance Schulters),1.070,3.970
3,1:18,1,10,TEN 24,10,17,Peyton Manning pass incomplete intended for Reggie Wayne,3.970,3.430
3,1:12,2,10,TEN 24,10,17,Edgerrin James up the middle for 22 yards (tackle by Tank Williams and Lance Schulters),3.430,6.740
3,0:29,1,2,TEN 2,10,17,Edgerrin James up the middle for 1 yard (tackle by Albert Haynesworth and Keith Bulluck),6.740,5.910
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,TEN 1,16,17,"Peyton Manning pass complete to Marcus Pollard for 1 yard, touchdown",5.910,7.000
4,,,,TEN 2,17,17,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,17,17,"Mike Vanderjagt kicks off 53 yards, returned by Michael Waddell for 23 yards (tackle by Cato June)",0.000,1.600
4,14:49,1,10,TEN 40,17,17,Steve McNair pass complete to Ben Troupe for 3 yards,1.600,1.460
4,14:23,2,7,TEN 43,17,17,"Chris Brown right end for 4 yards (tackle by Nick Harper). Penalty on Raheem Brock: Defensive Offside, 5 yards (no play)",1.460,2.130
4,13:57,2,2,TEN 48,17,17,Chris Brown right guard for 6 yards (tackle by Cory Bird and Cato June),2.130,2.520
4,13:05,1,10,IND 46,17,17,Steve McNair pass complete to Derrick Mason for 11 yards (tackle by Nick Harper),2.520,3.250
4,12:22,1,10,IND 35,17,17,Chris Brown left guard for 8 yards (tackle by Josh Thomas),3.250,3.780
4,11:42,2,2,IND 27,17,17,Steve McNair pass incomplete intended for Derrick Mason,3.780,3.070
4,11:37,3,2,IND 27,17,17,Steve McNair pass incomplete intended for Derrick Mason,3.070,1.800
4,11:33,,,,17,17,Timeout #2 by Tennessee Titans,0.000,1.800
4,11:33,4,2,IND 27,17,17,Steve McNair pass incomplete intended for Derrick Mason is intercepted by Nick Harper,1.800,-0.280
4,11:28,1,10,IND 20,17,17,Peyton Manning sacked by Kevin Carter and Carlos Hall for -10 yards,0.280,-1.510
4,10:53,2,20,IND 10,17,17,Peyton Manning pass complete to Reggie Wayne for 17 yards (tackle by Lance Schulters),-1.510,-0.030
4,10:16,3,3,IND 27,17,17,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Andre Woolfolk),-0.030,1.140
4,9:57,1,10,IND 33,17,17,Peyton Manning pass incomplete intended for Brandon Stokley,1.140,0.590
4,9:53,2,10,IND 33,17,17,Peyton Manning pass complete to Marvin Harrison for 34 yards (tackle by Samari Rolle),0.590,3.380
4,9:23,1,10,TEN 33,17,17,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Andre Dyson),3.380,2.840
4,9:16,2,10,TEN 33,17,17,Peyton Manning pass incomplete intended for Marvin Harrison,2.840,2.150
4,9:13,3,10,TEN 33,17,17,Peyton Manning pass complete to Brandon Stokley for 13 yards (tackle by Keith Bulluck),2.150,4.240
4,8:39,1,10,TEN 20,17,17,Edgerrin James right end for 5 yards (tackle by Keith Bulluck),4.240,4.450
4,8:07,2,5,TEN 15,17,17,Edgerrin James left guard for 11 yards (tackle by Lance Schulters and Rocky Boiman),4.450,6.280
4,7:34,1,4,TEN 4,23,17,"Edgerrin James up the middle for 4 yards, touchdown",6.280,7.000
4,,,,TEN 2,24,17,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,24,17,"Mike Vanderjagt kicks off 64 yards, returned by Michael Waddell for 11 yards (tackle by Keyon Whiteside)",0.000,-0.060
4,7:21,1,10,TEN 17,24,17,Chris Brown left guard for 4 yards (tackle by Cory Bird and Rob Morris),-0.060,0.080
4,6:39,2,6,TEN 21,24,17,Steve McNair pass complete to Derrick Mason for 17 yards (tackle by Idrees Bashir),0.080,1.470
4,5:54,1,10,TEN 38,24,17,Steve McNair pass complete to Derrick Mason for 4 yards (tackle by Nick Harper),1.470,1.460
4,5:16,2,6,TEN 42,24,17,Steve McNair pass complete to Erron Kinney for 8 yards (tackle by David Thornton),1.460,2.260
4,4:46,1,10,TEN 50,24,17,Steve McNair pass incomplete intended for Drew Bennett,2.260,1.710
4,4:40,2,10,TEN 50,24,17,Steve McNair pass incomplete intended for Drew Bennett,1.710,1.030
4,4:35,3,10,TEN 50,24,17,Steve McNair pass incomplete intended for Drew Bennett (defended by Jason David),1.030,-0.060
4,4:31,4,10,TEN 50,24,17,Craig Hentrich pass complete to Troy Fleming for 4 yards (tackle by Jason David),-0.060,-1.990
4,4:25,1,10,IND 46,24,17,Edgerrin James up the middle for 7 yards (tackle by Tank Williams),1.990,2.400
4,3:38,2,3,TEN 47,24,17,Peyton Manning pass complete to Marcus Pollard for 2 yards (tackle by Tank Williams),2.400,1.950
4,2:48,3,1,TEN 45,24,17,Edgerrin James up the middle for 15 yards (tackle by Lance Schulters),1.950,3.580
4,2:36,,,,24,17,Timeout #3 by Tennessee Titans,0.000,3.580
4,2:36,1,10,TEN 30,30,17,"Edgerrin James left end for 30 yards, touchdown",3.580,7.000
4,,,,TEN 2,31,17,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,31,17,"Mike Vanderjagt kicks off 64 yards, returned by Michael Waddell for 20 yards (tackle by Ben Hartsock)",0.000,0.670
4,2:22,1,10,TEN 26,31,17,Steve McNair pass complete to Erron Kinney for 7 yards (tackle by David Thornton),0.670,1.070
4,2:02,2,3,TEN 33,31,17,Steve McNair pass complete to Eddie Berlin for 19 yards (tackle by Jim Nelson),1.070,2.390
4,1:53,1,10,IND 48,31,17,Steve McNair pass complete to Erron Kinney for 8 yards (tackle by David Thornton),2.390,2.930
4,1:27,2,2,IND 40,31,17,Steve McNair pass incomplete intended for Robert Holcombe,2.930,2.210
4,1:23,3,2,IND 40,31,17,Steve McNair pass complete to Derrick Mason for 19 yards (tackle by Jason David),2.210,4.170
4,1:15,1,10,IND 21,31,17,Steve McNair pass complete to Drew Bennett for 7 yards (tackle by David Thornton),4.170,4.740
4,1:15,2,3,IND 14,31,17,"Penalty on Jacob Bell: False Start, 5 yards (no play)",4.740,3.900
4,0:42,2,8,IND 19,31,17,Steve McNair pass incomplete intended for Eddie Berlin (defended by Anthony Floyd),3.900,3.180
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,0:37,3,8,IND 19,31,17,"Steve McNair sacked by Brad Scioli for -11 yards. Steve McNair fumbles (forced by Brad Scioli), recovered by Robert Mathis at IND-39 and returned for 26 yards (tackle by Jason Mathews)",3.180,-3.250
4,0:25,1,10,TEN 35,31,17,Peyton Manning kneels for -1 yards,3.250,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
