Quarter,Time,Tm,Detail,TEN,IND
1.0,1:15,Colts,Marlon Mack 1 yard rush (Adam Vinatieri kick),0,7
2.0,10:59,Colts,Adam Vinatieri 22 yard field goal,0,10
,7:26,Colts,T.Y. Hilton 68 yard pass from Andrew Luck (Adam Vinatieri kick),0,17
,2:29,Colts,Jordan Wilkins 18 yard rush (Adam Vinatieri kick),0,24
,0:00,Titans,Ryan Succop 42 yard field goal,3,24
3.0,7:24,Colts,T.Y. Hilton 14 yard pass from Andrew Luck (Adam Vinatieri kick),3,31
4.0,12:12,Colts,Dontrelle Inman 7 yard pass from Andrew Luck (Adam Vinatieri kick),3,38
,1:49,Titans,Tajae Sharpe 1 yard pass from Blaine Gabbert (Ryan Succop kick),10,38
