Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TEN 25,0,0,Dion Lewis up the middle for 2 yards (tackle by Darius Leonard),0.610,0.330
1,14:27,2,8,TEN 27,0,0,"Dion Lewis right guard for no gain (tackle by Tyquan Lewis). Penalty on Denico Autry: Defensive Offside, 5 yards (no play)",0.330,1.010
1,14:01,2,3,TEN 32,0,0,Dion Lewis up the middle for 11 yards (tackle by George Odum),1.010,1.800
1,13:37,1,10,TEN 43,0,0,Marcus Mariota pass complete short left to Jonnu Smith for 9 yards (tackle by Kenny Moore),1.800,2.470
1,13:00,2,1,IND 48,0,0,Cameron Batson right end for 1 yard (tackle by George Odum),2.470,2.460
1,12:44,1,10,IND 47,0,0,Dion Lewis up the middle for 5 yards (tackle by Al Woods),2.460,2.590
1,12:24,2,5,IND 42,0,0,Corey Davis left end for -1 yards (tackle by George Odum),2.590,1.750
1,11:42,3,6,IND 43,0,0,Marcus Mariota pass complete short middle to Corey Davis for 7 yards (tackle by Kenny Moore),1.750,3.180
1,10:58,1,10,IND 36,0,0,Marcus Mariota pass incomplete deep left intended for Luke Stocker (defended by Clayton Geathers),3.180,2.640
1,10:51,2,10,IND 36,0,0,Dion Lewis left end for 2 yards (tackle by Margus Hunt and Al-Quadin Muhammad),2.640,2.210
1,10:05,3,8,IND 34,0,0,Marcus Mariota sacked by Jabaal Sheard and Kenny Moore for -8 yards,2.210,0.460
1,9:27,4,16,IND 42,0,0,"Brett Kern punts 32 yards, fair catch by Chester Rogers at IND-10",0.460,0.380
1,9:20,1,10,IND 10,0,0,Andrew Luck pass complete short left to T.Y. Hilton for 9 yards (tackle by Wesley Woodyard),-0.380,0.240
1,8:59,2,1,IND 19,0,0,Marlon Mack up the middle for 2 yards (tackle by Wesley Woodyard),0.240,0.340
1,8:20,1,10,IND 21,0,0,Andrew Luck pass complete short right to T.Y. Hilton for 12 yards (tackle by Adoree' Jackson),0.340,1.140
1,7:45,1,10,IND 33,0,0,Andrew Luck pass incomplete short left intended for Nyheim Hines,1.140,0.590
1,7:41,2,10,IND 33,0,0,Marlon Mack right end for 1 yard (tackle by Adoree' Jackson),0.590,0.040
1,6:56,3,9,IND 34,0,0,Andrew Luck pass incomplete short right intended for Ryan Grant (defended by Malcolm Butler),0.040,-1.110
1,6:51,4,9,IND 34,0,0,Rigoberto Sanchez punts 53 yards downed by George Odum,-1.110,0.320
1,6:39,1,10,TEN 13,0,0,Dion Lewis up the middle for -2 yards (tackle by Kenny Moore and Al-Quadin Muhammad),-0.320,-0.930
1,6:02,2,12,TEN 11,0,0,Marcus Mariota pass complete short middle to Luke Stocker for 5 yards (tackle by Anthony Walker and Darius Leonard),-0.930,-1.060
1,5:17,3,7,TEN 16,0,0,Marcus Mariota pass incomplete deep left intended for Tajae Sharpe,-1.060,-2.390
1,5:09,4,7,TEN 16,0,0,"Brett Kern punts 58 yards, returned by Chester Rogers for 51 yards. Penalty on Arthur Maulet: Offensive Holding, 10 yards",-2.390,-3.380
1,4:51,1,10,TEN 33,0,0,Marlon Mack left end for 3 yards (tackle by Darius Kilgo),3.380,3.240
1,4:15,2,7,TEN 30,0,0,Andrew Luck pass incomplete deep left intended for Mo Alie-Cox,3.240,2.540
1,4:09,3,7,TEN 30,0,0,Andrew Luck pass complete short left to Jack Doyle for 7 yards (tackle by Malcolm Butler),2.540,4.040
1,3:19,1,10,TEN 23,0,0,Andrew Luck pass complete short left to Zach Pascal for 11 yards (tackle by Malcolm Butler),4.040,4.780
1,2:40,1,10,TEN 12,0,0,Nyheim Hines left end for 8 yards (tackle by Jayon Brown and Harold Landry),4.780,5.600
1,2:12,2,2,TEN 4,0,0,Nyheim Hines right guard for 1 yard (tackle by Jayon Brown and Kevin Byard),5.600,5.060
1,1:34,3,1,TEN 3,0,0,"Penalty on Jurrell Casey: Encroachment, 2 yards (no play)",5.060,6.970
1,1:20,1,1,TEN 1,0,6,"Marlon Mack left tackle for 1 yard, touchdown",6.970,7.000
1,1:15,,,TEN 15,0,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,1:15,,,IND 35,0,7,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
1,1:15,1,10,TEN 25,0,7,"Marcus Mariota pass incomplete short right intended for Derrick Henry. Penalty on Tajae Sharpe: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
1,1:11,1,20,TEN 15,0,7,Derrick Henry right end for 2 yards (tackle by Denico Autry and Darius Leonard),-0.410,-1.150
1,0:35,2,18,TEN 17,0,7,Marcus Mariota up the middle for 9 yards (tackle by Darius Leonard),-1.150,-0.490
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,TEN 26,0,7,Marcus Mariota pass complete deep middle to Corey Davis for 23 yards (tackle by Kenny Moore),-0.490,2.190
2,14:32,1,10,TEN 49,0,7,"Derrick Henry up the middle for no gain (tackle by Jabaal Sheard). Penalty on Corey Davis: Illegal Block Above the Waist, 10 yards (no play)",2.190,1.530
2,14:01,1,20,TEN 39,0,7,Marcus Mariota pass deep left intended for Jonnu Smith is intercepted by Quincy Wilson at IND-42 and returned for no gain,1.530,-1.730
2,13:53,1,10,IND 42,0,7,Andrew Luck pass complete short middle to Jack Doyle for 15 yards (tackle by Kenny Vaccaro and Kevin Byard),1.730,2.720
2,13:21,1,10,TEN 43,0,7,Andrew Luck pass complete short left to Jack Doyle for 16 yards (tackle by Wesley Woodyard),2.720,3.780
2,12:54,1,10,TEN 27,0,7,Marlon Mack up the middle for 6 yards (tackle by Kevin Byard),3.780,4.040
2,12:22,2,4,TEN 21,0,7,Andrew Luck pass complete short middle to T.Y. Hilton for 12 yards (tackle by Jayon Brown),4.040,5.140
2,11:36,1,9,TEN 9,0,7,Andrew Luck pass complete short left to Jack Doyle for 5 yards (tackle by Logan Ryan),5.140,5.340
2,11:12,2,4,TEN 4,0,7,Andrew Luck pass incomplete short right intended for Dontrelle Inman (defended by Austin Johnson),5.340,4.490
2,11:10,3,4,TEN 4,0,7,Eric Ebron pass incomplete short right intended for Andrew Luck,4.490,3.030
2,11:04,4,4,TEN 4,0,10,Adam Vinatieri 22 yard field goal good,3.030,3.000
2,10:59,,,IND 35,0,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,10:59,1,10,TEN 25,0,10,Dion Lewis up the middle for 4 yards (tackle by Tyquan Lewis and Al-Quadin Muhammad),0.610,0.600
2,10:34,2,6,TEN 29,0,10,Marcus Mariota right end for 5 yards (tackle by Darius Leonard),0.600,0.560
2,9:50,3,1,TEN 34,0,10,Dion Lewis up the middle for no gain (tackle by Al Woods),0.560,-1.110
2,9:09,4,1,TEN 34,0,10,"Brett Kern punts 53 yards, fair catch by Chester Rogers at IND-13",-1.110,0.320
2,9:01,1,10,IND 13,0,10,Andrew Luck pass incomplete short right intended for Marlon Mack,-0.320,-0.770
2,8:56,2,10,IND 13,0,10,Marlon Mack left end for 7 yards (tackle by Kevin Byard),-0.770,-0.590
2,8:14,3,3,IND 20,0,10,Andrew Luck pass complete short middle to Dontrelle Inman for 12 yards (tackle by Malcolm Butler),-0.590,1.070
2,7:37,1,10,IND 32,0,16,"Andrew Luck pass complete deep middle to T.Y. Hilton for 68 yards, touchdown",1.070,7.000
2,7:26,,,TEN 15,0,17,Adam Vinatieri kicks extra point good,0.000,0.000
2,7:26,,,IND 35,0,17,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,7:26,1,10,TEN 25,0,17,Marcus Mariota pass complete short left to Cameron Batson for 5 yards (tackle by Quincy Wilson),0.610,0.740
2,6:57,2,5,TEN 30,0,17,Derrick Henry right end for 1 yard (tackle by Margus Hunt),0.740,0.170
2,6:15,3,4,TEN 31,0,17,"Marcus Mariota sacked by Darius Leonard for -2 yards. Marcus Mariota fumbles (forced by Darius Leonard), recovered by Taylor Lewan at TEN-29 (tackle by Pierre Desir)",0.170,-1.440
2,5:35,4,6,TEN 29,0,17,"Brett Kern punts 56 yards, returned by Chester Rogers for 10 yards (tackle by Sharif Finch). Penalty on Zach Pascal: Illegal Block Above the Waist, 10 yards",-1.440,0.220
2,5:23,1,10,IND 15,0,17,"Andrew Luck pass incomplete deep left intended for T.Y. Hilton. Penalty on Adoree' Jackson: Defensive Pass Interference, 35 yards (no play)",-0.220,2.260
2,5:17,1,10,IND 50,0,17,Andrew Luck pass complete short right to Ryan Grant for 8 yards (tackle by Wesley Woodyard and Kevin Byard),2.260,2.790
2,4:35,2,2,TEN 42,0,17,Marlon Mack right end for 1 yard (tackle by Adoree' Jackson),2.790,2.210
