Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jonnu Smith,TEN,8,6,44,0,,22,3.7,22,3.7,5.8,0,,0,0.0,1,47.9
Tajae Sharpe,TEN,7,5,37,1,3,27,5.4,10,2.0,6.4,0,,0,0.0,1,83.6
Anthony Firkser,TEN,3,3,44,0,2,31,10.3,13,4.3,10.3,0,,0,0.0,0,118.7
Luke Stocker,TEN,3,2,16,0,1,10,5.0,6,3.0,8.7,0,,0,0.0,0,79.9
Corey Davis,TEN,4,2,30,0,2,21,10.5,9,4.5,11.3,0,,0,0.0,0,75.0
Dion Lewis,TEN,2,1,8,0,1,2,2.0,6,6.0,-1.5,0,,0,0.0,0,60.4
MyCole Pruitt,TEN,1,1,19,0,1,19,19.0,0,0.0,19.0,0,,0,0.0,0,118.7
Cameron Batson,TEN,1,1,5,0,0,-2,-2.0,7,7.0,-2.0,0,,0,0.0,0,87.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
T.Y. Hilton,IND,9,9,155,2,6,110,12.2,45,5.0,12.2,1,9.0,0,0.0,0,158.3
Dontrelle Inman,IND,6,4,34,1,3,24,6.0,10,2.5,9.2,0,,0,0.0,0,120.8
Jack Doyle,IND,4,4,43,0,3,21,5.3,22,5.5,5.3,0,,0,0.0,0,111.5
Chester Rogers,IND,2,2,9,0,1,-4,-2.0,13,6.5,-2.0,0,,0,0.0,0,85.4
Ryan Grant,IND,3,2,15,0,,5,2.5,10,5.0,4.7,0,,0,0.0,0,78.5
Nyheim Hines,IND,3,1,20,0,1,3,3.0,17,17.0,6.3,0,,1,33.3,0,57.6
Marlon Mack,IND,2,1,8,0,0,1,1.0,7,7.0,1.5,0,,0,0.0,0,60.4
Zach Pascal,IND,1,1,11,0,1,10,10.0,1,1.0,10.0,0,,0,0.0,0,112.5
Mo Alie-Cox,IND,1,0,0,0,,0,,0,,23.0,0,,0,0.0,0,39.6
Andrew Luck,IND,1,0,0,0,0,0,,0,,4.0,0,,0,0.0,0,39.6
