Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dion Lewis,TEN,10,24,0,1,13,1.3,11,1.1,0,
Derrick Henry,TEN,9,46,0,1,4,0.4,42,4.7,4,2.3
Marcus Mariota,TEN,4,17,0,1,15,3.8,2,0.5,0,
Cameron Batson,TEN,1,1,0,1,-4,-4.0,5,5.0,0,
Corey Davis,TEN,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marlon Mack,IND,16,61,1,6,34,2.1,27,1.7,1,16.0
Nyheim Hines,IND,5,14,0,1,4,0.8,10,2.0,1,5.0
Jordan Wilkins,IND,4,30,1,1,20,5.0,10,2.5,1,4.0
Jacoby Brissett,IND,3,-3,0,,-3,-1.0,0,0.0,0,
