Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
1,6:07,1,10,NWE 47,3,0,"Mac Jones scrambles left end for no gain (tackle by Boogie Basham). Penalty on Trent Brown: Offensive Holding, 10 yards (accepted) (no play)",2.060,1.400
1,5:45,1,20,NWE 37,3,0,"Mac Jones pass complete short right to Rhamondre Stevenson for 7 yards. Rhamondre Stevenson fumbles (forced by Tim Settle), recovered by Nelson Agholor at BUF-48",1.400,2.190
1,4:55,2,5,BUF 48,3,6,"Mac Jones pass complete short left to Marcus Jones for 48 yards, touchdown",2.190,7.000
1,4:46,,,BUF 15,3,7,Nick Folk kicks extra point good,0.000,0.000
1,4:46,,,NWE 35,3,7,"Tristan Vizcaino kicks off 58 yards, returned by Nyheim Hines for 11 yards (tackle by Brenden Schooler)",0.000,0.040
1,4:42,1,10,BUF 18,3,7,James Cook right guard for 2 yards (tackle by Deatrich Wise),0.040,-0.130
1,4:05,2,8,BUF 20,3,7,Josh Allen pass complete short middle to James Cook for 14 yards (tackle by Ja'Whaun Bentley and Jonathan Jones),-0.130,1.200
1,3:15,1,10,BUF 34,3,7,Josh Allen pass incomplete short left intended for Dawson Knox,1.200,0.660
1,3:14,2,10,BUF 34,3,7,James Cook left tackle for 1 yard (tackle by Myles Bryant),0.660,0.100
1,2:37,3,9,BUF 35,3,7,"Josh Allen pass incomplete deep right intended for Gabriel Davis. Penalty on Jack Jones: Defensive Pass Interference, 22 yards (accepted) (no play)",0.100,2.720
1,2:29,1,10,NWE 43,3,7,James Cook up the middle for 28 yards (tackle by Jack Jones),2.720,4.580
1,1:49,1,10,NWE 15,3,7,James Cook up the middle for 2 yards (tackle by Lawrence Guy and Jabrill Peppers),4.580,4.280
1,1:04,2,8,NWE 13,3,7,Josh Allen up the middle for 8 yards (tackle by Devin McCourty and Davon Godchaux),4.280,6.060
1,0:23,1,5,NWE 5,3,7,Nyheim Hines left end for -3 yards (tackle by Jack Jones),6.060,4.570
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NWE 8,9,7,"Josh Allen pass complete short left to Stefon Diggs for 8 yards, touchdown",4.570,7.000
2,14:56,,,NWE 15,10,7,Tyler Bass kicks extra point good,0.000,0.000
2,14:56,,,BUF 35,10,7,"Tyler Bass kicks off 64 yards, returned by Marcus Jones for 16 yards (tackle by Siran Neal). Penalty on DaMarcus Mitchell: Offensive Holding, 8 yards (accepted)",0.000,-0.380
2,14:50,1,10,NWE 9,10,7,Kevin Harris up the middle for -1 yards (tackle by Shaq Lawson),-0.380,-0.850
2,14:14,2,11,NWE 8,10,7,"Mac Jones pass incomplete short middle. Penalty on Mac Jones: Intentional Grounding, 7 yards (accepted) . Penalty on Cole Strange: Offensive Holding, 10 yards (declined)",-0.850,-2.360
2,14:11,3,18,NWE 1,10,7,Rhamondre Stevenson left guard for 16 yards (tackle by Gregory Rousseau and Tre'Davious White),-2.360,-2.320
2,13:22,4,2,NWE 17,10,7,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",-2.320,-2.490
2,13:22,4,7,NWE 12,10,7,"Michael Palardy punts 44 yards, fair catch by Nyheim Hines at BUF-44",-2.490,-1.860
2,13:13,1,10,BUF 44,10,7,Josh Allen pass incomplete deep right intended for Gabriel Davis,1.860,1.320
2,13:07,2,10,BUF 44,10,7,Devin Singletary left end for 11 yards (tackle by Jonathan Jones),1.320,2.590
2,12:33,1,10,NWE 45,10,7,Devin Singletary left guard for 4 yards (tackle by Davon Godchaux and Matt Judon),2.590,2.580
2,11:54,2,6,NWE 41,10,7,James Cook right tackle for 3 yards (tackle by Davon Godchaux and Ja'Whaun Bentley),2.580,2.280
2,11:12,3,3,NWE 38,10,7,Josh Allen pass complete short left to Isaiah McKenzie for 8 yards (tackle by Myles Bryant),2.280,3.580
2,10:32,1,10,NWE 30,10,7,Josh Allen pass complete short right to Isaiah McKenzie for 2 yards (tackle by Daniel Ekuale),3.580,3.300
2,9:52,2,8,NWE 28,10,7,James Cook left guard for 7 yards (tackle by Josh Uche and Devin McCourty),3.300,3.530
2,9:09,3,1,NWE 21,10,7,Devin Singletary up the middle for 2 yards (tackle by Lawrence Guy and Jabrill Peppers),3.530,4.310
2,8:20,1,10,NWE 19,10,7,James Cook left tackle for 6 yards (tackle by Ja'Whaun Bentley),4.310,4.720
2,7:38,2,4,NWE 13,10,7,James Cook left tackle for 1 yard (tackle by Davon Godchaux),4.720,4.190
2,6:58,3,3,NWE 12,10,7,Josh Allen pass complete short right to Isaiah McKenzie for 4 yards (tackle by Jonathan Jones),4.190,5.370
2,6:25,1,8,NWE 8,10,7,Nyheim Hines left tackle for no gain (tackle by Matt Judon),5.370,4.570
2,5:44,2,8,NWE 8,10,7,Josh Allen pass incomplete short left intended for Gabriel Davis,4.570,3.580
2,5:34,3,8,NWE 8,16,7,"Josh Allen pass complete short right to Gabriel Davis for 8 yards, touchdown. Penalty on Jack Jones: Defensive Holding, 5 yards (declined)",3.580,7.000
2,5:27,,,NWE 15,17,7,Tyler Bass kicks extra point good,0.000,0.000
2,5:27,,,BUF 35,17,7,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,5:27,1,10,NWE 25,17,7,Mac Jones pass complete short middle to Jonnu Smith for no gain (tackle by Tremaine Edmunds),0.610,0.060
2,4:58,2,10,NWE 25,17,7,Rhamondre Stevenson right tackle for no gain (tackle by Gregory Rousseau and Tremaine Edmunds),0.060,-0.620
2,4:24,3,10,NWE 25,17,7,Mac Jones pass incomplete short left intended for Hunter Henry (defended by Taron Johnson),-0.620,-1.700
2,4:13,4,10,NWE 25,17,7,"Michael Palardy punts 50 yards, returned by Nyheim Hines for 4 yards (tackle by Matthew Slater)",-1.700,-0.870
2,4:04,1,10,BUF 29,17,7,Josh Allen pass incomplete short right intended for Gabriel Davis (defended by Kyle Dugger),0.870,0.330
2,3:58,2,10,BUF 29,17,7,Josh Allen up the middle for 2 yards (tackle by Deatrich Wise and Davon Godchaux),0.330,-0.100
2,3:15,3,8,BUF 31,17,7,Josh Allen pass incomplete deep middle intended for Stefon Diggs,-0.100,-1.310
2,3:04,4,8,BUF 31,17,7,"Sam Martin punts 54 yards, returned by Marcus Jones for no gain (tackle by Siran Neal)",-1.310,0.220
2,2:55,1,10,NWE 15,17,7,Mac Jones pass incomplete short right intended for Rhamondre Stevenson (defended by Gregory Rousseau),-0.220,-0.710
2,2:51,2,10,NWE 15,17,7,Mac Jones pass complete short right to Marcus Jones for 3 yards (tackle by Taron Johnson and Jordan Poyer),-0.710,-1.000
2,2:21,3,7,NWE 18,17,7,Mac Jones pass incomplete short left intended for Jakobi Meyers (defended by Taron Johnson),-1.000,-2.240
2,2:11,4,7,NWE 18,17,7,"Michael Palardy punts 39 yards, fair catch by Nyheim Hines at BUF-43",-2.240,-1.800
2,2:03,1,10,BUF 43,17,7,Josh Allen pass complete short middle to James Cook for 8 yards (tackle by Jabrill Peppers),1.800,2.330
2,1:57,2,2,NWE 49,17,7,Josh Allen pass complete short left to Stefon Diggs for 8 yards (tackle by Jonathan Jones),2.330,2.850
2,1:51,1,10,NWE 41,17,7,Josh Allen pass incomplete short left intended for Nyheim Hines,2.850,2.310
2,1:47,2,10,NWE 41,17,7,"Josh Allen pass complete deep right to Stefon Diggs for no gain, touchdown. Penalty on Tommy Sweeney: Offensive Holding, 10 yards (accepted) (no play)",2.310,0.960
2,1:39,2,20,BUF 49,17,7,Josh Allen pass complete short middle to Khalil Shakir for 10 yards (tackle by Jonathan Jones),0.960,1.620
2,1:31,,,,,,Timeout #1 by New England Patriots,,
2,1:31,3,10,NWE 41,17,7,"Josh Allen sacked by Josh Uche for no gain. Josh Allen fumbles (forced by Josh Uche), recovered by Matt Judon at NE-41 and returned for 1 yard (tackle by Josh Allen and Dawson Knox)",1.620,-1.730
2,1:20,1,10,NWE 42,17,7,Rhamondre Stevenson left guard for 14 yards (tackle by Ed Oliver),1.730,2.650
2,1:00,1,10,BUF 44,17,7,Mac Jones pass complete short left to Jakobi Meyers for 9 yards (tackle by Xavier Rhodes),2.650,3.330
2,0:50,2,1,BUF 35,17,7,Rhamondre Stevenson left guard for no gain (tackle by Tremaine Edmunds),3.330,2.610
2,0:34,,,,,,Timeout #2 by New England Patriots,,
2,0:34,3,1,BUF 35,17,7,Mac Jones up the middle for 2 yards (tackle by Tremaine Edmunds),2.610,3.380
2,0:32,,,,,,Timeout #3 by New England Patriots,,
2,0:32,1,10,BUF 33,17,7,Mac Jones pass incomplete short left intended for DeVante Parker (defended by Tre'Davious White),3.380,2.840
2,0:26,2,10,BUF 33,17,7,Mac Jones pass complete short left to Hunter Henry for 4 yards (tackle by Tre'Davious White),2.840,2.680
2,0:22,3,6,BUF 29,17,7,Mac Jones pass incomplete deep right,2.680,1.520
2,0:15,,,,,,Timeout #1 by Buffalo Bills,,
2,0:15,4,6,BUF 29,17,7,Nick Folk 48 yard field goal no good,1.520,-1.470
2,0:10,1,10,BUF 38,17,7,Josh Allen pass incomplete deep left intended for Gabriel Davis (defended by Kyle Dugger),1.470,0.920
2,0:04,2,10,BUF 38,17,7,Josh Allen kneels for -1 yards,0.920,0.100
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,17,7,"Tristan Vizcaino kicks off 55 yards, returned by Nyheim Hines for 15 yards (tackle by Marcus Jones)",0.000,0.610
3,14:55,1,10,BUF 25,17,7,Devin Singletary left guard for 4 yards (tackle by Adrian Phillips and Davon Godchaux),0.610,0.600
3,14:18,2,6,BUF 29,17,7,Josh Allen pass complete short right to Isaiah McKenzie for 13 yards (tackle by Adrian Phillips),0.600,1.730
3,13:53,1,10,BUF 42,17,7,Josh Allen pass complete short middle to Isaiah McKenzie for 17 yards (tackle by Devin McCourty),1.730,2.850
3,13:00,1,10,NWE 41,17,7,Josh Allen pass incomplete short left intended for Devin Singletary,2.850,2.310
3,13:06,2,10,NWE 41,17,7,"James Cook right tackle for 2 yards (tackle by Daniel Ekuale). Penalty on Gabriel Davis: Offensive Illegal Block Above the Waist, 10 yards (accepted)",2.310,1.230
3,12:56,2,18,NWE 49,17,7,Josh Allen scrambles left end for 7 yards (tackle by Josh Uche),1.230,1.490
3,12:06,3,11,NWE 42,17,7,Josh Allen pass incomplete deep left intended for Stefon Diggs,1.490,0.460
3,11:53,4,11,NWE 42,17,7,"Sam Martin punts 42 yards, touchback.",0.460,-0.280
3,11:45,1,10,NWE 20,17,7,Mac Jones pass complete short right to Nelson Agholor for 6 yards (tackle by Tre'Davious White),0.280,0.540
3,11:14,2,4,NWE 26,17,7,Rhamondre Stevenson right tackle for 7 yards (tackle by Damar Hamlin),0.540,1.140
3,10:26,1,10,NWE 33,17,7,"Rhamondre Stevenson up the middle for 6 yards (tackle by Shaq Lawson). Penalty on DaQuan Jones: Defensive Holding, 5 yards (accepted)",1.140,1.860
3,10:15,1,10,NWE 44,17,7,Rhamondre Stevenson right tackle for 11 yards (tackle by Gregory Rousseau and Taron Johnson),1.860,2.590
3,9:33,1,10,BUF 45,17,7,"Rhamondre Stevenson left end for -4 yards (tackle by A.J. Epenesa). Penalty on David Andrews: Offensive Holding, 10 yards (declined)",2.590,1.500
3,9:09,2,14,BUF 49,17,7,"Mac Jones pass intended for Hunter Henry is intercepted by Jordan Poyer at BUF-36 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Mac Jones pass incomplete short left intended for Hunter Henry (defended by Jordan Poyer)",1.500,0.830
3,9:10,3,14,BUF 49,17,7,Mac Jones pass complete short middle to Jakobi Meyers for 5 yards (tackle by Matt Milano),0.830,0.330
3,8:34,4,9,BUF 44,17,7,Michael Palardy punts 38 yards downed by Brenden Schooler,0.330,0.380
3,8:26,1,10,BUF 6,17,7,Devin Singletary left guard for 6 yards (tackle by Matt Judon),-0.380,-0.340
3,7:46,2,4,BUF 12,17,7,Josh Allen pass complete short middle to Gabriel Davis for 7 yards (tackle by Kyle Dugger),-0.340,0.150
3,7:04,1,10,BUF 19,17,7,Josh Allen pass complete short middle to James Cook for 3 yards (tackle by Davon Godchaux and Jonathan Jones),0.150,0.070
3,6:22,2,7,BUF 22,17,7,James Cook left guard for 3 yards (tackle by Josh Uche and Deatrich Wise),0.070,-0.290
3,5:44,3,4,BUF 25,17,7,"Josh Allen pass complete deep right to Stefon Diggs for 19 yards (tackle by Jonathan Jones). Penalty on Jonathan Jones: Defensive Holding, 5 yards (declined)",-0.290,1.860
3,5:24,1,10,BUF 44,17,7,James Cook right guard for 1 yard (tackle by Ja'Whaun Bentley),1.860,1.450
3,4:40,2,9,BUF 45,17,7,Josh Allen pass complete short right to Stefon Diggs for 19 yards (tackle by Kyle Dugger),1.450,3.180
3,3:57,1,10,NWE 36,17,7,Josh Allen pass complete short middle to James Cook for 8 yards (tackle by Mack Wilson),3.180,3.720
3,3:14,2,2,NWE 28,17,7,James Cook up the middle for 4 yards (tackle by Davon Godchaux and Lawrence Guy),3.720,3.970
3,2:39,1,10,NWE 24,17,7,James Cook left guard for 3 yards (tackle by Davon Godchaux and Ja'Whaun Bentley),3.970,3.840
3,2:02,2,7,NWE 21,17,7,Devin Singletary up the middle for 3 yards (tackle by Josh Uche),3.840,3.570
3,1:27,3,4,NWE 18,17,7,Josh Allen pass complete short right to Stefon Diggs for 9 yards (tackle by Jack Jones),3.570,5.140
3,0:43,1,9,NWE 9,17,7,James Cook left guard for 1 yard (tackle by Davon Godchaux),5.140,4.570
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,NWE 8,17,7,Josh Allen scrambles left end for 7 yards (tackle by Devin McCourty),4.570,5.170
4,14:34,3,1,NWE 1,23,7,"Devin Singletary up the middle for 1 yard, touchdown",5.170,7.000
4,14:31,,,NWE 15,24,7,Tyler Bass kicks extra point good,0.000,0.000
4,14:31,,,BUF 35,24,7,"Tyler Bass kicks off 67 yards, returned by Marcus Jones for 30 yards (tackle by A.J. Klein and Jaquan Johnson)",0.000,0.810
4,14:26,1,10,NWE 28,24,7,Mac Jones pass complete short right to Kendrick Bourne for 15 yards (tackle by Jordan Poyer),0.810,1.800
4,13:47,1,10,NWE 43,24,7,Mac Jones pass incomplete deep left intended for Jakobi Meyers,1.800,1.250
4,13:41,2,10,NWE 43,24,7,Mac Jones pass complete short right to Rhamondre Stevenson for -5 yards (tackle by Jordan Poyer),1.250,-0.100
4,13:03,3,15,NWE 38,24,7,Mac Jones pass complete short left to Jakobi Meyers for 8 yards (tackle by Taron Johnson),-0.100,-0.320
4,12:20,4,7,NWE 46,24,7,"Michael Palardy punts 42 yards, fair catch by Nyheim Hines at BUF-12",-0.320,0.350
4,12:10,1,10,BUF 12,24,7,Devin Singletary up the middle for 6 yards (tackle by Jahlani Tavai and Deatrich Wise),-0.350,-0.070
4,11:27,2,4,BUF 18,24,7,Devin Singletary up the middle for 3 yards (tackle by Jahlani Tavai and Anfernee Jennings),-0.070,-0.370
4,10:43,3,1,BUF 21,24,7,Josh Allen pass complete short left to Stefon Diggs for 10 yards (tackle by Jonathan Jones),-0.370,1.000
4,10:04,1,10,BUF 31,24,7,Devin Singletary left end for 9 yards (tackle by Kyle Dugger),1.000,1.680
4,9:11,2,1,BUF 40,24,7,Devin Singletary up the middle for -2 yards (tackle by Jack Jones),1.680,0.700
4,8:29,3,3,BUF 38,24,7,Josh Allen pass complete short left to James Cook for no gain (tackle by Devin McCourty),0.700,-0.850
4,7:47,4,3,BUF 38,24,7,"Sam Martin punts 40 yards, fair catch by Marcus Jones at NE-22",-0.850,-0.410
4,7:38,1,10,NWE 22,24,7,Mac Jones pass complete short middle to Tyquan Thornton for 19 yards (tackle by Jordan Poyer),0.410,1.660
4,7:11,1,10,NWE 41,24,7,Mac Jones pass complete short left to Rhamondre Stevenson for 3 yards (tackle by Dane Jackson and Matt Milano),1.660,1.530
4,6:44,2,7,NWE 44,24,7,Mac Jones pass incomplete deep right intended for Tyquan Thornton,1.530,0.830
4,6:37,3,7,NWE 44,24,7,Mac Jones pass complete short right to Rhamondre Stevenson for 7 yards (tackle by Taron Johnson),0.830,2.320
4,6:13,1,10,BUF 49,24,7,Mac Jones pass incomplete short right intended for Kendrick Bourne,2.320,1.780
4,5:57,2,10,BUF 49,24,7,Mac Jones pass complete short left to Rhamondre Stevenson for 8 yards (tackle by Damar Hamlin and Boogie Basham),1.780,2.150
4,5:34,3,2,BUF 41,24,7,Mac Jones pass complete short left to DeVante Parker for 9 yards (tackle by Matt Milano),2.150,3.450
4,5:15,1,10,BUF 32,24,7,Mac Jones pass complete short left to Rhamondre Stevenson for 4 yards (tackle by Tremaine Edmunds),3.450,3.440
4,4:49,2,6,BUF 28,24,7,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,3.440,2.740
4,4:34,,,,,,Timeout #1 by Buffalo Bills,,
4,4:34,3,6,BUF 28,24,7,Mac Jones scrambles up the middle for 5 yards (tackle by Tremaine Edmunds),2.740,2.080
4,4:04,4,1,BUF 23,24,7,Mac Jones pass complete short middle to Tyquan Thornton for 12 yards (tackle by Jordan Poyer),2.080,4.840
4,3:34,1,10,BUF 11,24,7,"Mac Jones pass incomplete short left intended for Rhamondre Stevenson. Penalty on Conor McDermott: Offensive Holding, 10 yards (accepted) (no play)",4.840,4.170
4,3:29,1,20,BUF 21,24,7,Mac Jones pass incomplete deep left intended for DeVante Parker (defended by Damar Hamlin),4.170,2.940
4,3:23,2,20,BUF 21,24,7,Mac Jones pass complete short right to Jonnu Smith for 6 yards (tackle by Matt Milano),2.940,2.970
4,3:04,3,14,BUF 15,24,7,"Mac Jones pass incomplete short middle intended for Jakobi Meyers (defended by Damar Hamlin). Penalty on Damar Hamlin: Unnecessary Roughness / Defense, 7 yards (accepted) (no play)",2.970,5.370
4,2:54,1,8,BUF 8,24,7,Mac Jones pass incomplete short left intended for Hunter Henry,5.370,4.570
4,2:50,2,8,BUF 8,24,7,Mac Jones sacked by A.J. Epenesa for -13 yards,4.570,2.210
4,2:14,3,21,BUF 21,24,7,Mac Jones pass incomplete deep right intended for Nelson Agholor,2.210,2.060
4,1:57,4,21,BUF 21,24,10,Nick Folk 39 yard field goal good,2.060,3.000
4,1:53,,,,,,Timeout #2 by Buffalo Bills,,
4,1:53,,,NWE 35,24,10,"Nick Folk kicks onside 10 yards, returned by Gabriel Davis for no gain",0.000,2.590
4,1:52,1,10,NWE 45,24,10,Josh Allen kneels for -1 yards,2.590,1.910
4,1:17,2,11,NWE 46,24,10,Josh Allen kneels for -1 yards,1.910,1.090
4,0:39,3,12,NWE 47,24,10,Josh Allen kneels for -1 yards,1.090,0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
