Quarter,Time,Down,ToGo,Location,DAL,BUF,Detail,EPB,EPA
1,5:11,1,10,BUF 49,3,0,Darren McFadden right guard for 4 yards (tackle by Corey Graham and A.J. Tarpley),2.320,2.320
1,4:28,2,6,BUF 45,3,0,Kellen Moore pass incomplete deep left intended for Terrance Williams,2.320,1.620
1,4:24,3,6,BUF 45,3,0,Darren McFadden left end for 13 yards (tackle by Ron Brooks),1.620,3.450
1,3:40,1,10,BUF 32,3,0,Darren McFadden left tackle for no gain (tackle by Ron Brooks),3.450,2.900
1,3:01,2,10,BUF 32,3,0,Kellen Moore pass incomplete short right intended for Robert Turbin,2.900,2.900
1,2:56,2,10,BUF 32,3,0,Timeout #1 by Dallas Cowboys,2.900,2.210
1,2:56,3,10,BUF 32,3,0,Kellen Moore pass incomplete deep right intended for Terrance Williams (defended by Mario Butler),2.210,1.240
1,2:49,4,10,BUF 32,3,0,Dan Bailey 50 yard field goal no good,1.240,-1.600
1,2:45,1,10,BUF 40,3,0,"Karlos Williams right tackle for 26 yards (tackle by Anthony Hitchens and Byron Jones). Penalty on Byron Jones: Face Mask (15 Yards), 15 yards",1.600,4.310
1,2:22,1,10,DAL 19,3,0,Karlos Williams left tackle for -4 yards (tackle by Sean Lee and Jack Crawford),4.310,3.220
1,1:41,2,14,DAL 23,3,0,Karlos Williams left end for 8 yards (tackle by Ayodeji Olatoye),3.220,3.580
1,1:06,3,6,DAL 15,3,0,Tyrod Taylor pass complete short right to Mike Gillislee for 14 yards (tackle by Barry Church),3.580,6.970
1,0:51,1,1,DAL 1,3,6,"Karlos Williams middle for 1 yard, touchdown",6.970,7.000
1,0:51,,,DAL 1,3,6,Dan Carpenter kicks extra point no good,0.000,-1.000
1,0:51,,,BUF 35,3,6,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
1,0:48,1,10,DAL 20,3,6,Robert Turbin right guard for 5 yards (tackle by A.J. Tarpley and Preston Brown),0.280,0.410
Quarter,Time,Down,ToGo,Location,DAL,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,DAL 25,3,6,Robert Turbin left tackle for 7 yards (tackle by Stefan Charles),0.410,1.070
2,14:17,1,10,DAL 32,3,6,Kellen Moore pass incomplete deep right intended for Terrance Williams (defended by Leodis McKelvin),1.070,0.530
2,14:12,2,10,DAL 32,3,6,Robert Turbin left guard for 3 yards (tackle by Corbin Bryant and Preston Brown),0.530,0.230
2,13:30,3,7,DAL 35,3,6,Kellen Moore pass complete short middle to Cole Beasley for 25 yards (tackle by Nickell Robey-Coleman),0.230,0.230
2,12:49,3,7,DAL 35,3,6,Timeout #1 by Buffalo Bills,0.230,2.920
2,12:49,1,10,BUF 40,3,6,"Kellen Moore pass complete short left to Brice Butler for 12 yards (tackle by Ron Brooks). Penalty on Travis Frederick: Offensive Holding, 10 yards (no play)",2.920,2.260
2,12:14,1,20,,3,6,Kellen Moore pass incomplete deep left intended for Devin Street (defended by Ron Brooks),2.260,1.020
2,12:08,2,20,,3,6,Kellen Moore pass complete short left to Darren McFadden for -1 yards (tackle by Manny Lawson). Penalty on La'el Collins: Ineligible Downfield Pass (Declined),1.020,0.230
2,11:38,3,21,DAL 49,3,6,Kellen Moore pass complete short right to Jason Witten for 12 yards (tackle by Bacarri Rambo and Preston Brown),0.230,0.660
2,10:57,4,9,BUF 39,3,6,"Chris Jones punts 25 yards, fair catch by Walt Powell",0.660,0.280
2,10:50,1,10,BUF 14,3,6,"Tyrod Taylor pass complete short left to Chris Gragg for 9 yards (tackle by Brandon Carr and Sean Lee). Penalty on Sammy Watkins: Offensive Pass Interference, 7 yards (no play)",-0.280,-0.650
2,10:29,1,17,BUF 7,3,6,Tyrod Taylor right tackle for 16 yards (tackle by Brandon Carr),-0.650,0.550
2,9:49,2,1,BUF 23,3,6,Karlos Williams left guard for -1 yards (tackle by Sean Lee and Casey Walker),0.550,-0.440
2,9:06,3,2,BUF 22,3,6,Tyrod Taylor pass complete short left to Karlos Williams for 1 yard (tackle by Sean Lee),-0.440,-1.830
2,8:31,4,1,BUF 23,3,6,"Colton Schmidt punts 49 yards, returned by Lucky Whitehead for 28 yards (tackle by Corey Graham)",-1.830,-2.650
2,8:16,1,10,BUF 44,3,6,"Penalty on Tyron Smith: False Start, 5 yards (no play)",2.650,2.320
2,8:16,1,15,BUF 49,3,6,Darren McFadden left end for 6 yards (tackle by Kevin Reddick),2.320,2.250
2,7:35,2,9,BUF 43,3,6,Kellen Moore pass complete short middle to Brice Butler for 34 yards (tackle by Bacarri Rambo),2.250,5.140
2,6:56,1,9,BUF 9,3,6,Darren McFadden middle for 2 yards (tackle by Corey Graham),5.140,4.760
2,6:19,2,7,BUF 7,3,6,Darren McFadden middle for 3 yards (tackle by Preston Brown),4.760,4.490
2,5:32,3,4,BUF 4,3,6,Kellen Moore pass incomplete short left intended for Brice Butler,4.490,3.030
2,5:29,4,4,BUF 4,6,6,Dan Bailey 22 yard field goal good,3.030,3.000
2,5:29,,,DAL 35,6,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
2,5:25,1,10,BUF 20,6,6,Tyrod Taylor pass complete short left to Chris Gragg for 15 yards (tackle by Byron Jones),0.280,1.270
2,4:44,1,10,BUF 35,6,6,Tyrod Taylor left guard for 7 yards (tackle by Rolando McClain),1.270,1.670
2,4:06,2,3,BUF 42,6,6,Mike Gillislee left guard for 4 yards (tackle by Tyrone Crawford),1.670,1.990
2,3:27,1,10,BUF 46,6,6,Mike Gillislee left end for 3 yards (tackle by Ayodeji Olatoye),1.990,1.860
2,2:47,2,7,BUF 49,6,6,"Tyrod Taylor right end for 1 yard (tackle by Randy Gregory). Penalty on Tyrod Taylor: Face Mask (15 Yards), 15 yards",1.860,-0.040
2,2:15,2,21,BUF 35,6,6,Tyrod Taylor pass complete short middle to Chris Gragg for 4 yards (tackle by Sean Lee),-0.040,-0.160
2,2:00,3,17,BUF 39,6,6,Tyrod Taylor pass complete deep right to Chris Hogan for 19 yards (tackle by Ayodeji Olatoye),-0.160,2.790
2,1:52,1,10,DAL 42,6,6,Karlos Williams right guard for 2 yards (tackle by Ayodeji Olatoye),2.790,2.510
2,1:23,2,8,DAL 40,6,6,Tyrod Taylor sacked by Demarcus Lawrence for -5 yards,2.510,2.510
2,1:10,2,8,DAL 40,6,6,Timeout #2 by Dallas Cowboys,2.510,1.160
2,1:10,3,13,DAL 45,6,6,"Tyrod Taylor pass complete deep left to Sammy Watkins for 37 yards (tackle by Byron Jones). Penalty on Sammy Watkins: Delay of Game, 5 yards",1.160,4.710
2,0:56,1,10,DAL 13,6,6,Tyrod Taylor right end for 6 yards (tackle by Barry Church and Nick Hayden),4.710,5.150
2,0:15,2,4,DAL 7,6,6,Tyrod Taylor pass complete short left to Sammy Watkins for 3 yards (tackle by Brandon Carr and Terrance Mitchell),5.150,5.150
2,0:08,2,4,DAL 7,6,6,Timeout #2 by Buffalo Bills,5.150,5.010
2,0:08,3,1,DAL 4,6,6,Tyrod Taylor pass incomplete short right intended for Chris Hogan is intercepted by Ayodeji Olatoye at DAL--5,5.010,-0.280
2,0:02,1,10,DAL 20,6,6,Kellen Moore kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DAL,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,6,6,"Dan Bailey kicks off 58 yards, muffed catch by Walt Powell, recovered by Walt Powell and returned for no gain. Penalty on Damien Wilson: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,15:00,,,DAL 30,6,6,"Dan Bailey kicks off 63 yards, returned by Walt Powell for 25 yards (tackle by Andrew Gachkar)",0.000,-1.070
3,14:47,1,10,BUF 32,6,6,Tyrod Taylor pass incomplete short right intended for Chris Gragg,1.070,0.530
3,14:41,2,10,BUF 32,6,6,Karlos Williams middle for 2 yards (tackle by Sean Lee),0.530,0.100
3,14:04,3,8,BUF 34,6,6,Tyrod Taylor sacked by Rolando McClain for -2 yards,0.100,-1.240
3,13:31,4,10,BUF 32,6,6,"Colton Schmidt punts 49 yards, out of bounds",-1.240,-0.150
3,13:22,1,10,DAL 19,6,6,Darren McFadden right tackle for 5 yards (tackle by Corbin Bryant),0.150,0.340
3,12:49,2,5,DAL 24,6,6,Darren McFadden left end for 1 yard (tackle by Preston Brown and Corey Graham),0.340,-0.290
3,12:06,3,4,DAL 25,6,6,Kellen Moore pass incomplete short left intended for Terrance Williams (defended by Leodis McKelvin),-0.290,-1.700
3,12:01,4,4,DAL 25,6,6,"Chris Jones punts 45 yards, out of bounds",-1.700,-0.940
3,11:54,1,10,BUF 30,6,6,Tyrod Taylor pass complete deep right to Chris Hogan for 20 yards (tackle by Ayodeji Olatoye),0.940,2.260
3,11:13,1,10,,6,6,Mike Gillislee right tackle for 3 yards (tackle by Sean Lee and Anthony Hitchens),2.260,2.120
3,10:38,2,7,DAL 47,6,6,Tyrod Taylor pass complete short left to Sammy Watkins for 18 yards (tackle by Brandon Carr),2.120,3.640
3,10:06,1,10,DAL 29,6,6,"Tyrod Taylor sacked by Ayodeji Olatoye for 0 yards. Penalty on Jordan Mills: Offensive Holding, 10 yards (no play)",3.640,2.980
3,9:40,1,20,DAL 39,6,6,Karlos Williams middle for 4 yards (tackle by Sean Lee and Ayodeji Olatoye),2.980,2.290
3,8:57,2,16,DAL 35,6,6,Tyrod Taylor left end for 13 yards (tackle by Terrance Mitchell),2.290,3.340
3,8:20,3,3,DAL 22,6,6,Karlos Williams middle for 7 yards (tackle by Rolando McClain and Byron Jones),3.340,4.580
3,7:39,1,10,DAL 15,6,6,Karlos Williams right end for no gain (tackle by Sean Lee),4.580,3.950
3,6:55,2,10,DAL 15,6,6,Tyrod Taylor left end for 1 yard (tackle by Terrance Mitchell),3.950,3.240
3,6:25,3,9,DAL 14,6,6,Tyrod Taylor pass incomplete short middle intended for Nick O'Leary,3.240,2.510
3,6:21,4,9,DAL 14,6,9,Dan Carpenter 32 yard field goal good,2.510,3.000
3,6:21,,,BUF 35,6,9,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,6:17,1,10,DAL 20,6,9,Kellen Moore pass incomplete short left intended for Brice Butler,0.280,-0.270
3,6:11,2,10,DAL 20,6,9,Kellen Moore pass complete short left to James Hanna for 10 yards (tackle by Corey Graham),-0.270,0.940
3,5:32,1,10,DAL 30,6,9,Darren McFadden left guard for 28 yards (tackle by Corey Graham),0.940,2.790
3,4:54,1,10,BUF 42,6,9,Darren McFadden middle for 2 yards (tackle by Corey Graham),2.790,2.510
3,4:10,2,8,BUF 40,6,9,Kellen Moore pass incomplete deep left intended for James Hanna,2.510,1.820
3,4:04,3,8,BUF 40,6,9,Kellen Moore pass complete short left to Terrance Williams for 14 yards (tackle by Jerry Hughes),1.820,3.840
3,3:18,1,10,BUF 26,6,9,Kellen Moore pass incomplete short left intended for Brice Butler is intercepted by A.J. Tarpley at BUF-17 and returned for 37 yards,3.840,-2.520
3,3:09,1,10,DAL 46,6,9,Karlos Williams middle for 2 yards (tackle by Jack Crawford),2.520,2.250
3,2:39,2,8,DAL 44,6,9,Tyrod Taylor left tackle for no gain (tackle by Sean Lee),2.250,1.550
3,2:01,3,8,DAL 44,6,9,"Tyrod Taylor pass complete short left to Karlos Williams for 20 yards (tackle by Barry Church). Karlos Williams fumbles (forced by Barry Church), recovered by Brandon Carr at DAL-19 and returned for 5 yards (tackle by Greg Salas). Penalty on Jordan Mills: Unnecessary Roughness, 15 yards",1.550,-1.530
3,1:47,1,10,DAL 39,6,9,Robert Turbin left end for -3 yards (tackle by Ron Brooks),1.530,0.580
3,1:03,2,13,DAL 36,6,9,Kellen Moore pass complete short right to Terrance Williams for 10 yards (tackle by Leodis McKelvin and Bacarri Rambo),0.580,1.220
3,0:16,3,3,DAL 46,6,9,Kellen Moore pass complete short middle to Cole Beasley for 4 yards (tackle by Nickell Robey-Coleman),1.220,2.260
Quarter,Time,Down,ToGo,Location,DAL,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,,6,9,"Penalty on Zack Martin: False Start, 5 yards (no play)",2.260,1.930
4,15:00,1,15,DAL 45,6,9,Kellen Moore pass incomplete short middle intended for James Hanna (defended by Ron Brooks),1.930,1.040
4,14:54,2,15,DAL 45,6,9,Robert Turbin middle for 11 yards (tackle by Ron Brooks and Corey Graham),1.040,1.820
4,14:09,3,4,BUF 44,6,9,Kellen Moore pass incomplete short left intended for Brice Butler,1.820,0.330
4,14:06,4,4,BUF 44,6,9,Chris Jones punts 32 yards,0.330,0.350
4,13:57,1,10,BUF 12,6,9,Karlos Williams right end for 10 yards (tackle by Brandon Carr and Sean Lee),-0.350,0.410
4,13:17,1,10,BUF 22,6,9,Karlos Williams right guard for 1 yard (tackle by Rolando McClain and Barry Church),0.410,0.000
4,12:36,2,9,BUF 23,6,9,Tyrod Taylor pass incomplete deep right intended for Sammy Watkins (defended by Brandon Carr). Penalty on Sammy Watkins: Offensive Pass Interference (Declined),0.000,-0.690
4,12:29,3,9,BUF 23,6,9,Tyrod Taylor middle for 5 yards (tackle by Demarcus Lawrence and Barry Church),-0.690,-1.500
4,11:51,4,4,BUF 28,6,9,"Colton Schmidt punts 45 yards, returned by Lucky Whitehead for 4 yards (tackle by Duke Williams)",-1.500,-1.000
4,11:40,1,10,DAL 31,6,9,Kellen Moore pass incomplete short right intended for Jason Witten,1.000,0.460
4,11:37,2,10,DAL 31,6,9,"Darren McFadden left tackle for 9 yards (tackle by Corey Graham). Penalty on Lucky Whitehead: Offensive Holding, 10 yards",0.460,0.320
4,11:03,2,11,DAL 30,6,9,"Kellen Moore pass complete short right to Terrance Williams for 11 yards (tackle by Mario Butler). Penalty on La'el Collins: Offensive Holding, 10 yards (no play)",0.320,-1.030
4,10:33,2,21,DAL 20,6,9,Darren McFadden middle for 7 yards (tackle by Manny Lawson and Preston Brown),-1.030,-0.760
4,9:43,3,14,DAL 27,6,9,"Penalty on Kellen Moore: Delay of Game, 5 yards (no play)",-0.760,-1.420
4,9:25,3,19,DAL 22,6,9,Kellen Moore pass complete short middle to Terrance Williams for 22 yards (tackle by Nickell Robey-Coleman),-1.420,1.860
4,8:39,1,10,DAL 44,6,9,Kellen Moore pass incomplete deep left intended for James Hanna,1.860,1.320
4,8:34,2,10,DAL 44,6,9,Kellen Moore pass complete short left to Brice Butler for 10 yards (tackle by Ron Brooks),1.320,2.520
4,7:56,1,10,BUF 46,6,9,Darren McFadden left tackle for 2 yards (tackle by IK Enemkpali),2.520,2.250
4,7:12,2,8,BUF 44,6,9,Kellen Moore pass incomplete short right intended for Terrance Williams,2.250,1.550
4,7:06,3,8,BUF 44,6,9,Kellen Moore pass incomplete short right intended for Terrance Williams,1.550,0.330
4,7:02,4,8,BUF 44,6,9,Chris Jones punts 36 yards,0.330,0.380
4,6:53,1,10,BUF 8,6,9,Mike Gillislee middle for 2 yards (tackle by Sean Lee and Randy Gregory),-0.380,-0.630
4,6:16,2,8,BUF 10,6,9,Tyrod Taylor pass complete short left to Mike Gillislee for 2 yards (tackle by J.J. Wilcox),-0.630,-0.950
4,5:35,3,6,BUF 12,6,9,Tyrod Taylor right end for 7 yards (tackle by Terrance Mitchell),-0.950,0.150
4,4:53,1,10,BUF 19,6,9,Karlos Williams right tackle for 7 yards (tackle by Casey Walker and Greg Hardy),0.150,0.610
4,4:11,2,3,BUF 26,6,9,Karlos Williams right tackle for 2 yards (tackle by Rolando McClain and J.J. Wilcox),0.610,0.100
4,3:30,3,1,BUF 28,6,9,Karlos Williams middle for 2 yards (tackle by Sean Lee and J.J. Wilcox),0.100,0.100
4,3:25,3,1,BUF 28,6,9,Timeout #1 by Dallas Cowboys,0.100,0.940
4,3:25,1,10,BUF 30,6,9,Mike Gillislee middle for 15 yards (tackle by Byron Jones and Demarcus Lawrence),0.940,0.940
4,3:18,1,10,BUF 30,6,9,Timeout #2 by Dallas Cowboys,0.940,1.930
4,3:18,1,10,BUF 45,6,9,Tyrod Taylor left tackle for 5 yards (tackle by Greg Hardy and Sean Lee),1.930,2.060
4,2:34,2,5,,6,15,"Mike Gillislee right tackle for 50 yards, touchdown",2.060,7.000
4,2:34,2,5,,6,15,"Penalty on Cyrus Kouandjio: False Start, 5 yards (no play)",2.060,0.000
4,2:34,,,DAL 50,6,16,Dan Carpenter kicks extra point good,0.000,0.000
4,2:34,,,BUF 35,6,16,"Jordan Gay kicks off 55 yards, returned by Lucky Whitehead for 15 yards (tackle by A.J. Tarpley). Lucky Whitehead fumbles, recovered by Anthony Dixon at DAL-26. Penalty on Damien Wilson: Offensive Holding (Declined)",0.000,3.840
4,2:18,1,10,DAL 26,6,16,Karlos Williams middle for 7 yards (tackle by J.J. Wilcox),3.840,3.840
4,2:13,1,10,DAL 26,6,16,Timeout #3 by Dallas Cowboys,3.840,4.270
4,2:13,2,3,DAL 19,6,16,Tyrod Taylor right end for 9 yards (tackle by Anthony Hitchens),4.270,4.910
4,2:00,1,10,DAL 10,6,16,Tyrod Taylor kneels for -1 yards,4.910,4.020
4,1:06,2,11,DAL 11,6,16,Tyrod Taylor kneels for -1 yards,4.020,3.100
4,0:38,3,12,DAL 12,6,16,Tyrod Taylor kneels for -1 yards,3.100,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
