Quarter,Time,Down,ToGo,Location,DAL,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,DAL 20,0,0,Darren McFadden left tackle for 5 yards (tackle by Corbin Bryant),0.280,0.410
1,14:26,2,5,DAL 25,0,0,Darren McFadden middle for 2 yards (tackle by Marcell Dareus and Manny Lawson),0.410,-0.030
1,13:42,3,3,DAL 27,0,0,Kellen Moore pass complete short left to Brice Butler for 3 yards (tackle by Leodis McKelvin and Corey Graham),-0.030,0.940
1,13:07,1,10,DAL 30,0,0,Darren McFadden right guard for 6 yards (tackle by Marcell Dareus and Manny Lawson),0.940,1.200
1,12:33,2,4,DAL 36,0,0,Darren McFadden right tackle for -2 yards (tackle by Corbin Bryant),1.200,0.230
1,11:50,3,6,DAL 34,0,0,Kellen Moore pass complete deep right to Brice Butler for 27 yards (tackle by Corey Graham),0.230,2.980
1,11:18,1,10,BUF 39,0,0,Darren McFadden right guard for 5 yards (tackle by Mario Butler),2.980,3.120
1,10:45,2,5,BUF 34,0,0,"Kellen Moore pass incomplete deep right intended for Brice Butler. Penalty on Jerry Hughes: Defensive Offside, 5 yards (no play)",3.120,3.640
1,10:40,1,10,BUF 29,0,0,Darren McFadden right tackle for 1 yard (tackle by Corey Graham),3.640,3.240
1,9:58,2,9,BUF 28,0,0,Kellen Moore pass incomplete deep left intended for Brice Butler,3.240,2.540
1,9:52,3,9,BUF 28,0,0,Kellen Moore pass incomplete,2.540,1.590
1,9:45,4,9,BUF 28,3,0,Dan Bailey 46 yard field goal good,1.590,3.000
1,9:45,,,DAL 35,3,0,"Dan Bailey kicks off 53 yards, returned by Anthony Dixon for 11 yards (tackle by J.J. Wilcox)",0.000,-0.480
1,9:34,1,10,BUF 23,3,0,Mike Gillislee left guard for 5 yards (tackle by Sean Lee),0.480,0.610
1,9:01,2,5,BUF 28,3,0,Mike Gillislee middle for 7 yards (tackle by Barry Church),0.610,1.270
1,8:30,1,10,BUF 35,3,0,Tyrod Taylor pass complete deep left to Sammy Watkins for 23 yards (tackle by Brandon Carr),1.270,2.790
1,7:51,1,10,DAL 42,3,0,Tyrod Taylor sacked by Sean Lee and Greg Hardy for 0 yards,2.790,2.240
1,7:11,2,10,DAL 42,3,0,Mike Gillislee left guard for 4 yards (tackle by Barry Church),2.240,2.080
1,6:33,3,6,DAL 38,3,0,Tyrod Taylor pass complete short right to Sammy Watkins for 3 yards (tackle by Brandon Carr),2.080,0.990
1,5:50,4,3,DAL 35,3,0,Tyrod Taylor pass incomplete deep left intended for Chris Hogan (defended by Terrance Mitchell),0.990,-1.270
1,5:45,1,10,DAL 35,3,0,Kellen Moore pass complete short right to Terrance Williams for 16 yards (tackle by Preston Brown),1.270,2.320
