Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week1,Thu,2014-09-04,8:42PM,Seattle Seahawks,,Green Bay Packers,boxscore,36,16,398,1,255,1,https://www.pro-football-reference.com/boxscores/201409040sea.htm,SEA,GB,2014_Week1_SEA_vs_GB
Week1,Sun,2014-09-07,1:00PM,Buffalo Bills,@,Chicago Bears,boxscore,23,20,360,1,427,3,https://www.pro-football-reference.com/boxscores/201409070chi.htm,CHI,BUF,2014_Week1_CHI_vs_BUF
Week1,Sun,2014-09-07,1:00PM,Minnesota Vikings,@,St. Louis Rams,boxscore,34,6,355,0,318,2,https://www.pro-football-reference.com/boxscores/201409070ram.htm,LAR,MIN,2014_Week1_LAR_vs_MIN
Week1,Sun,2014-09-07,1:02PM,Cincinnati Bengals,@,Baltimore Ravens,boxscore,23,16,380,0,423,2,https://www.pro-football-reference.com/boxscores/201409070rav.htm,BAL,CIN,2014_Week1_BAL_vs_CIN
Week1,Sun,2014-09-07,1:02PM,Pittsburgh Steelers,,Cleveland Browns,boxscore,30,27,503,1,389,0,https://www.pro-football-reference.com/boxscores/201409070pit.htm,PIT,CLE,2014_Week1_PIT_vs_CLE
Week1,Sun,2014-09-07,1:02PM,Philadelphia Eagles,,Jacksonville Jaguars,boxscore,34,17,420,3,306,1,https://www.pro-football-reference.com/boxscores/201409070phi.htm,PHI,JAX,2014_Week1_PHI_vs_JAX
Week1,Sun,2014-09-07,1:02PM,Tennessee Titans,@,Kansas City Chiefs,boxscore,26,10,405,0,245,3,https://www.pro-football-reference.com/boxscores/201409070kan.htm,KC,TEN,2014_Week1_KC_vs_TEN
Week1,Sun,2014-09-07,1:02PM,New York Jets,,Oakland Raiders,boxscore,19,14,402,2,158,0,https://www.pro-football-reference.com/boxscores/201409070nyj.htm,NYJ,LVR,2014_Week1_NYJ_vs_LVR
Week1,Sun,2014-09-07,1:03PM,Atlanta Falcons,,New Orleans Saints,boxscore,37,34,568,1,472,2,https://www.pro-football-reference.com/boxscores/201409070atl.htm,ATL,NO,2014_Week1_ATL_vs_NO
Week1,Sun,2014-09-07,1:03PM,Houston Texans,,Washington Redskins,boxscore,17,6,321,1,372,2,https://www.pro-football-reference.com/boxscores/201409070htx.htm,HOU,WAS,2014_Week1_HOU_vs_WAS
Week1,Sun,2014-09-07,1:03PM,Miami Dolphins,,New England Patriots,boxscore,33,20,360,3,315,2,https://www.pro-football-reference.com/boxscores/201409070mia.htm,MIA,NE,2014_Week1_MIA_vs_NE
Week1,Sun,2014-09-07,4:25PM,Carolina Panthers,@,Tampa Bay Buccaneers,boxscore,20,14,334,0,264,3,https://www.pro-football-reference.com/boxscores/201409070tam.htm,TB,CAR,2014_Week1_TB_vs_CAR
Week1,Sun,2014-09-07,4:25PM,San Francisco 49ers,@,Dallas Cowboys,boxscore,28,17,319,0,382,4,https://www.pro-football-reference.com/boxscores/201409070dal.htm,DAL,SF,2014_Week1_DAL_vs_SF
Week1,Sun,2014-09-07,8:30PM,Denver Broncos,,Indianapolis Colts,boxscore,31,24,361,0,408,2,https://www.pro-football-reference.com/boxscores/201409070den.htm,DEN,IND,2014_Week1_DEN_vs_IND
Week1,Mon,2014-09-08,7:11PM,Detroit Lions,,New York Giants,boxscore,35,14,417,0,197,2,https://www.pro-football-reference.com/boxscores/201409080det.htm,DET,NYG,2014_Week1_DET_vs_NYG
Week1,Mon,2014-09-08,9:20PM,Arizona Cardinals,,San Diego Chargers,boxscore,18,17,403,2,290,1,https://www.pro-football-reference.com/boxscores/201409080crd.htm,ARI,LAC,2014_Week1_ARI_vs_LAC
Week2,Thu,2014-09-11,8:28PM,Baltimore Ravens,,Pittsburgh Steelers,boxscore,26,6,323,0,301,3,https://www.pro-football-reference.com/boxscores/201409110rav.htm,BAL,PIT,2014_Week2_BAL_vs_PIT
Week2,Sun,2014-09-14,1:02PM,Buffalo Bills,,Miami Dolphins,boxscore,29,10,315,0,290,2,https://www.pro-football-reference.com/boxscores/201409140buf.htm,BUF,MIA,2014_Week2_BUF_vs_MIA
Week2,Sun,2014-09-14,1:03PM,Cleveland Browns,,New Orleans Saints,boxscore,26,24,324,0,397,2,https://www.pro-football-reference.com/boxscores/201409140cle.htm,CLE,NO,2014_Week2_CLE_vs_NO
Week2,Sun,2014-09-14,1:03PM,Dallas Cowboys,@,Tennessee Titans,boxscore,26,10,368,1,314,2,https://www.pro-football-reference.com/boxscores/201409140oti.htm,TEN,DAL,2014_Week2_TEN_vs_DAL
Week2,Sun,2014-09-14,1:04PM,Carolina Panthers,,Detroit Lions,boxscore,24,7,313,0,323,3,https://www.pro-football-reference.com/boxscores/201409140car.htm,CAR,DET,2014_Week2_CAR_vs_DET
