Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
2,0:25,2,2,STL 41,7,3,Sam Bradford pass complete short left to Danny Amendola for 5 yards (tackle by Marcus Trufant),1.670,1.990
2,0:21,1,10,STL 46,7,3,Sam Bradford pass incomplete deep left intended for Brian Quick,1.990,1.450
2,0:16,2,10,STL 46,7,3,Sam Bradford pass complete deep middle to Brandon Gibson for 21 yards (tackle by Kam Chancellor),1.450,0.000
2,0:10,,,,7,3,Timeout #3 by St. Louis Rams,0.000,3.380
2,0:10,1,10,SEA 33,7,3,Greg Zuerlein 51 yard field goal no good,3.380,-1.660
2,0:06,1,10,SEA 41,7,3,Russell Wilson kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,7,3,"Greg Zuerlein kicks off 65 yards, returned by Leon Washington for 15 yards (tackle by Justin Cole)",0.000,-0.220
3,14:53,1,10,SEA 15,7,3,Russell Wilson right end for 5 yards (tackle by Trumaine Johnson),-0.220,0.080
3,14:19,2,5,SEA 20,7,3,Marshawn Lynch up the middle for 3 yards (tackle by Jo-Lonn Dunbar),0.080,-0.390
3,13:47,3,2,SEA 23,7,3,Russell Wilson pass complete deep right to Anthony McCoy for 49 yards (tackle by Craig Dahl),-0.390,3.710
3,13:02,1,10,STL 28,7,3,Marshawn Lynch right tackle for no gain (tackle by William Hayes),3.710,3.170
3,12:26,2,10,STL 28,7,3,Marshawn Lynch up the middle for 3 yards (tackle by Eugene Sims and Michael Brockers),3.170,2.870
3,12:05,3,7,STL 25,7,3,"Penalty on STL: Defensive 12 On-field, 5 yards (no play)",2.870,3.530
3,11:19,3,2,STL 20,7,3,Russell Wilson sacked by Chris Long for -10 yards,3.530,1.410
3,10:45,4,12,STL 30,7,6,Steven Hauschka 49 yard field goal good,1.410,3.000
3,10:41,,,SEA 35,7,6,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,10:41,1,10,STL 20,7,6,Steven Jackson right tackle for 3 yards (tackle by Alan Branch and Red Bryant),0.280,0.140
3,10:01,2,7,STL 23,7,6,Steven Jackson right guard for 15 yards (tackle by Richard Sherman and Kam Chancellor),0.140,1.470
3,9:26,1,10,STL 38,7,6,Steven Jackson right tackle for 5 yards (tackle by Richard Sherman and Red Bryant),1.470,1.600
3,8:44,2,5,STL 43,7,6,"Sam Bradford pass complete short middle to Steven Jackson for 4 yards (tackle by Malcolm Smith). Penalty on K.J. Wright: Defensive Holding, 5 yards (no play)",1.600,2.130
3,8:12,1,10,STL 48,7,6,Sam Bradford pass incomplete deep right intended for Mike McNeill (defended by Malcolm Smith),2.130,1.580
3,8:03,2,10,STL 48,7,6,Sam Bradford pass complete short right to Daryl Richardson for 3 yards (tackle by Alan Branch),1.580,1.290
3,7:39,3,7,SEA 49,7,6,Sam Bradford pass complete short left to Austin Pettis for 7 yards (tackle by Byron Maxwell),1.290,2.790
,,,,,,,"SEA challenged the first down ruling, and the play was upheld.",,
3,7:34,1,10,SEA 42,7,6,Sam Bradford pass complete short right to Chris Givens for 17 yards,2.790,3.910
3,7:03,1,10,SEA 25,7,6,Steven Jackson up the middle for no gain (tackle by Brandon Mebane),3.910,3.360
3,6:22,2,10,SEA 25,7,6,Sam Bradford pass complete short right to Danny Amendola for 5 yards (tackle by Kam Chancellor and Marcus Trufant),3.360,3.340
3,5:40,3,5,SEA 20,7,6,Sam Bradford pass incomplete short middle intended for Brandon Gibson,3.340,2.170
3,5:36,4,5,SEA 20,10,6,"Greg Zuerlein 39 yard field goal good. Penalty on Wayne Hunter: Unnecessary Roughness, 15 yards",2.170,3.000
3,5:31,,,STL 20,10,6,"Greg Zuerlein kicks off 68 yards, returned by Leon Washington for 23 yards (tackle by Darian Stewart)",0.000,1.270
3,5:26,1,10,SEA 35,10,6,Russell Wilson pass complete short right to Doug Baldwin for 12 yards,1.270,2.060
3,4:53,1,10,SEA 47,10,6,Russell Wilson pass incomplete deep middle intended for Golden Tate (defended by Trumaine Johnson),2.060,1.520
3,4:41,2,10,SEA 47,10,6,Marshawn Lynch up the middle for 5 yards (tackle by Jo-Lonn Dunbar and Michael Brockers),1.520,1.490
3,4:11,3,5,STL 48,10,6,"Penalty on Jo-Lonn Dunbar: Neutral Zone Infraction, 4 yards (no play)",1.490,2.020
3,4:07,3,1,STL 44,10,6,"Penalty on Russell Okung: False Start, 5 yards (no play)",2.020,1.360
3,3:52,3,6,STL 49,10,6,Russell Wilson pass complete short right to Golden Tate for 31 yards (tackle by Craig Dahl and Quintin Mikell),1.360,4.370
3,3:08,1,10,STL 18,10,6,Russell Wilson pass complete short right to Marshawn Lynch for 8 yards (tackle by Craig Dahl),4.370,5.230
3,2:16,2,2,STL 10,10,12,"Russell Wilson pass complete short right to Michael Robinson for 10 yards, touchdown",5.230,7.000
3,2:16,,,STL 2,10,13,"Steven Hauschka kicks extra point good. Penalty on Chris Long: Unnecessary Roughness, 15 yards",0.000,0.000
3,2:09,,,,10,13,Steven Hauschka kicks onside 9 yards. Penalty on Kam Chancellor: Illegal Touch Kick,0.000,1.660
3,2:09,1,10,STL 41,10,13,Isaiah Pead right tackle for 7 yards (tackle by Red Bryant),1.660,2.070
3,1:36,2,3,STL 48,10,13,Isaiah Pead up the middle for 7 yards (tackle by Kam Chancellor and Jeremy Lane),2.070,2.590
3,1:00,1,10,SEA 45,10,13,Isaiah Pead up the middle for 1 yard (tackle by Bobby Wagner and Red Bryant),2.590,2.180
3,0:16,2,9,SEA 44,10,13,Sam Bradford pass complete short left to Brandon Gibson for 12 yards (tackle by Jeremy Lane). Penalty on Jeremy Lane: Illegal Contact (Declined),2.180,3.450
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 32,10,13,Sam Bradford pass complete short right to Brandon Gibson for 12 yards (tackle by Bobby Wagner). Penalty on Richard Sherman: Defensive Holding (Declined),3.450,4.240
4,14:30,1,10,SEA 20,10,13,Isaiah Pead left end for 5 yards (tackle by Bobby Wagner),4.240,4.450
4,13:56,2,5,SEA 15,10,13,Sam Bradford pass complete short middle to Lance Kendricks for 10 yards (tackle by Kam Chancellor),4.450,6.060
4,13:13,1,5,SEA 5,10,13,Isaiah Pead left guard for 1 yard (tackle by K.J. Wright and Red Bryant),6.060,5.340
4,12:31,2,4,SEA 4,10,13,Sam Bradford pass incomplete short right intended for Danny Amendola (defended by Marcus Trufant),5.340,4.490
4,12:27,3,4,SEA 4,10,13,"Penalty on Sam Bradford: Delay of Game, 5 yards (no play)",4.490,3.360
4,12:27,3,9,SEA 9,10,13,Steven Jackson left guard for 7 yards (tackle by Bobby Wagner and Alan Branch),3.360,3.250
4,11:55,4,2,SEA 2,10,13,"Penalty on Robert Turner: False Start, 5 yards (no play)",3.250,2.970
4,11:27,4,7,SEA 7,13,13,Greg Zuerlein 25 yard field goal good,2.970,3.000
4,11:23,,,STL 35,13,13,"Greg Zuerlein kicks off 74 yards, returned by Leon Washington for 24 yards (tackle by Justin Cole)",0.000,-0.220
4,11:19,1,10,SEA 15,13,13,Russell Wilson pass complete short right to Michael Robinson for 19 yards (tackle by Trumaine Johnson),-0.220,1.200
4,10:52,1,10,SEA 34,13,13,Marshawn Lynch up the middle for 4 yards (tackle by James Laurinaitis and Craig Dahl),1.200,1.200
4,10:14,2,6,SEA 38,13,13,"Russell Wilson pass complete short right to Golden Tate for 15 yards (tackle by Trumaine Johnson). Penalty on SEA: Illegal Formation, 5 yards (no play)",1.200,0.520
4,9:47,2,11,SEA 33,13,13,Marshawn Lynch up the middle for 2 yards (tackle by Quintin Mikell and Jo-Lonn Dunbar),0.520,0.100
4,9:05,3,9,SEA 35,13,13,"Russell Wilson pass complete deep left to Doug Baldwin for 49 yards (tackle by Quintin Mikell). Penalty on Anthony McCoy: Offensive Holding, 10 yards (no play)",0.100,-1.220
4,8:32,3,19,SEA 25,13,13,Russell Wilson right end for 13 yards (tackle by Trumaine Johnson),-1.220,-0.850
4,7:50,4,6,SEA 38,13,13,"Jon Ryan punts 36 yards, returned by Danny Amendola for 2 yards (tackle by Byron Maxwell). Penalty on Mario Haggan: Running Into the Kicker, 5 yards (no play)",-0.850,-0.520
4,7:41,4,1,SEA 43,13,13,"Jon Ryan punts 42 yards, returned by Danny Amendola for 8 yards (tackle by Mike Morgan)",-0.520,-0.480
4,7:32,1,10,STL 23,13,13,Sam Bradford pass complete short middle to Austin Pettis for 15 yards (tackle by Bobby Wagner),0.480,1.470
4,6:54,1,10,STL 38,13,13,Steven Jackson up the middle for 3 yards (tackle by Malcolm Smith),1.470,1.330
4,6:11,2,7,STL 41,13,13,"Sam Bradford pass incomplete. Penalty on Shelley Smith: Offensive Holding, 10 yards (no play)",1.330,-0.020
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
4,6:05,2,17,STL 31,13,13,Sam Bradford pass incomplete short left intended for Chris Givens,-0.020,-0.690
4,6:02,3,17,STL 31,13,13,Sam Bradford pass complete short middle to Steven Jackson for 12 yards (tackle by Earl Thomas and Kam Chancellor),-0.690,-0.520
4,5:21,4,5,STL 43,13,13,"John Hekker punts 57 yards, touchback. Penalty on Allen Bradford: Offensive Holding, 10 yards",-0.520,0.380
4,5:11,1,10,SEA 10,13,13,Marshawn Lynch right tackle for 8 yards (tackle by Cortland Finnegan and Quintin Mikell),-0.380,0.070
4,4:23,2,2,SEA 18,13,13,"Marshawn Lynch up the middle for no gain (tackle by Jo-Lonn Dunbar). Marshawn Lynch fumbles (forced by Jo-Lonn Dunbar), recovered by Golden Tate at SEA-18 and returned for 4 yards",0.070,0.410
4,4:02,1,10,SEA 22,13,13,Russell Wilson pass incomplete short right intended for Sidney Rice,0.410,-0.130
4,3:56,2,10,SEA 22,13,13,Russell Wilson right end for 5 yards (tackle by Jermelle Cudjo),-0.130,-0.160
4,3:19,3,5,SEA 27,13,13,Russell Wilson pass complete deep right to Golden Tate for 44 yards (tackle by Craig Dahl),-0.160,3.640
4,2:30,1,10,STL 29,13,13,Russell Wilson pass complete short right to Michael Robinson for 4 yards (tackle by Quintin Mikell),3.640,3.640
4,2:24,2,6,STL 25,13,13,Marshawn Lynch left tackle for 6 yards (tackle by Mario Haggan and Jo-Lonn Dunbar),3.640,4.310
4,2:00,1,10,STL 19,13,13,Russell Wilson left end for 15 yards (tackle by Janoris Jenkins),4.310,0.000
4,1:51,,,,13,13,Timeout #1 by St. Louis Rams,0.000,6.280
4,1:51,1,4,STL 4,13,13,Marshawn Lynch left end for 3 yards (tackle by Craig Dahl),6.280,5.910
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,1:45,2,1,STL 1,13,19,"Russell Wilson left end for 1 yard, touchdown. Penalty on Kendall Langford: Defensive Offside (Declined)",5.910,7.000
4,1:45,,,STL 2,13,20,Steven Hauschka kicks extra point good,0.000,0.000
4,1:39,,,SEA 35,13,20,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
4,1:39,1,10,STL 20,13,20,"Sam Bradford pass incomplete deep left intended for Brandon Gibson. Penalty on Byron Maxwell: Defensive Pass Interference, 25 yards, Penalty on Bruce Irvin: Roughing the Passer (Declined) (no play)",0.280,1.930
4,1:33,1,10,STL 45,13,20,Sam Bradford pass complete short right to Lance Kendricks for 15 yards (tackle by Kam Chancellor and Richard Sherman),1.930,2.920
4,1:12,1,10,SEA 40,13,20,Sam Bradford pass incomplete short right intended for Danny Amendola,2.920,2.370
4,1:08,2,10,SEA 40,13,20,Sam Bradford pass complete short left to Steven Jackson for 5 yards (tackle by Greg Scruggs),2.370,0.000
4,1:02,,,,13,20,Timeout #2 by St. Louis Rams,0.000,2.340
4,1:02,3,5,SEA 35,13,20,Sam Bradford pass incomplete short right intended for Danny Amendola,2.340,0.980
4,0:59,4,5,SEA 35,13,20,Sam Bradford for 6 yards,0.980,3.640
4,0:53,1,10,SEA 29,13,20,Sam Bradford pass incomplete short left intended for Lance Kendricks,3.640,3.100
4,0:48,2,10,SEA 29,13,20,Sam Bradford pass incomplete,3.100,2.410
4,0:45,3,10,SEA 29,13,20,Sam Bradford pass incomplete short right intended for Danny Amendola (defended by Marcus Trufant),2.410,1.500
4,0:40,4,10,SEA 29,13,20,Sam Bradford pass incomplete deep right intended for Austin Pettis is intercepted by Richard Sherman at SEA--1 and returned for 9 yards,1.500,0.380
4,0:33,1,10,SEA 8,13,20,Russell Wilson kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
