Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
1,8:20,2,8,NOR 27,0,7,"Cam Newton pass incomplete. Penalty on Ramon Humber: Defensive Holding, 5 yards (no play)",3.370,4.110
1,8:16,1,10,NOR 22,0,7,DeAngelo Williams right tackle for 9 yards (tackle by Jabari Greer and Will Smith),4.110,5.060
1,7:35,2,1,NOR 13,0,7,Cam Newton left end for 1 yard (tackle by Ramon Humber),5.060,4.780
1,6:53,1,10,NOR 12,0,7,Cam Newton pass incomplete short middle intended for DeAngelo Williams,4.780,4.100
1,6:47,2,10,NOR 12,6,7,"Cam Newton pass complete short right to Steve Smith for 12 yards, touchdown",4.100,7.000
1,6:47,,,NOR 2,7,7,Olindo Mare kicks extra point good,0.000,0.000
1,6:42,,,CAR 35,7,7,"Olindo Mare kicks off 74 yards, returned by Darren Sproles for 26 yards (tackle by Josh Vaughan)",0.000,-0.060
1,6:38,1,10,NOR 17,7,7,Drew Brees pass incomplete deep left intended for Marques Colston,-0.060,-0.580
1,6:32,2,10,NOR 17,7,7,Chris Ivory for 11 yards (tackle by Sherrod Martin),-0.580,0.810
1,6:06,1,10,NOR 28,7,7,Chris Ivory left end for 5 yards (tackle by Darius Butler),0.810,0.940
1,5:29,2,5,NOR 33,7,7,Drew Brees pass complete deep left to Adrian Arrington for 17 yards (tackle by Darius Butler),0.940,2.260
1,4:50,1,10,,7,7,Darren Sproles left end for 11 yards (tackle by James Anderson),2.260,2.980
1,4:09,1,10,CAR 39,7,7,Drew Brees pass complete short middle to Marques Colston for 19 yards (tackle by Chris Gamble),2.980,4.240
1,3:37,1,10,CAR 20,7,7,Pierre Thomas right guard for 5 yards (tackle by Charles Godfrey and DeMario Pressley),4.240,4.450
1,3:01,2,5,CAR 15,7,7,Drew Brees pass incomplete short middle intended for Pierre Thomas (defended by DeMario Pressley),4.450,3.700
1,2:56,3,5,CAR 15,7,13,"Drew Brees pass complete short middle to Marques Colston for 15 yards, touchdown",3.700,7.000
1,2:56,,,CAR 2,7,14,John Kasay kicks extra point good,0.000,0.000
1,2:50,,,NOR 35,7,14,"Thomas Morstead kicks off 67 yards, returned by Kealoha Pilares for 20 yards (tackle by Junior Galette)",0.000,0.040
1,2:44,1,10,CAR 18,7,14,Cam Newton pass incomplete,0.040,-0.490
1,2:37,2,10,CAR 18,7,14,Cam Newton pass complete short left to Steve Smith for 14 yards (tackle by Roman Harper),-0.490,1.070
1,1:45,1,10,CAR 32,7,14,DeAngelo Williams left tackle for 13 yards (tackle by Isa Abdul-Quddus),1.070,1.930
1,0:57,1,10,CAR 45,7,14,Jonathan Stewart left end for 14 yards (tackle by Jabari Greer and Will Herring),1.930,2.850
1,0:18,1,10,NOR 41,7,14,"Cam Newton sacked by Cameron Jordan for -5 yards. Penalty on Cameron Jordan: Horse Collar Tackle, 15 yards",2.850,3.510
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 31,7,14,DeAngelo Williams for 20 yards (tackle by Tracy Porter),3.510,4.840
2,14:27,1,10,NOR 11,7,14,Jonathan Stewart left tackle for 7 yards (tackle by Scott Shanle and Junior Galette),4.840,5.470
2,13:47,2,3,NOR 4,7,14,Cam Newton pass incomplete short left intended for Steve Smith is intercepted by Patrick Robinson at NOR-0,5.470,-0.280
2,13:42,1,10,NOR 20,7,14,Drew Brees pass incomplete short left intended for Marques Colston (defended by Frank Kearse),0.280,-0.270
2,13:38,2,10,NOR 20,7,14,Pierre Thomas right guard for 3 yards (tackle by Ogemdi Nwagbuo),-0.270,-0.560
2,12:56,3,7,NOR 23,7,14,Drew Brees pass complete short left to Marques Colston for 21 yards (tackle by Charles Godfrey),-0.560,1.860
2,12:22,1,10,NOR 44,7,14,Drew Brees pass complete short left to Pierre Thomas for 5 yards (tackle by Jordan Senn and James Anderson),1.860,1.990
2,11:43,2,5,NOR 49,7,14,Chris Ivory right guard for 4 yards (tackle by DeMario Pressley and Eric Norwood),1.990,1.820
2,11:04,3,1,CAR 47,7,14,Chris Ivory right guard for 4 yards (tackle by Dan Connor and Jordan Senn),1.820,2.720
2,10:28,1,10,CAR 43,7,14,Drew Brees pass complete short middle to Pierre Thomas for 9 yards (tackle by Thomas Keiser and Jordan Senn),2.720,3.390
2,9:47,2,1,CAR 34,7,14,Drew Brees pass complete short right to Robert Meachem for 14 yards (tackle by Chris Gamble),3.390,4.240
2,9:09,1,10,CAR 20,7,14,Chris Ivory left tackle for 1 yard (tackle by Greg Hardy),4.240,3.820
2,8:33,2,9,CAR 19,7,14,Drew Brees pass incomplete short left intended for Darren Sproles is intercepted by R.J. Stanford at CAR-11 and returned for 53 yards (tackle by Jermon Bushrod),3.820,-3.180
2,8:21,1,10,NOR 36,7,14,Steve Smith left end for 1 yard (tackle by Scott Shanle),3.180,2.770
2,7:38,2,9,NOR 35,7,14,Jonathan Stewart left guard for 11 yards (tackle by Scott Shanle),2.770,3.970
2,6:59,1,10,NOR 24,7,14,Jonathan Stewart left tackle for 1 yard (tackle by Jo-Lonn Dunbar),3.970,3.570
2,6:05,2,9,NOR 23,7,14,Cam Newton pass incomplete deep left intended for Greg Olsen (defended by Roman Harper),3.570,2.870
2,5:59,3,9,NOR 23,7,14,Cam Newton pass incomplete short middle intended for Jeremy Shockey,2.870,1.930
2,5:55,4,9,NOR 23,10,14,Olindo Mare 41 yard field goal good,1.930,3.000
2,5:50,,,CAR 35,10,14,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,5:50,1,10,NOR 20,10,14,Chris Ivory left tackle for 4 yards (tackle by Frank Kearse and Greg Hardy),0.280,0.270
2,5:15,2,6,NOR 24,10,14,Drew Brees pass complete short left to Darren Sproles for 16 yards (tackle by James Anderson and Charles Godfrey),0.270,1.600
2,4:36,1,10,NOR 40,10,14,Drew Brees pass incomplete short right intended for Marques Colston,1.600,1.050
2,4:30,2,10,NOR 40,10,14,Pierre Thomas right end for 15 yards (tackle by R.J. Stanford),1.050,2.590
2,4:06,1,10,CAR 45,10,14,Drew Brees pass complete short right to Devery Henderson for 17 yards (tackle by Charles Godfrey),2.590,3.710
2,3:29,1,10,CAR 28,10,14,Darren Sproles left guard for 3 yards (tackle by Antwan Applewhite),3.710,3.570
2,2:57,2,7,CAR 25,10,14,Drew Brees pass incomplete deep middle intended for Jimmy Graham (defended by Charles Godfrey),3.570,2.870
2,2:52,3,7,CAR 25,10,14,Drew Brees pass incomplete short right intended for Pierre Thomas,2.870,1.800
2,2:46,4,7,CAR 25,10,17,John Kasay 43 yard field goal good,1.800,3.000
2,2:42,,,NOR 35,10,17,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,2:42,1,10,CAR 20,10,17,Cam Newton pass complete short left to Jonathan Stewart for 11 yards (tackle by Patrick Robinson and Ramon Humber),0.280,1.000
2,2:13,1,10,CAR 31,10,17,Cam Newton pass complete short middle to Jeremy Shockey for 6 yards (tackle by Roman Harper),1.000,1.270
2,2:00,2,4,CAR 37,10,17,Cam Newton pass complete deep right to Steve Smith for 20 yards,1.270,2.720
2,1:53,1,10,NOR 43,10,17,Cam Newton pass complete short middle to Brandon LaFell for 14 yards (tackle by Tracy Porter),2.720,3.640
2,1:25,1,10,NOR 29,16,17,"Jonathan Stewart right guard for 29 yards, touchdown",3.640,7.000
2,1:25,,,NOR 2,17,17,Olindo Mare kicks extra point good,0.000,0.000
2,1:18,,,CAR 35,17,17,"Olindo Mare kicks off 74 yards, returned by Darren Sproles for 28 yards (tackle by Kealoha Pilares)",0.000,0.150
2,1:15,1,10,NOR 19,17,17,Drew Brees pass complete short left to Darren Sproles for -5 yards (tackle by Greg Hardy),0.150,-1.110
2,1:08,,,,17,17,Timeout #1 by New Orleans Saints,0.000,-1.110
2,1:08,2,15,NOR 14,17,17,Drew Brees pass complete short left to Marques Colston for 14 yards (tackle by DeMario Pressley),-1.110,0.100
2,0:51,3,1,NOR 28,17,17,Drew Brees up the middle for 5 yards (tackle by DeMario Pressley),0.100,1.140
2,0:42,,,,17,17,Timeout #2 by New Orleans Saints,0.000,1.140
2,0:42,1,10,NOR 33,17,17,Drew Brees pass complete short right to Jimmy Graham for 10 yards (tackle by Brandon Hogan),1.140,1.800
2,0:25,1,10,NOR 43,17,17,Drew Brees pass complete short right to Jimmy Graham for 15 yards (tackle by Jonathan Nelson and James Anderson),1.800,2.790
2,0:16,,,,17,17,Timeout #3 by New Orleans Saints,0.000,2.790
2,0:16,1,10,CAR 42,17,23,"Drew Brees pass complete deep right to Marques Colston for 42 yards, touchdown",2.790,7.000
2,0:16,,,CAR 2,17,24,John Kasay kicks extra point good,0.000,0.000
2,0:07,,,NOR 35,17,24,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,0:07,1,10,CAR 20,17,24,Cam Newton kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,17,24,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,17,24,Cam Newton pass complete short left to DeAngelo Williams for 8 yards (tackle by Tracy Porter),0.280,0.810
3,14:20,2,2,CAR 28,17,24,Jonathan Stewart left guard for 5 yards (tackle by Jo-Lonn Dunbar),0.810,1.140
3,13:43,1,10,CAR 33,17,24,DeAngelo Williams left tackle for 3 yards (tackle by Cameron Jordan),1.140,1.000
3,13:04,2,7,CAR 36,17,24,Cam Newton pass incomplete short right intended for DeAngelo Williams,1.000,0.300
3,12:58,3,7,CAR 36,17,24,Cam Newton sacked by Martez Wilson for -16 yards,0.300,-2.030
3,12:34,4,23,CAR 20,17,24,"Jason Baker punts 48 yards, returned by Darren Sproles for 7 yards (tackle by J.J. Jansen)",-2.030,-1.530
3,12:22,1,10,NOR 39,17,24,Chris Ivory right guard for 5 yards (tackle by Ogemdi Nwagbuo and Dan Connor),1.530,1.660
3,11:48,2,5,NOR 44,17,24,Drew Brees pass complete deep right to Jimmy Graham for 29 yards (tackle by Jordan Senn),1.660,3.780
3,10:59,1,10,CAR 27,17,24,Chris Ivory right tackle for 1 yard (tackle by Jordan Senn),3.780,3.370
3,10:25,2,9,CAR 26,17,24,Drew Brees pass complete deep middle to Marques Colston for 16 yards (tackle by Sherrod Martin),3.370,4.910
3,9:49,1,10,CAR 10,17,24,"Drew Brees pass complete short left to Robert Meachem for 10 yards. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",4.910,4.240
3,9:40,1,20,CAR 20,17,24,Drew Brees pass complete short left to Jimmy Graham for 1 yard (tackle by Charles Godfrey),4.240,3.070
3,8:59,2,19,CAR 19,17,30,"Drew Brees pass complete deep middle to Jimmy Graham for 19 yards, touchdown",3.070,7.000
3,8:59,,,CAR 2,17,31,John Kasay kicks extra point good,0.000,0.000
3,8:54,,,NOR 35,17,31,"Thomas Morstead kicks off 67 yards, returned by Kealoha Pilares for 17 yards (tackle by Martez Wilson)",0.000,-0.220
3,8:49,1,10,CAR 15,17,31,Cam Newton pass incomplete,-0.220,-0.710
3,8:45,2,10,CAR 15,17,31,Cam Newton pass complete short left to Jonathan Stewart for -4 yards (tackle by Patrick Robinson),-0.710,-1.890
3,8:03,3,14,CAR 11,17,31,Cam Newton left tackle for 7 yards (tackle by Johnny Patrick),-1.890,-2.240
3,7:23,4,7,CAR 18,17,31,"Jason Baker punts 50 yards, returned by Darren Sproles for 24 yards (tackle by Josh Vaughan)",-2.240,-2.650
3,7:10,1,10,CAR 44,17,31,Drew Brees pass complete deep left to Robert Meachem for 16 yards (tackle by Brandon Hogan),2.650,3.710
3,6:40,1,10,CAR 28,17,31,Pierre Thomas right guard for 2 yards (tackle by James Anderson),3.710,3.440
3,6:07,2,8,CAR 26,17,31,Drew Brees pass complete short right to Jimmy Graham for 5 yards (tackle by Jordan Senn),3.440,3.400
3,5:33,3,3,CAR 21,17,31,Drew Brees pass complete short right to Darren Sproles for 3 yards (tackle by Jonathan Nelson),3.400,4.370
3,5:07,1,10,CAR 18,17,31,Chris Ivory left guard for 8 yards (tackle by James Anderson),4.370,5.230
3,4:33,2,2,CAR 10,17,31,Devery Henderson left end for 9 yards (tackle by R.J. Stanford),5.230,6.970
3,3:51,1,1,CAR 1,17,37,"Drew Brees pass complete short right to Jed Collins for 1 yard, touchdown",6.970,7.000
3,3:51,,,CAR 2,17,38,John Kasay kicks extra point good,0.000,0.000
3,3:47,,,NOR 35,17,38,"Thomas Morstead kicks off 73 yards, touchback",0.000,0.280
3,3:47,1,10,CAR 20,17,38,Jonathan Stewart left guard for 3 yards (tackle by Jo-Lonn Dunbar),0.280,0.140
3,3:12,2,7,CAR 23,17,38,Cam Newton pass complete short right to Brandon LaFell for 13 yards (tackle by Jabari Greer),0.140,1.330
3,2:44,1,10,CAR 36,17,38,Cam Newton left end for 5 yards (tackle by Roman Harper),1.330,1.470
3,2:04,2,5,CAR 41,17,38,Jonathan Stewart right tackle for 3 yards (tackle by Roman Harper and Will Smith),1.470,1.160
3,1:22,3,2,CAR 44,17,38,Cam Newton pass incomplete short right intended for Jeremy Shockey (defended by Roman Harper),1.160,-0.460
3,1:16,4,2,CAR 44,17,38,"Jason Baker punts 38 yards, returned by Darren Sproles for 14 yards (tackle by Darvin Adams)",-0.460,-1.070
3,1:05,1,10,NOR 32,17,38,Darren Sproles right tackle for 7 yards (tackle by Jordan Senn and James Anderson),1.070,1.470
3,0:30,2,3,NOR 39,17,38,Drew Brees pass complete short left to Darren Sproles for 6 yards (tackle by Jordan Senn),1.470,1.930
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 45,17,38,Darren Sproles left end for 9 yards (tackle by James Anderson),1.930,2.600
4,14:23,2,1,CAR 46,17,38,Darren Sproles right tackle for 2 yards (tackle by Greg Hardy),2.600,2.650
4,13:40,1,10,CAR 44,17,38,Drew Brees pass complete deep left to Devery Henderson for 31 yards (tackle by Jordan Senn),2.650,4.710
4,12:56,1,10,CAR 13,17,38,Drew Brees pass complete short right to Michael Higgins for 4 yards (tackle by Chris Gamble),4.710,4.770
4,12:22,2,6,CAR 9,17,44,"Drew Brees pass complete short right to Darren Sproles for 9 yards, touchdown",4.770,7.000
4,12:22,,,CAR 2,17,45,John Kasay kicks extra point good,0.000,0.000
4,12:15,,,NOR 35,17,45,"Thomas Morstead kicks off 73 yards, touchback",0.000,0.280
4,12:15,1,10,CAR 20,17,45,Cam Newton pass complete short left to DeAngelo Williams for 12 yards (tackle by Isa Abdul-Quddus),0.280,1.070
4,11:37,1,10,CAR 32,17,45,Cam Newton pass incomplete short right intended for Seyi Ajirotutu,1.070,0.530
4,11:33,2,10,CAR 32,17,45,"DeAngelo Williams left end for 1 yard (tackle by Patrick Robinson). Penalty on Martez Wilson: Unnecessary Roughness, 15 yards",0.530,2.130
4,11:10,1,10,CAR 48,17,45,Cam Newton pass incomplete short left intended for Jeremy Shockey,2.130,1.580
4,11:04,2,10,CAR 48,17,45,Cam Newton left guard for 4 yards (tackle by Tom Johnson),1.580,1.420
4,10:16,3,6,NOR 48,17,45,Cam Newton pass complete short middle to Steve Smith for 1 yard (tackle by Patrick Robinson),1.420,0.130
4,9:37,4,5,NOR 47,17,45,"Jason Baker punts 47 yards, touchback",0.130,-0.280
4,9:29,1,10,NOR 20,17,45,Darren Sproles right guard for 8 yards (tackle by Frank Kearse),0.280,0.810
4,8:53,2,2,NOR 28,17,45,Chase Daniel pass complete short right to Jimmy Graham for 4 yards (tackle by Chris Gamble),0.810,1.070
4,8:32,1,10,NOR 32,17,45,Chris Ivory right end for 4 yards (tackle by Charles Godfrey),1.070,1.070
4,7:56,2,6,NOR 36,17,45,Chris Ivory left tackle for 3 yards (tackle by James Anderson and Dan Connor),1.070,0.760
4,7:20,3,3,NOR 39,17,45,Chase Daniel pass complete short right to Jed Collins for 2 yards (tackle by James Anderson),0.760,-0.650
4,6:33,,,,17,45,Timeout #1 by New Orleans Saints,0.000,-0.650
4,6:33,4,1,NOR 41,17,45,"Penalty on Chase Daniel: False Start, 5 yards (no play)",-0.650,-0.980
4,6:33,4,6,NOR 36,17,45,"Thomas Morstead punts 64 yards. Penalty on Justin Drescher: Defensive Holding, 10 yards",-0.980,-0.940
4,6:23,1,10,CAR 30,17,45,"Cam Newton pass complete short left to Steve Smith for 22 yards (tackle by Isa Abdul-Quddus). Steve Smith fumbles (forced by Isa Abdul-Quddus), recovered by Tracy Porter at NOR-31 (tackle by Steve Smith)",0.940,-1.000
,,,,,,,"NOR challenged the fumble ruling, and the original play was overturned.",,
4,6:12,1,10,NOR 31,17,45,Chris Ivory right guard for 8 yards (tackle by James Anderson and Sherrod Martin),1.000,1.540
4,5:33,2,2,NOR 39,17,45,Chris Ivory right guard for 9 yards (tackle by DeMario Pressley),1.540,2.130
4,5:01,1,10,NOR 48,17,45,Chris Ivory right end for 2 yards (tackle by James Anderson),2.130,1.850
4,4:17,2,8,,17,45,Chris Ivory right guard for 9 yards (tackle by Dan Connor),1.850,2.850
4,3:38,1,10,CAR 41,17,45,Chris Ivory left tackle for 4 yards (tackle by James Anderson),2.850,2.850
4,2:55,2,6,CAR 37,17,45,Chris Ivory right end for 3 yards (tackle by James Anderson),2.850,2.540
4,2:14,3,3,CAR 34,17,45,Chase Daniel pass complete short right to Jimmy Graham for 14 yards (tackle by James Anderson),2.540,4.240
4,2:07,1,10,CAR 20,17,45,Chris Ivory right end for 7 yards (tackle by Chris Gamble and Dan Connor),4.240,4.830
4,2:00,2,3,CAR 13,17,45,Chase Daniel kneels for -1 yards,4.830,3.890
4,1:19,3,4,CAR 14,17,45,Chase Daniel kneels for -1 yards,3.890,2.490
4,0:37,4,5,CAR 15,17,45,Chase Daniel kneels for -1 yards,2.490,0.140
4,0:36,1,10,CAR 16,17,45,Derek Anderson kneels for -1 yards,-0.140,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
