Quarter,Time,Down,ToGo,Location,STL,CAR,Detail,EPB,EPA
2,8:31,3,5,CAR 16,2,10,"Penalty on Charles Johnson: Defensive Offside, 4 yards (no play)",3.630,4.490
2,7:36,3,1,CAR 12,2,10,Zac Stacy left guard for 3 yards (tackle by Captain Munnerlyn),4.490,5.140
2,6:58,1,9,CAR 9,2,10,Zac Stacy up the middle for no gain (tackle by Kawann Short),5.140,4.380
2,6:15,2,9,CAR 9,2,10,Sam Bradford sacked by Colin Cole for -1 yards,4.380,4.380
2,5:35,2,9,CAR 9,2,10,Timeout #1 by St. Louis Rams,4.380,3.130
2,5:35,3,10,CAR 10,2,10,Sam Bradford pass incomplete short left intended for Austin Pettis,3.130,2.760
2,5:28,4,10,CAR 10,5,10,Greg Zuerlein 28 yard field goal good,2.760,3.000
2,5:28,,,STL 35,5,10,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,5:25,1,10,CAR 20,5,10,Cam Newton pass complete short left to DeAngelo Williams for 19 yards (tackle by Rodney McLeod),0.280,1.530
2,4:50,1,10,CAR 39,5,10,Cam Newton pass complete short left to Greg Olsen for 25 yards (tackle by Darian Stewart),1.530,3.180
2,4:06,1,10,STL 36,5,10,DeAngelo Williams left end for 1 yard (tackle by James Laurinaitis),3.180,3.180
2,3:21,1,10,STL 36,5,10,Timeout #1 by Carolina Panthers,3.180,2.770
2,3:21,2,9,STL 35,5,10,Cam Newton right tackle for 13 yards (tackle by Alec Ogletree),2.770,4.110
2,2:44,1,10,STL 22,5,10,DeAngelo Williams left guard for -1 yards (tackle by Robert Quinn),4.110,3.430
2,2:00,2,11,STL 23,5,10,Cam Newton pass incomplete short right intended for Steve Smith,3.430,2.740
2,1:56,3,11,STL 23,5,10,Cam Newton pass complete short left to Ted Ginn for 22 yards (tackle by Trumaine Johnson),2.740,6.970
2,1:09,1,1,STL 1,5,16,"Mike Tolbert up the middle for 1 yard, touchdown",6.970,7.000
2,1:09,,,STL 2,5,17,Graham Gano kicks extra point good,0.000,0.000
2,1:09,,,CAR 35,5,17,"Graham Gano kicks off 69 yards, returned by Tavon Austin for 32 yards (tackle by Mario Addison)",0.000,-0.810
2,0:57,1,10,STL 28,5,17,Sam Bradford sacked by Charles Johnson for -7 yards,0.810,0.810
2,0:33,1,10,STL 28,5,17,Timeout #2 by St. Louis Rams,0.810,-0.680
2,0:33,2,17,STL 21,5,17,Zac Stacy right guard for -2 yards (tackle by Star Lotulelei),-0.680,-0.680
2,0:28,2,17,STL 21,5,17,Timeout #2 by Carolina Panthers,-0.680,-1.720
2,0:28,3,19,STL 19,5,17,Zac Stacy up the middle for 5 yards (tackle by Thomas Davis and Star Lotulelei),-1.720,-1.720
2,0:23,3,19,STL 19,5,17,Timeout #3 by Carolina Panthers,-1.720,-1.770
2,0:23,4,14,STL 24,5,17,Johnny Hekker punts 52 yards,-1.770,-0.540
2,0:10,1,10,CAR 24,5,17,Cam Newton pass incomplete deep right intended for Brandon LaFell (defended by Rodney McLeod),0.540,0.000
2,0:03,2,10,CAR 24,5,17,Cam Newton kneels for -1 yards,0.000,-0.820
Quarter,Time,Down,ToGo,Location,STL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,5,17,"Greg Zuerlein kicks off no gain, returned by Ted Ginn for 26 yards (tackle by Rodney McLeod)",0.000,0.670
3,14:55,1,10,CAR 26,5,17,DeAngelo Williams up the middle for -2 yards (tackle by Chris Long and Kendall Langford),0.670,-0.140
3,14:15,2,12,CAR 24,5,17,Cam Newton pass complete short left to Greg Olsen for 6 yards (tackle by Trumaine Johnson),-0.140,-0.030
3,13:32,3,6,CAR 30,5,17,"Cam Newton sacked by Alec Ogletree for -5 yards. Penalty on Trumaine Johnson: Defensive Holding, 5 yards (no play)",-0.030,1.270
3,13:06,1,10,CAR 35,5,17,"Penalty on Ryan Kalil: False Start, 5 yards (no play)",1.270,0.940
3,12:49,1,15,CAR 30,5,17,Cam Newton pass complete short left to Steve Smith for 19 yards (tackle by Jo-Lonn Dunbar),0.940,2.190
3,12:04,1,10,CAR 49,5,17,Mike Tolbert right guard for 8 yards (tackle by Eugene Sims and James Laurinaitis),2.190,2.730
3,11:21,2,2,STL 43,5,17,DeAngelo Williams right guard for -1 yards (tackle by Alec Ogletree and Darian Stewart),2.730,1.880
3,11:21,3,3,STL 44,5,17,"Penalty on Chris Long: Encroachment, 5 yards (no play)",1.880,2.980
3,10:40,1,10,STL 39,5,17,DeAngelo Williams left guard for -4 yards (tackle by Chris Long),2.980,1.900
3,9:59,2,14,STL 43,5,17,"Cam Newton pass complete short middle to Greg Olsen for 11 yards (tackle by James Laurinaitis). Penalty on Chris Long: Disqualification, 15 yards",1.900,4.440
3,9:59,1,10,STL 17,5,17,DeAngelo Williams up the middle for 4 yards (tackle by James Laurinaitis),4.440,4.500
3,8:55,2,6,STL 13,5,17,Cam Newton pass complete short right to Steve Smith for 12 yards (tackle by Janoris Jenkins),4.500,6.970
,,,,,,,"CAR challenged the runner was down by contact ruling, and the play was upheld.",,
3,8:08,1,1,STL 1,5,17,Mike Tolbert up the middle for no gain (tackle by Jermelle Cudjo),6.970,5.910
3,7:32,2,1,STL 1,5,17,"Mike Tolbert up the middle for no gain (tackle by James Laurinaitis). Penalty on Mike Tolbert: Personal Foul, 15 yards",5.910,2.850
3,7:04,3,16,STL 16,5,17,Cam Newton left end for 3 yards (tackle by Alec Ogletree),2.850,2.570
3,6:49,4,13,STL 13,5,20,Graham Gano 31 yard field goal good,2.570,3.000
3,6:49,,,CAR 35,5,20,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,6:46,1,10,STL 20,5,20,Sam Bradford pass complete deep left to Brian Quick for 73 yards (tackle by Josh Thomas and Captain Munnerlyn),0.280,5.600
3,6:00,1,7,CAR 7,5,20,Zac Stacy up the middle for 3 yards (tackle by Quintin Mikell),5.600,5.340
3,5:27,2,4,CAR 4,11,20,"Sam Bradford pass complete short right to Zac Stacy for 4 yards, touchdown",5.340,7.000
3,5:27,,,CAR 2,12,20,Greg Zuerlein kicks extra point good,0.000,0.000
3,5:27,,,STL 35,12,20,"Greg Zuerlein kicks off 65 yards, returned by Ted Ginn for 28 yards (tackle by Brandon McGee)",0.000,-0.810
3,5:15,1,10,CAR 28,12,20,Cam Newton pass complete short left to Brandon LaFell for 8 yards (tackle by Trumaine Johnson),0.810,1.340
3,4:41,2,2,CAR 36,12,20,Mike Tolbert right tackle for 4 yards (tackle by William Hayes and Janoris Jenkins),1.340,1.600
3,4:03,1,10,CAR 40,12,20,DeAngelo Williams left end for 12 yards (tackle by Rodney McLeod),1.600,2.390
3,4:03,1,10,STL 48,12,20,"Cam Newton pass incomplete deep right intended for Greg Olsen. Penalty on Janoris Jenkins: Defensive Holding, 5 yards (no play)",2.390,2.720
3,3:07,1,10,STL 43,12,20,Mike Tolbert up the middle for 4 yards (tackle by Eugene Sims),2.720,2.720
3,2:31,2,6,STL 39,12,20,Cam Newton pass complete short left to Brandon LaFell for 9 yards (tackle by Trumaine Johnson),2.720,3.580
3,1:48,1,10,STL 30,12,20,DeAngelo Williams up the middle for 8 yards (tackle by James Laurinaitis and Alec Ogletree),3.580,4.110
3,1:09,2,2,STL 22,12,20,DeAngelo Williams right guard for 3 yards (tackle by Darian Stewart),4.110,4.310
3,0:27,1,10,STL 19,12,26,"Cam Newton pass complete short right to Steve Smith for 19 yards, touchdown",4.310,7.000
3,0:27,,,STL 2,12,27,Graham Gano kicks extra point good,0.000,0.000
3,0:27,,,CAR 35,12,27,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,0:19,1,10,STL 20,12,27,Zac Stacy left guard for -2 yards (tackle by Star Lotulelei),0.280,-0.630
Quarter,Time,Down,ToGo,Location,STL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,STL 18,12,27,"Sam Bradford pass complete short left to Tavon Austin for -4 yards (tackle by Greg Hardy). Penalty on Harvey Dahl: Personal Foul, 7 yards",-0.630,-2.940
4,14:47,3,23,STL 7,12,27,"Zac Stacy up the middle for 5 yards (tackle by Frank Alexander and Greg Hardy). Penalty on Brian Quick: Personal Foul, 6 yards",-2.940,-2.490
4,14:34,4,24,STL 6,12,27,"Johnny Hekker punts 36 yards, out of bounds. Penalty on Jordan Senn: Offensive Holding, 10 yards",-2.490,-2.130
4,14:25,1,10,CAR 48,12,27,DeAngelo Williams right end for 12 yards (tackle by Trumaine Johnson),2.130,2.920
4,13:55,1,10,STL 40,12,27,"Cam Newton for no gain. Cam Newton fumbles, recovered by DeAngelo Williams at STL-43",2.920,1.970
4,13:09,2,13,STL 43,12,27,Cam Newton up the middle for 10 yards (tackle by James Laurinaitis),1.970,2.610
4,12:25,3,3,STL 33,12,27,Cam Newton right tackle for 1 yard (tackle by William Hayes),2.610,1.300
4,11:37,4,2,STL 32,12,30,Graham Gano 50 yard field goal good,1.300,3.000
4,11:37,,,CAR 35,12,30,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,11:32,1,10,STL 20,12,30,Sam Bradford pass complete deep left to Tavon Austin for 24 yards,0.280,1.860
4,11:09,1,10,STL 44,12,30,Sam Bradford pass complete short right to Tavon Austin for 7 yards (tackle by Luke Kuechly),1.860,2.260
4,10:48,2,3,CAR 49,12,30,Sam Bradford pass complete short right to Austin Pettis for 11 yards (tackle by Drayton Florence),2.260,3.050
4,10:21,1,10,CAR 38,12,30,Sam Bradford pass complete short right to Austin Pettis for 6 yards (tackle by Luke Kuechly),3.050,3.320
4,9:57,2,4,CAR 32,12,30,Sam Bradford pass incomplete short right intended for Lance Kendricks,3.320,2.610
4,9:53,3,4,CAR 32,12,30,"Sam Bradford pass incomplete short right intended for Brian Quick (defended by Drayton Florence). Penalty on Drayton Florence: Illegal Contact, 5 yards (no play)",2.610,3.780
4,9:49,1,10,CAR 27,12,30,Zac Stacy up the middle for 3 yards (tackle by Frank Alexander),3.780,3.640
4,9:22,2,7,CAR 24,12,30,Sam Bradford pass incomplete short left intended for Brian Quick,3.640,2.940
4,9:19,3,7,CAR 24,12,30,Sam Bradford pass incomplete deep left intended for Brian Quick,2.940,1.870
4,9:13,4,7,CAR 24,15,30,Greg Zuerlein 42 yard field goal good,1.870,3.000
4,9:13,,,STL 35,15,30,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,9:09,1,10,CAR 20,15,30,DeAngelo Williams up the middle for 2 yards (tackle by James Laurinaitis and Eugene Sims),0.280,0.000
4,8:31,2,8,CAR 22,15,30,DeAngelo Williams right guard for -1 yards (tackle by Alec Ogletree),0.000,-0.820
4,7:53,3,9,CAR 21,15,30,Cam Newton pass complete short right to Greg Olsen for 5 yards (tackle by Darian Stewart),-0.820,-1.630
4,7:13,4,4,CAR 26,15,30,Brad Nortman punts 53 yards (tackle by Brad Nortman),-1.630,-1.660
4,6:57,1,10,STL 41,15,30,Sam Bradford pass complete short right to Zac Stacy for 2 yards (tackle by Star Lotulelei),1.660,1.390
4,6:31,2,8,STL 43,15,30,Sam Bradford pass complete short right to Jared Cook for 2 yards (tackle by Drayton Florence and Thomas Davis),1.390,0.960
4,5:57,3,6,STL 45,15,30,"Sam Bradford pass complete short right to Zac Stacy for 3 yards (tackle by Drayton Florence). Penalty on Greg Hardy: Roughing the Passer, 15 yards",0.960,3.120
4,5:37,1,10,CAR 37,15,30,Sam Bradford pass incomplete deep right intended for Austin Pettis (defended by Captain Munnerlyn),3.120,2.570
4,5:27,2,10,CAR 37,15,30,"Sam Bradford right end for 1 yard (tackle by Michael Mitchell). Penalty on Harvey Dahl: Personal Foul, 15 yards",2.570,0.040
4,4:52,3,24,STL 49,15,30,Kellen Clemens pass incomplete short middle intended for Jared Cook (defended by Luke Kuechly),0.040,-0.130
4,4:37,4,24,STL 49,15,30,"Johnny Hekker punts 27 yards, out of bounds",-0.130,-0.540
4,4:30,1,10,CAR 24,15,30,Mike Tolbert up the middle for 7 yards (tackle by Trumaine Johnson),0.540,0.940
4,3:47,2,3,CAR 31,15,30,Mike Tolbert up the middle for 4 yards (tackle by James Laurinaitis),0.940,1.270
4,3:04,1,10,CAR 35,15,30,Mike Tolbert right guard for 4 yards (tackle by Eugene Sims and James Laurinaitis),1.270,1.270
4,2:58,1,10,CAR 35,15,30,Timeout #1 by St. Louis Rams,1.270,1.260
4,2:58,2,6,CAR 39,15,30,Mike Tolbert left guard for no gain (tackle by Jo-Lonn Dunbar),1.260,1.260
4,2:52,2,6,CAR 39,15,30,Timeout #2 by St. Louis Rams,1.260,0.560
4,2:52,3,6,CAR 39,15,30,"Penalty on CAR: False Start, 5 yards (no play)",0.560,-0.100
4,2:52,3,11,CAR 34,15,30,Mike Tolbert up the middle for no gain (tackle by Jo-Lonn Dunbar),-0.100,-0.100
4,2:45,3,11,CAR 34,15,30,Timeout #3 by St. Louis Rams,-0.100,-1.110
4,2:45,4,11,CAR 34,15,30,"Brad Nortman punts 56 yards, returned by Tavon Austin for 6 yards (tackle by Chase Blackburn)",-1.110,0.140
4,2:31,1,10,STL 16,15,30,Kellen Clemens pass complete short middle to Jared Cook for 10 yards (tackle by Thomas Davis),-0.140,0.670
4,2:07,1,10,STL 26,15,30,"Kellen Clemens sacked by Michael Mitchell for -8 yards. Kellen Clemens fumbles (forced by Michael Mitchell), recovered by Kellen Clemens at STL-18",0.670,-1.050
4,1:53,2,18,STL 18,15,30,Kellen Clemens pass incomplete deep middle intended for Chris Givens,-1.050,-1.800
4,1:53,3,18,STL 18,15,30,Kellen Clemens pass complete short left to Daryl Richardson for 9 yards (tackle by Thomas Davis and Melvin White),-1.800,-1.570
4,1:45,4,9,STL 27,15,30,"Kellen Clemens sacked by Greg Hardy for -8 yards. Kellen Clemens fumbles (forced by Greg Hardy), recovered by Kawann Short at STL-23 (tackle by Joe Barksdale)",-1.570,-4.040
4,1:37,1,10,STL 23,15,30,Cam Newton kneels for -2 yards,4.040,3.230
4,0:57,2,12,STL 25,15,30,Cam Newton kneels for -1 yards,3.230,2.410
4,0:29,3,13,STL 26,15,30,Cam Newton kneels for -1 yards,2.410,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
