0,1
Officials,Officials
Referee,Gene Steratore
Umpire,Bill Schuster
Head Linesman,Mike Spanier
Line Judge,Gary Arthur
Back Judge,Shawn Hochuli
Side Judge,Bob Waggoner
Field Judge,Mike Weatherford
