Quarter,Time,Tm,Detail,MIN,SEA
1.0,13:15,Vikings,Adrian Peterson 1 yard rush (Blair Walsh kick),7,0
,8:52,Seahawks,Golden Tate 6 yard pass from Russell Wilson (Stephen Hauschka kick),7,7
,3:15,Seahawks,Sidney Rice 11 yard pass from Russell Wilson (Stephen Hauschka kick),7,14
2.0,11:46,Vikings,Adrian Peterson 4 yard rush (Blair Walsh kick),14,14
,5:25,Vikings,Blair Walsh 36 yard field goal,17,14
,0:44,Seahawks,Golden Tate 11 yard pass from Russell Wilson (Stephen Hauschka kick failed),17,20
3.0,4:09,Seahawks,Marshawn Lynch 3 yard rush (Stephen Hauschka kick),17,27
,1:47,Vikings,Blair Walsh 55 yard field goal,20,27
4.0,6:23,Seahawks,Stephen Hauschka 40 yard field goal,20,30
