Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
2,15:00,1,10,,7,14,Adrian Peterson up the middle for 2 yards (tackle by Earl Thomas and Bobby Wagner),2.260,1.980
2,14:25,2,8,SEA 48,7,14,Christian Ponder right end for 4 yards (tackle by LeRoy Hill),1.980,1.820
2,13:43,3,4,SEA 44,7,14,"Christian Ponder pass incomplete deep right intended for Percy Harvin. Penalty on Marcus Trufant: Defensive Pass Interference, 24 yards (no play)",1.820,4.240
2,13:38,1,10,SEA 20,7,14,Adrian Peterson up the middle for 1 yard (tackle by Brandon Mebane and Alan Branch),4.240,3.820
2,13:03,2,9,SEA 19,7,14,Christian Ponder pass complete short middle to Allen Reisner for 13 yards (tackle by Brandon Browner and Kam Chancellor),3.820,5.830
2,12:26,1,6,SEA 6,7,14,Adrian Peterson right guard for 2 yards (tackle by Clinton McDonald and Bobby Wagner),5.830,5.340
2,11:52,2,4,SEA 4,13,14,"Adrian Peterson up the middle for 4 yards, touchdown",5.340,7.000
2,11:52,,,SEA 2,14,14,Blair Walsh kicks extra point good,0.000,0.000
2,11:46,,,MIN 35,14,14,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
2,11:46,1,10,SEA 20,14,14,"Russell Wilson pass complete short left to Sidney Rice for no gain. Penalty on A.J. Jefferson: Illegal Contact, 5 yards (no play)",0.280,0.610
2,11:20,1,10,SEA 25,14,14,Marshawn Lynch right guard for 7 yards (tackle by Chad Greenway),0.610,1.010
2,10:44,2,3,SEA 32,14,14,Robert Turbin up the middle for 2 yards (tackle by Fred Evans and Kevin Williams),1.010,0.560
2,10:10,3,1,SEA 34,14,14,Michael Robinson up the middle for no gain (tackle by Erin Henderson and Chad Greenway),0.560,-1.110
2,9:26,4,1,SEA 34,14,14,"Jon Ryan punts 41 yards, returned by Marcus Sherels for -1 yards (tackle by Heath Farwell)",-1.110,-0.540
2,9:14,1,10,MIN 24,14,14,Christian Ponder right end for 8 yards (tackle by Mike Morgan),0.540,1.080
2,8:36,2,2,MIN 32,14,14,Adrian Peterson up the middle for 24 yards (tackle by Brandon Browner and Clinton McDonald),1.080,2.650
2,7:52,1,10,SEA 44,14,14,Adrian Peterson up the middle for 15 yards (tackle by Earl Thomas),2.650,3.640
2,7:11,1,10,SEA 29,14,14,Percy Harvin right end for 15 yards (tackle by Richard Sherman),3.640,4.650
2,6:37,1,10,SEA 14,14,14,Christian Ponder pass complete short left to Toby Gerhart for 3 yards (tackle by Mike Morgan and Bobby Wagner),4.650,4.520
2,5:58,2,7,SEA 11,14,14,Christian Ponder pass incomplete short right intended for Percy Harvin,4.520,3.620
2,5:55,3,7,SEA 11,14,14,Christian Ponder sacked by Bobby Wagner for -7 yards,3.620,2.250
2,5:29,4,14,SEA 18,17,14,Blair Walsh 36 yard field goal good,2.250,3.000
2,5:25,,,MIN 35,17,14,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
2,5:25,1,10,SEA 20,17,14,Marshawn Lynch left end for 4 yards (tackle by Chad Greenway and Jasper Brinkley),0.280,0.270
2,4:50,2,6,SEA 24,17,14,Michael Robinson left tackle for 6 yards (tackle by Antoine Winfield),0.270,0.940
2,4:10,1,10,SEA 30,17,14,Marshawn Lynch left tackle for 8 yards (tackle by Chad Greenway and Jamarca Sanford),0.940,1.470
2,3:34,2,2,SEA 38,17,14,Marshawn Lynch right tackle for -2 yards (tackle by Chad Greenway and Jasper Brinkley),1.470,0.500
2,2:53,3,4,SEA 36,17,14,Russell Wilson pass complete short middle to Sidney Rice for 7 yards (tackle by Jasper Brinkley). Penalty on Everson Griffen: Defensive Offside (Declined),0.500,1.800
2,2:33,1,10,SEA 43,17,14,Russell Wilson right end for 4 yards (tackle by Jasper Brinkley),1.800,1.790
2,2:03,2,6,SEA 47,17,14,Robert Turbin left tackle for -1 yards (tackle by Kevin Williams),1.790,0.960
2,1:58,3,7,SEA 46,17,14,Russell Wilson pass complete short right to Doug Baldwin for 6 yards,0.960,0.070
2,1:52,4,1,MIN 48,17,14,Russell Wilson right guard for 1 yard (tackle by Antoine Winfield and Jasper Brinkley),0.070,2.460
2,1:26,1,10,MIN 47,17,14,Russell Wilson pass complete deep middle to Zach Miller for 22 yards (tackle by Harrison Smith),2.460,3.910
2,1:05,1,10,MIN 25,17,14,"Russell Wilson pass incomplete short right intended for Zach Miller. Penalty on Chad Greenway: Illegal Contact, 5 yards (no play)",3.910,4.240
2,0:58,1,10,MIN 20,17,14,Russell Wilson pass complete short middle to Robert Turbin for 9 yards (tackle by A.J. Jefferson),4.240,0.000
2,0:52,,,,17,14,Timeout #1 by Seattle Seahawks,0.000,5.260
2,0:52,2,1,MIN 11,17,20,"Russell Wilson pass complete short right to Golden Tate for 11 yards, touchdown",5.260,7.000
2,0:52,,,MIN 2,17,20,Steven Hauschka kicks extra point no good,0.000,-1.000
2,0:44,,,SEA 35,17,20,"Steven Hauschka kicks off 42 yards, returned by Jerome Felton for 16 yards (tackle by Charly Martin)",0.000,1.530
2,0:38,1,10,MIN 39,17,20,Christian Ponder pass complete short left to Percy Harvin for 1 yard (tackle by Marcus Trufant),1.530,0.000
2,0:33,,,,17,20,Timeout #1 by Minnesota Vikings,0.000,1.120
2,0:33,2,9,MIN 40,17,20,Christian Ponder pass incomplete short middle intended for Toby Gerhart,1.120,0.430
2,0:29,3,9,MIN 40,17,20,Toby Gerhart right tackle for 14 yards (tackle by Kam Chancellor),0.430,0.000
2,0:22,,,,17,20,Timeout #2 by Minnesota Vikings,0.000,2.520
2,0:22,1,10,SEA 46,17,20,Christian Ponder sacked by Greg Scruggs for -3 yards,2.520,0.000
2,0:09,,,,17,20,Timeout #3 by Minnesota Vikings,0.000,1.570
2,0:09,2,13,SEA 49,17,20,Christian Ponder pass complete short right to Michael Jenkins for 1 yard (tackle by Marcus Trufant),1.570,1.030
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,17,20,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SEA 20,17,20,Russell Wilson pass incomplete short right intended for Golden Tate,0.280,-0.270
3,14:56,2,10,SEA 20,17,20,Marshawn Lynch up the middle for 8 yards (tackle by Chad Greenway),-0.270,0.100
3,14:21,3,2,SEA 28,17,20,Russell Wilson pass incomplete short right intended for Zach Miller (defended by Brian Robison),0.100,-1.500
3,14:17,4,2,SEA 28,17,20,"Jon Ryan punts 54 yards, returned by Marcus Sherels for 2 yards (tackle by Malcolm Smith). Penalty on A.J. Jefferson: Offensive Holding, 10 yards",-1.500,0.380
3,14:02,1,10,MIN 10,17,20,Christian Ponder pass complete short right to Percy Harvin for 9 yards (tackle by Kam Chancellor),-0.380,0.240
3,13:32,2,1,MIN 19,17,20,Adrian Peterson left guard for -1 yards (tackle by Mike Morgan),0.240,-0.480
3,12:52,3,2,MIN 18,17,20,Christian Ponder pass complete short right to Adrian Peterson for 3 yards,-0.480,0.340
,,,,,,,"SEA challenged the first down ruling, and the play was upheld.",,
3,12:28,1,10,MIN 21,17,20,Adrian Peterson right tackle for -1 yards (tackle by Alan Branch and Bobby Wagner),0.340,-0.340
3,11:50,2,11,MIN 20,17,20,Christian Ponder up the middle for 4 yards (tackle by Brandon Mebane),-0.340,-0.490
3,11:09,3,7,MIN 24,17,20,Christian Ponder sacked by Bruce Irvin and LeRoy Hill for -8 yards,-0.490,-2.390
3,10:39,4,15,MIN 16,17,20,"Chris Kluwe punts 53 yards, returned by Leon Washington for -3 yards (tackle by Andrew Sendejo)",-2.390,-0.810
3,10:24,1,10,SEA 28,17,20,Golden Tate right end for 13 yards (tackle by Antoine Winfield and Harrison Smith),0.810,1.660
3,9:51,1,10,SEA 41,17,20,Golden Tate left end for 8 yards (tackle by Jasper Brinkley and Harrison Smith),1.660,2.200
3,9:15,2,2,SEA 49,17,20,Russell Wilson left end for 8 yards,2.200,2.720
3,8:37,1,10,MIN 43,17,20,Russell Wilson up the middle for 2 yards (tackle by Chad Greenway),2.720,2.450
3,8:01,2,8,MIN 41,17,20,"Penalty on Breno Giacomini: False Start, 5 yards (no play)",2.450,1.770
3,7:41,2,13,MIN 46,17,20,Russell Wilson pass complete short right to Marshawn Lynch for 3 yards (tackle by Antoine Winfield),1.770,1.490
3,7:05,3,10,MIN 43,17,20,"Russell Wilson sacked by Kevin Williams for -9 yards. Penalty on Brian Robison: Defensive Offside, 5 yards (no play)",1.490,2.150
3,6:39,3,5,MIN 38,17,20,Russell Wilson pass complete short left to Golden Tate for 6 yards (tackle by Antoine Winfield),2.150,3.450
3,5:57,1,10,MIN 32,17,20,Marshawn Lynch left tackle for 23 yards (tackle by Erin Henderson and Jamarca Sanford),3.450,5.140
3,5:12,1,9,MIN 9,17,20,Marshawn Lynch up the middle for 3 yards (tackle by Erin Henderson and Jamarca Sanford),5.140,4.950
3,4:34,2,6,MIN 6,17,20,"Russell Wilson left end for 4 yards (tackle by Jamarca Sanford). Penalty on Everson Griffen: Defensive Offside, 3 yards (no play)",4.950,5.530
3,4:13,2,3,MIN 3,17,26,"Marshawn Lynch up the middle for 3 yards, touchdown",5.530,7.000
3,4:13,,,MIN 2,17,27,Steven Hauschka kicks extra point good,0.000,0.000
3,4:09,,,SEA 35,17,27,"Steven Hauschka kicks off 70 yards, returned by Marcus Sherels for 24 yards (tackle by Jeron Johnson)",0.000,0.150
3,4:04,1,10,MIN 19,17,27,Adrian Peterson right tackle for 28 yards (tackle by Bobby Wagner),0.150,2.060
3,3:26,1,10,MIN 47,17,27,"Percy Harvin left end for -3 yards (tackle by Bobby Wagner and Earl Thomas). Penalty on Brandon Browner: Unsportsmanlike Conduct, 15 yards",2.060,2.850
3,3:05,1,10,SEA 41,17,27,Christian Ponder pass complete short right to Rhett Ellison for 4 yards (tackle by Earl Thomas),2.850,2.850
3,2:34,2,6,SEA 37,17,27,Adrian Peterson left guard for no gain (tackle by Earl Thomas),2.850,2.150
3,1:57,3,6,SEA 37,17,27,Christian Ponder pass incomplete short right intended for Kyle Rudolph,2.150,0.790
3,1:52,4,6,SEA 37,20,27,Blair Walsh 55 yard field goal good,0.790,3.000
3,1:47,,,MIN 35,20,27,"Blair Walsh kicks off 69 yards, returned by Leon Washington for 19 yards (tackle by Robert Blanton)",0.000,-0.220
3,1:41,1,10,SEA 15,20,27,Marshawn Lynch left guard for 9 yards (tackle by Chad Greenway and Jasper Brinkley),-0.220,0.620
3,0:59,2,1,SEA 24,20,27,Robert Turbin left tackle for 4 yards (tackle by Kevin Williams and Letroy Guion),0.620,0.810
3,0:22,1,10,SEA 28,20,27,"Robert Turbin up the middle for 4 yards (tackle by Jared Allen). Penalty on Letroy Guion: Illegal Use of Hands, 5 yards",0.810,1.400
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 37,20,27,Russell Wilson pass complete short middle to Sidney Rice for 13 yards (tackle by Josh Robinson),1.400,2.260
4,14:26,1,10,,20,27,"Russell Wilson for no gain. Russell Wilson fumbles, ball out of bounds at SEA-49",2.260,1.580
4,14:02,2,11,SEA 49,20,27,Russell Wilson pass incomplete short left intended for Golden Tate,1.580,0.890
4,13:59,3,11,SEA 49,20,27,Russell Wilson pass incomplete short left intended for Doug Baldwin,0.890,-0.130
4,13:53,4,11,SEA 49,20,27,Jon Ryan punts 45 yards,-0.130,0.380
4,13:43,1,10,MIN 6,20,27,Christian Ponder right end for 2 yards (tackle by Chris Clemons),-0.380,-0.630
4,13:06,2,8,MIN 8,20,27,Adrian Peterson left end for 12 yards (tackle by Brandon Browner),-0.630,0.280
4,12:40,1,10,MIN 20,20,27,Christian Ponder pass complete short left to Adrian Peterson for 5 yards (tackle by Red Bryant and Earl Thomas),0.280,0.410
4,12:05,2,5,MIN 25,20,27,Christian Ponder pass incomplete short right intended for Jerome Felton,0.410,-0.300
4,12:00,3,5,MIN 25,20,27,Christian Ponder pass incomplete short middle intended for Percy Harvin,-0.300,-1.700
4,11:56,4,5,MIN 25,20,27,"Chris Kluwe punts 35 yards, fair catch by Golden Tate",-1.700,-1.600
4,11:49,1,10,SEA 40,20,27,Marshawn Lynch left tackle for -3 yards (tackle by Jared Allen),1.600,0.650
4,11:12,2,13,SEA 37,20,27,Russell Wilson pass complete short right to Marshawn Lynch for 23 yards (tackle by Jasper Brinkley),0.650,2.920
4,10:26,1,10,MIN 40,20,27,Marshawn Lynch up the middle for 2 yards (tackle by Jared Allen),2.920,2.640
4,9:48,2,8,MIN 38,20,27,Marshawn Lynch up the middle for 7 yards (tackle by Chad Greenway and Fred Evans),2.640,2.870
4,9:03,3,1,MIN 31,20,27,Russell Wilson pass complete short right to Michael Robinson for 16 yards (tackle by Harrison Smith),2.870,4.580
4,8:18,1,10,MIN 15,20,27,Marshawn Lynch right tackle for -4 yards (tackle by Kevin Williams),4.580,3.450
4,7:41,2,14,MIN 19,20,27,Russell Wilson sacked by Brian Robison and Jared Allen for -8 yards,3.450,0.000
4,7:06,,,,20,27,Timeout #2 by Seattle Seahawks,0.000,1.750
4,7:06,3,22,MIN 27,20,27,Marshawn Lynch right tackle for 5 yards (tackle by Everson Griffen and Chad Greenway),1.750,1.990
4,6:27,4,17,MIN 22,20,30,Steven Hauschka 40 yard field goal good,1.990,3.000
4,6:23,,,SEA 35,20,30,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
4,6:23,1,10,MIN 20,20,30,Christian Ponder pass incomplete deep left intended for Jerome Simpson (defended by Earl Thomas),0.280,-0.270
4,6:17,2,10,MIN 20,20,30,Christian Ponder left tackle for 5 yards (tackle by Chris Clemons),-0.270,-0.300
4,5:36,3,5,MIN 25,20,30,Christian Ponder pass incomplete deep left intended for Percy Harvin is intercepted by Brandon Browner at SEA-47,-0.300,-2.060
4,5:27,1,10,SEA 47,20,30,Robert Turbin right tackle for 12 yards (tackle by Harrison Smith),2.060,2.850
4,4:44,1,10,MIN 41,20,30,Michael Robinson up the middle for -4 yards (tackle by Fred Evans and Erin Henderson),2.850,1.770
4,4:03,2,14,MIN 45,20,30,Russell Wilson right end for 13 yards,1.770,2.810
4,3:14,3,1,MIN 32,20,30,Russell Wilson left guard for no gain (tackle by Erin Henderson and Jared Allen),2.810,0.000
4,3:09,,,,20,30,Timeout #1 by Minnesota Vikings,0.000,1.310
4,3:09,4,1,MIN 32,20,30,Russell Wilson right guard for 1 yard (tackle by Chad Greenway and Erin Henderson),1.310,0.000
4,3:04,,,,20,30,Timeout #2 by Minnesota Vikings,0.000,3.510
4,3:04,1,10,MIN 31,20,30,Marshawn Lynch left tackle for 4 yards (tackle by Brian Robison),3.510,0.000
4,2:56,,,,20,30,Timeout #3 by Minnesota Vikings,0.000,3.510
4,2:56,2,6,MIN 27,20,30,Marshawn Lynch left guard for 6 yards (tackle by Erin Henderson and Kevin Williams),3.510,0.000
4,2:08,,,,20,30,Timeout #3 by Seattle Seahawks,0.000,4.170
4,2:08,1,10,MIN 21,20,30,Marshawn Lynch right tackle for no gain (tackle by Jamarca Sanford),4.170,3.630
4,2:00,2,10,MIN 21,20,30,Marshawn Lynch left end for 2 yards (tackle by A.J. Jefferson),3.630,3.180
4,1:54,3,8,MIN 19,20,30,Marshawn Lynch right tackle for 4 yards (tackle by Harrison Smith and Letroy Guion),3.180,2.520
4,1:10,4,4,MIN 15,20,30,Russell Wilson pass complete short right to Michael Robinson for 6 yards (tackle by Jasper Brinkley),2.520,5.140
4,0:27,1,9,MIN 9,20,30,Russell Wilson kneels for -2 yards,5.140,4.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
