Quarter,Time,Down,ToGo,Location,JAX,BUF,Detail,EPB,EPA
1,7:39,2,13,BUF 22,7,0,Tyrod Taylor pass complete short right to Charles Clay for 10 yards (tackle by Telvin Smith),-0.340,0.300
1,7:04,3,3,BUF 32,7,0,Tyrod Taylor sacked by Jonathan Cyprien for -2 yards,0.300,-1.370
1,6:42,4,5,BUF 30,7,0,"Colton Schmidt punts 47 yards, muffed catch by Rashad Greene, recovered by Rashad Greene and returned for no gain",-1.370,-0.340
1,6:33,1,10,JAX 21,7,0,"Chris Ivory right end for 3 yards (tackle by Ronald Darby and Zach Brown). Penalty on Kyle Williams: Defensive Offside, 5 yards (no play)",0.340,1.070
1,6:10,1,5,JAX 26,7,0,Blake Bortles right end for 4 yards (tackle by Ronald Darby),1.070,1.020
1,5:37,2,1,JAX 30,7,0,Chris Ivory right guard for 4 yards (tackle by Jerry Hughes and Zach Brown),1.020,1.200
1,4:53,1,10,JAX 34,7,0,"Penalty on Chris Reed: False Start, 5 yards (no play)",1.200,0.870
1,4:39,1,15,JAX 29,7,0,Blake Bortles pass complete short middle to Chris Ivory for 11 yards (tackle by Ronald Darby and Zach Brown),0.870,1.470
1,4:20,2,4,JAX 40,7,0,Blake Bortles pass incomplete short left intended for Allen Hurns (defended by Kevon Seymour),1.470,0.760
1,4:14,3,4,JAX 40,7,0,Blake Bortles pass incomplete deep left intended for Allen Hurns,0.760,-0.720
1,4:09,4,4,JAX 40,7,0,"Brad Nortman punts 43 yards, returned by Brandon Tate for no gain",-0.720,0.060
1,3:56,1,10,BUF 17,7,0,LeSean McCoy right guard for 3 yards (tackle by Tyson Alualu),-0.060,-0.060
1,3:24,2,7,BUF 20,7,0,Tyrod Taylor pass incomplete short left intended for Charles Clay,-0.060,-0.870
1,3:18,3,7,BUF 20,7,0,Tyrod Taylor sacked by Yannick Ngakoue for -3 yards,-0.870,-2.320
1,2:41,4,10,BUF 17,7,0,"Colton Schmidt punts 52 yards, muffed catch by Rashad Greene, recovered by Rashad Greene and returned for 10 yards (tackle by Sergio Brown)",-2.320,-1.660
1,2:29,1,10,JAX 41,7,0,Marqise Lee right end for 2 yards (tackle by Corey Graham),1.660,1.390
1,2:07,2,8,JAX 43,7,0,Chris Ivory middle for 10 yards (tackle by Jonathan Meeks),1.390,2.460
1,1:18,1,10,BUF 47,7,0,T.J. Yeldon left guard for 4 yards (tackle by Kyle Williams and Corey Graham),2.460,2.450
1,0:41,2,6,BUF 43,7,0,Blake Bortles pass incomplete short middle intended for T.J. Yeldon,2.450,1.750
1,0:36,3,6,BUF 43,7,0,Blake Bortles sacked by Marcell Dareus for -3 yards,1.750,0.200
Quarter,Time,Down,ToGo,Location,JAX,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,9,BUF 46,7,0,"Brad Nortman punts 39 yards, out of bounds",0.200,0.380
2,14:51,1,10,BUF 7,7,0,LeSean McCoy right guard for 1 yard (tackle by Telvin Smith),-0.380,-0.710
2,14:11,2,9,BUF 8,7,0,Tyrod Taylor pass complete short middle to LeSean McCoy for 6 yards (tackle by Paul Posluszny),-0.710,-0.600
2,13:30,3,3,BUF 14,7,0,Tyrod Taylor middle for 6 yards (tackle by Paul Posluszny and Telvin Smith),-0.600,0.280
2,12:46,1,10,BUF 20,7,0,LeSean McCoy left tackle for -2 yards (tackle by Paul Posluszny),0.280,-0.630
2,12:05,2,12,BUF 18,7,0,"Tyrod Taylor pass incomplete deep left intended for Charles Clay. Penalty on Tashaun Gipson: Defensive Pass Interference, 22 yards (no play)",-0.630,1.600
2,11:58,1,10,BUF 40,7,0,LeSean McCoy right tackle for -2 yards (tackle by Tyson Alualu),1.600,0.780
2,11:18,2,12,BUF 38,7,0,Tyrod Taylor sacked by Malik Jackson for -5 yards,0.780,-0.560
2,10:34,3,17,BUF 33,7,0,"Penalty on Jordan Mills: False Start, 5 yards (no play)",-0.560,-1.220
2,10:33,3,22,BUF 28,7,0,Tyrod Taylor pass incomplete short right intended for Marquise Goodwin,-1.220,-1.500
2,10:26,4,22,BUF 28,7,0,"Colton Schmidt punts 29 yards, fair catch by Bryan Walters",-1.500,-1.800
2,10:18,1,10,JAX 43,7,0,Blake Bortles pass complete short left to T.J. Yeldon for 3 yards (tackle by Preston Brown and Marcell Dareus),1.800,1.660
2,9:33,2,7,JAX 46,7,0,T.J. Yeldon middle for 1 yard (tackle by Marcell Dareus),1.660,1.090
2,8:53,3,6,JAX 47,7,0,Blake Bortles pass complete short right to Neal Sterling for 6 yards (tackle by Zach Brown),1.090,2.460
,,,,,,,"BUF challenged the first down ruling, and the play was upheld.",,
2,8:35,1,10,BUF 47,7,0,Blake Bortles pass incomplete,2.460,1.910
2,8:27,2,10,BUF 47,7,0,T.J. Yeldon right tackle for 5 yards (tackle by Corey Graham),1.910,1.880
2,7:42,3,5,BUF 42,7,0,Blake Bortles pass incomplete deep right intended for Allen Robinson (defended by Corey White),1.880,0.460
,,,,,,,"BUF challenged the pass completion ruling, and the original play was overturned.",,
2,7:38,4,5,BUF 42,7,0,"Brad Nortman punts 42 yards, touchback",0.460,-0.280
2,7:30,1,10,BUF 20,7,0,Tyrod Taylor pass complete short right to Sammy Watkins for 12 yards,0.280,1.070
2,6:57,1,10,BUF 32,7,0,Tyrod Taylor pass complete short left to Sammy Watkins for 6 yards (tackle by Prince Amukamara),1.070,1.340
2,6:18,2,4,BUF 38,7,0,LeSean McCoy left tackle for -1 yards (tackle by Telvin Smith),1.340,0.500
2,5:38,3,5,BUF 37,7,0,Tyrod Taylor pass complete short right to Marquise Goodwin for 5 yards (tackle by Prince Amukamara),0.500,1.730
2,5:08,1,10,BUF 42,7,0,"LeSean McCoy middle for 2 yards (tackle by Tyson Alualu). Penalty on Jordan Mills: Offensive Holding, 10 yards",1.730,1.200
2,4:48,1,18,BUF 34,7,0,Tyrod Taylor sacked by Myles Jack and Tyson Alualu for 0 yards,1.200,0.110
2,4:06,2,18,BUF 34,7,0,Tyrod Taylor left end for 8 yards (tackle by Prince Amukamara),0.110,0.500
2,3:27,3,10,BUF 42,7,0,Tyrod Taylor pass incomplete short left intended for Jonathan Williams,0.500,-0.590
2,3:21,4,10,BUF 42,7,0,"Colton Schmidt punts 36 yards, out of bounds",-0.590,-0.410
2,3:14,1,10,JAX 22,7,0,T.J. Yeldon middle for -2 yards (tackle by Zach Brown and Preston Brown),0.410,-0.400
2,2:38,2,12,JAX 20,7,0,Blake Bortles sacked by Marcell Dareus for -5 yards,-0.400,-2.050
2,2:00,3,17,JAX 15,7,0,Denard Robinson right guard for 7 yards (tackle by Preston Brown and Jerry Hughes),-2.050,0.000
2,1:53,,,,7,0,Timeout #2 by Buffalo Bills,0.000,1.900
2,1:53,4,10,JAX 22,7,0,"Brad Nortman punts 49 yards, returned by Brandon Tate for 16 yards (tackle by Jarrod Wilson). Penalty on Lerentee McCray: Running Into the Kicker, 5 yards (no play)",-1.900,-1.570
2,1:38,4,5,JAX 27,7,0,"Brad Nortman punts 43 yards, returned by Brandon Tate for 43 yards (tackle by Peyton Thompson). Penalty on Myles Jack: Illegal Formation, 5 yards",-1.570,-4.110
2,1:24,1,10,JAX 22,7,0,Tyrod Taylor pass incomplete deep left intended for Nick O'Leary,4.110,3.560
2,1:18,2,10,JAX 22,7,0,Tyrod Taylor pass complete short right to Brandon Tate for 8 yards (tackle by Telvin Smith),3.560,4.150
2,1:11,3,2,JAX 14,7,0,Tyrod Taylor pass complete short left to Walt Powell for 1 yard (tackle by Prince Amukamara),4.150,0.000
2,1:00,,,,7,0,Timeout #2 by Jacksonville Jaguars,0.000,-2.720
2,1:00,4,1,JAX 13,7,0,Jonathan Williams middle for 6 yards (tackle by Jonathan Cyprien),2.720,5.600
2,0:24,1,7,JAX 7,7,6,"LeSean McCoy right tackle for 7 yards, touchdown",5.600,7.000
2,0:20,,,JAX 15,7,6,Dan Carpenter kicks extra point no good,0.000,-1.000
2,0:20,,,BUF 35,7,6,"Jordan Gay kicks off 50 yards, returned by Denard Robinson for 13 yards (tackle by Ramon Humber)",0.000,-0.810
2,0:15,1,10,JAX 28,7,6,Blake Bortles kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,JAX,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,7,6,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,BUF 25,7,12,"LeSean McCoy middle for 75 yards, touchdown",0.610,7.000
3,14:47,,,JAX 15,7,13,Dan Carpenter kicks extra point good,0.000,0.000
3,14:47,,,BUF 35,7,13,"Jordan Gay kicks off 42 yards, returned by Corey Grant for 12 yards (tackle by Kevon Seymour)",0.000,-1.270
3,14:39,1,10,JAX 35,7,13,Denard Robinson right guard for 2 yards (tackle by Marcell Dareus and Kyle Williams),1.270,0.990
3,13:59,2,8,JAX 37,7,13,Blake Bortles pass complete short middle to Ben Koyack for 17 yards (tackle by James Ihedigbo and Corey Graham),0.990,2.520
3,13:29,1,10,BUF 46,7,13,Denard Robinson right guard for 3 yards (tackle by Kyle Williams and Jerry Hughes),2.520,2.380
3,12:52,2,7,BUF 43,7,13,Denard Robinson middle for 2 yards (tackle by Preston Brown and Kyle Williams),2.380,0.000
3,12:07,,,,7,13,Timeout #1 by Jacksonville Jaguars,0.000,-1.950
3,12:07,3,5,BUF 41,7,13,T.J. Yeldon right end for 6 yards (tackle by Kyle Williams and Preston Brown),1.950,3.250
3,11:31,1,10,BUF 35,7,13,Blake Bortles pass incomplete short middle intended for Allen Hurns,3.250,2.700
3,11:26,2,10,BUF 35,7,13,Denard Robinson middle for 1 yard (tackle by Preston Brown and Leger Douzable),2.700,2.150
3,10:47,3,9,BUF 34,7,13,Blake Bortles pass complete short right to Neal Sterling for 10 yards (tackle by Corey White),2.150,3.970
3,10:16,1,10,BUF 24,7,13,Blake Bortles pass incomplete deep right intended for Marqise Lee,3.970,3.430
3,10:12,2,10,BUF 24,7,13,Denard Robinson right end for 4 yards (tackle by James Ihedigbo),3.430,3.270
3,9:32,3,6,BUF 20,13,13,"Blake Bortles pass complete deep middle to Marqise Lee for 20 yards, touchdown",3.270,7.000
3,9:26,,,BUF 15,14,13,Jason Myers kicks extra point good,0.000,0.000
3,9:26,,,JAX 35,14,13,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,9:26,1,10,BUF 25,14,13,LeSean McCoy left guard for 3 yards (tackle by Malik Jackson),0.610,0.470
3,8:47,2,7,BUF 28,14,13,Tyrod Taylor left tackle for 5 yards (tackle by Jonathan Cyprien),0.470,0.430
3,8:00,3,2,BUF 33,14,13,Tyrod Taylor sacked by Malik Jackson for -5 yards,0.430,-1.500
3,7:21,4,7,BUF 28,14,13,Colton Schmidt punts 43 yards,-1.500,-0.870
3,7:11,1,10,JAX 29,14,13,Denard Robinson right guard for 2 yards (tackle by Leger Douzable and Preston Brown),0.870,0.600
3,6:38,2,8,JAX 31,14,13,"Denard Robinson right tackle for -1 yards (tackle by Jerry Hughes and Shaq Lawson). Penalty on Jerry Hughes: Defensive Offside, 5 yards (no play)",0.600,1.270
3,6:15,2,3,JAX 36,14,13,T.J. Yeldon right guard for 3 yards (tackle by Leger Douzable and Kyle Williams),1.270,1.530
3,5:34,1,10,JAX 39,14,13,Denard Robinson middle for no gain (tackle by Jerry Hughes and Kyle Williams),1.530,0.990
3,4:51,2,10,JAX 39,14,13,Blake Bortles pass incomplete short middle intended for Marqise Lee,0.990,0.300
3,4:46,3,10,JAX 39,14,13,Blake Bortles pass incomplete short left intended for Allen Hurns (defended by Lorenzo Alexander),0.300,-0.780
3,4:42,4,10,JAX 39,14,13,"Brad Nortman punts 61 yards, touchback. Penalty on Myles Jack: Illegal Formation, 5 yards",-0.780,-0.610
3,4:34,1,10,BUF 25,14,13,Tyrod Taylor pass complete deep right to Sammy Watkins for 62 yards (tackle by Jalen Ramsey),0.610,4.710
3,4:02,1,10,JAX 13,14,13,LeSean McCoy left guard for 5 yards (tackle by Myles Jack),4.710,4.960
3,3:28,2,5,JAX 8,14,13,LeSean McCoy left end for 1 yard (tackle by Telvin Smith and Myles Jack),4.960,4.330
3,3:07,3,4,JAX 7,14,19,"Tyrod Taylor left tackle for 7 yards, touchdown",4.330,7.000
3,3:00,,,JAX 15,14,20,Dan Carpenter kicks extra point good,0.000,0.000
3,3:00,,,BUF 35,14,20,"Jordan Gay kicks off 66 yards, returned by Marqise Lee for 36 yards (tackle by Ramon Humber)",0.000,-1.270
3,2:53,1,10,JAX 35,14,20,Denard Robinson left guard for no gain (tackle by Kyle Williams and Marcell Dareus),1.270,0.720
3,2:17,2,10,JAX 35,14,20,Blake Bortles pass incomplete deep right intended for Allen Hurns,0.720,0.040
3,2:11,3,10,JAX 35,14,20,Blake Bortles left guard for 15 yards (tackle by Stephon Gilmore),0.040,2.260
3,1:25,1,10,,14,20,Blake Bortles for 9 yards,2.260,2.930
3,0:56,2,1,BUF 41,14,20,Denard Robinson middle for 5 yards (tackle by Leger Douzable and Preston Brown),2.930,3.180
3,0:21,1,10,BUF 36,14,20,Blake Bortles pass complete deep right to Allen Robinson for 24 yards (tackle by Corey White),3.180,4.780
Quarter,Time,Down,ToGo,Location,JAX,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 12,20,20,"Blake Bortles pass complete short left to Allen Hurns for 12 yards, touchdown",4.780,7.000
4,14:52,,,BUF 15,21,20,Jason Myers kicks extra point good,0.000,0.000
4,14:52,,,JAX 35,21,20,"Jason Myers kicks off 66 yards, returned by Brandon Tate for 25 yards (tackle by Peyton Thompson)",0.000,-0.540
4,14:45,1,10,BUF 24,21,20,LeSean McCoy right tackle for 3 yards (tackle by Jalen Ramsey),0.540,0.400
4,14:08,2,7,BUF 27,21,20,Tyrod Taylor pass complete short right to LeSean McCoy for 25 yards (tackle by Malik Jackson),0.400,2.390
4,13:37,1,10,JAX 48,21,20,Tyrod Taylor pass incomplete short right intended for Marquise Goodwin,2.390,1.850
4,13:31,2,10,JAX 48,21,20,Jonathan Williams middle for 5 yards (tackle by Tyson Alualu and Myles Jack),1.850,1.820
4,12:49,3,5,JAX 43,21,20,"Tyrod Taylor pass incomplete deep right intended for Sammy Watkins is intercepted by Tashaun Gipson at JAX-14. Penalty on Prince Amukamara: Defensive Pass Interference, 18 yards (no play)",1.820,3.910
4,12:42,1,10,JAX 25,21,20,LeSean McCoy middle for 2 yards (tackle by Jonathan Cyprien and Yannick Ngakoue),3.910,3.630
4,12:03,2,8,JAX 23,21,20,Tyrod Taylor pass complete short left to Marquise Goodwin for 8 yards (tackle by Prince Amukamara),3.630,4.580
4,11:37,1,10,JAX 15,21,20,LeSean McCoy right end for -1 yards (tackle by Telvin Smith),4.580,3.810
4,10:52,2,11,JAX 16,21,26,"Tyrod Taylor pass complete deep right to Justin Hunter for 16 yards, touchdown",3.810,7.000
4,10:46,,,JAX 2,21,28,"Two Point Attempt: LeSean McCoy left guard, conversion succeeds",0.000,1.000
4,10:46,,,BUF 35,21,28,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.610
4,10:46,1,10,JAX 25,21,28,Denard Robinson right guard for 4 yards (tackle by Leger Douzable and Jerry Hughes),0.610,0.600
4,10:10,2,6,JAX 29,21,28,Blake Bortles middle for 5 yards (tackle by Kyle Williams),0.600,0.560
4,9:31,3,1,JAX 34,21,28,Denard Robinson left guard for no gain (tackle by Leger Douzable and Adolphus Washington),0.560,-1.110
4,8:43,4,1,JAX 34,21,28,"Brad Nortman punts 45 yards, fair catch by Brandon Tate",-1.110,-0.340
4,8:34,1,10,BUF 21,21,28,LeSean McCoy right tackle for -2 yards (tackle by Paul Posluszny and Dante Fowler),0.340,-0.530
4,7:59,2,12,BUF 19,21,28,Tyrod Taylor pass incomplete short right intended for Charles Clay,-0.530,-1.220
4,7:55,3,12,BUF 19,21,28,Tyrod Taylor left guard for 11 yards (tackle by Tashaun Gipson and Paul Posluszny),-1.220,0.000
,,,,,,,"JAX challenged the first down ruling, and the original play was overturned.",,
4,6:55,,,,21,28,--,0.000,1.370
4,6:55,4,1,BUF 30,21,28,"Colton Schmidt punts 57 yards, returned by Bryan Walters for 14 yards (tackle by Jonathan Meeks)",-1.370,-0.740
4,6:44,1,10,JAX 27,21,28,Denard Robinson middle for 9 yards (tackle by Preston Brown),0.740,1.410
4,6:07,2,1,JAX 36,21,28,Blake Bortles pass incomplete deep right intended for Neal Sterling (defended by Nickell Robey-Coleman),1.410,0.700
4,6:00,3,1,JAX 36,21,28,Blake Bortles pass complete short right to Marqise Lee for 3 yards (tackle by Corey Graham),0.700,1.530
4,5:26,1,10,JAX 39,21,28,Blake Bortles left tackle for 15 yards (tackle by Zach Brown),1.530,2.520
4,4:50,1,10,BUF 46,21,28,Blake Bortles pass complete short left to Allen Robinson for no gain,2.520,1.980
4,4:15,2,10,BUF 46,21,28,Blake Bortles pass complete short middle to Ben Koyack for 6 yards (tackle by Preston Brown),1.980,2.080
4,3:38,3,4,BUF 40,21,28,Blake Bortles pass incomplete short left intended for Allen Robinson,2.080,0.590
4,3:33,4,4,BUF 40,21,28,"Penalty on Blake Bortles: Delay of Game, 5 yards (no play)",0.590,0.270
4,3:33,4,9,BUF 45,21,28,Blake Bortles pass complete short middle to Marqise Lee for 4 yards (tackle by Nickell Robey-Coleman),0.270,-1.730
4,3:25,1,10,BUF 42,21,28,--,1.730,0.000
4,3:19,,,,21,28,Timeout #2 by Jacksonville Jaguars,0.000,-1.590
4,3:18,2,7,BUF 45,21,28,LeSean McCoy right end for no gain (tackle by Myles Jack),1.590,0.000
4,3:09,,,,21,28,Timeout #3 by Jacksonville Jaguars,0.000,-0.890
4,3:09,3,7,BUF 45,21,28,Tyrod Taylor pass complete short right to Charles Clay for 7 yards (tackle by Jonathan Cyprien),0.890,2.390
4,2:25,1,10,JAX 48,21,28,Jonathan Williams middle for 1 yard (tackle by Paul Posluszny and Malik Jackson),2.390,1.980
4,2:00,2,9,JAX 47,21,28,Tyrod Taylor right guard for 2 yards (tackle by Telvin Smith),1.980,1.550
4,1:20,3,7,JAX 45,21,28,LeSean McCoy left end for 9 yards (tackle by Tashaun Gipson),1.550,3.180
4,0:39,1,10,JAX 36,21,28,Tyrod Taylor kneels for -1 yards,3.180,2.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
