0,1
Game Info,Game Info
Won Toss,Chiefs (deferred)
Won OT Toss,49ers
Roof,dome
Surface,grass
Duration,4:06
Attendance,61629
Vegas Line,San Francisco 49ers -2.0
Over/Under,47.5 (under)
Super Bowl MVP,Patrick Mahomes
