#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SFO 25,5,2:45,48,Fumble
2,1,10:16,SFO 24,4,3:48,16,Punt
3,1,3:53,SFO 17,10,4:05,46,Field Goal
4,2,11:59,SFO 8,4,2:43,21,Punt
5,2,7:49,SFO 33,8,3:26,67,Touchdown
6,2,0:20,SFO 25,1,0:20,6,End of Half
7,3,13:30,KAN 44,3,0:59,-1,Punt
8,3,10:45,SFO 36,3,1:43,-1,Punt
9,3,5:01,SFO 25,3,1:02,0,Punt
10,3,2:28,SFO 25,12,6:06,75,Touchdown
11,4,5:46,SFO 25,7,3:53,40,Field Goal
12,4,0:03,SFO 25,1,0:03,-1,End of Half
13,5,15:00,SFO 25,13,7:38,66,Field Goal
