Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Mike Edwards,KAN,0,7,5,71.4%,86,17.2,12.3,0,112.8,12.0,53,33,0,0,0,0.0,0,7,2,22.2%
Justin Reid,KAN,0,4,4,100.0%,40,10.0,10.0,0,108.3,4.8,19,21,1,0,0,0.5,1,9,2,18.2%
Nick Bolton,KAN,0,3,3,100.0%,46,15.3,15.3,1,158.3,0.7,2,44,9,0,2,0.0,2,13,0,0.0%
Trent McDuffie,KAN,0,8,3,37.5%,32,10.7,4.0,0,50.0,10.9,13,19,2,0,2,0.0,2,3,1,25.0%
Leo Chenal,KAN,0,3,3,100.0%,4,1.3,1.3,0,79.2,-3.0,-9,13,5,0,1,0.0,1,6,0,0.0%
L'Jarius Sneed,KAN,0,7,3,42.9%,31,10.3,4.4,1,95.8,6.0,11,20,0,0,0,0.0,0,3,1,25.0%
George Karlaftis III,KAN,0,1,1,100.0%,2,2.0,2.0,0,79.2,-2.0,-2,4,0,0,2,0.5,3,5,0,0.0%
Joshua Williams,KAN,0,1,1,100.0%,17,17.0,17.0,0,118.7,6.0,6,11,1,0,0,0.0,0,2,1,33.3%
Jaylen Watson,KAN,0,1,1,100.0%,18,18.0,18.0,0,118.7,17.0,17,1,1,0,0,0.0,0,2,0,0.0%
Chris Jones,KAN,0,0,0,,,,,,,,,,0,0,2,0.0,2,4,0,0.0%
Willie Gay Jr.,KAN,0,0,0,,,,,,,,,,2,0,0,0.0,0,4,0,0.0%
Chamarri Conner,KAN,0,2,0,0.0%,,,0.0,,39.6,30.5,,,0,0,0,0.0,0,2,1,33.3%
Drue Tranquill,KAN,0,0,0,,,,,,,,,,4,0,0,0.0,0,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Fred Warner,SFO,0,12,11,91.7%,91,8.3,7.6,0,98.3,2.4,18,73,2,0,0,0.0,0,13,1,7.1%
Oren Burks,SFO,0,7,7,100.0%,46,6.6,6.6,0,94.0,1.6,11,35,4,0,0,0.0,0,5,1,16.7%
Deommodore Lenoir,SFO,0,8,6,75.0%,42,7.0,5.3,0,86.5,8.5,16,26,0,0,0,0.0,0,8,0,0.0%
Logan Ryan,SFO,0,6,4,66.7%,37,9.3,6.2,1,122.9,5.8,12,25,3,0,0,0.0,0,7,0,0.0%
Tashaun Gipson,SFO,0,3,2,66.7%,32,16.0,10.7,1,141.7,16.7,30,2,1,0,0,0.0,0,5,1,16.7%
Ji'Ayir Brown,SFO,1,3,2,66.7%,77,38.5,25.7,0,70.1,29.3,68,9,0,0,0,0.0,0,11,0,0.0%
Dre Greenlaw,SFO,0,1,1,100.0%,1,1.0,1.0,0,79.2,-2.0,-2,3,0,0,0,0.0,0,3,0,0.0%
Randy Gregory,SFO,0,1,1,100.0%,7,7.0,7.0,0,95.8,-4.0,-4,11,1,0,0,0.0,0,1,0,0.0%
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,2,3,0.0,5,6,1,14.3%
Chase Young,SFO,0,0,0,,,,,,,,,,1,0,1,1.0,2,2,0,0.0%
Javon Hargrave,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,6,0,0.0%
Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,6,0,0.0%
Charvarius Ward,SFO,0,2,0,0.0%,,,0.0,,39.6,2.0,,,0,0,0,0.0,0,4,0,0.0%
