Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
1,2:56,2,7,CIN 49,0,0,BenJarvus Green-Ellis up the middle for 13 yards (tackle by Corey Liuget and Thomas Keiser),1.860,3.050
1,2:17,1,10,SDG 38,0,0,Andy Dalton pass complete short right to A.J. Green for 8 yards (tackle by Richard Marshall),3.050,3.590
1,1:44,2,2,SDG 30,0,0,Giovani Bernard up the middle for 5 yards (tackle by Cam Thomas),3.590,3.910
1,0:57,1,10,SDG 25,0,0,Andy Dalton pass incomplete short middle intended for Tyler Eifert,3.910,3.360
1,0:51,2,10,SDG 25,0,0,Giovani Bernard right tackle for 13 yards (tackle by Donald Butler and Richard Marshall),3.360,4.780
1,0:09,1,10,SDG 12,0,0,BenJarvus Green-Ellis left guard for 8 yards (tackle by Donald Butler),4.780,5.600
Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,SDG 4,6,0,"BenJarvus Green-Ellis right tackle for 4 yards, touchdown",5.600,7.000
2,15:00,,,SDG 2,7,0,Mike Nugent kicks extra point good,0.000,0.000
2,15:00,,,CIN 35,7,0,"Mike Nugent kicks off 59 yards, returned by Danny Woodhead for 16 yards (tackle by Shawn Williams)",0.000,-0.410
2,14:50,1,10,SDG 22,7,0,Philip Rivers pass incomplete short right intended for Antonio Gates,0.410,-0.130
2,14:44,2,10,SDG 22,7,0,Philip Rivers pass complete short left to Ryan Mathews for 17 yards,-0.130,1.530
2,14:12,1,10,SDG 39,7,0,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",1.530,1.200
2,13:59,1,15,SDG 34,7,0,Ryan Mathews up the middle for 1 yard (tackle by Vontaze Burfict),1.200,0.450
2,13:23,2,14,SDG 35,7,0,Philip Rivers pass complete deep middle to Vincent Brown for 16 yards (tackle by George Iloka),0.450,2.320
2,12:41,1,10,CIN 49,7,0,Ryan Mathews up the middle for no gain (tackle by Michael Johnson),2.320,1.780
2,12:09,2,10,CIN 49,7,0,Philip Rivers pass incomplete short right intended for Keenan Allen,1.780,1.090
2,12:03,3,10,CIN 49,7,0,Philip Rivers pass complete short left to Keenan Allen for 19 yards (tackle by Reggie Nelson),1.090,3.580
2,11:17,1,10,CIN 30,7,6,"Philip Rivers pass complete short middle to Ladarius Green for 30 yards, touchdown",3.580,7.000
2,11:17,,,CIN 2,7,7,Nick Novak kicks extra point good,0.000,0.000
2,11:17,,,SDG 35,7,7,"Nick Novak kicks off 68 yards, returned by Brandon Tate for 17 yards (tackle by Andrew Gachkar)",0.000,0.280
2,11:05,1,10,CIN 14,7,7,Andy Dalton pass incomplete short middle intended for Jermaine Gresham (defended by Manti Te'o),-0.280,-0.750
2,11:00,2,10,CIN 14,7,7,Giovani Bernard right end for -1 yards (tackle by Sean Lissemore),-0.750,-1.530
2,10:14,3,11,CIN 13,7,7,Andy Dalton pass incomplete short right intended for Giovani Bernard,-1.530,-2.490
2,10:09,4,11,CIN 13,7,7,"Kevin Huber punts 56 yards, returned by Keenan Allen for 7 yards (tackle by Vincent Rey). Penalty on Crezdon Butler: Offensive Holding, 10 yards, Penalty on Johnny Patrick: Illegal Block Above the Waist (Declined)",-2.490,-0.340
2,9:55,1,10,SDG 21,7,7,Ryan Mathews right end for 4 yards (tackle by Domata Peko and Vontaze Burfict),0.340,0.340
2,9:20,2,6,SDG 25,7,7,Philip Rivers pass complete short left to Antonio Gates for 3 yards (tackle by Rey Maualuga),0.340,0.040
2,8:41,3,3,SDG 28,7,7,Philip Rivers pass complete deep left to Keenan Allen for 22 yards,0.040,2.260
2,8:07,1,10,,7,7,Ryan Mathews left end for 4 yards (tackle by Vontaze Burfict),2.260,2.250
2,7:25,2,6,CIN 46,7,7,Ryan Mathews left end for 4 yards (tackle by Domata Peko),2.250,2.080
2,6:36,3,2,CIN 42,7,7,Philip Rivers pass incomplete short left intended for Vincent Brown,2.080,0.460
2,6:30,4,2,CIN 42,7,7,Mike Scifres punts 37 yards,0.460,0.380
2,6:23,1,10,CIN 5,7,7,BenJarvus Green-Ellis left tackle for 6 yards (tackle by Sean Lissemore and Marcus Gilchrist),-0.380,-0.340
2,5:49,2,4,CIN 11,7,7,BenJarvus Green-Ellis right tackle for 1 yard (tackle by Reggie Walker),-0.340,-0.600
2,5:11,3,3,CIN 12,7,7,Andrew Hawkins left end for 6 yards (tackle by Manti Te'o and Jahleel Addae),-0.600,0.040
2,4:27,1,10,CIN 18,7,7,Andy Dalton pass complete short right to A.J. Green for 17 yards (tackle by Marcus Gilchrist),0.040,1.270
2,3:50,1,10,CIN 35,7,7,Andy Dalton pass incomplete deep right intended for A.J. Green is intercepted by Eric Weddle at SDG-24 and returned for 21 yards (tackle by Giovani Bernard),1.270,-1.930
2,3:36,1,10,SDG 45,7,7,Ryan Mathews left end for 5 yards (tackle by Michael Johnson),1.930,2.060
2,2:57,2,5,,7,7,Philip Rivers pass complete short left to Ryan Mathews for 4 yards,2.060,1.880
2,2:12,3,1,CIN 46,7,7,Le'Ron McClain up the middle for 1 yard (tackle by Rey Maualuga and Vontaze Burfict),1.880,2.590
2,2:00,1,10,CIN 45,7,7,"Penalty on Ryan Mathews: False Start, 5 yards (no play)",2.590,2.260
2,2:00,1,15,,7,7,Philip Rivers pass incomplete short left intended for Ryan Mathews,2.260,1.370
2,1:57,2,15,,7,7,Philip Rivers pass complete short left to Ryan Mathews for 1 yard (tackle by Vontaze Burfict),1.370,0.830
2,1:07,3,14,CIN 49,7,7,Philip Rivers pass incomplete short middle intended for Danny Woodhead (defended by Wallace Gilberry),0.830,0.000
2,1:01,4,14,CIN 49,7,7,"Mike Scifres punts 35 yards, returned by Brandon Tate for 2 yards (tackle by Eric Weddle)",0.000,0.140
2,0:52,1,10,CIN 16,7,7,Giovani Bernard left end for no gain (tackle by Eric Weddle),-0.140,-0.660
2,0:45,2,10,CIN 16,7,7,Giovani Bernard up the middle for 1 yard (tackle by Tourek Williams and Kendall Reyes),-0.660,-0.660
2,0:38,2,10,CIN 16,7,7,Timeout #1 by San Diego Chargers,-0.660,-1.200
2,0:38,3,9,CIN 17,7,7,Andy Dalton pass complete short middle to Andrew Hawkins for 4 yards (tackle by Jahleel Addae and Reggie Walker),-1.200,-1.200
2,0:31,3,9,CIN 17,7,7,Timeout #2 by San Diego Chargers,-1.200,-1.960
2,0:31,4,5,CIN 21,7,7,"Kevin Huber punts 53 yards, fair catch by Keenan Allen",-1.960,-0.670
2,0:22,1,10,SDG 26,7,7,Danny Woodhead up the middle for 5 yards (tackle by Vontaze Burfict),0.670,0.810
Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,7,7,"Nick Novak kicks off 70 yards, returned by Brandon Tate for 26 yards (tackle by John Phillips)",0.000,-0.340
3,14:53,1,10,CIN 21,7,7,Giovani Bernard left end for 2 yards (tackle by Kendall Reyes),0.340,0.070
3,14:27,2,8,CIN 23,7,7,Andy Dalton pass complete short middle to Giovani Bernard for 9 yards (tackle by Tourek Williams and Donald Butler),0.070,1.070
3,13:53,1,10,CIN 32,7,7,Andy Dalton pass complete short left to Marvin Jones for 3 yards (tackle by Richard Marshall),1.070,0.930
3,13:15,2,7,CIN 35,7,7,Andy Dalton up the middle for 11 yards (tackle by Donald Butler),0.930,1.990
3,12:43,1,10,CIN 46,7,7,Giovani Bernard up the middle for -1 yards (tackle by Eric Weddle),1.990,1.320
3,12:01,2,11,CIN 45,7,7,Andy Dalton pass complete short middle to Marvin Jones for 9 yards (tackle by Shareece Wright),1.320,1.820
3,11:22,3,2,SDG 46,7,7,"Andy Dalton pass incomplete. Penalty on Andy Dalton: Intentional Grounding, 10 yards",1.820,-0.460
3,11:16,4,12,CIN 44,7,7,"Kevin Huber punts 38 yards, fair catch by Keenan Allen",-0.460,-0.040
3,11:07,1,10,SDG 18,7,7,Ryan Mathews up the middle for 13 yards (tackle by Reggie Nelson),0.040,1.000
3,10:41,1,10,SDG 31,7,7,Ryan Mathews up the middle for 3 yards (tackle by Vontaze Burfict),1.000,0.870
3,10:04,2,7,SDG 34,7,7,Philip Rivers pass complete short right to Ladarius Green for 15 yards (tackle by Reggie Nelson),0.870,2.190
3,9:21,1,10,SDG 49,7,7,Philip Rivers pass complete short left to Keenan Allen for 6 yards,2.190,2.460
3,8:41,2,4,CIN 45,7,7,Philip Rivers pass complete short right to Antonio Gates for 11 yards (tackle by Reggie Nelson),2.460,3.310
3,8:01,1,10,CIN 34,7,7,Philip Rivers pass incomplete short right intended for Ladarius Green,3.310,2.770
3,7:54,2,10,CIN 34,7,7,Danny Woodhead up the middle for 4 yards (tackle by Rey Maualuga),2.770,2.610
3,7:14,3,6,CIN 30,7,7,Philip Rivers pass incomplete short middle intended for Antonio Gates is intercepted by Dre Kirkpatrick at CIN-25,2.610,-0.610
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
3,7:03,1,10,CIN 25,7,7,Andy Dalton pass incomplete deep middle intended for Jermaine Gresham,0.610,0.060
3,6:58,2,10,CIN 25,7,7,Giovani Bernard left end for 8 yards (tackle by Eric Weddle),0.060,0.430
3,6:13,3,2,CIN 33,7,7,Giovani Bernard left end for 3 yards (tackle by Lawrence Guy),0.430,1.330
3,5:31,1,10,CIN 36,7,7,Andy Dalton pass complete short left to Tyler Eifert for 9 yards (tackle by Richard Marshall),1.330,2.010
3,4:51,2,1,CIN 45,7,7,BenJarvus Green-Ellis up the middle for no gain (tackle by Donald Butler and Lawrence Guy),2.010,1.290
3,4:10,3,1,CIN 45,7,7,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Reggie Walker),1.290,2.060
3,3:34,1,10,CIN 47,7,7,Andy Dalton pass complete short left to Andrew Hawkins for 11 yards (tackle by Donald Butler),2.060,2.790
3,2:57,1,10,SDG 42,7,7,Giovani Bernard up the middle for 19 yards (tackle by Marcus Gilchrist),2.790,4.040
3,2:27,1,10,SDG 23,7,7,Giovani Bernard up the middle for 2 yards (tackle by Donald Butler),4.040,3.770
3,1:47,2,8,SDG 21,13,7,"Andy Dalton pass complete deep middle to A.J. Green for 21 yards, touchdown",3.770,7.000
3,1:47,,,SDG 2,14,7,Mike Nugent kicks extra point good,0.000,0.000
3,1:47,,,CIN 35,14,7,"Mike Nugent kicks off 67 yards, returned by Lavelle Hawkins for 20 yards (tackle by Shawn Williams)",0.000,-0.040
3,1:35,1,10,SDG 18,14,7,Philip Rivers pass complete short right to Ryan Mathews for 4 yards (tackle by Vontaze Burfict),0.040,0.140
3,1:06,2,6,SDG 22,14,7,Ryan Mathews right end for 1 yard (tackle by Rey Maualuga),0.140,-0.530
3,0:25,3,5,SDG 23,14,7,Philip Rivers pass complete short right to Keenan Allen for 15 yards (tackle by Terence Newman),-0.530,1.470
3,0:03,1,10,SDG 38,14,7,Danny Woodhead up the middle for 7 yards (tackle by Carlos Dunlap),1.470,1.870
Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,SDG 45,14,7,Danny Woodhead up the middle for 1 yard (tackle by Rey Maualuga),1.870,1.290
4,14:21,3,2,SDG 46,14,7,Philip Rivers pass complete short middle to Danny Woodhead for 4 yards (tackle by Vincent Rey),1.290,2.260
4,13:44,1,10,,14,7,Philip Rivers pass complete short middle to Keenan Allen for 11 yards (tackle by Reggie Nelson),2.260,2.980
4,13:08,1,10,CIN 39,14,7,Philip Rivers pass incomplete deep right intended for Keenan Allen,2.980,2.440
4,13:02,2,10,CIN 39,14,7,Philip Rivers pass incomplete deep right intended for Ladarius Green,2.440,1.750
4,12:57,3,10,CIN 39,14,7,Philip Rivers pass incomplete short left intended for Ladarius Green,1.750,0.660
4,12:51,4,10,CIN 39,14,7,"Mike Scifres punts 29 yards, fair catch by Brandon Tate",0.660,0.380
4,12:43,1,10,CIN 10,14,7,"BenJarvus Green-Ellis up the middle for no gain (tackle by Manti Te'o). Penalty on Mike Pollak: Offensive Holding, 5 yards (no play)",-0.380,-0.570
4,12:22,1,15,CIN 5,14,7,Andy Dalton pass complete short left to A.J. Green for 9 yards (tackle by Kendall Reyes),-0.570,-0.460
4,11:36,2,6,CIN 14,14,7,BenJarvus Green-Ellis right guard for 4 yards (tackle by Sean Lissemore),-0.460,-0.480
4,10:48,3,2,CIN 18,14,7,Andy Dalton pass complete short middle to Andrew Hawkins for 50 yards (tackle by Marcus Gilchrist),-0.480,3.450
4,10:15,1,10,SDG 32,14,7,BenJarvus Green-Ellis up the middle for 4 yards (tackle by Donald Butler),3.450,3.440
4,9:31,2,6,SDG 28,14,7,Andy Dalton pass incomplete short left intended for Mohamed Sanu,3.440,3.440
4,9:26,2,6,SDG 28,14,7,Timeout #1 by Cincinnati Bengals,3.440,2.740
4,9:26,3,6,SDG 28,14,7,Andy Dalton pass incomplete deep right intended for Marvin Jones (defended by Richard Marshall),2.740,1.610
4,9:20,4,6,SDG 28,17,7,Mike Nugent 46 yard field goal good,1.610,3.000
4,9:20,,,CIN 35,17,7,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,9:16,1,10,SDG 20,17,7,"Philip Rivers pass complete short left to Ryan Mathews for no gain. Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,8:53,1,20,SDG 10,17,7,Philip Rivers pass complete short right to Ryan Mathews for 5 yards (tackle by Vontaze Burfict),-0.760,-1.070
4,8:24,2,15,SDG 15,17,7,"Philip Rivers pass complete short left to Keenan Allen for 14 yards (tackle by George Iloka). Keenan Allen fumbles (forced by George Iloka), recovered by Vincent Rey at SDG-34",-1.070,-3.310
,,,,,,,"CIN challenged the ruling, and the original play was overturned.",,
4,8:17,1,10,SDG 34,17,7,BenJarvus Green-Ellis right tackle for 4 yards (tackle by Reggie Walker),3.310,3.310
4,7:41,2,6,SDG 30,17,7,BenJarvus Green-Ellis up the middle for 5 yards (tackle by Manti Te'o and Richard Marshall),3.310,3.270
4,7:00,3,1,SDG 25,17,7,"BenJarvus Green-Ellis up the middle for 5 yards (tackle by Marcus Gilchrist). BenJarvus Green-Ellis fumbles (forced by Marcus Gilchrist), recovered by Eric Weddle at SDG-16 and returned for 27 yards (tackle by Andy Dalton)",3.270,-1.800
4,6:50,1,10,SDG 43,17,7,Danny Woodhead up the middle for 3 yards (tackle by Michael Johnson),1.800,1.660
4,6:23,2,7,SDG 46,17,7,Philip Rivers pass complete short left to Keenan Allen for 13 yards (tackle by Chris Crocker),1.660,2.850
4,5:47,1,10,CIN 41,17,7,Philip Rivers pass complete short left to Danny Woodhead for 9 yards (tackle by Vontaze Burfict),2.850,3.520
4,5:21,2,1,CIN 32,17,7,Danny Woodhead right guard for 2 yards (tackle by Vontaze Burfict),3.520,3.580
4,5:05,1,10,CIN 30,17,7,Philip Rivers pass incomplete (defended by Devon Still),3.580,3.030
4,4:59,2,10,CIN 30,17,7,Philip Rivers pass incomplete short left intended for Antonio Gates,3.030,2.340
4,4:54,3,10,CIN 30,17,7,Philip Rivers pass incomplete short left intended for Antonio Gates (defended by Chris Crocker),2.340,1.410
4,4:48,4,10,CIN 30,17,10,"Nick Novak 48 yard field goal good. Penalty on Johnnie Troutman: Personal Foul, 15 yards",1.410,3.000
4,4:48,,,SDG 20,17,10,"Nick Novak kicks off 70 yards, returned by Brandon Tate for 24 yards (tackle by Andrew Gachkar)",0.000,-1.200
4,4:35,1,10,CIN 34,17,10,Andy Dalton pass complete deep right to A.J. Green for 28 yards (tackle by Eric Weddle),1.200,3.050
4,4:30,1,10,SDG 38,17,10,Giovani Bernard right end for -1 yards (tackle by Reggie Walker and Sean Lissemore),3.050,2.370
4,3:52,2,11,SDG 39,17,10,Giovani Bernard right tackle for 9 yards (tackle by Reggie Walker),2.370,2.870
4,3:08,3,2,SDG 30,17,10,BenJarvus Green-Ellis right tackle for 2 yards (tackle by Donald Butler),2.870,2.870
4,3:02,3,2,SDG 30,17,10,Timeout #1 by San Diego Chargers,2.870,3.710
4,3:02,1,10,SDG 28,17,10,BenJarvus Green-Ellis up the middle for 6 yards (tackle by Lawrence Guy),3.710,3.710
4,2:57,1,10,SDG 28,17,10,Timeout #2 by San Diego Chargers,3.710,3.980
4,2:57,2,4,SDG 22,17,10,BenJarvus Green-Ellis up the middle for 8 yards (tackle by Richard Marshall),3.980,3.980
4,2:50,2,4,SDG 22,17,10,Timeout #3 by San Diego Chargers,3.980,4.650
4,2:50,1,10,SDG 14,17,10,BenJarvus Green-Ellis right end for 6 yards (tackle by Richard Marshall),4.650,5.090
4,2:09,2,4,SDG 8,17,10,BenJarvus Green-Ellis up the middle for no gain (tackle by Corey Liuget and Eric Weddle),5.090,4.280
4,1:59,3,4,SDG 8,17,10,BenJarvus Green-Ellis right end for 5 yards (tackle by Eric Weddle),4.280,6.510
4,1:15,1,3,SDG 3,17,10,Andy Dalton kneels for -1 yards,6.510,5.340
4,0:38,2,4,SDG 4,17,10,Andy Dalton kneels for -1 yards,5.340,4.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
