Quarter,Time,Down,ToGo,Location,SDG,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss and deferred, Cardinals to receive the opening kickoff.",,
1,15:00,,,SDG 35,0,0,"Nick Novak kicks off 71 yards, returned by Ted Ginn for 21 yards (tackle by Seyi Ajirotutu)",0.000,0.220
1,14:56,1,10,ARI 15,0,0,Andre Ellington up the middle for no gain (tackle by Corey Liuget),-0.220,-0.710
1,14:22,2,10,ARI 15,0,0,Carson Palmer pass complete short left to Jonathan Dwyer for 5 yards (tackle by Brandon Flowers),-0.710,-0.760
1,13:38,3,5,ARI 20,0,0,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",-0.760,-1.370
1,13:23,3,10,ARI 15,0,0,Carson Palmer pass complete deep right to John Carlson for 20 yards (tackle by Shareece Wright),-1.370,1.270
1,12:46,1,10,ARI 35,0,0,Carson Palmer pass incomplete short right intended for John Brown,1.270,0.720
1,12:43,2,10,ARI 35,0,0,Carson Palmer pass incomplete deep middle intended for Ted Ginn,0.720,0.040
1,12:36,3,10,ARI 35,0,0,Carson Palmer pass incomplete short left intended for Michael Floyd (defended by Eric Weddle),0.040,-1.040
1,12:31,4,10,ARI 35,0,0,"Drew Butler punts 55 yards, returned by Eddie Royal for 12 yards (tackle by Deone Bucannon)",-1.040,-0.410
1,12:20,1,10,SDG 22,0,0,Ryan Mathews right tackle for no gain (tackle by Larry Foote),0.410,-0.130
1,11:38,2,10,SDG 22,0,0,Philip Rivers pass complete short middle to Antonio Gates for 6 yards (tackle by Deone Bucannon),-0.130,-0.030
1,10:54,3,4,SDG 28,0,0,Philip Rivers pass complete short middle to Antonio Gates for 12 yards (tackle by Tony Jefferson),-0.030,1.600
1,10:28,1,10,SDG 40,0,0,Donald Brown up the middle for 2 yards (tackle by Larry Foote),1.600,1.320
1,9:46,2,8,SDG 42,0,0,"Penalty on Johnnie Troutman: False Start, 5 yards (no play)",1.320,0.650
1,9:29,2,13,SDG 37,0,0,Philip Rivers pass complete short middle to Keenan Allen for 3 yards (tackle by Deone Bucannon),0.650,0.370
1,8:44,3,10,SDG 40,0,0,Philip Rivers pass incomplete deep right intended for Antonio Gates (defended by Jerraud Powers),0.370,-0.720
,,,,,,,"ARI challenged the incomplete pass ruling, and the play was upheld.",,
1,8:39,4,10,SDG 40,0,0,"Mike Scifres punts 52 yards, fair catch by Ted Ginn",-0.720,0.380
1,8:32,1,10,ARI 8,0,0,"Penalty on Jared Veldheer: False Start, 4 yards (no play)",-0.380,-0.530
1,8:32,1,14,ARI 4,0,0,Carson Palmer pass complete deep middle to Michael Floyd for 63 yards (tackle by Shareece Wright),-0.530,3.380
1,7:47,1,10,SDG 33,0,0,Andre Ellington up the middle for 5 yards (tackle by Melvin Ingram),3.380,3.510
1,7:05,2,5,SDG 28,0,0,"Andre Ellington right tackle for no gain (tackle by Marcus Gilchrist). Andre Ellington fumbles (forced by Marcus Gilchrist), recovered by Donald Butler at SDG-28 (tackle by Bobby Massie)",3.510,-0.810
,,,,,,,"SDG challenged the loose ball recovery ruling, and the original play was overturned.",,
1,6:57,1,10,SDG 28,0,0,Ryan Mathews up the middle for 4 yards (tackle by Tommy Kelly),0.810,0.800
1,6:12,2,6,SDG 32,0,0,Philip Rivers pass incomplete deep right intended for Keenan Allen,0.800,0.100
1,6:05,3,6,SDG 32,0,0,Philip Rivers pass complete short left to Eddie Royal for 20 yards (tackle by Rashad Johnson),0.100,2.390
1,5:41,1,10,ARI 48,0,0,Philip Rivers pass complete short left to Malcom Floyd for 5 yards (tackle by Antonio Cromartie),2.390,2.520
1,5:06,2,5,ARI 43,0,0,Ryan Mathews right tackle for -4 yards (tackle by Larry Foote),2.520,1.290
1,4:23,3,9,ARI 47,0,0,Philip Rivers pass incomplete short left intended for Eddie Royal,1.290,0.130
1,4:18,4,9,ARI 47,0,0,"Mike Scifres punts 47 yards, touchback",0.130,-0.280
1,4:08,1,10,ARI 20,0,0,Carson Palmer pass complete deep right to John Brown for 16 yards (tackle by Jason Verrett),0.280,1.330
1,3:37,1,10,ARI 36,0,0,Jonathan Dwyer up the middle for 4 yards (tackle by Eric Weddle),1.330,1.330
1,3:00,2,6,ARI 40,0,0,Michael Floyd left end for 2 yards (tackle by Shareece Wright),1.330,0.890
1,2:16,3,4,ARI 42,0,0,"Carson Palmer pass incomplete short left intended for Ted Ginn (defended by Jason Verrett). Penalty on Marcus Gilchrist: Defensive Holding, 5 yards (no play)",0.890,2.060
1,2:12,1,10,ARI 47,0,0,Carson Palmer pass incomplete short right intended for Rob Housler (defended by Eric Weddle),2.060,1.520
1,2:03,2,10,ARI 47,0,0,Carson Palmer pass incomplete short left intended for John Brown (defended by Jason Verrett),1.520,0.830
1,1:56,3,10,ARI 47,0,0,Carson Palmer pass incomplete deep right intended for Michael Floyd,0.830,-0.260
1,1:51,4,10,ARI 47,0,0,"Drew Butler punts 53 yards, touchback",-0.260,-0.280
1,1:41,1,10,SDG 20,0,0,Danny Woodhead up the middle for 5 yards (tackle by Larry Foote),0.280,0.410
1,1:06,2,5,SDG 25,0,0,Danny Woodhead right tackle for 1 yard (tackle by Dan Williams),0.410,-0.160
1,0:22,3,4,SDG 26,0,0,Philip Rivers pass incomplete short left intended for Eddie Royal,-0.160,-1.630
1,0:18,4,4,SDG 26,0,0,"Mike Scifres punts 40 yards, fair catch by Ted Ginn",-1.630,-1.200
1,0:10,1,10,ARI 34,0,0,Andre Ellington up the middle for 1 yard (tackle by Corey Liuget),1.200,0.790
Quarter,Time,Down,ToGo,Location,SDG,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,ARI 35,0,0,Andre Ellington up the middle for 13 yards (tackle by Eric Weddle and Marcus Gilchrist),0.790,2.130
2,14:24,1,10,ARI 48,0,0,"Carson Palmer pass complete deep right to Michael Floyd for 29 yards (tackle by Brandon Flowers). Penalty on Melvin Ingram: Roughing the Passer, 12 yards",2.130,4.840
2,14:07,1,10,SDG 11,0,0,Jonathan Dwyer up the middle for 2 yards (tackle by Tenny Palepoi),4.840,4.510
2,13:26,2,8,SDG 9,0,0,Carson Palmer pass complete short right to Andre Ellington for 5 yards (tackle by Melvin Ingram),4.510,4.670
2,12:51,3,3,SDG 4,0,0,Carson Palmer pass incomplete short left intended for John Brown,4.670,3.030
2,12:47,4,3,SDG 4,0,3,Chandler Catanzaro 22 yard field goal good,3.030,3.000
2,12:47,,,ARI 35,0,3,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,12:42,1,10,SDG 20,0,3,Philip Rivers pass complete short left to Ryan Mathews for 8 yards (tackle by Larry Foote),0.280,0.810
2,12:05,2,2,SDG 28,0,3,Ryan Mathews up the middle for 1 yard (tackle by Kevin Minter),0.810,0.810
2,11:27,2,2,SDG 28,0,3,Timeout #1 by San Diego Chargers,0.810,0.230
2,11:27,3,1,SDG 29,0,3,Ryan Mathews up the middle for 1 yard (tackle by Antonio Cromartie and Ed Stinson),0.230,0.940
2,10:32,1,10,SDG 30,0,3,Philip Rivers pass incomplete deep middle intended for Malcom Floyd,0.940,0.390
2,10:25,2,10,SDG 30,0,3,Donald Brown up the middle for -4 yards (tackle by Larry Foote),0.390,-0.820
2,9:42,3,14,SDG 26,0,3,Philip Rivers pass incomplete short left intended for Malcom Floyd (defended by Antonio Cromartie),-0.820,-1.630
2,9:37,4,14,SDG 26,0,3,"Mike Scifres punts 41 yards, fair catch by Ted Ginn",-1.630,-1.140
2,9:29,1,10,ARI 33,0,3,Carson Palmer pass complete short left to Michael Floyd for 2 yards (tackle by Brandon Flowers),1.140,0.860
2,8:55,2,8,ARI 35,0,3,Carson Palmer sacked by Corey Liuget for -6 yards,0.860,-0.620
2,8:09,3,14,ARI 29,0,3,Carson Palmer left tackle for 11 yards (tackle by Eric Weddle),-0.620,-0.720
2,7:29,4,3,ARI 40,0,3,"Drew Butler punts, blocked by Jeremiah Attaochu",-0.720,-4.440
2,7:18,1,10,ARI 17,0,3,Eddie Royal right end for 2 yards (tackle by Tony Jefferson),4.440,4.150
2,6:54,2,8,ARI 15,0,3,Ryan Mathews up the middle for 2 yards (tackle by Tony Jefferson),4.150,3.680
2,6:10,3,6,ARI 13,0,3,Philip Rivers pass incomplete short middle intended for Keenan Allen (defended by Thomas Keiser),3.680,2.590
2,6:10,4,6,ARI 13,0,3,"Penalty on Mike Scifres: Delay of Game, 5 yards (no play)",2.590,2.250
2,6:05,4,11,ARI 18,3,3,Nick Novak 36 yard field goal good,2.250,3.000
2,6:05,,,SDG 35,3,3,"Nick Novak kicks off 68 yards, returned by Ted Ginn for 18 yards (tackle by Jeremiah Attaochu)",0.000,0.220
2,5:56,1,10,ARI 15,3,3,"Carson Palmer pass incomplete deep left intended for Michael Floyd. Penalty on Shareece Wright: Defensive Pass Interference, 15 yards (no play)",-0.220,0.940
2,5:46,1,10,ARI 30,3,3,Jonathan Dwyer right tackle for 1 yard (tackle by Shareece Wright),0.940,0.530
2,5:08,2,9,ARI 31,3,3,Carson Palmer pass complete short left to Jonathan Dwyer for 3 yards (tackle by Jarret Johnson),0.530,0.230
2,4:18,3,6,ARI 34,3,3,Carson Palmer pass complete short right to Andre Ellington for 5 yards (tackle by Shareece Wright),0.230,0.230
2,3:30,3,6,ARI 34,3,3,Timeout #2 by San Diego Chargers,0.230,-0.780
2,3:30,4,1,ARI 39,3,3,"Drew Butler punts 61 yards, touchback",-0.780,-0.280
2,3:22,1,10,SDG 20,3,3,Philip Rivers pass complete short left to Keenan Allen for 4 yards (tackle by Antonio Cromartie),0.280,0.270
2,2:57,2,6,SDG 24,3,3,Ryan Mathews up the middle for 8 yards (tackle by Tony Jefferson and Rashad Johnson),0.270,1.070
2,2:25,1,10,SDG 32,3,3,Philip Rivers pass incomplete short middle intended for Antonio Gates,1.070,0.530
2,2:17,2,10,SDG 32,3,3,Philip Rivers pass complete short right to Ryan Mathews for 12 yards (tackle by Deone Bucannon),0.530,1.860
2,2:00,1,10,SDG 44,3,3,Philip Rivers pass complete short right to Danny Woodhead for 6 yards (tackle by Larry Foote),1.860,2.130
2,1:27,2,4,,3,3,Philip Rivers left tackle for 10 yards (tackle by Jerraud Powers),2.130,2.920
2,0:57,1,10,ARI 40,3,3,Philip Rivers pass incomplete short right intended for Antonio Gates,2.920,2.370
2,0:53,2,10,ARI 40,3,3,Philip Rivers pass complete short left to Antonio Gates for 4 yards (tackle by Tony Jefferson),2.370,2.210
2,0:22,3,6,ARI 36,3,3,Philip Rivers pass incomplete short middle intended for Eddie Royal is intercepted by Jerraud Powers at ARI-32 and returned for 12 yards,2.210,-1.860
2,0:16,1,10,ARI 44,3,3,Carson Palmer pass complete short right to Andre Ellington for 5 yards (tackle by Jason Verrett),1.860,1.990
2,0:11,2,5,ARI 49,3,3,Carson Palmer pass complete deep middle to Ted Ginn for 25 yards (tackle by Richard Marshall),1.990,1.990
2,0:04,2,5,ARI 49,3,3,Timeout #2 by Arizona Cardinals,1.990,3.840
2,0:04,1,10,SDG 26,3,6,Chandler Catanzaro 44 yard field goal good. Penalty on Melvin Ingram: Defensive Holding (Declined),3.840,3.000
Quarter,Time,Down,ToGo,Location,SDG,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,3,6,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SDG 20,3,6,Philip Rivers pass complete short middle to Antonio Gates for 17 yards (tackle by Jerraud Powers). Penalty on Antonio Cromartie: Illegal Use of Hands (Declined),0.280,1.400
3,14:36,1,10,SDG 37,3,6,Ryan Mathews right end for -1 yards (tackle by Deone Bucannon),1.400,0.720
3,13:59,2,11,SDG 36,3,6,Philip Rivers pass complete short middle to Malcom Floyd for 7 yards (tackle by Larry Foote),0.720,0.960
3,13:27,3,4,SDG 43,3,6,Philip Rivers pass complete deep right to Malcom Floyd for 32 yards,0.960,3.910
3,12:53,1,10,ARI 25,3,6,Philip Rivers pass complete deep middle to Ladarius Green for 20 yards (tackle by Rashad Johnson),3.910,6.060
3,12:29,1,5,ARI 5,3,6,Danny Woodhead right tackle for -1 yards (tackle by Tony Jefferson),6.060,4.950
3,11:43,2,6,ARI 6,9,6,"Philip Rivers pass complete short middle to Malcom Floyd for 6 yards, touchdown",4.950,7.000
3,11:43,,,ARI 2,10,6,Nick Novak kicks extra point good,0.000,0.000
3,11:43,,,SDG 35,10,6,"Nick Novak kicks off 67 yards, returned by Ted Ginn for 10 yards (tackle by Kavell Conner)",0.000,0.380
3,11:32,1,10,ARI 8,10,6,Andre Ellington right end for no gain (tackle by Manti Te'o),-0.380,-0.780
3,10:51,2,10,ARI 8,10,6,Carson Palmer for 7 yards (tackle by Brandon Flowers),-0.780,-0.600
3,10:09,3,3,ARI 15,10,6,Carson Palmer pass complete short right to Jaron Brown for 6 yards (tackle by Richard Marshall),-0.600,0.340
3,9:31,1,10,ARI 21,10,6,Andre Ellington up the middle for 4 yards (tackle by Sean Lissemore),0.340,0.340
3,8:51,2,6,ARI 25,10,6,Carson Palmer pass complete short right to Robert Hughes for 7 yards (tackle by Brandon Flowers),0.340,1.070
