Quarter,Time,Down,ToGo,Location,SDG,ARI,Detail,EPB,EPA
3,8:12,1,10,ARI 32,10,6,Andre Ellington up the middle for no gain (tackle by Kendall Reyes),1.070,0.530
3,7:35,2,10,ARI 32,10,6,Andre Ellington right tackle for 1 yard (tackle by Jeremiah Attaochu),0.530,-0.030
3,6:51,3,9,ARI 33,10,6,"Carson Palmer sacked by Jeremiah Attaochu for -8 yards. Carson Palmer fumbles (forced by Jeremiah Attaochu), recovered by Dwight Freeney at ARI-29 (tackle by Ted Larsen)",-0.030,-3.640
3,6:43,1,10,ARI 29,10,6,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Kevin Minter),3.640,4.320
3,6:17,2,1,ARI 20,10,6,Ryan Mathews up the middle for no gain (tackle by Matt Shaughnessy),4.320,3.600
3,5:33,3,1,ARI 20,16,6,"Ryan Mathews left tackle for 20 yards, touchdown",3.600,7.000
3,5:33,,,ARI 2,17,6,Nick Novak kicks extra point good,0.000,0.000
3,5:33,,,SDG 35,17,6,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,5:26,1,10,ARI 20,17,6,Carson Palmer pass complete short left to Andre Ellington for 1 yard (tackle by Brandon Flowers),0.280,-0.130
3,4:44,2,9,ARI 21,17,6,Andre Ellington right end for 5 yards (tackle by Manti Te'o and Jason Verrett),-0.130,-0.130
3,4:02,2,9,ARI 21,17,6,Timeout #1 by Arizona Cardinals,-0.130,-0.160
3,4:02,3,4,ARI 26,17,6,"Penalty on Bobby Massie: False Start, 5 yards (no play)",-0.160,-0.820
3,4:02,3,9,ARI 21,17,6,Carson Palmer pass incomplete,-0.820,-1.960
3,3:54,4,9,ARI 21,17,6,"Drew Butler punts 49 yards, returned by Eddie Royal for 5 yards (tackle by Justin Bethel)",-1.960,-1.270
3,3:44,1,10,SDG 35,17,6,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Rashad Johnson),1.270,1.940
3,3:10,2,1,SDG 44,17,6,Danny Woodhead left tackle for -2 yards (tackle by Tommy Kelly),1.940,0.960
3,2:29,3,3,SDG 42,17,6,Philip Rivers pass incomplete short middle intended for Antonio Gates,0.960,-0.590
3,2:24,4,3,SDG 42,17,6,"Mike Scifres punts 22 yards, out of bounds",-0.590,-1.330
3,2:13,1,10,ARI 36,17,6,Carson Palmer pass incomplete deep middle intended for Rob Housler (defended by Marcus Gilchrist),1.330,0.790
3,2:09,2,10,ARI 36,17,6,Carson Palmer pass complete deep middle to Rob Housler for 16 yards (tackle by Donald Butler),0.790,2.390
3,1:31,1,10,SDG 48,17,6,Andre Ellington up the middle for 7 yards (tackle by Eric Weddle),2.390,2.790
3,0:53,2,3,SDG 41,17,6,Carson Palmer pass complete short right to Andre Ellington for 11 yards (tackle by Manti Te'o),2.790,3.580
3,0:14,1,10,SDG 30,17,6,Andre Ellington right end for -1 yards (tackle by Manti Te'o),3.580,2.900
Quarter,Time,Down,ToGo,Location,SDG,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,SDG 31,17,6,"Carson Palmer pass incomplete deep right intended for John Carlson. Penalty on Richard Marshall: Defensive Holding, 5 yards (no play)",2.900,3.840
4,14:55,1,10,SDG 26,17,6,Stepfan Taylor up the middle for 5 yards (tackle by Corey Liuget),3.840,3.970
4,14:14,2,5,SDG 21,17,6,Carson Palmer pass complete short middle to Stepfan Taylor for 11 yards (tackle by Manti Te'o and Melvin Ingram),3.970,4.910
4,13:30,1,10,SDG 10,17,6,Carson Palmer pass complete short right to Stepfan Taylor for 5 yards (tackle by Jarret Johnson and Richard Marshall),4.910,5.150
4,12:43,2,5,SDG 5,17,6,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,5.150,4.260
4,12:38,3,5,SDG 5,17,12,"Carson Palmer pass complete short right to Stepfan Taylor for 5 yards, touchdown",4.260,7.000
4,12:38,,,,17,12,"Two Point Attempt: Jonathan Dwyer right tackle, conversion fails",0.000,-1.000
4,12:38,,,ARI 35,17,12,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
4,12:30,1,10,SDG 20,17,12,Ryan Mathews left end for 11 yards (tackle by Kevin Minter),0.280,1.000
4,11:51,1,10,SDG 31,17,12,Ryan Mathews up the middle for -2 yards (tackle by Matt Shaughnessy),1.000,0.190
4,11:08,2,12,SDG 29,17,12,Philip Rivers pass complete short middle to Ladarius Green for 4 yards (tackle by Rashad Johnson),0.190,0.040
4,10:23,3,8,SDG 33,17,12,"Philip Rivers pass incomplete short right intended for Antonio Gates is intercepted by Tony Jefferson at SDG-41 and returned for 1 yard. Penalty on Tony Jefferson: Defensive Holding, 5 yards (no play)",0.040,1.470
4,10:17,1,10,SDG 38,17,12,Eddie Royal left end for -3 yards (tackle by Sam Acho),1.470,0.520
4,9:35,2,13,SDG 35,17,12,Philip Rivers pass incomplete deep right intended for Eddie Royal,0.520,0.520
4,9:29,2,13,SDG 35,17,12,Timeout #1 by San Diego Chargers,0.520,-0.160
4,9:29,3,13,SDG 35,17,12,Philip Rivers pass complete deep left to Antonio Gates for 34 yards (tackle by Tony Jefferson),-0.160,3.510
4,8:52,1,10,ARI 31,17,12,Danny Woodhead up the middle for 1 yard (tackle by Tony Jefferson),3.510,3.100
4,8:18,2,9,ARI 30,17,12,Danny Woodhead up the middle for 1 yard (tackle by Dan Williams),3.100,2.540
4,7:34,3,8,ARI 29,17,12,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Philip Rivers at ARI-43",2.540,0.400
4,6:58,4,22,ARI 43,17,12,"Mike Scifres punts 34 yards, fair catch by Ted Ginn",0.400,0.380
4,6:50,1,10,ARI 9,17,12,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,-0.380,-0.780
4,6:46,2,10,ARI 9,17,12,"Penalty on Ted Larsen: False Start, 4 yards (no play)",-0.780,-1.070
4,6:46,2,14,ARI 5,17,12,Carson Palmer pass complete short right to Ted Ginn for 4 yards (tackle by Jason Verrett),-1.070,-1.420
4,6:10,3,10,ARI 9,17,12,Carson Palmer for 12 yards (tackle by Marcus Gilchrist),-1.420,0.340
4,5:33,1,10,ARI 21,17,12,Carson Palmer pass complete short right to Michael Floyd for 9 yards (tackle by Shareece Wright),0.340,1.020
4,5:00,2,1,ARI 30,17,12,Andre Ellington up the middle for 18 yards (tackle by Jeremiah Attaochu),1.020,2.130
4,4:16,1,10,ARI 48,17,12,Carson Palmer pass incomplete short left intended for Jonathan Dwyer,2.130,1.580
4,4:11,2,10,ARI 48,17,12,Carson Palmer pass complete deep right to Larry Fitzgerald for 22 yards,1.580,3.580
4,4:04,1,10,SDG 30,17,12,Jonathan Dwyer up the middle for 1 yard (tackle by Corey Liuget and Jarret Johnson),3.580,3.170
4,3:22,2,9,SDG 29,17,12,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,3.170,2.480
4,3:17,3,9,SDG 29,17,12,Carson Palmer pass complete deep middle to Michael Floyd for 16 yards (tackle by Shareece Wright),2.480,4.710
4,2:32,1,10,SDG 13,17,18,"Carson Palmer pass complete short left to John Brown for 13 yards, touchdown",4.710,7.000
4,2:32,,,,17,18,"Two Point Attempt: Carson Palmer pass incomplete intended for Larry Fitzgerald, conversion fails",0.000,-1.000
4,2:32,,,ARI 35,17,18,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
4,2:25,1,10,SDG 20,17,18,Philip Rivers pass complete short middle to Keenan Allen for 12 yards (tackle by Patrick Peterson),0.280,1.070
4,2:18,1,10,SDG 32,17,18,Philip Rivers pass complete short right to Antonio Gates for 8 yards (tackle by Sam Acho),1.070,1.610
4,2:00,2,2,SDG 40,17,18,Philip Rivers pass incomplete short middle intended for Eddie Royal,1.610,0.890
4,1:56,3,2,SDG 40,17,18,Philip Rivers pass incomplete short right intended for Keenan Allen,0.890,0.890
4,1:53,3,2,SDG 40,17,18,Timeout #2 by San Diego Chargers,0.890,-0.720
4,1:53,4,2,SDG 40,17,18,Philip Rivers pass incomplete short middle intended for Keenan Allen (defended by Larry Foote),-0.720,-2.920
4,1:49,1,10,SDG 40,17,18,Jonathan Dwyer up the middle for 2 yards (tackle by Manti Te'o),2.920,2.920
4,1:43,1,10,SDG 40,17,18,Timeout #3 by San Diego Chargers,2.920,2.640
4,1:43,2,8,SDG 38,17,18,Jonathan Dwyer right tackle for 3 yards (tackle by Shareece Wright and Brandon Flowers),2.640,2.340
4,0:56,3,5,SDG 35,17,18,Jonathan Dwyer up the middle for 7 yards (tackle by Donald Butler),2.340,3.710
4,0:12,1,10,SDG 28,17,18,Carson Palmer kneels for -1 yards,3.710,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
