#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ARI 15,6,2:40,20,Punt
2,1,8:32,ARI 8,3,1:35,64,Fumble
3,1,4:08,ARI 20,6,2:27,27,Punt
4,1,0:10,ARI 34,7,2:28,62,Field Goal
5,2,9:29,ARI 33,3,2:11,7,Blocked Punt
6,2,6:00,ARI 15,3,2:38,24,Punt
7,2,0:16,ARI 44,3,0:16,30,Field Goal
8,3,11:38,ARI 8,8,4:55,21,Fumble
9,3,5:26,ARI 20,3,1:42,1,Punt
10,3,2:13,ARI 36,10,4:43,64,Touchdown
11,4,6:50,ARI 9,11,4:25,91,Touchdown
12,4,1:49,SDG 40,4,1:49,11,End of Game
