Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Brandon McManus kicks off 70 yards, returned by Jehu Chesson for 19 yards (tackle by Joseph Jones)",0.000,0.280
1,14:56,1,10,KAN 14,0,0,Patrick Mahomes pass incomplete short left intended for Demarcus Robinson,-0.280,-0.750
1,14:51,2,10,KAN 14,0,0,Patrick Mahomes pass incomplete short middle intended for Demarcus Robinson,-0.750,-1.400
1,14:46,3,10,KAN 14,0,0,Patrick Mahomes pass complete deep middle to Demetrius Harris for 51 yards (tackle by Aqib Talib). Penalty on Von Miller: Defensive Offside (Declined),-1.400,3.250
1,14:16,1,10,DEN 35,0,0,Patrick Mahomes pass incomplete short right intended for Jehu Chesson,3.250,2.700
1,14:10,2,10,DEN 35,6,0,"Kareem Hunt right guard for 35 yards, touchdown",2.700,7.000
1,14:03,,,DEN 15,7,0,Harrison Butker kicks extra point good,0.000,0.000
1,14:03,,,KAN 35,7,0,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
1,14:03,1,10,DEN 25,7,0,C.J. Anderson left end for -1 yards (tackle by Phillip Gaines),0.610,-0.070
1,13:30,2,11,DEN 24,7,0,C.J. Anderson middle for 3 yards (tackle by Ramik Wilson and Tanoh Kpassagnon),-0.070,-0.360
1,12:53,3,8,DEN 27,7,0,Paxton Lynch pass incomplete deep left intended for Demaryius Thomas,-0.360,-1.570
1,12:48,4,8,DEN 27,7,0,Riley Dixon punts 25 yards,-1.570,-2.130
1,12:38,1,10,KAN 48,7,0,"Patrick Mahomes pass complete short left to Anthony Sherman for 3 yards (tackle by Brandon Marshall and Todd Davis). Penalty on Todd Davis: Face Mask (15 Yards), 15 yards",2.130,3.310
1,12:10,1,10,DEN 34,7,0,"Patrick Mahomes pass incomplete deep middle intended for De'Anthony Thomas is intercepted by Darian Stewart at DEN-11 and returned for 9 yards. Penalty on Will Parks: Illegal Block Above the Waist, 10 yards",3.310,0.380
1,12:00,1,10,DEN 10,7,0,Paxton Lynch pass complete short left to Demaryius Thomas for 10 yards (tackle by Eric Murray),-0.380,0.280
1,11:24,1,10,DEN 20,7,0,Paxton Lynch pass complete short left to Jordan Taylor for 9 yards (tackle by Phillip Gaines),0.280,0.950
1,10:52,2,1,DEN 29,7,0,C.J. Anderson middle for no gain (tackle by Tanoh Kpassagnon and Jarvis Jenkins),0.950,0.230
1,10:14,3,1,DEN 29,7,0,C.J. Anderson middle for 5 yards (tackle by Ramik Wilson),0.230,1.200
1,9:37,1,10,DEN 34,7,0,C.J. Anderson right end for 3 yards (tackle by Leon McQuay),1.200,1.060
1,8:56,2,7,DEN 37,7,0,Paxton Lynch middle for 6 yards (tackle by Ramik Wilson),1.060,1.160
1,8:10,3,1,DEN 43,7,0,Devontae Booker left end for 14 yards (tackle by Leon McQuay),1.160,2.720
1,7:39,1,10,KAN 43,7,0,Paxton Lynch pass complete short middle to Demaryius Thomas for 19 yards (tackle by Kenneth Acker),2.720,3.970
1,6:57,1,10,KAN 24,7,0,Paxton Lynch pass incomplete deep right intended for Isaiah McKenzie (defended by Keith Reaser),3.970,3.430
1,6:51,2,10,KAN 24,7,0,C.J. Anderson middle for 1 yard (tackle by Chris Jones),3.430,2.870
1,6:07,3,9,KAN 23,7,0,Paxton Lynch pass complete short left to Jordan Taylor for 5 yards (tackle by Phillip Gaines),2.870,2.320
1,5:26,4,4,KAN 18,7,3,Brandon McManus 36 yard field goal good,2.320,3.000
1,5:22,,,DEN 35,7,3,"Brandon McManus kicks off 65 yards, returned by Jehu Chesson for 26 yards (tackle by Dymonte Thomas)",0.000,-0.670
1,5:13,1,10,KAN 26,7,3,Patrick Mahomes for no gain. Jordan Devey fumbles,0.670,-1.610
1,4:33,2,22,KAN 14,7,3,Patrick Mahomes middle for 4 yards (tackle by Zaire Anderson),-1.610,-1.800
1,3:49,3,18,KAN 18,7,3,Patrick Mahomes sacked by Shelby Harris for -8 yards,-1.800,-2.490
1,3:03,4,26,KAN 10,7,3,"Penalty on Dustin Colquitt: Delay of Game, 5 yards (no play)",-2.490,-2.490
1,2:47,4,31,KAN 5,7,3,"Dustin Colquitt punts 50 yards, fair catch by Jordan Taylor",-2.490,-1.930
1,2:38,1,10,DEN 45,7,3,Paxton Lynch pass complete short left to Jeff Heuerman for 9 yards,1.930,2.600
1,2:10,2,1,KAN 46,7,3,C.J. Anderson right guard for 3 yards (tackle by Rakeem Nunez-Roches and Terrance Smith),2.600,2.720
1,1:26,1,10,KAN 43,7,3,Paxton Lynch pass complete short right to Demaryius Thomas for 1 yard (tackle by Terrance Smith),2.720,2.310
1,0:50,2,9,KAN 42,7,3,Devontae Booker right tackle for 1 yard (tackle by Justin Hamilton),2.310,1.750
1,0:09,3,8,KAN 41,7,3,Paxton Lynch pass incomplete deep middle intended for Bennie Fowler,1.750,0.530
1,0:01,4,8,KAN 41,7,3,"Riley Dixon punts 36 yards, returned by De'Anthony Thomas for 1 yard (tackle by Marcus Rios)",0.530,0.380
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 6,7,3,Akeem Hunt right guard for 8 yards (tackle by Darian Stewart),-0.380,-0.170
2,14:22,2,2,KAN 14,7,3,Patrick Mahomes pass complete short left to Jehu Chesson for 8 yards (tackle by Darian Stewart),-0.170,0.410
2,13:49,1,10,KAN 22,7,3,Akeem Hunt left end for 1 yard (tackle by Todd Davis and Adam Gotsis),0.410,0.000
2,13:11,2,9,KAN 23,7,3,Patrick Mahomes pass incomplete short left intended for Akeem Hunt,0.000,-0.690
2,13:06,3,9,KAN 23,7,3,"Penalty on Parker Ehinger: False Start, 5 yards (no play)",-0.690,-1.490
2,13:06,3,14,KAN 18,7,3,Patrick Mahomes pass complete deep middle to Albert Wilson for 17 yards (tackle by Chris Harris),-1.490,1.270
2,12:20,1,10,KAN 35,7,3,Patrick Mahomes pass incomplete,1.270,0.720
2,12:13,2,10,KAN 35,7,3,Akeem Hunt middle for 5 yards (tackle by Todd Davis and Deiontrez Mount),0.720,0.700
2,11:32,3,5,KAN 40,7,3,Patrick Mahomes pass complete short right to Akeem Hunt for 4 yards (tackle by Brandon Marshall),0.700,-0.460
2,10:47,4,1,KAN 44,7,3,"Dustin Colquitt punts 56 yards, touchback",-0.460,-0.280
2,10:38,1,10,DEN 20,7,3,C.J. Anderson middle for 4 yards (tackle by Ukeme Eligwe),0.280,0.270
2,10:12,2,6,DEN 24,7,3,Paxton Lynch pass complete short right to Bennie Fowler for 14 yards (tackle by Kenneth Acker),0.270,1.470
2,9:43,1,10,DEN 38,7,3,C.J. Anderson right end for 5 yards (tackle by Ramik Wilson),1.470,1.600
2,9:09,2,5,DEN 43,7,3,C.J. Anderson left guard for 4 yards (tackle by Terrance Smith),1.600,1.420
2,8:33,3,1,DEN 47,7,3,Paxton Lynch right end for 2 yards (tackle by Ramik Wilson),1.420,2.190
2,7:47,1,10,DEN 49,7,3,Paxton Lynch pass complete short middle to Demaryius Thomas for 10 yards (tackle by Eric Murray),2.190,2.850
2,7:08,1,10,KAN 41,7,3,Paxton Lynch pass complete short middle to Jordan Taylor for 5 yards (tackle by Keith Reaser),2.850,2.980
2,6:27,2,5,KAN 36,7,3,Paxton Lynch pass complete short middle to Isaiah McKenzie for 7 yards (tackle by Ramik Wilson),2.980,3.640
2,5:47,1,10,KAN 29,7,3,C.J. Anderson middle for no gain (tackle by Ukeme Eligwe),3.640,3.100
2,5:06,2,10,KAN 29,7,9,"Paxton Lynch pass complete short right to De'Angelo Henderson for 29 yards, touchdown",3.100,7.000
2,4:56,,,KAN 15,7,10,"Brandon McManus kicks extra point good. Penalty on Justin Hamilton: Leverage, 15 yards",0.000,0.000
2,4:56,,,,7,10,Brandon McManus kicks off 23 yards,0.000,-0.740
2,4:54,1,10,KAN 27,7,10,Patrick Mahomes pass complete deep left to Albert Wilson for 19 yards (tackle by Dymonte Thomas),0.740,1.990
2,4:11,1,10,KAN 46,7,10,Patrick Mahomes pass incomplete short right intended for Jehu Chesson,1.990,1.450
2,4:02,2,10,KAN 46,7,10,Akeem Hunt left tackle for 11 yards (tackle by Zaire Anderson),1.450,2.720
2,3:23,1,10,DEN 43,7,10,Patrick Mahomes pass complete short left to Albert Wilson for 24 yards (tackle by Brandon Marshall),2.720,4.310
2,2:42,1,10,DEN 19,7,10,Patrick Mahomes pass complete short middle to Albert Wilson for 9 yards (tackle by Dymonte Thomas),4.310,5.360
2,2:00,2,1,DEN 10,7,10,Anthony Sherman middle for 4 yards (tackle by Shelby Harris),5.360,5.830
2,1:20,1,6,DEN 6,7,10,Patrick Mahomes for 5 yards,5.830,5.910
2,1:12,2,1,DEN 1,13,10,"Anthony Sherman middle for 1 yard, touchdown",5.910,7.000
2,1:07,,,DEN 15,14,10,Harrison Butker kicks extra point good,0.000,0.000
2,1:07,,,KAN 35,14,10,"Harrison Butker kicks off 68 yards, returned by De'Angelo Henderson for 32 yards (tackle by Orson Charles)",0.000,-0.870
2,1:01,1,10,DEN 29,14,10,Paxton Lynch pass complete short left to Demaryius Thomas for 11 yards (tackle by Kenneth Acker),0.870,1.600
2,0:41,1,10,DEN 40,14,10,Paxton Lynch pass complete deep right to Jordan Taylor for 30 yards (tackle by Terrance Mitchell). Penalty on Terrance Mitchell: Defensive Pass Interference (Declined),1.600,3.580
2,0:33,1,10,KAN 30,14,10,Paxton Lynch pass incomplete short right intended for C.J. Anderson (defended by Terrance Smith),3.580,3.030
2,0:26,2,10,KAN 30,14,10,Paxton Lynch pass incomplete deep right intended for Jordan Taylor is intercepted by Terrance Smith at KAN-14 and returned for 7 yards,3.030,-0.340
