Quarter,Time,Tm,Detail,KAN,DEN
1.0,14:03,Chiefs,Kareem Hunt 35 yard rush (Harrison Butker kick),7,0
,5:22,Broncos,Brandon McManus 36 yard field goal,7,3
2.0,4:56,Broncos,De'Angelo Henderson 29 yard pass from Paxton Lynch (Brandon McManus kick),7,10
,1:07,Chiefs,Anthony Sherman 1 yard rush (Harrison Butker kick),14,10
3.0,3:58,Chiefs,Harrison Butker 20 yard field goal,17,10
,3:04,Chiefs,Ramik Wilson 11 yard fumble return (Harrison Butker kick),24,10
4.0,6:52,Broncos,Zaire Anderson 38 yard fumble return (Brandon McManus kick),24,17
,2:53,Broncos,Demaryius Thomas 6 yard pass from Paxton Lynch (Brandon McManus kick),24,24
,0:00,Chiefs,Harrison Butker 30 yard field goal,27,24
