Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
1,9:56,2,4,PIT 31,0,7,Rashard Mendenhall right guard for 3 yards (tackle by Luis Castillo and Ogemdi Nwagbuo),0.870,0.560
1,9:15,3,1,PIT 34,0,7,Rashard Mendenhall right guard for 6 yards (tackle by Kevin Burnett and Stephen Cooper),0.560,1.600
1,8:35,1,10,PIT 40,0,7,Rashard Mendenhall right guard for 5 yards (tackle by Jyles Tucker),1.600,1.730
1,7:50,2,5,PIT 45,0,7,Ben Roethlisberger pass incomplete short middle intended for Matt Spaeth (defended by Ogemdi Nwagbuo),1.730,1.030
1,7:44,3,5,PIT 45,0,7,"Ben Roethlisberger pass incomplete short left intended for Mike Wallace. Penalty on Antonio Cromartie: Defensive Pass Interfere, 10 yards (no play)",1.030,2.590
1,7:40,1,10,SDG 45,0,7,"Ben Roethlisberger sacked by Larry English for -6 yards. Ben Roethlisberger fumbles (forced by Larry English), recovered by Ben Roethlisberger at PIT-49",2.590,1.230
1,6:57,2,16,PIT 49,0,7,Ben Roethlisberger pass complete short middle to Hines Ward for 15 yards (tackle by Stephen Cooper and Kevin Burnett),1.230,2.540
1,6:16,3,1,SDG 36,0,7,Ben Roethlisberger pass complete short left to Santonio Holmes for 11 yards (tackle by Antonio Cromartie),2.540,3.910
1,5:38,1,10,SDG 25,0,7,Rashard Mendenhall right guard for 2 yards (tackle by Shaun Phillips and Clinton Hart),3.910,3.630
1,5:02,2,8,SDG 23,0,7,Ben Roethlisberger pass complete short left to Heath Miller for 4 yards (tackle by Antonio Cromartie),3.630,3.490
1,4:17,3,4,SDG 19,0,13,"Ben Roethlisberger pass complete short left to Mewelde Moore for 19 yards, touchdown",3.490,7.000
1,,,,SDG 2,0,14,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,0,14,"Jeff Reed kicks off 62 yards, returned by Darren Sproles for 23 yards (tackle by Keyaron Fox)",0.000,1.000
1,4:02,1,10,SDG 31,0,14,LaDainian Tomlinson left guard for 2 yards (tackle by James Farrior),1.000,0.730
1,3:22,2,8,SDG 33,0,14,Philip Rivers pass complete short left to Antonio Gates for 15 yards (tackle by Brett Keisel),0.730,2.130
1,2:55,1,10,SDG 48,0,14,LaDainian Tomlinson left guard for 1 yard (tackle by James Harrison),2.130,1.720
1,2:18,2,9,SDG 49,0,14,Philip Rivers middle for 1 yard (tackle by Casey Hampton),1.720,1.160
1,1:34,3,8,SDG 50,0,14,Philip Rivers pass incomplete short left intended for Vincent Jackson (defended by Ike Taylor),1.160,-0.060
1,1:28,4,8,SDG 50,0,14,"Mike Scifres punts 43 yards. Penalty on Patrick Bailey: Offensive Holding, 3 yards",-0.060,0.380
1,1:20,1,10,PIT 4,0,14,Ben Roethlisberger pass complete short right to Hines Ward for 4 yards (tackle by Stephen Cooper),-0.380,-0.490
1,0:44,2,6,PIT 8,0,14,Rashard Mendenhall middle for 3 yards (tackle by Steve Gregory),-0.490,-0.600
Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,PIT 11,0,14,Ben Roethlisberger pass complete short middle to Heath Miller for 9 yards (tackle by Stephen Cooper and Steve Gregory),-0.600,0.280
2,14:20,1,10,PIT 20,0,14,Ben Roethlisberger pass complete short right to Heath Miller for 5 yards (tackle by Luis Castillo and Steve Gregory),0.280,0.410
2,13:39,2,5,PIT 25,0,14,Rashard Mendenhall right end for 14 yards (tackle by Quentin Jammer and Stephen Cooper),0.410,1.530
2,12:58,1,10,PIT 39,0,14,Santonio Holmes for 7 yards (tackle by Clinton Hart),1.530,1.930
2,12:27,2,3,PIT 46,0,14,Rashard Mendenhall right end for 10 yards (tackle by Stephen Cooper and Quentin Jammer),1.930,2.650
2,11:43,1,10,SDG 44,0,14,Ben Roethlisberger sacked by Alfonso Boone for -6 yards,2.650,1.300
2,11:03,2,16,SDG 50,0,14,Ben Roethlisberger sacked by Tim Dobbins for -7 yards,1.300,-0.300
2,10:24,3,23,PIT 43,0,14,Ben Roethlisberger pass complete short right to Heath Miller for 18 yards (tackle by Shaun Phillips),-0.300,0.660
2,9:49,4,5,SDG 39,0,14,"Daniel Sepulveda punts 29 yards, fair catch by Darren Sproles",0.660,0.380
2,9:40,1,10,SDG 10,0,14,LaDainian Tomlinson left end for 5 yards (tackle by James Farrior),-0.380,-0.350
2,9:14,2,5,SDG 15,0,14,Philip Rivers pass complete short right to Vincent Jackson for 15 yards (tackle by Ike Taylor),-0.350,0.940
2,8:43,1,10,SDG 30,0,14,Philip Rivers pass incomplete short left intended for Antonio Gates,0.940,0.390
2,8:39,2,10,SDG 30,0,14,Philip Rivers pass complete short middle to Legedu Naanee for 12 yards (tackle by Ryan Clark and Lawrence Timmons),0.390,1.730
2,8:01,1,10,SDG 42,0,14,Philip Rivers pass incomplete deep right intended for Vincent Jackson,1.730,1.190
2,7:55,2,10,SDG 42,0,14,Philip Rivers pass incomplete short right intended for Legedu Naanee,1.190,0.500
2,7:51,3,10,SDG 42,0,14,Philip Rivers pass incomplete short middle intended for Chris Chambers (defended by Ike Taylor),0.500,-0.590
2,7:45,4,10,SDG 42,0,14,"Mike Scifres punts 51 yards, returned by Stefan Logan for 9 yards (tackle by David Binn). Penalty on Tim Dobbins: Ineligible Downfield Kic, 5 yards",-0.590,-0.340
2,7:35,1,10,PIT 21,0,14,Rashard Mendenhall middle for 9 yards (tackle by Clinton Hart),0.340,1.020
2,6:58,2,1,PIT 30,0,14,Ben Roethlisberger pass incomplete short right intended for Heath Miller,1.020,0.300
2,6:54,3,1,PIT 30,0,14,Rashard Mendenhall left tackle for no gain (tackle by Jacques Cesaire and Stephen Cooper),0.300,-1.370
2,6:23,4,1,PIT 30,0,14,Ben Roethlisberger middle for 3 yards (tackle by Luis Castillo and Alfonso Boone),-1.370,1.140
2,5:43,1,10,PIT 33,0,14,Rashard Mendenhall right guard for 2 yards (tackle by Alfonso Boone and Ogemdi Nwagbuo),1.140,0.860
2,5:06,2,8,PIT 35,0,14,Ben Roethlisberger pass incomplete short right intended for Mike Wallace,0.860,0.170
2,5:01,3,8,PIT 35,0,14,"Ben Roethlisberger pass incomplete short right intended for Santonio Holmes is intercepted by Antonio Cromartie at PIT-50 and returned for 50 yards. Penalty on Antonio Cromartie: Defensive Holding, 5 yards (no play)",0.170,1.600
2,4:50,1,10,PIT 40,0,14,Rashard Mendenhall right guard for 4 yards (tackle by Tim Dobbins and Jacques Cesaire),1.600,1.590
2,4:05,2,6,PIT 44,0,14,Ben Roethlisberger pass complete short left to Heath Miller for 8 yards (tackle by Quentin Jammer),1.590,2.390
2,3:18,,,,0,14,Timeout #1 by Pittsburgh Steelers,0.000,2.390
2,3:18,1,10,SDG 48,0,14,Ben Roethlisberger pass complete short middle to Rashard Mendenhall for 20 yards (tackle by Shaun Phillips),2.390,3.710
2,2:28,1,10,SDG 28,0,14,Ben Roethlisberger pass incomplete deep right intended for Hines Ward,3.710,3.170
2,2:23,2,10,SDG 28,0,14,Ben Roethlisberger pass complete short right to Mike Wallace for 12 yards (tackle by Quentin Jammer),3.170,4.510
2,2:00,1,10,SDG 16,0,14,"Ben Roethlisberger pass complete short right to Heath Miller for 14 yards (tackle by Shaun Phillips). Heath Miller fumbles (forced by Shaun Phillips), recovered by Carey Davis at SDG-2",4.510,6.740
2,1:33,,,,0,14,Timeout #1 by San Diego Chargers,0.000,6.740
2,1:33,1,2,SDG 2,0,20,"Rashard Mendenhall middle for 2 yards, touchdown",6.740,7.000
2,,,,SDG 2,0,21,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,0,21,"Jeff Reed kicks off 69 yards, returned by Darren Sproles for 15 yards (tackle by Stefan Logan)",0.000,-0.140
2,1:24,1,10,SDG 16,0,21,Philip Rivers pass complete short right to Darren Sproles for 16 yards (tackle by Ryan Clark),-0.140,1.070
2,0:52,1,10,SDG 32,0,21,Philip Rivers pass incomplete short right intended for Antonio Gates,1.070,0.530
2,0:47,2,10,SDG 32,0,21,Philip Rivers pass complete short left to Legedu Naanee for 8 yards (tackle by Keiwan Ratliff),0.530,0.890
2,0:42,3,2,SDG 40,0,21,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Lawrence Timmons),0.890,-0.720
2,0:38,4,2,SDG 40,0,21,Mike Scifres punts 56 yards,-0.720,0.380
2,0:27,1,10,PIT 4,0,21,Ben Roethlisberger kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,0,21,"Jeff Reed kicks off 61 yards, returned by Darren Sproles for 19 yards (tackle by Ryan Mundy)",0.000,0.810
3,14:54,1,10,SDG 28,0,21,Philip Rivers pass complete deep left to Chris Chambers for 17 yards (tackle by Ike Taylor and James Farrior),0.810,1.930
3,14:23,1,10,SDG 45,0,21,LaDainian Tomlinson left guard for 2 yards (tackle by James Harrison),1.930,1.650
3,13:46,2,8,SDG 47,0,21,Philip Rivers pass complete short left to Chris Chambers for 3 yards (tackle by William Gay),1.650,1.360
3,13:06,3,5,PIT 50,0,21,Philip Rivers pass incomplete short right intended for Chris Chambers,1.360,-0.060
3,12:58,4,5,PIT 50,0,21,"Mike Scifres punts 31 yards, returned by Mewelde Moore for no gain",-0.060,-0.150
3,12:49,1,10,PIT 19,0,21,Rashard Mendenhall middle for 3 yards (tackle by Luis Castillo),0.150,0.070
3,12:16,2,7,PIT 22,0,21,Ben Roethlisberger pass complete short right to Hines Ward for 10 yards (tackle by Stephen Cooper),0.070,1.070
3,11:32,1,10,PIT 32,0,21,Ben Roethlisberger pass complete deep left to Hines Ward for 26 yards (tackle by Antonio Cromartie),1.070,2.790
3,10:47,1,10,SDG 42,0,21,Rashard Mendenhall left tackle for 10 yards (tackle by Eric Weddle),2.790,3.450
3,10:01,1,10,SDG 32,0,21,Rashard Mendenhall middle for 5 yards (tackle by Shaun Phillips),3.450,3.580
3,9:21,2,5,SDG 27,0,21,Ben Roethlisberger pass complete deep right to Hines Ward for 19 yards (tackle by Steve Gregory),3.580,5.370
3,8:39,1,8,SDG 8,0,21,Rashard Mendenhall left end for 2 yards (tackle by Steve Gregory and Alfonso Boone),5.370,4.950
3,7:56,2,6,SDG 6,0,27,"Ben Roethlisberger pass complete short left to Heath Miller for 6 yards, touchdown",4.950,7.000
3,,,,SDG 2,0,28,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,0,28,"Jeff Reed kicks off 58 yards, returned by Antonio Cromartie for 9 yards (tackle by Joe Burnett)",0.000,0.340
3,7:40,1,10,SDG 21,0,28,Philip Rivers pass complete short left to Vincent Jackson for 12 yards,0.340,1.140
3,7:17,1,10,SDG 33,0,28,Philip Rivers pass complete short right to Antonio Gates for 13 yards (tackle by Lawrence Timmons),1.140,1.990
3,6:41,1,10,SDG 46,0,28,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,1.990,1.450
3,6:36,2,10,SDG 46,0,28,LaDainian Tomlinson right guard for 2 yards (tackle by James Farrior),1.450,1.030
3,6:03,3,8,SDG 48,0,28,Philip Rivers pass complete deep middle to Antonio Gates for 26 yards (tackle by Keiwan Ratliff and Ryan Clark),1.030,3.840
3,5:25,1,10,PIT 26,0,28,Philip Rivers sacked by James Harrison for -5 yards,3.840,2.620
3,4:51,2,15,PIT 31,0,28,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,2.620,1.950
3,4:46,3,15,PIT 31,0,28,Philip Rivers pass complete short middle to Antonio Gates for 16 yards (tackle by Ryan Clark),1.950,4.580
3,4:11,1,10,PIT 15,0,28,Philip Rivers pass complete short left to Antonio Gates for 4 yards (tackle by William Gay),4.580,4.640
3,3:29,2,6,PIT 11,0,28,"Penalty on James Harrison: Neutral Zone Infraction, 5 yards (no play)",4.640,5.600
3,3:07,2,1,PIT 6,0,28,LaDainian Tomlinson middle for 4 yards (tackle by Casey Hampton and Aaron Smith),5.600,6.740
3,2:28,1,2,PIT 2,0,28,Philip Rivers pass incomplete short left intended for Malcom Floyd,6.740,5.720
3,2:20,2,2,PIT 2,0,28,LaDainian Tomlinson middle for -1 yards (tackle by LaMarr Woodley),5.720,4.720
3,1:40,3,3,PIT 3,6,28,"Philip Rivers pass complete short middle to Antonio Gates for 3 yards, touchdown. Penalty on Deshea Townsend: Defensive Holding (Declined)",4.720,7.000
3,,,,PIT 2,7,28,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,7,28,"Nate Kaeding kicks off 66 yards, returned by Stefan Logan for 24 yards (tackle by Mike Tolbert)",0.000,0.810
3,1:28,1,10,PIT 28,7,28,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes,0.810,0.260
3,1:24,2,10,PIT 28,7,28,Ben Roethlisberger pass complete short middle to Hines Ward for 6 yards (tackle by Stephen Cooper and Tim Dobbins),0.260,0.370
3,0:40,3,4,PIT 34,7,28,Ben Roethlisberger pass complete short left to Santonio Holmes for 11 yards,0.370,1.930
3,0:12,1,10,PIT 45,7,28,Rashard Mendenhall right tackle for -5 yards (tackle by Eric Weddle),1.930,0.710
Quarter,Time,Down,ToGo,Location,SDG,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,PIT 40,7,28,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,0.710,0.040
4,14:56,3,15,PIT 40,7,28,"Ben Roethlisberger pass complete deep left to Shaun McDonald for 17 yards (tackle by Stephen Cooper). Penalty on Max Starks: Offensive Holding, 10 yards (no play)",0.040,-1.290
4,14:21,3,25,PIT 30,7,28,"Penalty on Willie Colon: False Start, 5 yards (no play)",-1.290,-1.940
4,14:01,3,30,PIT 25,7,28,Ben Roethlisberger pass incomplete deep middle intended for Hines Ward,-1.940,-1.700
4,13:52,4,30,PIT 25,7,28,Daniel Sepulveda punts 55 yards,-1.700,-0.280
4,13:39,1,10,SDG 20,7,28,Philip Rivers sacked by Aaron Smith for -9 yards,0.280,-1.440
4,13:10,2,19,SDG 11,7,28,Philip Rivers pass incomplete short left intended for Chris Chambers (defended by William Gay),-1.440,-2.470
4,13:04,3,19,SDG 11,7,28,Philip Rivers pass incomplete deep right intended for Vincent Jackson (defended by Ike Taylor),-2.470,-2.490
4,12:57,4,19,SDG 11,13,28,"Mike Scifres punts 47 yards, returned by Stefan Logan for -1 yards (tackle by Jacob Hester). Stefan Logan fumbles, recovered by Jacob Hester at PIT-41 and returned for 41 yards, touchdown",-2.490,7.000
,,,,,,,"PIT challenged the fumble ruling, and the play was upheld.",,
4,,,,SDG 2,14,28,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,14,28,"Nate Kaeding kicks off 63 yards, returned by Stefan Logan for 23 yards (tackle by Antoine Cason)",0.000,0.940
4,12:30,1,10,PIT 30,14,28,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 6 yards (tackle by Eric Weddle),0.940,1.200
4,11:49,2,4,PIT 36,14,28,Rashard Mendenhall left tackle for no gain (tackle by Kevin Burnett),1.200,0.500
4,11:08,3,4,PIT 36,14,28,Ben Roethlisberger pass complete short left to Mewelde Moore for 5 yards (tackle by Kevin Burnett),0.500,1.660
4,10:22,1,10,PIT 41,14,28,Rashard Mendenhall right guard for 32 yards (tackle by Clinton Hart),1.660,3.780
4,9:36,1,10,SDG 27,14,28,Rashard Mendenhall middle for 3 yards (tackle by Shaun Phillips),3.780,3.640
4,8:55,2,7,SDG 24,14,28,Mewelde Moore right tackle for no gain (tackle by Luis Castillo),3.640,2.940
4,8:12,3,7,SDG 24,14,28,Ben Roethlisberger pass complete short left to Hines Ward for 18 yards (tackle by Eric Weddle),2.940,5.830
4,7:24,1,6,SDG 6,14,34,"Mewelde Moore pass complete short right to Heath Miller for 6 yards, touchdown",5.830,7.000
4,,,,SDG 2,14,35,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,14,35,"Jeff Reed kicks off 64 yards, returned by Darren Sproles for 27 yards (tackle by Keiwan Ratliff)",0.000,1.140
4,7:12,1,10,SDG 33,14,35,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by Deshea Townsend and James Farrior),1.140,1.670
4,6:49,2,2,SDG 41,14,35,Philip Rivers pass complete deep left to Vincent Jackson for 16 yards (tackle by Ike Taylor and Ryan Clark),1.670,2.720
4,6:23,1,10,PIT 43,14,35,Philip Rivers pass complete short left to Vincent Jackson for 13 yards (tackle by Ryan Clark),2.720,3.580
4,5:57,1,10,PIT 30,20,35,"Philip Rivers pass complete deep left to Antonio Gates for 30 yards, touchdown",3.580,7.000
4,,,,PIT 2,21,35,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,21,35,Nate Kaeding kicks onside 16 yards (onside kick successful),0.000,1.990
4,5:44,1,10,SDG 46,21,35,Philip Rivers pass complete short right to Chris Chambers for 6 yards (tackle by William Gay),1.990,2.260
4,5:16,2,4,PIT 48,21,35,Philip Rivers pass complete short middle to Antonio Gates for 9 yards (tackle by James Harrison),2.260,2.980
4,4:46,1,10,PIT 39,21,35,"Philip Rivers pass incomplete deep left intended for Antonio Gates. Penalty on James Harrison: Defensive Pass Interfere, 26 yards (no play)",2.980,4.710
4,4:39,1,10,PIT 13,27,35,"Philip Rivers pass complete short right to Chris Chambers for 13 yards, touchdown",4.710,7.000
4,,,,PIT 2,28,35,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,28,35,"Nate Kaeding kicks off 69 yards, returned by Stefan Logan for 20 yards (tackle by Kassim Osgood)",0.000,0.340
4,4:25,1,10,PIT 21,28,35,Ben Roethlisberger pass complete short right to Santonio Holmes for 15 yards (tackle by Quentin Jammer),0.340,1.330
4,4:18,1,10,PIT 36,28,35,Rashard Mendenhall right tackle for 5 yards (tackle by Luis Castillo and Quentin Jammer),1.330,1.470
4,3:37,2,5,PIT 41,28,35,Rashard Mendenhall right guard for 22 yards (tackle by Quentin Jammer and Eric Weddle),1.470,3.120
4,3:24,,,,28,35,Timeout #1 by San Diego Chargers,0.000,3.120
4,3:05,1,10,SDG 37,28,35,Rashard Mendenhall left guard for 9 yards (tackle by Clinton Hart and Quentin Jammer),3.120,3.790
4,2:42,2,1,SDG 28,28,35,Rashard Mendenhall middle for no gain (tackle by Steve Gregory and Tim Dobbins),3.790,3.070
4,1:58,3,1,SDG 28,28,35,Ben Roethlisberger middle for 2 yards (tackle by Brandon Siler and Tim Dobbins),3.070,3.840
4,1:56,,,,28,35,Timeout #2 by Pittsburgh Steelers,0.000,3.840
4,1:56,1,10,SDG 26,28,35,Rashard Mendenhall right tackle for -1 yards (tackle by Tim Dobbins),3.840,3.160
4,1:51,,,,28,35,Timeout #2 by San Diego Chargers,0.000,3.160
4,1:51,2,11,SDG 27,28,35,Mewelde Moore left tackle for 2 yards (tackle by Kevin Burnett and Shawne Merriman),3.160,2.740
4,1:44,,,,28,35,Timeout #3 by San Diego Chargers,0.000,2.740
4,1:44,3,9,SDG 25,28,35,"Ben Roethlisberger pass incomplete short left intended for Santonio Holmes. Penalty on Chris Kemoeatu: Offensive Holding, 10 yards (no play)",2.740,1.420
4,1:37,3,19,SDG 35,28,35,Ben Roethlisberger pass complete short right to Mewelde Moore for 7 yards (tackle by Shawne Merriman and Kevin Burnett),1.420,1.590
4,0:48,,,,28,35,Timeout #3 by Pittsburgh Steelers,0.000,1.590
4,0:48,4,12,SDG 28,28,38,Jeff Reed 46 yard field goal good. Penalty on Antonio Cromartie: Defensive Offside (Declined),1.590,3.000
4,,,,PIT 30,28,38,"Jeff Reed kicks off 61 yards, returned by Darren Sproles for 42 yards (tackle by Keiwan Ratliff)",0.000,2.320
4,0:34,1,10,PIT 49,28,38,"Philip Rivers sacked by James Harrison for -5 yards. Philip Rivers fumbles (forced by James Harrison), recovered by James Farrior at SDG-46 and returned for 1 yards (tackle by Jeromey Clary)",2.320,-2.590
4,0:26,1,10,SDG 45,28,38,Ben Roethlisberger kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
