0,1
Game Info,Game Info
Won Toss,Jets
Roof,outdoors
Surface,fieldturf
Duration,3:21
Attendance,78809
Weather,"36 degrees, relative humidity 89%, wind 10 mph, wind chill 29"
Vegas Line,New York Jets -8.0
Over/Under,48.0 (over)
