Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
2,8:19,1,10,CHI 47,3,0,Cedric Benson left tackle for 2 yards (tackle by Brandon Moore),2.060,1.790
2,7:47,2,8,CHI 49,3,0,Adrian Peterson left end for 7 yards (tackle by Anthony Adams and Andre Carter),1.790,2.020
2,7:10,3,1,SFO 44,3,0,Kyle Orton pass complete to Desmond Clark for 31 yards (tackle by Mike Adams),2.020,4.710
2,6:43,1,10,SFO 13,3,0,Cedric Benson right guard for 5 yards (tackle by Mike Adams and Anthony Adams),4.710,4.960
2,6:10,2,5,SFO 8,3,0,Cedric Benson left guard for -2 yards (tackle by Isaac Sopoaga),4.960,3.650
2,5:35,3,7,SFO 10,3,0,Adrian Peterson right guard for 1 yard (tackle by Julian Peterson),3.650,2.850
2,4:53,4,6,SFO 9,3,0,"Brad Maynard pass incomplete intended for John Tait (defended by Julian Peterson). Brad Maynard fumbles, recovered by Brad Maynard at SFO-17",2.850,0.380
2,4:47,1,10,SFO 9,3,0,Kevan Barlow right guard for -3 yards (tackle by Alex Brown),-0.380,-1.000
2,4:08,2,13,SFO 6,3,0,Kevan Barlow right end for -1 yards (tackle by Brian Urlacher),-1.000,-1.890
2,3:24,3,14,SFO 5,3,0,Frank Gore right end for 3 yards (tackle by Brian Urlacher),-1.890,-2.490
2,2:44,4,11,SFO 8,3,0,"Andy Lee punts 43 yards, returned by Bobby Wade for 17 yards (tackle by Jason McAddley). Bobby Wade fumbles (forced by Jason McAddley), recovered by Jason McAddley at SFO-35",-2.490,1.270
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
2,2:31,1,10,SFO 35,3,0,Frank Gore right end for no gain (tackle by Michael Green),1.270,0.720
2,2:26,1,10,SFO 35,3,0,Timeout #2 by Chicago Bears,1.270,0.720
2,2:26,2,10,SFO 35,3,0,Frank Gore right end for 5 yards (tackle by Hunter Hillenmeyer and Ian Scott),0.720,0.700
2,2:20,2,10,SFO 35,3,0,Timeout #3 by Chicago Bears,0.720,0.700
2,2:18,3,5,SFO 40,3,0,Kevan Barlow right tackle for 5 yards (tackle by Chris Harris and Lance Briggs),0.700,1.930
2,2:00,1,10,SFO 45,3,0,Frank Gore right end for 1 yard (tackle by Hunter Hillenmeyer),1.930,1.520
2,1:18,2,9,SFO 46,3,0,Frank Gore right guard for 19 yards (tackle by Brian Urlacher),1.520,3.250
2,0:44,1,10,CHI 35,3,0,Frank Gore right tackle for 1 yard (tackle by Mike Brown and Ian Scott),3.250,2.840
2,0:39,1,10,CHI 35,3,0,Timeout #1 by San Francisco 49ers,3.250,2.840
2,0:39,2,9,CHI 34,3,0,"Cody Pickett for no gain. Cody Pickett fumbles, recovered by Frank Gore at CHI-40",2.840,1.350
2,0:22,2,9,CHI 34,3,0,Timeout #2 by San Francisco 49ers,2.840,1.350
2,0:22,3,15,CHI 40,3,0,Kevan Barlow left end for 6 yards (tackle by Alex Brown),1.350,1.060
2,0:03,3,15,CHI 40,3,0,Timeout #3 by San Francisco 49ers,1.350,1.060
2,0:03,4,9,CHI 34,3,6,"Joe Nedney 52 yard field goal no good, returned by Nathan Vasher for 108 yards, touchdown",1.060,-7.000
2,0:00,,,SFO 2,3,7,Robbie Gould kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,3,7,"Robbie Gould kicks off 63 yards, returned by Jason McAddley for 15 yards (tackle by Jason McKie)",0.000,0.410
3,14:54,1,10,SFO 22,3,7,Kevan Barlow right guard for 3 yards (tackle by Mike Brown),0.410,0.270
3,14:20,2,7,SFO 25,3,7,Cody Pickett for 2 yards (tackle by Lance Briggs),0.270,-0.160
3,13:47,3,5,SFO 27,3,7,Cody Pickett pass complete to Brandon Lloyd for 28 yards (tackle by Charles Tillman),-0.160,2.590
3,13:03,1,10,CHI 45,3,7,Kevan Barlow left guard for no gain (tackle by Chris Harris),2.590,2.040
3,12:23,2,10,CHI 45,3,7,Kevan Barlow right tackle for 3 yards (tackle by Adewale Ogunleye),2.040,1.750
3,12:23,3,7,CHI 42,3,7,"Cody Pickett pass incomplete intended for Brandon Lloyd. Penalty on Mike Brown: Roughing the Passer, 15 yards (no play)",1.750,3.780
3,11:40,1,10,CHI 27,3,7,Kevan Barlow left guard for 17 yards (tackle by Charles Tillman and Nathan Vasher),3.780,4.910
3,10:56,1,10,CHI 10,3,7,Frank Gore right guard for -2 yards (tackle by Tommie Harris and Hunter Hillenmeyer),4.910,3.860
3,10:19,2,12,CHI 12,3,7,Cody Pickett pass incomplete intended for Billy Bajema,3.860,3.100
3,10:15,2,12,CHI 12,3,7,Timeout #1 by San Francisco 49ers,3.860,3.100
3,10:15,3,12,CHI 12,3,7,Cody Pickett up the middle for -5 yards (tackle by Adewale Ogunleye),3.100,2.310
3,10:15,4,17,CHI 17,6,7,Joe Nedney 34 yard field goal good,2.310,3.000
3,10:15,,,SFO 30,6,7,"Joe Nedney kicks off 62 yards, returned by Jerry Azumah for 21 yards (tackle by Billy Bajema)",0.000,0.870
3,9:33,1,10,CHI 29,6,7,Adrian Peterson right guard for 1 yard (tackle by Bryant Young),0.870,0.460
3,9:01,2,9,CHI 30,6,7,Kyle Orton pass complete to Justin Gage for 6 yards (tackle by Shawntae Spencer),0.460,0.560
3,8:18,3,3,CHI 36,6,7,Adrian Peterson left end for 1 yard (tackle by Marques Douglas),0.560,-0.910
3,7:38,4,2,CHI 37,6,7,"Brad Maynard punts 38 yards, returned by Rasheed Marshall for no gain",-0.910,-0.610
3,7:30,1,10,SFO 25,6,7,Kevan Barlow left guard for 1 yard (tackle by Chris Harris),0.610,0.200
3,6:53,2,9,SFO 26,6,7,Kevan Barlow right tackle for -1 yards (tackle by Adewale Ogunleye),0.200,-0.620
3,6:11,3,10,SFO 25,6,7,"Cody Pickett pass incomplete intended for Billy Bajema is intercepted by Mike Brown at SFO-35 and returned for 3 yards. Penalty on Adam Snyder: Personal Foul, 15 yards",-0.620,-4.440
3,6:04,1,10,SFO 17,6,7,Adrian Peterson left tackle for 6 yards (tackle by Marques Douglas),4.440,4.890
3,5:27,2,4,SFO 11,6,7,Adrian Peterson left tackle for 4 yards (tackle by Bryant Young),4.890,5.600
3,4:37,1,7,SFO 7,6,7,Adrian Peterson left tackle for 2 yards (tackle by Shawntae Spencer),5.600,5.150
3,4:10,2,5,SFO 5,6,7,Kyle Orton pass incomplete intended for Muhsin Muhammad is intercepted by Shawntae Spencer at SFO--9,5.150,-0.280
3,4:06,1,10,SFO 20,6,7,Frank Gore right tackle for 10 yards (tackle by Mike Brown),0.280,0.940
3,3:24,1,10,SFO 30,6,7,Frank Gore right tackle for no gain (tackle by Adewale Ogunleye),0.940,0.390
3,2:44,2,10,SFO 30,6,7,Kevan Barlow right tackle for 3 yards (tackle by Alex Brown),0.390,0.100
3,1:59,3,7,SFO 33,6,7,Cody Pickett pass incomplete intended for Johnnie Morton,0.100,-1.180
3,1:54,4,7,SFO 33,6,7,Andy Lee punts 43 yards,-1.180,-0.540
3,1:42,1,10,CHI 24,6,7,Adrian Peterson left tackle for 34 yards (tackle by Keith Lewis and Shawntae Spencer),0.540,2.790
3,0:59,1,10,SFO 42,6,7,Adrian Peterson left tackle for 2 yards (tackle by Anthony Adams),2.790,2.510
3,0:17,2,8,SFO 40,6,7,"Kyle Orton pass incomplete intended for Muhsin Muhammad. Penalty on Shawntae Spencer: Defensive Pass Interfere, 23 yards (no play)",2.510,4.440
3,0:11,1,10,SFO 17,6,7,Adrian Peterson left guard for no gain (tackle by Marques Douglas),4.440,3.850
Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SFO 17,6,7,"Kyle Orton pass complete to Muhsin Muhammad for 3 yards (tackle by Mike Adams). Penalty on Andre Carter: Roughing the Passer, 7 yards",3.850,5.600
4,14:37,1,7,SFO 7,6,13,"Adrian Peterson left guard for 7 yards, touchdown",5.600,7.000
4,14:37,,,SFO 2,6,14,Robbie Gould kicks extra point good,0.000,0.000
4,14:37,,,CHI 30,6,14,"Robbie Gould kicks off 56 yards, returned by Rasheed Marshall for 16 yards (tackle by Brendon Ayanbadejo)",0.000,0.940
4,14:27,1,10,SFO 30,6,14,Cody Pickett pass incomplete intended for Brandon Lloyd,0.940,0.390
4,14:24,2,10,SFO 30,6,14,"Cody Pickett right end for 12 yards (tackle by Michael Green). Cody Pickett fumbles (forced by Michael Green), recovered by Adam Snyder at SFO-42",0.390,1.730
4,13:51,1,10,SFO 42,6,14,Cody Pickett pass incomplete intended for Arnaz Battle,1.730,1.190
4,13:46,2,10,SFO 42,6,14,Cody Pickett pass incomplete intended for Brandon Lloyd,1.190,0.500
4,13:40,3,10,SFO 42,6,14,"Penalty on Kwame Harris: False Start, 5 yards (no play)",0.500,-0.160
4,13:40,3,15,SFO 37,6,14,Frank Gore right tackle for 9 yards (tackle by Mike Brown),-0.160,-0.320
4,13:06,4,6,SFO 46,6,14,"Andy Lee punts 44 yards, muffed catch by Bobby Wade, recovered by Jim Maxwell and returned for no gain",-0.320,6.740
4,12:55,1,2,CHI 2,6,14,Kevan Barlow left guard for no gain (tackle by Hunter Hillenmeyer and Ian Scott),6.740,5.720
4,12:24,2,2,CHI 2,6,14,Cody Pickett right end for 1 yard (tackle by Brian Urlacher and Adewale Ogunleye),5.720,5.170
4,11:40,3,1,CHI 1,6,14,"Penalty on Chris Hetherington: Illegal Substitution, 5 yards (no play)",5.170,4.040
4,11:17,3,6,CHI 6,6,14,"Penalty on Cody Pickett: Delay of Game, 5 yards (no play)",4.040,3.120
4,11:01,3,11,CHI 11,6,14,Cody Pickett pass incomplete intended for Brandon Lloyd,3.120,2.700
4,10:58,4,11,CHI 11,9,14,Joe Nedney 29 yard field goal good,2.700,3.000
4,10:58,,,SFO 30,9,14,"Joe Nedney kicks off 67 yards, returned by Jerry Azumah for 22 yards (tackle by Billy Bajema)",0.000,0.610
4,10:47,1,10,CHI 25,9,14,Adrian Peterson right tackle for 3 yards (tackle by Julian Peterson),0.610,0.470
4,10:10,2,7,CHI 28,9,14,Adrian Peterson right guard for 4 yards (tackle by Derek Smith),0.470,0.300
4,9:39,3,3,CHI 32,9,14,Kyle Orton pass complete to Jason McKie for 2 yards (tackle by Derek Smith),0.300,-1.110
4,9:04,4,1,CHI 34,9,14,"Brad Maynard punts 43 yards, muffed catch by Rasheed Marshall, recovered by Chris Thompson and returned for no gain",-1.110,3.970
4,8:56,1,10,SFO 24,9,14,"Penalty on Terrence Metcalf: False Start, 5 yards (no play)",3.970,3.640
4,8:56,1,15,SFO 29,9,14,Adrian Peterson right tackle for -1 yards (tackle by Jim Maxwell),3.640,2.620
4,8:22,2,16,SFO 30,9,14,Kyle Orton pass complete to Bobby Wade for 11 yards (tackle by Mike Adams),2.620,3.410
4,7:51,3,5,SFO 19,9,14,Kyle Orton pass incomplete intended for Adrian Peterson (defended by Mike Adams),3.410,2.240
4,7:45,4,5,SFO 19,9,17,Robbie Gould 37 yard field goal good,2.240,3.000
4,7:45,,,CHI 30,9,17,"Robbie Gould kicks off 54 yards, returned by Jason McAddley for 15 yards (tackle by Gabe Reid)",0.000,1.000
4,7:35,1,10,SFO 31,9,17,Frank Gore for 2 yards (tackle by Chris Harris),1.000,0.730
4,7:01,2,8,SFO 33,9,17,Frank Gore right end for no gain (tackle by Adewale Ogunleye),0.730,0.040
4,6:20,3,8,SFO 33,9,17,Cody Pickett pass incomplete intended for Brandon Lloyd,0.040,-1.180
4,6:14,4,8,SFO 33,9,17,Andy Lee punts 33 yards,-1.180,-1.200
4,6:07,1,10,CHI 34,9,17,Adrian Peterson left tackle for 1 yard (tackle by Andre Carter),1.200,0.790
4,5:26,2,9,CHI 35,9,17,Adrian Peterson right guard for 7 yards (tackle by Bryant Young),0.790,1.030
4,4:45,3,2,CHI 42,9,17,Adrian Peterson right end for 16 yards (tackle by Brandon Moore),1.030,2.790
4,4:01,1,10,SFO 42,9,17,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",2.790,2.460
4,4:01,1,15,SFO 47,9,17,Adrian Peterson right tackle for no gain (tackle by Julian Peterson),2.460,1.570
4,3:18,2,15,SFO 47,9,17,Adrian Peterson right tackle for no gain (tackle by Bryant Young),1.570,0.890
4,2:36,3,15,SFO 47,9,17,Adrian Peterson right end for 5 yards (tackle by Julian Peterson),0.890,0.460
4,2:00,4,10,SFO 42,9,17,Brad Maynard punts 27 yards,0.460,0.220
4,1:48,1,10,SFO 15,9,17,Cody Pickett pass incomplete intended for Trent Smith,-0.220,-0.710
4,1:45,2,10,SFO 15,9,17,Kevan Barlow right guard for 3 yards (tackle by Lance Briggs),-0.710,-1.000
4,1:25,3,7,SFO 18,9,17,Cody Pickett right guard for 5 yards (tackle by Lance Briggs),-1.000,-1.830
4,1:14,3,7,SFO 18,9,17,Timeout #2 by San Francisco 49ers,-1.000,-1.830
4,1:14,4,2,SFO 23,9,17,Cody Pickett pass incomplete intended for Johnnie Morton,-1.830,-4.110
4,1:11,1,10,SFO 22,9,17,Kyle Orton kneels for -1 yards,4.110,3.430
4,0:55,1,10,SFO 22,9,17,Timeout #3 by San Francisco 49ers,4.110,3.430
4,0:50,2,11,SFO 23,9,17,Kyle Orton kneels for -1 yards,3.430,2.610
4,0:25,3,12,SFO 24,9,17,Kyle Orton kneels for -1 yards,2.610,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
