Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
2,8:27,2,8,ATL 39,14,7,Michael Vick right end for 4 yards (tackle by Anthony Henry),1.130,0.960
2,7:52,3,4,ATL 43,14,7,Michael Vick pass complete deep left to Roddy White for 52 yards (tackle by Anthony Henry),0.960,6.060
2,7:20,1,5,DAL 5,14,7,Warrick Dunn middle for 1 yard (tackle by Marcus Spears),6.060,5.340
2,6:39,2,4,DAL 4,14,7,"Michael Vick pass complete short right to Michael Jenkins for 4 yards. Penalty on Alge Crumpler: Illegal Formation, 5 yards (no play)",5.340,4.380
2,6:35,2,9,DAL 9,14,13,"Michael Vick pass complete short left to Michael Jenkins for 9 yards, touchdown",4.380,7.000
2,,,,DAL 2,14,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,14,14,"Michael Koenen kicks off 68 yards, returned by Miles Austin for 22 yards (tackle by Ike Reese)",0.000,0.540
2,6:25,1,10,DAL 24,14,14,Julius Jones right tackle for 1 yard (tackle by Jonathan Babineaux),0.540,0.130
2,5:45,2,9,DAL 25,14,14,Tony Romo pass complete short middle to Jason Witten for 7 yards (tackle by Keith Brooking),0.130,0.370
2,5:06,3,2,DAL 32,14,14,Tony Romo pass complete short middle to Marion Barber for 5 yards (tackle by Roderick Coleman),0.370,1.400
2,4:30,1,10,DAL 37,14,14,Julius Jones for 9 yards (tackle by Chris Crocker),1.400,2.070
2,3:55,2,1,DAL 46,14,14,Julius Jones right tackle for 3 yards (tackle by Keith Brooking),2.070,2.190
2,3:15,1,10,DAL 49,20,14,"Tony Romo pass complete deep left to Terrell Owens for 51 yards, touchdown",2.190,7.000
2,,,,ATL 2,21,14,Martin Gramatica kicks extra point good,0.000,0.000
2,,,,DAL 30,21,14,"Martin Gramatica kicks off 64 yards, returned by Allen Rossum for 18 yards (tackle by Ryan Fowler)",0.000,0.540
2,3:03,1,10,ATL 24,21,14,"Justin Griffith left end for 15 yards (tackle by DeMarcus Ware). Akin Ayodele fumbles (forced by Ashley Lelie), recovered by Michael Vick at ATL-39 and returned for 2 yards (tackle by Anthony Henry)",0.540,1.800
2,2:50,1,10,ATL 43,21,14,Michael Vick pass incomplete deep middle intended for Alge Crumpler,1.800,1.250
2,2:43,2,10,ATL 43,21,14,Michael Vick right end for 5 yards (tackle by Akin Ayodele),1.250,1.220
2,2:05,3,5,ATL 48,21,14,Michael Vick pass complete short left to Alge Crumpler for 8 yards (tackle by Nate Jones),1.220,2.650
2,1:59,1,10,DAL 44,21,14,Michael Vick sacked by Kenyon Coleman for -3 yards,2.650,1.710
2,1:21,2,13,DAL 47,21,14,Warrick Dunn middle for 3 yards (tackle by Kenyon Coleman),1.710,1.420
2,0:38,3,10,DAL 44,21,14,Michael Vick pass complete deep right to Roddy White for 43 yards (tackle by Nate Jones). Penalty on Aaron Glenn: Defensive Pass Interfere (Declined),1.420,6.970
2,0:30,1,1,DAL 1,21,14,Warrick Dunn right tackle for -2 yards (tackle by Kenyon Coleman),6.970,5.530
2,0:24,,,,21,14,Timeout #1 by Atlanta Falcons,0.000,5.530
2,0:24,2,3,DAL 3,21,14,"Michael Vick pass complete short left to Justin Griffith for 3 yards. Penalty on ATL: Illegal Formation, 5 yards (no play)",5.530,4.570
2,0:18,2,8,DAL 8,21,20,"Michael Vick pass complete short right to Ashley Lelie for 8 yards, touchdown",4.570,7.000
2,,,,DAL 2,21,21,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,21,21,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,0:11,1,10,DAL 20,21,21,Tony Romo sacked by Roderick Coleman for -12 yards,0.280,-1.660
Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,21,21,"Martin Gramatica kicks off 69 yards, returned by Allen Rossum for 44 yards (tackle by Abram Elam)",0.000,1.930
3,14:52,1,10,ATL 45,21,21,Warrick Dunn right tackle for 2 yards (tackle by Jason Ferguson),1.930,1.650
3,14:19,2,8,ATL 47,21,21,Michael Vick pass complete short left to Ashley Lelie for 9 yards (tackle by Anthony Henry),1.650,2.650
3,13:45,1,10,DAL 44,21,21,Michael Vick pass complete deep left to Alge Crumpler for 26 yards (tackle by Roy Williams),2.650,4.370
3,13:11,1,10,DAL 18,21,21,Michael Vick right end for 1 yard (tackle by Alshermond Singleton and Roy Williams),4.370,3.940
3,12:27,2,9,DAL 17,21,21,Michael Vick pass complete short left to Alge Crumpler for 7 yards (tackle by DeMarcus Ware),3.940,4.510
3,11:44,3,2,DAL 10,21,21,Warrick Dunn right tackle for 5 yards (tackle by Terence Newman),4.510,6.060
3,11:12,1,5,DAL 5,21,27,"Michael Vick pass complete short left to Justin Griffith for 5 yards, touchdown",6.060,7.000
3,,,,DAL 2,21,28,Morten Andersen kicks extra point good,0.000,0.000
3,,,,ATL 30,21,28,"Michael Koenen kicks off 62 yards, returned by Miles Austin for 37 yards (tackle by Jimmy Williams)",0.000,1.930
3,10:58,1,10,DAL 45,21,28,Tony Romo pass complete short left to Lousaka Polite for 12 yards (tackle by DeAngelo Hall),1.930,2.720
3,10:26,1,10,ATL 43,21,28,Julius Jones right tackle for 2 yards (tackle by Paul Carrington),2.720,2.450
3,9:41,2,8,ATL 41,21,28,Tony Romo pass incomplete short right intended for Terry Glenn (defended by Demorrio Williams),2.450,1.750
3,9:34,3,8,ATL 41,21,28,"Penalty on Marco Rivera: False Start, 5 yards (no play)",1.750,1.090
3,9:34,3,13,ATL 46,21,28,Tony Romo pass complete deep left to Terry Glenn for 22 yards,1.090,3.970
3,9:06,1,10,ATL 24,21,28,Julius Jones middle for 2 yards (tackle by Ed Hartwell),3.970,3.700
3,8:25,2,8,ATL 22,21,28,Julius Jones left end for -2 yards (tackle by DeAngelo Hall and Paul Carrington),3.700,2.740
3,7:50,3,10,ATL 24,21,28,Tony Romo sacked by Demorrio Williams for -6 yards,2.740,1.410
3,7:22,4,16,ATL 30,24,28,Martin Gramatica 48 yard field goal good,1.410,3.000
3,,,,DAL 30,24,28,"Martin Gramatica kicks off 66 yards, returned by Allen Rossum for 19 yards (tackle by Abram Elam)",0.000,0.480
3,7:10,1,10,ATL 23,24,28,Warrick Dunn middle for 3 yards (tackle by Jason Hatcher),0.480,0.340
3,6:38,2,7,ATL 26,24,28,Michael Vick pass incomplete deep right intended for Alge Crumpler,0.340,-0.360
3,6:32,3,7,ATL 26,24,28,Michael Vick sacked by DeMarcus Ware and Bobby Carpenter for -2 yards,-0.360,-1.770
3,6:04,4,9,ATL 24,24,28,"Michael Koenen punts 42 yards, fair catch by Terence Newman",-1.770,-1.200
3,5:57,1,10,DAL 34,24,28,Tony Romo pass complete short left to Terrell Owens for 9 yards (tackle by DeAngelo Hall),1.200,1.870
3,5:25,2,1,DAL 43,24,28,"Tony Romo for no gain. Tony Romo fumbles, ball out of bounds at DAL-32",1.870,-0.300
3,4:50,3,12,DAL 32,24,28,Tony Romo pass complete deep left to Terry Glenn for 34 yards (tackle by DeAngelo Hall). Penalty on Josh Mallard: Defensive Offside (Declined),-0.300,3.310
3,4:33,1,10,ATL 34,24,28,Tony Romo pass complete short right to Patrick Crayton for 9 yards (tackle by Michael Boley),3.310,3.990
3,3:57,2,1,ATL 25,24,28,Marion Barber middle for 8 yards (tackle by Allen Rossum and Lawyer Milloy),3.990,4.440
3,3:21,1,10,ATL 17,24,28,Marion Barber middle for 3 yards (tackle by Keith Brooking and Paul Carrington),4.440,4.320
3,2:41,2,7,ATL 14,24,28,"Tony Romo pass incomplete short right intended for Patrick Crayton. Penalty on DeAngelo Hall: Illegal Use of Hands, 5 yards (no play)",4.320,5.140
3,2:37,1,9,ATL 9,30,28,"Marion Barber right tackle for 9 yards, touchdown",5.140,7.000
3,,,,ATL 2,31,28,"Martin Gramatica kicks extra point good. Penalty on Marc Colombo: Unnecessary Roughness (Offsetting), Penalty on Paul Carrington: Unnecessary Roughness (Offsetting)",0.000,0.000
3,,,,DAL 30,31,28,"Martin Gramatica kicks off 66 yards, returned by Adam Jennings for 16 yards (tackle by Kevin Burnett)",0.000,0.280
3,2:24,1,10,ATL 20,31,28,"Michael Vick left end for 20 yards (tackle by Pat Watkins). Penalty on Dwayne Blakley: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,1:58,1,20,ATL 10,31,28,Warrick Dunn middle for 7 yards (tackle by Pat Watkins),-0.760,-0.790
3,1:21,2,13,ATL 17,31,28,Michael Vick pass complete short left to Warrick Dunn for 6 yards (tackle by Anthony Henry),-0.790,-0.560
3,0:48,,,,31,28,Timeout #1 by Atlanta Falcons,0.000,-0.560
3,0:48,3,7,ATL 23,31,28,Michael Vick pass complete deep right to Michael Jenkins for 18 yards (tackle by Terence Newman),-0.560,1.660
3,0:13,1,10,ATL 41,31,28,Michael Vick pass complete short left to Warrick Dunn for 13 yards (tackle by Akin Ayodele),1.660,2.520
Quarter,Time,Down,ToGo,Location,DAL,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 46,31,28,Michael Vick sacked by Bobby Carpenter for -4 yards,2.520,1.440
4,14:19,2,14,ATL 50,31,28,Warrick Dunn middle for 13 yards (tackle by Roy Williams),1.440,2.480
4,13:37,3,1,DAL 37,31,28,Warrick Dunn right tackle for no gain (tackle by Chris Canty),2.480,0.790
4,12:53,4,1,DAL 37,31,28,Michael Vick pass incomplete short left intended for Ashley Lelie (defended by Anthony Henry),0.790,-1.400
4,12:46,1,10,DAL 37,31,28,"Julius Jones right tackle for 5 yards (tackle by Keith Brooking). Penalty on Marco Rivera: Offensive Holding, 9 yards (no play)",1.400,0.810
4,12:22,1,19,DAL 28,31,28,Tony Romo pass incomplete deep middle intended for Jason Witten,0.810,-0.360
4,12:18,2,19,DAL 28,31,28,Tony Romo pass incomplete short left intended for Terrell Owens,-0.360,-1.020
4,12:13,3,19,DAL 28,31,28,Tony Romo pass complete short left to Marion Barber for 15 yards (tackle by DeAngelo Hall),-1.020,-0.520
4,11:39,4,4,DAL 43,31,28,"Mat McBriar punts 52 yards, returned by Allen Rossum for 3 yards (tackle by Miles Austin)",-0.520,0.380
4,11:28,1,10,ATL 8,31,28,Michael Vick pass complete short left to Justin Griffith for 15 yards (tackle by Akin Ayodele),-0.380,0.480
4,10:47,1,10,ATL 23,31,28,Michael Vick left end for 11 yards (tackle by Roy Williams),0.480,1.200
4,10:22,1,10,ATL 34,31,28,Warrick Dunn middle for 2 yards (tackle by Kenyon Coleman),1.200,0.930
4,9:46,2,8,ATL 36,31,28,Warrick Dunn right tackle for 5 yards (tackle by Bradie James and Kenyon Coleman),0.930,0.890
4,9:04,3,3,ATL 41,31,28,Michael Vick pass incomplete short left intended for Alge Crumpler (defended by Terence Newman),0.890,-0.650
4,8:58,4,3,ATL 41,31,28,"Michael Koenen punts 39 yards, fair catch by Patrick Crayton",-0.650,-0.280
4,8:50,1,10,DAL 20,31,28,Tony Romo pass complete short left to Marion Barber for 2 yards (tackle by DeAngelo Hall),0.280,0.000
4,8:11,2,8,DAL 22,31,28,Tony Romo pass complete deep right to Terry Glenn for 19 yards (tackle by Allen Rossum),0.000,1.660
4,7:39,1,10,DAL 41,31,28,Tony Romo pass complete short left to Terrell Owens for no gain,1.660,1.120
4,6:58,2,10,DAL 41,31,28,Tony Romo pass complete short left to Jason Witten for 13 yards (tackle by Paul Carrington and Michael Boley),1.120,2.520
4,6:17,1,10,ATL 46,31,28,Tony Romo pass complete short left to Terry Glenn for 11 yards (tackle by Allen Rossum),2.520,3.250
4,5:48,1,10,ATL 35,31,28,Marion Barber middle for 11 yards (tackle by Chris Crocker),3.250,3.970
4,5:18,1,10,ATL 24,31,28,Marion Barber middle for 8 yards (tackle by Allen Rossum),3.970,4.650
4,4:36,2,2,ATL 16,31,28,Marion Barber middle for 1 yard (tackle by Keith Brooking),4.650,4.170
4,3:54,3,1,ATL 15,31,28,Marion Barber right end for 12 yards (tackle by Lawyer Milloy),4.170,6.510
4,3:07,1,3,ATL 3,31,28,Marion Barber middle for no gain (tackle by Paul Carrington),6.510,5.530
4,2:23,2,3,ATL 3,37,28,"Marion Barber middle for 3 yards, touchdown. Penalty on Ed Hartwell: Unnecessary Roughness, 15 yards",5.530,7.000
4,,,,ATL 2,38,28,Martin Gramatica kicks extra point good,0.000,0.000
4,,,,DAL 45,38,28,"Martin Gramatica kicks off 51 yards, returned by Adam Jennings for 12 yards (tackle by Sam Hurd). Penalty on Demorrio Williams: Offensive Holding, 8 yards",0.000,-0.380
4,2:14,1,10,ATL 8,38,28,Michael Vick pass complete short left to Alge Crumpler for 8 yards (tackle by Anthony Henry),-0.380,-0.090
4,2:00,2,2,ATL 16,38,28,Michael Vick for 15 yards (tackle by Terence Newman),-0.090,1.000
4,1:49,1,10,ATL 31,38,28,"Michael Vick pass incomplete short left intended for Warrick Dunn. Penalty on Tyson Clabo: Unnecessary Roughness, 15 yards (no play)",1.000,-0.370
4,1:40,1,25,ATL 16,38,28,Michael Vick pass incomplete deep middle intended for Roddy White,-0.370,-1.720
4,1:32,2,25,ATL 16,38,28,Michael Vick pass complete short right to Roddy White for 9 yards (tackle by Bradie James),-1.720,-1.020
4,1:24,,,,38,28,Timeout #2 by Atlanta Falcons,0.000,-1.020
4,1:24,3,16,ATL 25,38,28,Matt Schaub pass complete short right to Alge Crumpler for 10 yards (tackle by Kevin Burnett),-1.020,-1.040
4,1:16,4,6,ATL 35,38,28,Matt Schaub pass complete short left to Justin Griffith for 13 yards (tackle by Terence Newman),-1.040,2.130
4,0:54,1,10,ATL 48,38,28,Matt Schaub pass incomplete deep left intended for Ashley Lelie,2.130,1.580
4,0:48,,,,38,28,Timeout #1 by Dallas Cowboys,0.000,1.580
4,0:48,2,10,ATL 48,38,28,Matt Schaub pass incomplete deep middle intended for Roddy White is intercepted by Pat Watkins at DAL-0,1.580,-0.280
4,0:38,1,10,DAL 20,38,28,Tony Romo kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
