Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
1,4:19,2,8,CLE 15,3,0,Nick Chubb up the middle for -1 yards (tackle by Folorunso Fatukasi and Matthias Farley),-0.570,-1.300
1,3:38,3,9,CLE 14,3,0,Baker Mayfield pass complete short left to Ja'Marcus Bradley for 6 yards (tackle by Bryce Hall),-1.300,-2.030
1,3:00,4,3,CLE 20,3,0,"Jamie Gillan punts 46 yards, fair catch by Braxton Berrios at NYJ-34",-2.030,-1.200
1,2:53,1,10,NYJ 34,3,0,Sam Darnold pass complete short left to Jamison Crowder for 9 yards (tackle by Kevin Johnson),1.200,1.870
1,2:27,2,1,NYJ 43,3,0,La'Mical Perine left tackle for 3 yards (tackle by Vincent Taylor and Jordan Elliott),1.870,1.990
1,1:48,1,10,NYJ 46,3,0,Sam Darnold pass complete short left to Jamison Crowder for 9 yards (tackle by Sheldrick Redwine),1.990,2.670
1,1:19,2,1,CLE 45,3,0,La'Mical Perine up the middle for 2 yards (tackle by Olivier Vernon and Mack Wilson),2.670,2.720
1,0:42,1,10,CLE 43,3,6,"Jamison Crowder pass complete deep right to Braxton Berrios for 43 yards, touchdown",2.720,7.000
1,0:34,,,CLE 15,3,7,"Sam Ficken kicks extra point good. Penalty on Vincent Taylor: Defensive Offside, 5 yards",0.000,0.000
1,0:34,,,NYJ 40,3,7,"Sam Ficken kicks off 60 yards, touchback.",0.000,0.610
1,0:34,1,10,CLE 25,3,7,Baker Mayfield pass complete short right to Harrison Bryant for 13 yards (tackle by Bryce Hall and Neville Hewitt),0.610,1.470
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 38,3,7,"Baker Mayfield sacked by Frankie Luvu for -6 yards. Baker Mayfield fumbles (forced by Frankie Luvu), recovered by Folorunso Fatukasi at CLE-32 and returned for 2 yards (tackle by Nick Harris)",1.470,-3.580
2,14:54,1,10,CLE 30,3,7,Jamison Crowder right end for 14 yards (tackle by Andrew Sendejo),3.580,4.510
2,14:17,1,10,CLE 16,3,7,Frank Gore up the middle for 5 yards (tackle by Larry Ogunjobi and Sheldon Richardson),4.510,4.760
2,13:42,2,5,CLE 11,3,7,Sam Darnold pass incomplete short left intended for Breshad Perriman,4.760,3.940
2,13:37,3,5,CLE 11,3,13,"Sam Darnold pass complete short right to Chris Herndon for 11 yards, touchdown",3.940,7.000
2,13:33,,,CLE 15,3,13,Sam Ficken kicks extra point blocked by Sheldon Richardson,0.000,-1.000
2,13:33,,,NYJ 35,3,13,"Sam Ficken kicks off 65 yards, returned by D'Ernest Johnson for 27 yards (tackle by Corey Ballentine)",0.000,0.740
2,13:25,1,10,CLE 27,3,13,Nick Chubb right tackle for no gain (tackle by Nathan Shepherd),0.740,0.200
2,12:49,2,10,CLE 27,3,13,Baker Mayfield pass complete short left to Harrison Bryant for 14 yards (tackle by Arthur Maulet and Matthias Farley),0.200,1.660
2,12:13,1,10,CLE 41,3,13,Nick Chubb left tackle for 1 yard (tackle by Frankie Luvu),1.660,1.260
2,11:35,2,9,CLE 42,3,13,Baker Mayfield pass complete short left to Nick Chubb for 8 yards (tackle by Marcus Maye and Matthias Farley),1.260,1.620
2,10:47,3,1,CLE 50,3,13,Nick Chubb up the middle for 4 yards (tackle by Bryce Hall and Arthur Maulet),1.620,2.520
2,10:11,1,10,NYJ 46,3,13,"Baker Mayfield pass incomplete deep right intended for Nick Chubb. Penalty on Folorunso Fatukasi: Roughing the Passer, 15 yards (no play)",2.520,3.510
2,10:04,1,10,NYJ 31,3,13,Kareem Hunt left guard for -2 yards (tackle by Folorunso Fatukasi and Blessuan Austin),3.510,2.700
2,9:18,2,12,NYJ 33,3,13,Baker Mayfield sacked by John Franklin-Myers for -9 yards,2.700,0.830
2,8:36,3,21,NYJ 42,3,13,Baker Mayfield pass incomplete short left intended for Austin Hooper,0.830,0.460
2,8:32,4,21,NYJ 42,3,13,"Jamie Gillan punts 32 yards, fair catch by Braxton Berrios at NYJ-10",0.460,0.380
2,8:26,1,10,NYJ 10,3,13,Sam Darnold up the middle for 11 yards (tackle by Malcolm Smith),-0.380,0.340
2,7:39,1,10,NYJ 21,3,13,Sam Darnold pass incomplete short middle intended for Breshad Perriman (defended by Myles Garrett),0.340,-0.200
2,7:35,2,10,NYJ 21,3,13,Sam Darnold pass complete short right to Jamison Crowder for 5 yards (tackle by Mack Wilson),-0.200,-0.230
2,7:12,3,5,NYJ 26,3,13,Sam Darnold pass complete short left to Jamison Crowder for 12 yards (tackle by Terrance Mitchell),-0.230,1.470
2,6:32,1,10,NYJ 38,3,13,Frank Gore left guard for 7 yards (tackle by Porter Gustin),1.470,1.870
2,5:58,2,3,NYJ 45,3,13,Frank Gore up the middle for 2 yards (tackle by Porter Gustin and Malcolm Smith),1.870,1.420
2,5:17,3,1,NYJ 47,3,13,Sam Darnold pass incomplete short right,1.420,-0.260
2,5:12,4,1,NYJ 47,3,13,"Braden Mann punts 44 yards, fair catch by D'Ernest Johnson at CLE-9",-0.260,0.380
2,5:05,1,10,CLE 9,3,13,Baker Mayfield pass complete short middle to David Njoku for 7 yards (tackle by Bryce Hager and Neville Hewitt),-0.380,-0.160
2,4:31,2,3,CLE 16,3,13,Baker Mayfield pass complete short right to David Njoku for 4 yards (tackle by Bryce Hall and Bryce Hager),-0.160,0.280
2,3:58,1,10,CLE 20,3,13,Nick Chubb right tackle for 1 yard (tackle by Tarell Basham and Marcus Maye),0.280,-0.130
2,3:17,2,9,CLE 21,3,13,Baker Mayfield sacked by Nathan Shepherd for -10 yards,-0.130,-2.470
2,2:31,3,19,CLE 11,3,13,Baker Mayfield pass incomplete short middle intended for Kareem Hunt,-2.470,-2.490
2,2:27,4,19,CLE 11,3,13,"Jamie Gillan punts 39 yards, fair catch by Braxton Berrios at 50",-2.490,-2.260
2,2:20,1,10,NYJ 50,3,13,Ty Johnson left guard for 6 yards (tackle by Sheldon Richardson),2.260,2.520
2,2:00,2,4,CLE 44,3,13,Sam Darnold right tackle for 5 yards (tackle by Sheldon Richardson),2.520,2.980
2,1:34,1,10,CLE 39,3,13,Sam Darnold sacked by Olivier Vernon for -7 yards,2.980,1.500
2,0:58,2,17,CLE 46,3,13,"Penalty on Mekhi Becton: False Start, 5 yards (no play)",1.500,0.820
2,0:58,2,22,NYJ 49,3,13,Sam Darnold pass incomplete short right,0.820,0.170
2,0:54,3,22,NYJ 49,3,13,Ty Johnson up the middle for 7 yards (tackle by Myles Garrett and Sheldon Richardson),0.170,0.330
2,0:50,,,,,,Timeout #2 by Cleveland Browns,,
2,0:50,4,15,CLE 44,3,13,Braden Mann punts 14 yards out of bounds,0.330,-0.940
2,0:44,1,10,CLE 30,3,13,Baker Mayfield pass complete short right to Kareem Hunt for 8 yards (tackle by Neville Hewitt),0.940,1.470
2,0:38,,,,,,Timeout #2 by Cleveland Browns,,
2,0:38,2,2,CLE 38,3,13,Baker Mayfield pass incomplete deep right intended for Marvin Hall,1.470,0.760
2,0:33,3,2,CLE 38,3,13,Baker Mayfield pass complete short middle to Austin Hooper for 9 yards (tackle by Frankie Luvu and Matthias Farley),0.760,2.060
2,0:23,1,10,CLE 47,3,13,Baker Mayfield spiked the ball,2.060,1.520
2,0:22,2,10,CLE 47,3,13,Baker Mayfield pass complete short left to Harrison Bryant for 10 yards (tackle by Arthur Maulet),1.520,2.720
2,0:09,1,10,NYJ 43,3,13,Baker Mayfield spiked the ball,2.720,2.180
2,0:08,2,10,NYJ 43,3,13,Baker Mayfield pass incomplete short left intended for Austin Hooper,2.180,1.490
2,0:04,3,10,NYJ 43,3,13,"Jamie Gillan 61 yard field goal no good, returned by Braxton Berrios for 25 yards",1.490,2.260
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,3,13,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYJ 25,3,13,Frank Gore up the middle for 3 yards (tackle by Olivier Vernon and Mack Wilson),0.610,0.470
3,14:24,2,7,NYJ 28,3,13,Sam Darnold pass complete short left to Chris Herndon for 7 yards (tackle by Malcolm Smith and Sione Takitaki),0.470,1.270
3,13:44,1,10,NYJ 35,3,13,Frank Gore right end for 5 yards (tackle by Sheldon Richardson),1.270,1.400
3,13:05,2,5,NYJ 40,3,13,Sam Darnold right end for 1 yard (tackle by Olivier Vernon),1.400,0.830
3,12:31,3,4,NYJ 41,3,13,Sam Darnold pass complete short middle to Jamison Crowder for 25 yards (tackle by Denzel Ward),0.830,3.310
3,11:51,1,10,CLE 34,3,13,Breshad Perriman left end for 6 yards (tackle by Denzel Ward),3.310,3.580
3,11:17,2,4,CLE 28,3,13,Frank Gore left guard for -2 yards (tackle by Sheldon Richardson and Karl Joseph),3.580,2.610
3,10:32,3,6,CLE 30,3,19,"Sam Darnold pass complete deep right to Jamison Crowder for 30 yards, touchdown",2.610,7.000
3,10:26,,,CLE 15,3,20,Sam Ficken kicks extra point good,0.000,0.000
3,10:26,,,NYJ 35,3,20,"Sam Ficken kicks off 64 yards, returned by D'Ernest Johnson for 21 yards (tackle by Brady Sheldon and Josh Adams)",0.000,0.410
3,10:21,1,10,CLE 22,3,20,"Nick Chubb left guard for 1 yard (tackle by Tarell Basham and Nathan Shepherd). Penalty on Nick Harris: Clipping, 11 yards (no play)",0.410,-0.750
3,9:58,1,21,CLE 11,3,20,Baker Mayfield pass complete short middle to Nick Chubb for 4 yards (tackle by Arthur Maulet),-0.750,-1.210
3,9:19,2,17,CLE 15,3,20,Baker Mayfield pass complete short right to Marvin Hall for 12 yards,-1.210,-0.160
3,8:43,3,5,CLE 27,3,20,Baker Mayfield pass incomplete short left intended for Austin Hooper,-0.160,-1.570
3,8:39,4,5,CLE 27,3,20,"Penalty on Elijah Lee: False Start, 5 yards (no play)",-1.570,-1.900
3,8:39,4,10,CLE 22,3,20,"Jamie Gillan punts 53 yards, returned by Braxton Berrios for 12 yards (tackle by Tavierre Thomas)",-1.900,-1.400
3,8:28,1,10,NYJ 37,3,20,Sam Darnold pass complete short left to La'Mical Perine for 14 yards (tackle by Sheldrick Redwine and Jordan Elliott),1.400,2.320
3,7:41,1,10,CLE 49,3,20,Sam Darnold pass incomplete deep left intended for Breshad Perriman,2.320,1.780
3,7:35,2,10,CLE 49,3,20,La'Mical Perine up the middle for -1 yards (tackle by Sione Takitaki and Malcolm Smith),1.780,0.960
3,6:49,3,11,NYJ 50,3,20,Sam Darnold pass incomplete short left,0.960,-0.060
3,6:44,4,11,NYJ 50,3,20,"Braden Mann punts 40 yards, fair catch by D'Ernest Johnson at CLE-10. Penalty on Jovante Moffatt: Roughing the Kicker, 15 yards (no play)",-0.060,3.250
3,6:37,1,10,CLE 35,3,20,Sam Darnold pass incomplete deep left intended for La'Mical Perine,3.250,2.700
3,6:32,2,10,CLE 35,3,20,Frank Gore right guard for 3 yards (tackle by Sheldon Richardson and Malcolm Smith),2.700,2.410
3,5:53,3,7,CLE 32,3,20,Sam Darnold pass incomplete short middle intended for Jamison Crowder (defended by Andrew Sendejo),2.410,1.240
3,5:47,4,7,CLE 32,3,20,Sam Ficken 50 yard field goal no good blocked by Sheldon Richardson,1.240,-1.600
3,5:41,1,10,CLE 40,3,20,Baker Mayfield pass complete short left to Ja'Marcus Bradley for 7 yards (tackle by Blessuan Austin),1.600,2.000
3,5:22,2,3,CLE 47,3,20,Baker Mayfield pass complete short middle to Nick Chubb for 15 yards (tackle by Jabari Zuniga),2.000,3.050
3,4:55,1,10,NYJ 38,3,20,Baker Mayfield pass incomplete deep left intended for Harrison Bryant (defended by Arthur Maulet),3.050,2.510
3,4:50,2,10,NYJ 38,3,20,Baker Mayfield pass complete deep right to Ja'Marcus Bradley for 22 yards (tackle by Bryce Hall),2.510,4.510
3,4:29,1,10,NYJ 16,3,20,Baker Mayfield pass incomplete short right intended for Austin Hooper,4.510,3.900
3,4:23,2,10,NYJ 16,3,20,Baker Mayfield pass complete short left to Kareem Hunt for 9 yards (tackle by Blessuan Austin),3.900,4.850
3,3:45,3,1,NYJ 7,3,20,Baker Mayfield right guard for 4 yards (tackle by Henry Anderson),4.850,6.510
3,3:07,1,3,NYJ 3,3,20,Baker Mayfield pass incomplete short left intended for Austin Hooper (defended by Matthias Farley),6.510,5.530
3,3:03,2,3,NYJ 3,3,20,"Baker Mayfield pass incomplete short left intended for Marvin Hall (defended by Blessuan Austin) Penalty on NYJ: Defensive Too Many Men on Field, 2 yards. Penalty on Frankie Luvu: Defensive Offside, 2 yards (no play)",5.530,5.910
3,2:59,2,1,NYJ 1,9,20,"Nick Chubb up the middle for 1 yard, touchdown",5.910,7.000
3,2:56,,,NYJ 15,10,20,Cody Parkey kicks extra point good,0.000,0.000
3,2:56,,,CLE 35,10,20,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,2:56,1,10,NYJ 25,10,20,Sam Darnold pass complete short middle to Chris Herndon for 5 yards (tackle by Malcolm Smith),0.610,0.740
3,2:17,2,5,NYJ 30,10,20,Frank Gore up the middle for 4 yards (tackle by Sione Takitaki and Sheldon Richardson),0.740,0.560
3,1:33,3,1,NYJ 34,10,20,Sam Darnold pass incomplete short middle intended for Breshad Perriman,0.560,-1.110
3,1:29,4,1,NYJ 34,10,20,"Braden Mann punts 49 yards, fair catch by D'Ernest Johnson at CLE-17",-1.110,0.060
3,1:21,1,10,CLE 17,10,20,Baker Mayfield pass complete short left to David Njoku for 11 yards (tackle by Blessuan Austin and Neville Hewitt),-0.060,0.810
3,0:52,1,10,CLE 28,10,20,Baker Mayfield pass complete short left to Ja'Marcus Bradley for 8 yards,0.810,1.340
3,0:42,2,2,CLE 36,10,20,Nick Chubb right tackle for 5 yards (tackle by Bryce Hager and Marcus Maye) Penalty on NYJ: Defensive Too Many Men on Field (Declined),1.340,1.660
3,0:16,1,10,CLE 41,10,20,Baker Mayfield pass incomplete short right intended for Ja'Marcus Bradley. Penalty on Kendall Lamm: Ineligible Downfield Pass (Declined),1.660,1.120
3,0:11,2,10,CLE 41,10,20,Baker Mayfield pass complete short right to Ja'Marcus Bradley for 17 yards (tackle by Marcus Maye),1.120,2.790
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 42,10,20,Nick Chubb right tackle for 16 yards (tackle by Folorunso Fatukasi),2.790,3.840
4,14:30,1,10,NYJ 26,10,20,Baker Mayfield pass incomplete short right,3.840,3.300
4,14:23,2,10,NYJ 26,10,20,Baker Mayfield pass incomplete deep right intended for Ja'Marcus Bradley (defended by Bryce Hall),3.300,2.610
4,14:18,3,10,NYJ 26,10,20,"Baker Mayfield pass incomplete short left intended for Marvin Hall. Penalty on Blessuan Austin: Defensive Pass Interference, 11 yards (no play)",2.610,4.580
4,14:15,1,10,NYJ 15,10,20,Baker Mayfield pass complete short middle to Nick Chubb for 3 yards (tackle by Bryce Hager and John Franklin-Myers),4.580,4.450
4,13:40,2,7,NYJ 12,10,20,Kareem Hunt right guard for 6 yards (tackle by Marcus Maye),4.450,4.900
4,13:05,3,1,NYJ 6,10,20,Baker Mayfield up the middle for 2 yards (tackle by John Franklin-Myers and Folorunso Fatukasi),4.900,6.280
4,12:42,1,4,NYJ 4,16,20,"Kareem Hunt left tackle for 4 yards, touchdown",6.280,7.000
4,12:38,,,NYJ 15,16,20,Cody Parkey kicks extra point no good hit left upright,0.000,-1.000
4,12:38,,,CLE 35,16,20,"Cody Parkey kicks off 66 yards, returned by Corey Ballentine for 19 yards (tackle by Elijah Lee)",0.000,0.040
4,12:32,1,10,NYJ 18,16,20,Sam Darnold pass complete short right to Jamison Crowder for 2 yards (tackle by Karl Joseph),0.040,-0.130
4,11:54,2,8,NYJ 20,16,20,Frank Gore up the middle for 3 yards (tackle by Karl Joseph and Malcolm Smith),-0.130,-0.530
4,11:15,3,5,NYJ 23,16,20,Sam Darnold pass complete short middle to Frank Gore for 5 yards (tackle by Sione Takitaki),-0.530,0.810
4,10:52,1,10,NYJ 28,16,20,Frank Gore up the middle for 7 yards (tackle by Larry Ogunjobi),0.810,1.210
4,10:11,2,3,NYJ 35,16,20,La'Mical Perine right guard for 9 yards (tackle by Malcolm Smith),1.210,1.860
4,9:24,1,10,NYJ 44,16,20,La'Mical Perine right guard for 6 yards (tackle by Myles Garrett),1.860,2.130
4,8:53,2,4,NYJ 50,16,20,"Penalty on Mekhi Becton: False Start, 5 yards (no play)",2.130,1.450
4,8:51,2,9,NYJ 45,16,20,Frank Gore left tackle for 4 yards (tackle by Mack Wilson and Sheldon Richardson),1.450,1.290
4,8:06,3,5,NYJ 49,16,20,Sam Darnold pass complete short right to Braxton Berrios for no gain (tackle by Andrew Sendejo),1.290,-0.130
4,7:36,4,5,NYJ 49,16,20,"Braden Mann punts 40 yards, returned by D'Ernest Johnson for 3 yards (tackle by Neville Hewitt)",-0.130,0.280
4,7:25,1,10,CLE 14,16,20,Baker Mayfield pass complete short right to Nick Chubb for 8 yards (tackle by Bryce Hager),-0.280,0.420
4,7:12,2,2,CLE 22,16,20,"Baker Mayfield pass incomplete short middle intended for Marvin Hall. Penalty on Folorunso Fatukasi: Roughing the Passer, 15 yards (no play)",0.420,1.400
4,7:07,1,10,CLE 37,16,20,Baker Mayfield pass incomplete deep left intended for Ja'Marcus Bradley,1.400,0.860
4,7:01,2,10,CLE 37,16,20,"Baker Mayfield pass complete short right to Nick Chubb for 6 yards (tackle by Bryce Hager and Matthias Farley). Penalty on Ja'Marcus Bradley: Illegal Block Above the Waist, 10 yards (no play)",0.860,-0.490
4,6:38,2,20,CLE 27,16,20,Baker Mayfield pass incomplete short left intended for Ja'Marcus Bradley (defended by John Franklin-Myers),-0.490,-1.150
4,6:32,3,20,CLE 27,16,20,Baker Mayfield pass incomplete short middle intended for Austin Hooper (defended by Neville Hewitt),-1.150,-1.570
4,6:24,4,20,CLE 27,16,20,"Jamie Gillan punts 38 yards, returned by Braxton Berrios for no gain (tackle by Tavierre Thomas)",-1.570,-1.270
4,6:16,1,10,NYJ 35,16,20,La'Mical Perine left end for 1 yard (tackle by Karl Joseph),1.270,0.860
4,5:38,2,9,NYJ 36,16,20,Sam Darnold pass incomplete short left intended for Breshad Perriman,0.860,0.170
4,5:35,3,9,NYJ 36,16,20,Sam Darnold pass complete short middle to Chris Herndon for 11 yards (tackle by Andrew Sendejo and Mack Wilson). Penalty on Denzel Ward: Illegal Contact (Declined),0.170,2.060
4,5:05,1,10,NYJ 47,16,20,La'Mical Perine up the middle for 4 yards (tackle by Porter Gustin and Mack Wilson),2.060,2.060
4,4:23,2,6,CLE 49,16,20,Sam Darnold pass incomplete short right,2.060,1.360
4,4:18,3,6,CLE 49,16,20,Sam Darnold pass incomplete deep right intended for Denzel Mims (defended by Denzel Ward),1.360,0.000
4,4:12,4,6,CLE 49,16,20,"Braden Mann punts 38 yards, fair catch by D'Ernest Johnson at CLE-11",0.000,0.370
4,4:05,1,10,CLE 11,16,20,Baker Mayfield pass incomplete short left intended for Ja'Marcus Bradley (defended by Blessuan Austin),-0.370,-0.780
4,4:01,2,10,CLE 11,16,20,Baker Mayfield pass complete short left to David Njoku for 4 yards (tackle by Marcus Maye),-0.780,-0.950
4,3:24,3,6,CLE 15,16,20,"Baker Mayfield sacked by Tarell Basham for -6 yards. Baker Mayfield fumbles (forced by Tarell Basham), recovered by John Franklin-Myers at CLE-17",-0.950,-4.440
4,3:14,1,10,CLE 17,16,20,La'Mical Perine up the middle for 2 yards (tackle by Larry Ogunjobi and Myles Garrett),4.440,4.150
4,3:10,,,,,,Timeout #1 by Cleveland Browns,,
4,3:10,2,8,CLE 15,16,20,La'Mical Perine right tackle for 4 yards (tackle by Olivier Vernon),4.150,4.100
4,3:03,,,,,,Timeout #2 by Cleveland Browns,,
4,3:03,,,,,,Timeout #1 by New York Jets,,
4,3:03,3,4,CLE 11,16,20,Sam Darnold pass incomplete short right,4.100,2.770
4,2:56,4,4,CLE 11,16,20,"Penalty on NYJ: Delay of Game, 5 yards (no play)",2.770,2.380
4,2:56,4,9,CLE 16,16,23,Sam Ficken 34 yard field goal good,2.380,3.000
4,2:52,,,NYJ 35,16,23,"Sam Ficken kicks off 25 yards, out of bounds",0.000,1.600
4,2:52,1,10,CLE 40,16,23,Baker Mayfield pass complete short left to Kareem Hunt for 24 yards (tackle by Bryce Hager and Marcus Maye),1.600,3.180
4,2:24,1,10,NYJ 36,16,23,Baker Mayfield pass complete short left to Austin Hooper for 8 yards (tackle by Bryce Hager),3.180,3.720
4,2:05,2,2,NYJ 28,16,23,Baker Mayfield pass incomplete deep left intended for Austin Hooper (defended by Arthur Maulet),3.720,3.010
4,1:58,3,2,NYJ 28,16,23,Kareem Hunt left tackle for 3 yards (tackle by Matthias Farley),3.010,3.910
4,1:38,1,10,NYJ 25,16,23,Baker Mayfield pass incomplete short right intended for Harrison Bryant,3.910,3.360
4,1:35,2,10,NYJ 25,16,23,Baker Mayfield pass incomplete deep left intended for Ja'Marcus Bradley (defended by Matthias Farley),3.360,2.680
4,1:31,3,10,NYJ 25,16,23,Baker Mayfield pass complete short left to Austin Hooper for 9 yards (tackle by Arthur Maulet),2.680,2.530
4,1:25,4,1,NYJ 16,16,23,"Baker Mayfield left guard for no gain (tackle by Tarell Basham). Baker Mayfield fumbles (forced by Tarell Basham), recovered by Kareem Hunt at NYJ-16",2.530,0.140
4,1:18,1,10,NYJ 16,16,23,Sam Darnold kneels for -1 yards,-0.140,-0.780
4,1:16,,,,,,Timeout #3 by Cleveland Browns,,
4,1:16,2,11,NYJ 15,16,23,Sam Darnold kneels for -1 yards,-0.780,-1.610
4,0:38,3,12,NYJ 14,16,23,Sam Darnold kneels for -1 yards,-1.610,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
