Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
1,10:46,2,2,SFO 46,0,7,Jimmy Garoppolo pass complete short middle to Emmanuel Sanders for 15 yards (tackle by Adrian Amos),2.000,2.980
1,10:13,1,10,GNB 39,0,7,"Jimmy Garoppolo aborted snap, recovered by Tevin Coleman at GB-47 (tackle by Za'Darius Smith)",2.980,1.360
1,9:29,2,18,GNB 47,0,7,Jimmy Garoppolo pass incomplete short right intended for Raheem Mostert (defended by Jaire Alexander),1.360,0.700
1,9:26,3,18,GNB 47,0,7,Jimmy Garoppolo pass complete short left to George Kittle for 2 yards (tackle by Za'Darius Smith),0.700,0.270
1,8:42,4,16,GNB 45,0,7,"Mitch Wishnowsky punts 33 yards, fair catch by Tremon Smith at GB-12",0.270,0.350
1,8:34,1,10,GNB 12,0,7,Jamaal Williams left guard for -3 yards (tackle by D.J. Jones and Jimmie Ward),-0.350,-1.000
1,7:49,2,13,GNB 9,0,7,Aaron Rodgers pass complete short left to Jamaal Williams for 4 yards (tackle by Arik Armstead),-1.000,-1.300
1,7:08,3,9,GNB 13,0,7,Aaron Rodgers pass incomplete short right intended for Jamaal Williams,-1.300,-2.490
1,7:05,4,9,GNB 13,0,7,JK Scott punts 38 yards downed by Danny Vitale,-2.490,-2.190
1,6:56,1,10,SFO 49,0,7,Jimmy Garoppolo pass complete short left to Tevin Coleman for 2 yards (tackle by Darnell Savage),2.190,1.920
1,6:32,2,8,GNB 49,0,7,Tevin Coleman right guard for 3 yards (tackle by Dean Lowry),1.920,1.620
1,5:53,3,5,GNB 46,0,7,"Jimmy Garoppolo sacked by Adrian Amos for no gain. Penalty on Kevin King: Illegal Use of Hands, 5 yards (no play)",1.620,2.850
1,5:32,1,10,GNB 41,0,7,Jeff Wilson up the middle for 25 yards (tackle by Tramon Williams and Kevin King),2.850,4.510
1,4:48,1,10,GNB 16,0,7,Jimmy Garoppolo pass complete short middle to George Kittle for 4 yards (tackle by B.J. Goodson and Blake Martinez),4.510,4.570
1,4:04,2,6,GNB 12,0,7,Jimmy Garoppolo up the middle for 1 yard (tackle by Za'Darius Smith),4.570,3.940
1,3:21,3,5,GNB 11,0,7,Jimmy Garoppolo pass incomplete short left intended for Tevin Coleman,3.940,2.750
1,3:17,4,5,GNB 11,0,10,Chase McLaughlin 29 yard field goal good,2.750,3.000
1,3:13,,,SFO 35,0,10,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
1,3:13,1,10,GNB 25,0,10,Aaron Rodgers right end for 4 yards (tackle by Jimmie Ward),0.610,0.600
1,2:38,2,6,GNB 29,0,10,"Aaron Jones right tackle for 5 yards (tackle by Nick Bosa and Richard Sherman). Penalty on Geronimo Allison: Illegal Block Above the Waist, 10 yards (no play)",0.600,-0.810
1,2:10,2,16,GNB 19,0,10,Aaron Rodgers pass complete short middle to Geronimo Allison for 3 yards (tackle by Emmanuel Moseley),-0.810,-1.020
1,1:31,3,13,GNB 22,0,10,Aaron Rodgers pass incomplete deep left intended for Davante Adams (defended by Jimmie Ward),-1.020,-1.900
1,1:25,4,13,GNB 22,0,10,JK Scott punts 41 yards (tackle by Josh Jackson),-1.900,-1.400
1,1:17,1,10,SFO 37,0,10,Tevin Coleman right tackle for 2 yards (tackle by Preston Smith and Kingsley Keke),1.400,1.130
1,0:39,2,8,SFO 39,0,10,Tevin Coleman left end for 2 yards (tackle by Ibraheim Campbell),1.130,0.700
1,0:06,3,6,SFO 41,0,10,Jimmy Garoppolo sacked by Blake Martinez for -7 yards,0.700,-1.110
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,13,SFO 34,0,10,"Mitch Wishnowsky punts 46 yards, fair catch by Tremon Smith at GB-20",-1.110,-0.280
2,14:53,1,10,GNB 20,0,10,Aaron Jones right tackle for 11 yards (tackle by Fred Warner),0.280,1.000
2,14:19,1,10,GNB 31,0,10,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 7 yards,1.000,1.410
2,13:46,2,3,GNB 38,0,10,Aaron Rodgers pass complete short right to Geronimo Allison for 4 yards (tackle by K'Waun Williams),1.410,1.730
2,13:07,1,10,GNB 42,0,10,Allen Lazard right end for 21 yards (tackle by Jaquiski Tartt),1.730,3.120
2,12:42,1,10,SFO 37,0,10,Aaron Rodgers pass complete short left to Geronimo Allison for 2 yards (tackle by Jaquiski Tartt),3.120,2.840
2,12:03,2,8,SFO 35,0,10,Aaron Rodgers pass incomplete deep left intended for Davante Adams,2.840,2.150
2,11:56,3,8,SFO 35,0,10,Aaron Rodgers pass complete short middle to Davante Adams for 7 yards (tackle by Jimmie Ward),2.150,1.720
2,11:12,,,,,,Timeout #1 by Green Bay Packers,,
2,11:12,4,1,SFO 28,0,10,Aaron Jones up the middle for no gain (tackle by D.J. Jones and DeForest Buckner),1.720,-0.810
2,11:06,1,10,SFO 28,0,10,"Jimmy Garoppolo pass complete short right to Deebo Samuel for 1 yard (tackle by Blake Martinez). Penalty on Justin Skule: Offensive Holding, 10 yards (no play)",0.810,-0.040
2,10:35,1,20,SFO 18,0,10,Jimmy Garoppolo pass incomplete short left intended for Raheem Mostert,-0.040,-1.190
2,10:32,2,20,SFO 18,0,10,Jimmy Garoppolo sacked by Za'Darius Smith for -10 yards,-1.190,-3.760
2,9:51,3,30,SFO 8,0,10,Raheem Mostert right guard for 5 yards (tackle by Za'Darius Smith),-3.760,-2.490
2,9:18,4,25,SFO 13,0,10,"Mitch Wishnowsky punts 52 yards, returned by Tremon Smith for -1 yards (tackle by Raheem Mostert)",-2.490,-1.200
2,9:09,1,10,GNB 34,0,10,"Aaron Rodgers pass incomplete short left. Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",1.200,0.540
2,9:01,1,20,GNB 24,0,10,Aaron Rodgers pass complete short right to Jamaal Williams for -5 yards (tackle by Fred Warner and DeForest Buckner),0.540,-1.430
2,8:17,2,25,GNB 19,0,10,Aaron Rodgers sacked by Arik Armstead for -10 yards,-1.430,-4.350
2,7:31,3,35,GNB 9,0,10,"Jamaal Williams up the middle for 8 yards (tackle by Fred Warner). Penalty on DeForest Buckner: Lowering the Head to Initiate Contact, 15 yards",-4.350,1.070
2,7:13,1,10,GNB 32,0,10,Aaron Rodgers pass incomplete short right,1.070,0.530
2,7:08,2,10,GNB 32,0,10,Aaron Jones left end for 2 yards (tackle by Fred Warner),0.530,0.100
2,6:29,3,8,GNB 34,0,10,Aaron Rodgers pass incomplete deep right intended for Jimmy Graham (defended by Jimmie Ward),0.100,-1.110
2,6:21,4,8,GNB 34,0,10,JK Scott punts 38 yards (tackle by Josh Jackson),-1.110,-1.070
2,6:11,1,10,SFO 32,0,10,Jimmy Garoppolo pass complete short middle to George Kittle for 18 yards (tackle by Darnell Savage and Adrian Amos),1.070,2.260
2,5:33,1,10,SFO 50,0,10,Jimmy Garoppolo pass complete deep right to George Kittle for 22 yards (tackle by Kevin King),2.260,3.710
2,4:52,1,10,GNB 28,0,10,Tevin Coleman right tackle for 11 yards (tackle by Adrian Amos),3.710,4.440
2,4:13,1,10,GNB 17,0,10,Richie James left end for no gain (tackle by Kevin King),4.440,3.850
2,3:30,,,,,,Timeout #2 by San Francisco 49ers,,
2,3:30,2,10,GNB 17,0,10,Jimmy Garoppolo pass complete short left to Tevin Coleman for 8 yards (tackle by Chandon Sullivan),3.850,4.570
2,3:03,3,2,GNB 9,0,10,Jimmy Garoppolo pass incomplete short middle intended for Jeff Wilson,4.570,2.950
2,2:59,4,2,GNB 9,0,13,Chase McLaughlin 27 yard field goal good,2.950,3.000
2,2:55,,,SFO 35,0,13,"Mitch Wishnowsky kicks off 61 yards, returned by Tremon Smith for 21 yards (tackle by Azeez Al-Shaair)",0.000,0.610
2,2:49,1,10,GNB 25,0,13,Jamaal Williams up the middle for 4 yards (tackle by Dre Greenlaw),0.610,0.600
2,2:11,2,6,GNB 29,0,13,Aaron Rodgers pass incomplete deep left intended for Davante Adams,0.600,-0.100
2,2:06,3,6,GNB 29,0,13,Aaron Rodgers pass incomplete short left intended for Aaron Jones,-0.100,-1.440
2,2:02,4,6,GNB 29,0,13,JK Scott punts 32 yards out of bounds,-1.440,-1.530
2,1:56,1,10,SFO 39,0,13,Raheem Mostert up the middle for 15 yards (tackle by Adrian Amos),1.530,2.520
2,1:39,,,,,,Timeout #2 by Green Bay Packers,,
2,1:39,1,10,GNB 46,0,13,Raheem Mostert up the middle for 4 yards (tackle by Blake Martinez),2.520,2.520
2,1:05,2,6,GNB 42,0,19,"Jimmy Garoppolo pass complete short middle to Deebo Samuel for 42 yards, touchdown",2.520,7.000
2,0:58,,,GNB 15,0,20,Chase McLaughlin kicks extra point good,0.000,0.000
2,0:58,,,SFO 35,0,20,"Mitch Wishnowsky kicks off 58 yards, returned by Tremon Smith for 19 yards (tackle by Tarvarius Moore)",0.000,0.670
2,0:51,1,10,GNB 26,0,20,Aaron Rodgers pass complete short left to Jamaal Williams for 2 yards (tackle by Fred Warner),0.670,0.400
2,0:43,2,8,GNB 28,0,20,Aaron Rodgers pass incomplete short left intended for Davante Adams,0.400,-0.300
2,0:40,3,8,GNB 28,0,20,Aaron Rodgers sacked by Nick Bosa for -9 yards,-0.300,-2.140
2,0:33,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:33,4,17,GNB 19,0,20,JK Scott punts 33 yards downed by Ty Summers,-2.140,-2.130
2,0:24,1,10,SFO 48,0,20,Jimmy Garoppolo pass complete short middle to George Kittle for 22 yards (tackle by Blake Martinez and Jaire Alexander),2.130,3.580
2,0:09,1,10,GNB 30,0,20,Jimmy Garoppolo spiked the ball,3.580,3.030
2,0:08,2,10,GNB 30,0,20,Jimmy Garoppolo pass incomplete short right intended for Tevin Coleman,3.030,2.340
2,0:04,3,10,GNB 30,0,23,Chase McLaughlin 48 yard field goal good,2.340,3.000
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,0,23,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,0,23,"Tevin Coleman up the middle for 3 yards (tackle by B.J. Goodson). Penalty on Kyle Juszczyk: Low Block, 12 yards (no play)",0.610,-0.640
3,14:31,1,22,SFO 13,0,23,Tevin Coleman right tackle for 6 yards (tackle by Blake Martinez),-0.640,-0.810
3,13:52,2,16,SFO 19,0,23,Jimmy Garoppolo sacked by and Preston Smith for -9 yards and Za'Darius Smith for -9 yards,-0.810,-3.180
3,13:12,3,25,SFO 10,0,23,Jeff Wilson up the middle for 2 yards (tackle by Kenny Clark),-3.180,-2.490
3,12:36,4,23,SFO 12,0,23,"Mitch Wishnowsky punts 51 yards, returned by Tremon Smith for -2 yards (tackle by Tarvarius Moore and Raheem Mostert)",-2.490,-1.270
3,12:26,1,10,GNB 35,0,23,Aaron Jones left tackle for 4 yards (tackle by DeForest Buckner),1.270,1.260
3,11:48,2,6,GNB 39,0,23,Aaron Rodgers pass complete short right to Davante Adams for 7 yards (tackle by Richard Sherman),1.260,1.990
3,11:01,1,10,GNB 46,0,23,Aaron Jones right tackle for 4 yards (tackle by K'Waun Williams and Nick Bosa),1.990,1.990
3,10:19,2,6,GNB 50,0,23,Aaron Rodgers sacked by and DeForest Buckner for -2 yards and Arik Armstead for -2 yards,1.990,1.030
3,9:43,3,8,GNB 48,0,23,Aaron Rodgers right end for 4 yards (tackle by Jaquiski Tartt),1.030,0.070
3,9:01,4,4,SFO 48,0,23,Aaron Rodgers pass complete short right to Jamaal Williams for 15 yards (tackle by Tarvarius Moore),0.070,3.380
3,8:26,1,10,SFO 33,0,23,Jamaal Williams up the middle for 2 yards (tackle by Fred Warner),3.380,3.110
3,7:48,2,8,SFO 31,0,23,Aaron Rodgers pass complete short left to Jamaal Williams for 9 yards (tackle by Jimmie Ward),3.110,4.110
3,7:00,1,10,SFO 22,0,23,"Aaron Rodgers pass complete short left to Marcedes Lewis for -1 yards (tackle by Dre Greenlaw). Penalty on Dre Greenlaw: Face Mask (15 Yards), 11 yards (no play)",4.110,4.840
3,6:33,1,10,SFO 11,0,23,Aaron Jones up the middle for 2 yards (tackle by Fred Warner and Dre Greenlaw),4.840,4.510
3,5:48,2,8,SFO 9,0,23,Aaron Rodgers pass complete short right to Davante Adams for no gain (tackle by Jimmie Ward),4.510,3.530
3,5:10,,,,,,Timeout #1 by Green Bay Packers,,
3,5:10,3,8,SFO 9,0,23,Aaron Rodgers pass incomplete short right. Penalty on Alex Light: Offensive Holding (Offsetting) . Penalty on Will Redmond: Illegal Contact (Offsetting) (no play),3.530,3.530
3,5:01,3,8,SFO 9,0,23,"Aaron Rodgers left end for 5 yards (tackle by Damontre Moore). Penalty on Richard Sherman: Unnecessary Roughness, 2 yards",3.530,6.740
3,4:34,1,2,SFO 2,0,23,Aaron Jones up the middle for no gain (tackle by D.J. Jones),6.740,5.720
3,3:55,2,2,SFO 2,6,23,"Aaron Rodgers pass complete short middle to Davante Adams for 2 yards, touchdown",5.720,7.000
3,3:52,,,SFO 2,8,23,"Two Point Attempt: Aaron Rodgers pass complete to Davante Adams, conversion succeeds",1.000,1.000
3,3:52,,,GNB 35,8,23,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,3:52,1,10,SFO 25,8,23,Jimmy Garoppolo pass complete short right to Kendrick Bourne for 14 yards (tackle by Kevin King),0.610,1.530
3,3:05,1,10,SFO 39,8,29,"Jimmy Garoppolo pass complete deep middle to George Kittle for 61 yards, touchdown",1.530,7.000
3,2:55,,,GNB 15,8,30,Chase McLaughlin kicks extra point good,0.000,0.000
3,2:55,,,SFO 35,8,30,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,2:55,1,10,GNB 25,8,30,Aaron Rodgers pass complete short left to Danny Vitale for 3 yards (tackle by Jimmie Ward),0.610,0.470
3,2:19,2,7,GNB 28,8,30,Aaron Jones right tackle for 8 yards (tackle by Jullian Taylor),0.470,1.330
3,1:39,1,10,GNB 36,8,30,Aaron Rodgers pass complete short right to Davante Adams for 3 yards (tackle by Fred Warner),1.330,1.200
3,1:02,2,7,GNB 39,8,30,Aaron Jones up the middle for 1 yard (tackle by Nick Bosa),1.200,0.630
3,0:23,3,6,GNB 40,8,30,"Aaron Rodgers sacked by Nick Bosa for no gain. Penalty on Arik Armstead: Defensive Holding, 5 yards (no play)",0.630,1.930
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 45,8,30,"Penalty on D.J. Jones: Neutral Zone Infraction, 5 yards (no play)",1.930,2.660
4,15:00,1,5,GNB 50,8,30,Aaron Rodgers pass complete short left to Davante Adams for 14 yards (tackle by Emmanuel Moseley),2.660,3.180
4,14:22,1,10,SFO 36,8,30,Aaron Rodgers pass incomplete short right intended for Davante Adams,3.180,2.640
4,14:20,2,10,SFO 36,8,30,Aaron Rodgers pass incomplete deep right intended for Allen Lazard,2.640,1.950
4,14:14,3,10,SFO 36,8,30,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,1.950,0.880
4,14:07,4,10,SFO 36,8,30,"Aaron Rodgers pass incomplete short right intended for Geronimo Allison (defended by K'Waun Williams). Penalty on K'Waun Williams: Defensive Pass Interference, 7 yards (no play)",0.880,3.640
4,14:03,1,10,SFO 29,8,30,Aaron Jones up the middle for 2 yards (tackle by Fred Warner),3.640,3.370
4,13:24,2,8,SFO 27,8,30,"Aaron Jones up the middle for 5 yards (tackle by Jimmie Ward and Emmanuel Moseley). Penalty on Elgton Jenkins: Offensive Holding, 10 yards (no play)",3.370,2.020
4,12:59,2,18,SFO 37,8,30,Aaron Rodgers pass complete short left to Jamaal Williams for 3 yards (tackle by Emmanuel Moseley),2.020,1.750
4,12:20,3,15,SFO 34,8,30,Aaron Rodgers pass complete short left to Jamaal Williams for 7 yards (tackle by Dre Greenlaw),1.750,1.670
4,11:35,4,8,SFO 27,8,30,Aaron Rodgers sacked by and Arik Armstead for -4 yards and Jaquiski Tartt for -4 yards,1.670,-1.000
4,11:29,1,10,SFO 31,8,30,Tevin Coleman left tackle for -2 yards (tackle by Kenny Clark),1.000,0.190
4,10:46,2,12,SFO 29,8,30,Tevin Coleman up the middle for 2 yards (tackle by Preston Smith),0.190,-0.230
4,10:04,3,10,SFO 31,8,30,Jimmy Garoppolo pass complete short right to Kendrick Bourne for 13 yards (tackle by Chandon Sullivan),-0.230,1.860
4,9:27,1,10,SFO 44,8,30,Raheem Mostert right tackle for 4 yards (tackle by Chandon Sullivan and Dean Lowry),1.860,1.860
4,8:42,2,6,SFO 48,8,30,Raheem Mostert up the middle for 2 yards (tackle by Kenny Clark),1.860,1.420
4,8:02,3,4,SFO 50,8,30,Jimmy Garoppolo pass complete short left to Raheem Mostert for 22 yards (tackle by Darnell Savage),1.420,3.710
4,7:13,1,10,GNB 28,8,30,Tevin Coleman up the middle for 5 yards (tackle by Darnell Savage),3.710,3.840
4,6:26,2,5,GNB 23,8,30,Tevin Coleman up the middle for 3 yards (tackle by Montravius Adams and Dean Lowry),3.840,3.530
4,5:47,3,2,GNB 20,8,30,Tevin Coleman right guard for 5 yards (tackle by Blake Martinez and Kyler Fackrell),3.530,4.580
4,5:04,1,10,GNB 15,8,36,"Raheem Mostert up the middle for 15 yards, touchdown",4.580,7.000
4,4:58,,,GNB 15,8,37,Chase McLaughlin kicks extra point good,0.000,0.000
4,4:58,,,SFO 35,8,37,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,4:58,1,10,GNB 25,8,37,Tim Boyle pass complete short right to Robert Tonyan for 5 yards (tackle by Dre Greenlaw),0.610,0.740
4,4:21,2,5,GNB 30,8,37,Tim Boyle pass complete short left to Allen Lazard for 7 yards (tackle by Marcell Harris),0.740,1.400
4,3:48,1,10,GNB 37,8,37,Jamaal Williams up the middle for 9 yards (tackle by Dre Greenlaw),1.400,2.070
4,3:14,2,1,GNB 46,8,37,Jamaal Williams right end for 8 yards (tackle by Emmanuel Moseley),2.070,2.520
4,3:08,1,10,SFO 46,8,37,Jamaal Williams right guard for no gain (tackle by Jullian Taylor),2.520,1.980
4,2:34,2,10,SFO 46,8,37,Jamaal Williams up the middle for 3 yards (tackle by Sheldon Day),1.980,1.680
4,2:00,3,7,SFO 43,8,37,Tim Boyle pass complete short right to Robert Tonyan for 3 yards (tackle by Dre Greenlaw),1.680,0.590
4,1:24,4,4,SFO 40,8,37,"Tim Boyle pass incomplete short right intended for Marquez Valdes-Scantling. Penalty on Emmanuel Moseley: Defensive Pass Interference, 11 yards (no play)",0.590,3.640
4,1:20,1,10,SFO 29,8,37,Tim Boyle pass incomplete short right intended for Jake Kumerow,3.640,3.100
4,1:17,2,10,SFO 29,8,37,Jamaal Williams right guard for 1 yard (tackle by Elijah Lee and Damontre Moore),3.100,2.540
4,1:04,,,,,,Timeout #1 by San Francisco 49ers,,
4,1:04,3,9,SFO 28,8,37,Jamaal Williams right guard for 12 yards (tackle by Marcell Harris and Dre Greenlaw),2.540,4.510
4,0:32,1,10,SFO 16,8,37,Jamaal Williams up the middle for 1 yard (tackle by Damontre Moore and Elijah Lee),4.510,4.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
