Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,13,38,0,2,35,2.7,3,0.2,0,
Jamaal Williams,GNB,11,45,0,2,30,2.7,15,1.4,1,11.0
Aaron Rodgers,GNB,3,13,0,0,13,4.3,0,0.0,0,
Allen Lazard,GNB,1,21,0,1,15,15.0,6,6.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tevin Coleman,SFO,11,39,1,3,33,3.0,6,0.5,0,
Raheem Mostert,SFO,6,45,1,2,33,5.5,12,2.0,2,3.0
Jimmy Garoppolo,SFO,2,1,0,0,1,0.5,0,0.0,0,
Jeff Wilson,SFO,2,27,0,1,19,9.5,8,4.0,0,
Richie James,SFO,1,0,0,,-2,-2.0,2,2.0,1,1.0
