Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
1,5:44,4,10,ARI 35,0,7,"Andy Lee punts 56 yards, returned by Kenjon Barner for 76 yards (tackle by Brittan Golden)",-1.040,-4.580
1,5:22,1,10,ARI 15,0,7,LeGarrette Blount left end for no gain (tackle by Corey Peters),4.580,3.950
1,4:39,2,10,ARI 15,0,7,Kenjon Barner middle for 4 yards (tackle by Deone Bucannon),3.950,3.780
1,3:57,3,6,ARI 11,0,13,"Carson Wentz pass complete short middle to Zach Ertz for 11 yards, touchdown",3.780,7.000
1,3:52,,,ARI 15,0,14,Jake Elliott kicks extra point good,0.000,0.000
1,3:52,,,PHI 35,0,14,"Jake Elliott kicks off 65 yards, returned by Kerwynn Williams for 22 yards (tackle by Malcolm Jenkins)",0.000,-0.410
1,3:45,1,10,ARI 22,0,14,Kerwynn Williams middle for -3 yards (tackle by Timmy Jernigan),0.410,-0.600
1,3:11,2,13,ARI 19,0,14,Carson Palmer pass incomplete short left intended for JJ Nelson (defended by Patrick Robinson),-0.600,-1.290
1,3:05,3,13,ARI 19,0,14,Carson Palmer pass complete short right to Andre Ellington for 5 yards (tackle by Jordan Hicks),-1.290,-1.770
1,2:34,4,8,ARI 24,0,14,"Andy Lee punts 46 yards, fair catch by Kenjon Barner. Penalty on Ifeanyi Momah: Offensive Holding, 10 yards (no play)",-1.770,-2.470
1,2:34,4,18,ARI 14,0,14,Andy Lee punts 50 yards,-2.470,-1.330
1,2:16,1,10,PHI 36,0,14,Corey Clement left end for 1 yard (tackle by Olsen Pierre and Deone Bucannon),1.330,0.930
1,1:38,2,9,PHI 37,0,14,Kenjon Barner left end for 4 yards (tackle by Josh Mauro),0.930,0.760
1,0:54,3,5,PHI 41,0,20,"Carson Wentz pass complete deep middle to Torrey Smith for 59 yards, touchdown",0.760,7.000
1,0:43,,,ARI 15,0,21,Jake Elliott kicks extra point good,0.000,0.000
1,0:43,,,PHI 35,0,21,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
1,0:43,1,10,ARI 25,0,21,"Chris Johnson middle for 2 yards (tackle by Brandon Graham). Penalty on Brandon Graham: Face Mask (15 Yards), 15 yards",0.610,1.730
1,0:23,1,10,ARI 42,0,21,Carson Palmer pass incomplete deep left intended for John Brown (defended by Patrick Robinson),1.730,1.190
1,0:16,2,10,ARI 42,0,21,Carson Palmer pass complete short left to Jermaine Gresham for 2 yards (tackle by Rasul Douglas),1.190,0.760
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,ARI 44,0,21,Carson Palmer pass complete deep right to Jaron Brown for 20 yards (tackle by Jalen Mills). Penalty on Derek Barnett: Defensive Offside (Declined),0.760,3.180
2,14:35,1,10,PHI 36,0,21,Chris Johnson right end for 9 yards (tackle by Nigel Bradham),3.180,3.850
2,13:56,2,1,PHI 27,0,21,Carson Palmer pass incomplete short right intended for John Brown (defended by Rodney McLeod),3.850,3.140
2,13:53,3,1,PHI 27,0,21,Carson Palmer pass complete short right to Jaron Brown for 13 yards (tackle by Mychal Kendricks),3.140,4.650
2,13:13,1,10,PHI 14,0,21,Kerwynn Williams middle for 1 yard (tackle by Vinny Curry),4.650,4.160
2,12:33,2,9,PHI 13,0,21,Kerwynn Williams right tackle for no gain (tackle by Jalen Mills),4.160,3.260
2,11:47,3,9,PHI 13,6,21,"Carson Palmer pass complete short middle to John Brown for 13 yards, touchdown",3.260,7.000
2,11:42,,,PHI 15,7,21,Phil Dawson kicks extra point good,0.000,0.000
2,11:42,,,ARI 35,7,21,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
2,11:42,1,10,PHI 25,7,21,Carson Wentz pass complete short right to Brent Celek for 5 yards (tackle by Tyrann Mathieu and Deone Bucannon),0.610,0.740
2,11:04,2,5,PHI 30,7,21,Kenjon Barner right end for 5 yards (tackle by Antoine Bethea),0.740,1.270
2,10:29,1,10,PHI 35,7,21,Carson Wentz pass incomplete short left intended for Zach Ertz,1.270,0.720
2,10:24,2,10,PHI 35,7,21,"Corey Clement left end for 3 yards (tackle by Xavier Williams and Tyvon Branch). Penalty on Brandon Brooks: Offensive Holding, 10 yards",0.720,-0.220
2,9:53,2,17,PHI 28,7,21,Carson Wentz pass incomplete deep middle intended for Alshon Jeffery,-0.220,-0.890
2,9:47,3,17,PHI 28,7,21,Kenjon Barner left end for 16 yards (tackle by Deone Bucannon),-0.890,-0.460
2,9:10,4,1,PHI 44,7,21,"Donnie Jones punts 36 yards, out of bounds. Penalty on Ricky Seals-Jones: Offensive Holding, 10 yards",-0.460,0.380
2,9:04,1,10,ARI 10,7,21,"Carson Palmer pass complete short left to Chris Johnson for 8 yards (tackle by Rasul Douglas). Penalty on Derek Barnett: Roughing the Passer, 15 yards",-0.380,1.140
2,8:38,1,10,ARI 33,7,21,Chris Johnson middle for no gain (tackle by Chris Long),1.140,0.590
2,8:06,2,10,ARI 33,7,21,Carson Palmer sacked by Vinny Curry for -8 yards,0.590,-1.150
2,7:25,3,18,ARI 25,7,21,Carson Palmer pass complete short right to Andre Ellington for 9 yards (tackle by Jordan Hicks),-1.150,-1.110
2,7:00,4,9,ARI 34,7,21,"Andy Lee punts 43 yards, out of bounds",-1.110,-0.480
2,6:55,1,10,PHI 23,7,21,Carson Wentz pass complete short left to Trey Burton for 1 yard (tackle by Kareem Martin),0.480,0.070
2,6:16,2,9,PHI 24,7,21,Carson Wentz middle for 1 yard (tackle by Haason Reddick),0.070,-0.490
2,5:34,3,8,PHI 25,7,21,Carson Wentz left end for 2 yards (tackle by Haason Reddick),-0.490,-1.570
2,4:58,4,6,PHI 27,7,21,"Donnie Jones punts 57 yards, returned by Kerwynn Williams for 7 yards (tackle by Joe Walker)",-1.570,-0.480
2,4:48,1,10,ARI 23,7,21,Chris Johnson right end for 1 yard (tackle by Jordan Hicks),0.480,0.070
2,4:13,2,9,ARI 24,7,21,Chris Johnson middle for 6 yards (tackle by Vinny Curry),0.070,0.170
2,3:35,3,3,ARI 30,7,21,Carson Palmer pass incomplete short right intended for Andre Ellington,0.170,-1.370
2,3:31,4,3,ARI 30,7,21,"Andy Lee punts 57 yards, returned by Kenjon Barner for 15 yards (tackle by Elijhaa Penny)",-1.370,-0.810
2,3:19,1,10,PHI 28,7,21,Carson Wentz pass complete short left to Nelson Agholor for 3 yards (tackle by Deone Bucannon),0.810,0.670
2,2:35,2,7,PHI 31,7,21,Carson Wentz left tackle for 7 yards (tackle by Karlos Dansby),0.670,1.470
2,2:00,1,10,PHI 38,7,21,Carson Wentz pass complete short left to Corey Clement for 22 yards (tackle by Karlos Dansby),1.470,2.920
2,1:51,1,10,ARI 40,7,21,Corey Clement middle for 6 yards (tackle by Antoine Bethea),2.920,3.180
2,1:23,2,4,ARI 34,7,21,Carson Wentz for 3 yards,3.180,2.870
2,1:15,3,1,ARI 31,7,21,Carson Wentz pass complete short left to Marcus Johnson for 6 yards (tackle by Justin Bethel),2.870,3.910
2,0:52,1,10,ARI 25,7,21,Carson Wentz pass incomplete deep right intended for Torrey Smith,3.910,3.360
2,0:47,2,10,ARI 25,7,21,Carson Wentz pass incomplete deep left intended for Zach Ertz is intercepted by Antoine Bethea at ARI--4,3.360,-0.280
2,0:40,1,10,ARI 20,7,21,Carson Palmer pass complete short middle to Andre Ellington for 13 yards (tackle by Nigel Bradham),0.280,1.140
2,0:32,1,10,ARI 33,7,21,Carson Palmer pass incomplete deep left intended for Jaron Brown (defended by Rasul Douglas),1.140,0.000
2,0:32,,,,,,Timeout #1 by Arizona Cardinals,0.000,-0.590
2,0:26,2,10,ARI 33,7,21,Carson Palmer pass complete short middle to Larry Fitzgerald for 15 yards (tackle by Malcolm Jenkins),0.590,0.000
2,0:21,,,,,,Timeout #1 by Arizona Cardinals,0.000,-2.130
2,0:21,1,10,ARI 48,7,21,Carson Palmer pass complete deep left to JJ Nelson for 19 yards (tackle by Rasul Douglas),2.130,0.000
2,0:05,,,,,,Timeout #2 by Arizona Cardinals,0.000,-3.380
2,0:05,1,10,PHI 33,7,21,"Phil Dawson 51 yard field goal no good, blocked by Patrick Robinson",3.380,0.000
2,,,,,7,21,--,0.000,0.000
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,7,21,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,PHI 25,7,21,LeGarrette Blount left end for 14 yards (tackle by Justin Bethel and Tyvon Branch),0.610,1.530
3,14:23,1,10,PHI 39,7,21,LeGarrette Blount middle for -1 yards (tackle by Josh Mauro and Antoine Bethea),1.530,0.850
3,13:40,2,11,PHI 38,7,21,Carson Wentz pass incomplete short left intended for Nelson Agholor,0.850,0.170
3,13:36,3,11,PHI 38,7,21,Carson Wentz pass complete deep right to Nelson Agholor for 17 yards (tackle by Tyvon Branch),0.170,2.590
3,12:57,1,10,ARI 45,7,21,LeGarrette Blount left end for no gain (tackle by Xavier Williams),2.590,2.040
3,12:12,2,10,ARI 45,7,21,Carson Wentz pass complete short left to Torrey Smith for 8 yards (tackle by Deone Bucannon),2.040,2.410
3,11:30,3,2,ARI 37,7,21,Carson Wentz pass complete short left to Zach Ertz for 14 yards (tackle by Kareem Martin and Justin Bethel),2.410,4.040
3,10:52,1,10,ARI 23,7,21,LeGarrette Blount middle for 1 yard (tackle by Tyvon Branch and Josh Mauro),4.040,3.630
3,10:05,2,9,ARI 22,7,21,LeGarrette Blount right guard for 4 yards (tackle by Frostee Rucker and Tyvon Branch),3.630,3.490
3,9:26,3,5,ARI 18,7,21,Carson Wentz pass incomplete short left intended for Zach Ertz,3.490,2.300
3,9:22,4,5,ARI 18,7,24,Jake Elliott 36 yard field goal good,2.300,3.000
3,9:18,,,PHI 35,7,24,"Jake Elliott kicks off 66 yards, returned by Kerwynn Williams for 14 yards (tackle by Chris Maragos)",0.000,0.320
3,9:14,1,10,ARI 13,7,24,Andre Ellington left tackle for -2 yards (tackle by Brandon Graham),-0.320,-0.930
3,8:38,2,12,ARI 11,7,24,Carson Palmer pass complete short right to Larry Fitzgerald for -3 yards (tackle by Brandon Graham),-0.930,-2.010
3,7:56,3,15,ARI 8,7,24,Carson Palmer pass complete short left to Andre Ellington for 9 yards (tackle by Patrick Robinson),-2.010,-2.320
3,7:28,4,6,ARI 17,7,24,Andy Lee punts 46 yards,-2.320,-1.400
3,7:17,1,10,PHI 37,7,24,"Carson Wentz pass incomplete short left intended for Brent Celek. Penalty on LeGarrette Blount: Offensive Holding, 10 yards (no play)",1.400,0.740
3,7:12,1,20,PHI 27,7,24,Corey Clement left end for 1 yard (tackle by Olsen Pierre),0.740,-0.360
3,6:33,2,19,PHI 28,7,24,Carson Wentz pass incomplete short left intended for Zach Ertz,-0.360,-1.020
3,6:29,3,19,PHI 28,7,30,"Carson Wentz pass complete deep left to Nelson Agholor for 72 yards, touchdown",-1.020,7.000
3,6:16,,,ARI 15,7,31,Jake Elliott kicks extra point good,0.000,0.000
3,6:16,,,PHI 35,7,31,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
3,6:16,1,10,ARI 25,7,31,Carson Palmer pass complete short left to JJ Nelson for 15 yards (tackle by Patrick Robinson),0.610,1.600
3,5:48,1,10,ARI 40,7,31,Chris Johnson right end for 2 yards (tackle by Nigel Bradham),1.600,1.320
3,5:14,2,8,ARI 42,7,31,Chris Johnson right guard for -1 yards (tackle by Timmy Jernigan and Nigel Bradham),1.320,0.500
3,4:35,3,9,ARI 41,7,31,Carson Palmer pass incomplete short left intended for John Brown. Penalty on Evan Boehm: Offensive Holding (Declined),0.500,-0.650
3,4:30,4,9,ARI 41,7,31,"Andy Lee punts 41 yards, fair catch by Kenjon Barner",-0.650,-0.040
3,4:24,1,10,PHI 18,7,31,LeGarrette Blount left end for 37 yards (tackle by Tyrann Mathieu),0.040,2.590
3,3:49,1,10,ARI 45,7,31,LeGarrette Blount left end for 4 yards (tackle by Karlos Dansby),2.590,2.580
3,3:02,2,6,ARI 41,7,31,Kenjon Barner right end for -6 yards (tackle by Tyvon Branch),2.580,1.090
3,2:19,3,12,ARI 47,7,31,Carson Wentz pass complete short left to Nelson Agholor for 1 yard (tackle by Tyrann Mathieu),1.090,0.200
3,1:40,4,11,ARI 46,7,31,"Donnie Jones punts 36 yards, fair catch by Kerwynn Williams",0.200,0.380
3,1:32,1,10,ARI 10,7,31,Carson Palmer pass complete short right to Larry Fitzgerald for 15 yards (tackle by Malcolm Jenkins),-0.380,0.610
3,0:54,1,10,ARI 25,7,31,"Carson Palmer pass complete short right to Andre Ellington for 6 yards (tackle by Corey Graham). Penalty on A.Q. Shipley: Tripping, 10 yards",0.610,0.340
3,0:27,1,14,ARI 21,7,31,Carson Palmer pass incomplete short left intended for Larry Fitzgerald,0.340,-0.480
3,0:22,2,14,ARI 21,7,31,Carson Palmer pass complete short right to Andre Ellington for 13 yards (tackle by Jalen Mills),-0.480,0.560
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,ARI 34,7,31,Carson Palmer pass incomplete deep right intended for Ricky Seals-Jones,0.560,-1.110
4,14:55,4,1,ARI 34,7,31,Carson Palmer pass complete short left to Larry Fitzgerald for 4 yards (tackle by Malcolm Jenkins),-1.110,1.470
4,14:19,1,10,ARI 38,7,31,Carson Palmer pass incomplete deep right intended for John Brown (defended by Jalen Mills),1.470,0.920
4,14:11,2,10,ARI 38,7,31,"Penalty on Jared Veldheer: False Start, 5 yards (no play)",0.920,0.250
4,14:03,2,15,ARI 33,7,31,Carson Palmer pass complete short left to John Brown for 13 yards (tackle by Rodney McLeod),0.250,1.290
4,13:22,3,2,ARI 46,7,31,Carson Palmer pass complete short right to Andre Ellington for no gain,1.290,-0.320
4,12:39,4,2,ARI 46,7,31,Carson Palmer pass complete short right to Jermaine Gresham for 14 yards (tackle by Rodney McLeod),-0.320,2.920
4,12:10,1,10,PHI 40,7,31,Carson Palmer pass incomplete deep left intended for John Brown (defended by Patrick Robinson),2.920,2.370
4,12:02,2,10,PHI 40,7,31,Carson Palmer pass complete short right to Andre Ellington for 2 yards (tackle by Elijah Qualls and Nigel Bradham),2.370,1.950
4,11:25,3,8,PHI 38,7,31,Carson Palmer pass incomplete deep right intended for Jaron Brown,1.950,0.720
4,11:20,4,8,PHI 38,7,31,Carson Palmer pass complete short left to Jaron Brown for 6 yards (tackle by Patrick Robinson),0.720,-1.070
4,11:14,1,10,PHI 32,7,31,Carson Wentz pass complete short right to Zach Ertz for 8 yards (tackle by Tyvon Branch),1.070,1.610
4,10:27,2,2,PHI 40,7,31,LeGarrette Blount left end for 5 yards (tackle by Josh Mauro),1.610,1.930
4,9:44,1,10,PHI 45,7,31,LeGarrette Blount middle for 3 yards (tackle by Chandler Jones),1.930,1.790
4,8:57,2,7,PHI 48,7,31,LeGarrette Blount right end for 2 yards (tackle by Rodney Gunter and Chandler Jones),1.790,1.360
4,8:15,3,5,,7,31,"Carson Wentz pass incomplete deep right intended for Kenjon Barner. Penalty on Deone Bucannon: Defensive Pass Interference, 16 yards (no play)",1.360,3.310
4,8:09,1,10,ARI 34,7,31,LeGarrette Blount right end for -2 yards (tackle by Frostee Rucker),3.310,2.500
4,7:25,2,12,ARI 36,7,31,Carson Wentz pass complete short left to Zach Ertz for 9 yards (tackle by Deone Bucannon),2.500,0.000
4,6:36,,,,,,Timeout #1 by Philadelphia Eagles,0.000,-3.010
4,6:36,3,3,ARI 27,7,31,"Penalty on Xavier Williams: Neutral Zone Infraction, 5 yards (no play)",3.010,4.110
4,6:36,1,10,ARI 22,7,31,Corey Clement middle for 5 yards (tackle by Karlos Dansby and Tyvon Branch),4.110,4.290
4,5:50,2,5,ARI 17,7,31,Corey Clement left end for 2 yards (tackle by Chandler Jones and Tyvon Branch),4.290,3.930
4,5:06,3,3,ARI 15,7,31,Carson Wentz pass complete short left to Alshon Jeffery for 10 yards (tackle by Patrick Peterson),3.930,6.060
4,4:21,1,5,ARI 5,7,31,"LeGarrette Blount left end for 5 yards. Penalty on Chance Warmack: Offensive Holding, 10 yards (no play)",6.060,4.370
4,4:17,1,15,ARI 15,7,31,LeGarrette Blount right end for 1 yard (tackle by Xavier Williams),4.370,3.580
4,3:33,2,14,ARI 14,7,31,Torrey Smith right end for -3 yards (tackle by Kareem Martin),3.580,2.740
4,2:48,3,17,ARI 17,7,31,Carson Wentz pass complete short right to Zach Ertz for 7 yards (tackle by Karlos Dansby),2.740,2.760
4,2:05,4,10,ARI 10,7,34,Jake Elliott 28 yard field goal good,2.760,3.000
4,2:00,,,PHI 35,7,34,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
4,2:00,1,10,ARI 25,7,34,Carson Palmer pass complete short left to JJ Nelson for 18 yards (tackle by Patrick Robinson),0.610,1.800
4,1:54,1,10,ARI 43,7,34,Carson Palmer pass complete short right to Andre Ellington for 8 yards (tackle by Malcolm Jenkins),1.800,2.330
4,1:34,2,2,PHI 49,7,34,Carson Palmer pass complete short middle to Larry Fitzgerald for 6 yards (tackle by Kamu Grugier-Hill),2.330,0.000
4,1:27,,,,,,Timeout #1 by Arizona Cardinals,0.000,-2.720
4,1:27,1,10,PHI 43,7,34,Carson Palmer pass incomplete deep left intended for Jaron Brown,2.720,2.180
4,1:21,2,10,PHI 43,7,34,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,2.180,1.490
4,1:17,3,10,PHI 43,7,34,Carson Palmer pass complete short left to Larry Fitzgerald for 14 yards,1.490,3.640
4,1:12,1,10,PHI 29,7,34,Carson Palmer pass complete short left to JJ Nelson for 28 yards (tackle by Rodney McLeod). JJ Nelson fumbles (forced by Rodney McLeod),3.640,-0.280
4,1:05,1,10,PHI 20,7,34,Carson Wentz kneels for -1 yards,0.280,-0.460
4,0:35,2,11,PHI 19,7,34,Carson Wentz kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
