Quarter,Time,Tm,Detail,DEN,OAK
1.0,8:52,Raiders,Tyrell Williams 8 yard pass from Derek Carr (Daniel Carlson kick),0,7
2.0,3:30,Raiders,Josh Jacobs 2 yard rush (Daniel Carlson kick),0,14
3.0,9:20,Broncos,Brandon McManus 26 yard field goal,3,14
,3:42,Broncos,Brandon McManus 26 yard field goal,6,14
4.0,11:52,Raiders,Josh Jacobs 4 yard rush (Daniel Carlson kick),6,21
,8:39,Broncos,Brandon McManus 39 yard field goal,9,21
,4:38,Raiders,Daniel Carlson 29 yard field goal,9,24
,2:15,Broncos,Emmanuel Sanders 1 yard pass from Joe Flacco (Brandon McManus kick),16,24
