Quarter,Time,Tm,Detail,NYG,PHI
1.0,7:30,Giants,Josh Brown 40 yard field goal,3,0
,2:59,Giants,Josh Brown 44 yard field goal,6,0
2.0,10:22,Giants,Josh Brown 33 yard field goal,9,0
,2:24,Giants,Josh Brown 46 yard field goal,12,0
4.0,12:23,Giants,Josh Brown 27 yard field goal,15,0
,4:11,Eagles,Najee Goode 2 yard defensive fumble return (Alex Henery kick),15,7
