Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Russell Okung,T,72,100%,0,0%,4,16%
John Moffitt,G,72,100%,0,0%,4,16%
Breno Giacomini,T,72,100%,0,0%,4,16%
Paul McQuistan,G,72,100%,0,0%,4,16%
Russell Wilson,QB,72,100%,0,0%,0,0%
Max Unger,C,72,100%,0,0%,0,0%
Zach Miller,TE,68,94%,0,0%,4,16%
Golden Tate,WR,50,69%,0,0%,0,0%
Sidney Rice,WR,50,69%,0,0%,0,0%
Marshawn Lynch,RB,44,61%,0,0%,0,0%
Anthony McCoy,TE,37,51%,0,0%,0,0%
Doug Baldwin,WR,30,42%,0,0%,5,20%
Braylon Edwards,WR,22,31%,0,0%,0,0%
Michael Robinson,FB,21,29%,0,0%,20,80%
Robert Turbin,RB,20,28%,0,0%,0,0%
Jermaine Kearse,WR,11,15%,0,0%,9,36%
Leon Washington,RB,6,8%,0,0%,9,36%
Evan Moore,TE,1,1%,0,0%,0,0%
Bobby Wagner,LB,0,0%,52,100%,6,24%
Kam Chancellor,SS,0,0%,52,100%,6,24%
Earl Thomas,FS,0,0%,52,100%,5,20%
Chris Clemons,DE,0,0%,52,100%,1,4%
Brandon Browner,CB,0,0%,51,98%,1,4%
Richard Sherman,CB,0,0%,50,96%,1,4%
LeRoy Hill,LB,0,0%,49,94%,1,4%
Brandon Mebane,DT,0,0%,42,81%,1,4%
Alan Branch,DT,0,0%,39,75%,8,32%
Mike Morgan,LB,0,0%,36,69%,7,28%
Red Bryant,DE,0,0%,36,69%,1,4%
Jason Jones,DE,0,0%,18,35%,0,0%
Marcus Trufant,CB,0,0%,15,29%,2,8%
Bruce Irvin,DE,0,0%,13,25%,7,28%
Jaye Howard,DT,0,0%,7,13%,7,28%
Jeron Johnson,SS,0,0%,6,12%,15,60%
Heath Farwell,LB,0,0%,1,2%,21,84%
Chris Maragos,FS,0,0%,1,2%,21,84%
Malcolm Smith,LB,0,0%,0,0%,20,80%
Jeremy Lane,CB,0,0%,0,0%,18,72%
Byron Maxwell,CB,0,0%,0,0%,16,64%
Clint Gresham,LS,0,0%,0,0%,10,40%
Jon Ryan,P,0,0%,0,0%,10,40%
Stephen Hauschka,K,0,0%,0,0%,9,36%
J.R. Sweezy,G,0,0%,0,0%,6,24%
Lemuel Jeanpierre,C,0,0%,0,0%,6,24%
Frank Omiyale,T,0,0%,0,0%,6,24%
