Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
1,3:43,1,10,TEN 33,0,0,Marcus Mariota pass complete short left to Delanie Walker for 6 yards (tackle by Kam Chancellor),1.140,1.400
1,3:08,2,4,TEN 39,0,0,"Marcus Mariota pass complete short right to Delanie Walker for -1 yards (tackle by Bobby Wagner). Penalty on Cliff Avril: Defensive Offside, 5 yards (no play)",1.400,1.860
1,2:42,1,10,TEN 44,0,0,Derrick Henry right tackle for -1 yards (tackle by Michael Bennett),1.860,1.180
1,2:03,2,11,TEN 43,0,0,Derrick Henry right tackle for 1 yard (tackle by Kam Chancellor),1.180,0.630
1,1:23,3,10,TEN 44,0,0,"Marcus Mariota pass incomplete deep middle intended for Eric Decker is intercepted by Kam Chancellor at SEA-35 and returned for 5 yards. Penalty on Richard Sherman: Defensive Pass Interference, 16 yards, Penalty on Richard Sherman: Offensive Holding (Declined), Penalty on Richard Sherman: Unsportsmanlike Conduct, 15 yards (no play)",0.630,3.910
1,1:12,1,10,SEA 25,0,0,Derrick Henry right end for -5 yards (tackle by Earl Thomas),3.910,2.690
1,0:44,2,15,SEA 30,0,0,Marcus Mariota pass incomplete deep left intended for Jonnu Smith. Penalty on TEN: Illegal Shift (Declined),2.690,2.010
1,0:40,3,15,SEA 30,0,0,Marcus Mariota pass complete deep right to Eric Decker for 17 yards,2.010,0.000
1,0:08,,,,,,Timeout #1 by Tennessee Titans,0.000,-4.710
1,0:08,1,10,SEA 13,0,0,Derrick Henry middle for -1 yards (tackle by Bobby Wagner),4.710,3.900
Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,SEA 14,0,0,"Marcus Mariota left end for 5 yards. Penalty on Eric Decker: Offensive Holding, 10 yards",3.900,3.300
2,14:53,2,16,SEA 19,0,0,"Marcus Mariota pass incomplete short right intended for Eric Decker. Penalty on Eric Decker: Offensive Pass Interference, 10 yards (no play)",3.300,2.000
2,14:47,2,26,SEA 29,0,0,Marcus Mariota pass complete short left to Rishard Matthews for 7 yards (tackle by Bradley McDougald),2.000,2.280
2,14:11,3,19,SEA 22,0,0,Marcus Mariota pass complete deep left to Eric Decker for 16 yards (tackle by Earl Thomas and Shaquill Griffin),2.280,3.010
2,13:26,4,3,SEA 6,0,3,Ryan Succop 24 yard field goal good,3.010,3.000
2,13:23,,,TEN 35,0,3,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
2,13:23,1,10,SEA 25,0,3,Russell Wilson pass incomplete short right intended for Jimmy Graham (defended by Kevin Byard),0.610,0.060
2,13:15,2,10,SEA 25,0,3,"Russell Wilson for 1 yard. Russell Wilson fumbles, recovered by Russell Wilson at SEA-22",0.060,0.000
2,12:38,,,,,,Timeout #2 by Tennessee Titans,0.000,0.620
2,12:38,3,10,SEA 25,0,3,Russell Wilson pass incomplete deep left intended for Paul Richardson (defended by LeShaun Sims),-0.620,-1.700
2,12:32,4,10,SEA 25,0,3,Jon Ryan punts 43 yards,-1.700,-1.070
2,12:21,1,10,TEN 32,0,3,Marcus Mariota pass complete short left to Eric Decker for 5 yards (tackle by Jeremy Lane),1.070,1.200
2,11:54,2,5,TEN 37,0,3,DeMarco Murray middle for 3 yards (tackle by Bobby Wagner and Garrison Smith),1.200,0.890
2,11:13,3,2,TEN 40,0,3,Marcus Mariota pass complete short left to Rishard Matthews for 6 yards (tackle by Shaquill Griffin),0.890,1.990
2,10:31,1,10,TEN 46,0,3,Marcus Mariota left end for 3 yards (tackle by Michael Wilhoite),1.990,1.860
2,9:59,2,7,TEN 49,0,3,DeMarco Murray middle for 6 yards (tackle by Michael Wilhoite),1.860,1.950
2,9:21,3,1,SEA 45,0,3,"DeMarco Murray middle for no gain (tackle by Jarran Reed). Penalty on Sheldon Richardson: Defensive Offside, 5 yards (no play)",1.950,2.920
2,9:03,1,10,SEA 40,0,3,"Marcus Mariota right end for 4 yards (tackle by Bobby Wagner). Penalty on Richard Sherman: Unnecessary Roughness (Offsetting), Penalty on Jack Conklin: Unnecessary Roughness (Offsetting), Penalty on Quinton Spain: Unnecessary Roughness (Offsetting), Penalty on Sheldon Richardson: Unnecessary Roughness (Offsetting)",2.920,2.910
2,8:35,2,6,SEA 36,0,3,Marcus Mariota pass complete short left to Phillip Supernaw for 3 yards (tackle by Kam Chancellor),2.910,2.610
2,7:59,3,3,SEA 33,0,3,Marcus Mariota pass complete short left to Delanie Walker for 7 yards (tackle by Shaquill Griffin and K.J. Wright),2.610,3.840
2,7:21,1,10,SEA 26,0,3,DeMarco Murray left tackle for 5 yards (tackle by Bobby Wagner and K.J. Wright),3.840,3.970
2,6:37,2,5,SEA 21,0,3,DeMarco Murray left tackle for 2 yards (tackle by Kam Chancellor),3.970,3.570
2,6:00,3,3,SEA 19,0,3,Marcus Mariota pass incomplete short right intended for Rishard Matthews (defended by Richard Sherman),3.570,2.280
2,5:56,4,3,SEA 19,0,6,Ryan Succop 37 yard field goal good,2.280,3.000
2,5:51,,,TEN 35,0,6,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
2,5:51,1,10,SEA 25,0,6,Russell Wilson pass complete short right to Doug Baldwin for 2 yards (tackle by Adoree' Jackson),0.610,0.330
2,5:23,2,8,SEA 27,0,6,Chris Carson right tackle for 3 yards (tackle by Jurrell Casey and Kevin Byard),0.330,0.040
2,4:43,3,5,SEA 30,0,6,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",0.040,-0.620
2,4:24,3,10,SEA 25,0,6,Russell Wilson for no gain. Justin Britt fumbles,-0.620,-2.390
2,3:48,4,19,SEA 16,0,6,"Jon Ryan punts 64 yards, returned by Adoree' Jackson for 80 yards. Penalty on David Fluellen: Illegal Block Above the Waist, 10 yards",-2.390,-1.070
2,3:29,1,10,TEN 32,0,6,Marcus Mariota pass complete short left to Taywan Taylor for 5 yards (tackle by Shaquill Griffin),1.070,1.200
2,2:55,2,5,TEN 37,0,6,DeMarco Murray left guard for 1 yard (tackle by K.J. Wright),1.200,0.630
2,2:16,3,4,TEN 38,0,6,Marcus Mariota pass incomplete deep right intended for Taywan Taylor,0.630,-0.850
2,2:10,4,4,TEN 38,0,6,"Brett Kern punts 48 yards, out of bounds",-0.850,0.280
2,2:04,1,10,SEA 14,0,6,Russell Wilson pass complete deep left to Doug Baldwin for 36 yards (tackle by LeShaun Sims),-0.280,2.260
2,1:58,1,10,,0,6,Russell Wilson pass complete deep left to C.J. Prosise for 46 yards (tackle by Jayon Brown),2.260,6.280
2,1:29,1,4,TEN 4,0,6,Russell Wilson pass incomplete short right intended for Doug Baldwin (defended by Logan Ryan),6.280,5.340
2,1:25,2,4,TEN 4,0,6,Russell Wilson pass incomplete short left intended for Jimmy Graham,5.340,4.490
2,1:21,3,4,TEN 4,6,6,"Russell Wilson pass complete short right to Doug Baldwin for 4 yards, touchdown",4.490,7.000
2,1:15,,,TEN 15,7,6,Blair Walsh kicks extra point good,0.000,0.000
2,1:15,,,SEA 35,7,6,"Blair Walsh kicks off 66 yards, returned by Adoree' Jackson for 25 yards (tackle by Justin Coleman)",0.000,-0.540
2,1:09,1,10,TEN 24,7,6,Marcus Mariota pass complete short middle to Delanie Walker for 7 yards (tackle by K.J. Wright),0.540,0.940
2,0:52,2,3,TEN 31,7,6,Marcus Mariota pass complete short right to Delanie Walker for 11 yards (tackle by Kam Chancellor),0.940,1.730
2,0:35,1,10,TEN 42,7,6,Marcus Mariota pass complete short right to Rishard Matthews for 8 yards (tackle by Richard Sherman),1.730,2.270
2,0:31,2,2,,7,6,Marcus Mariota pass complete short left to Taywan Taylor for 11 yards (tackle by Earl Thomas),2.270,2.980
2,0:25,1,10,SEA 39,7,6,Marcus Mariota pass complete short right to Rishard Matthews for 5 yards (tackle by Richard Sherman and Bobby Wagner),2.980,3.120
2,0:09,2,5,SEA 34,7,6,Marcus Mariota spiked the ball,3.120,2.410
2,0:08,3,5,SEA 34,7,6,Marcus Mariota pass complete short right to DeMarco Murray for 5 yards,2.410,3.640
2,0:05,1,10,SEA 29,7,9,Ryan Succop 47 yard field goal good,3.640,3.000
Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,7,9,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,SEA 25,7,9,Chris Carson right guard for 1 yard (tackle by Wesley Woodyard),0.610,0.200
3,14:23,2,9,SEA 26,7,9,Chris Carson left tackle for 5 yards (tackle by Avery Williamson),0.200,0.170
3,13:40,3,4,SEA 31,7,9,Russell Wilson pass complete short right to Doug Baldwin for 9 yards (tackle by Adoree' Jackson and Curtis Riley),0.170,1.600
3,13:03,1,10,SEA 40,7,9,Russell Wilson pass complete short left to Doug Baldwin for 9 yards (tackle by Logan Ryan),1.600,2.270
3,12:33,2,1,SEA 49,7,9,Chris Carson left guard for 7 yards (tackle by David King and Kevin Byard),2.270,2.650
3,12:04,1,10,TEN 44,7,9,Chris Carson right guard for 7 yards (tackle by Avery Williamson),2.650,3.060
3,11:23,2,3,TEN 37,7,9,Russell Wilson pass complete short right to Jimmy Graham for 26 yards (tackle by Kevin Byard and Wesley Woodyard),3.060,4.840
3,10:53,1,10,TEN 11,7,9,C.J. Prosise right guard for 1 yard (tackle by Jurrell Casey),4.840,4.320
3,10:15,2,9,TEN 10,13,9,"Russell Wilson pass complete short middle to Chris Carson for 10 yards, touchdown",4.320,7.000
3,10:09,,,TEN 15,14,9,Blair Walsh kicks extra point good,0.000,0.000
3,10:09,,,SEA 35,14,9,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
3,10:09,1,10,TEN 25,14,9,"DeMarco Murray right end for 1 yard (tackle by Richard Sherman). Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",0.610,1.340
3,9:46,1,5,TEN 30,14,9,DeMarco Murray middle for 3 yards (tackle by Jarran Reed),1.340,1.140
3,9:10,2,2,TEN 33,14,9,DeMarco Murray left tackle for 9 yards (tackle by Bobby Wagner),1.140,1.730
3,8:31,1,10,TEN 42,14,9,Marcus Mariota right end for 3 yards (tackle by K.J. Wright),1.730,1.590
3,7:47,2,7,TEN 45,14,15,"Marcus Mariota pass complete short left to Rishard Matthews for 55 yards, touchdown. Penalty on Frank Clark: Defensive Offside (Declined)",1.590,7.000
3,7:34,,,SEA 15,14,16,Ryan Succop kicks extra point good,0.000,0.000
3,7:34,,,TEN 35,14,16,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,7:33,1,10,SEA 25,14,16,Russell Wilson pass incomplete short left intended for C.J. Prosise,0.610,0.060
3,7:26,2,10,SEA 25,14,16,Chris Carson left end for 1 yard (tackle by Jurrell Casey),0.060,-0.490
3,6:44,3,9,SEA 26,14,16,Russell Wilson pass incomplete short middle intended for Doug Baldwin,-0.490,-1.630
3,6:40,4,9,SEA 26,14,16,"Jon Ryan punts 43 yards, returned by Adoree' Jackson for 15 yards (tackle by Bradley McDougald)",-1.630,-1.990
3,6:30,1,10,TEN 46,14,16,Derrick Henry right guard for 3 yards (tackle by Bobby Wagner),1.990,1.860
3,5:55,2,7,TEN 49,14,16,Marcus Mariota right end for 10 yards (tackle by Richard Sherman),1.860,2.850
3,5:25,1,10,SEA 41,14,16,Derrick Henry middle for 7 yards (tackle by Marcus Smith),2.850,3.250
3,4:47,2,3,SEA 34,14,16,Derrick Henry middle for 5 yards (tackle by Bobby Wagner),3.250,3.640
3,4:01,1,10,SEA 29,14,16,"Marcus Mariota pass incomplete deep left intended for Delanie Walker. Penalty on Jeremy Lane: Defensive Holding, 5 yards (no play)",3.640,3.970
3,3:57,1,10,SEA 24,14,22,"Marcus Mariota pass complete deep right to Jonnu Smith for 24 yards, touchdown",3.970,7.000
3,3:50,,,SEA 15,14,23,Ryan Succop kicks extra point good,0.000,0.000
3,3:50,,,TEN 35,14,23,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,3:50,1,10,SEA 25,14,23,Russell Wilson left end for 3 yards (tackle by Erik Walden),0.610,0.470
3,3:19,2,7,SEA 28,14,23,Russell Wilson pass complete short right to Doug Baldwin for 13 yards (tackle by Brice McCain),0.470,1.660
3,2:52,1,10,SEA 41,14,23,Chris Carson right tackle for -1 yards (tackle by Wesley Woodyard),1.660,0.990
3,2:11,2,11,SEA 40,14,23,Russell Wilson pass incomplete short left intended for Paul Richardson,0.990,0.300
3,2:07,3,11,SEA 40,14,23,Russell Wilson pass incomplete short middle intended for Luke Willson,0.300,-0.720
3,1:59,4,11,SEA 40,14,23,"Jon Ryan punts 43 yards, returned by Adoree' Jackson for 8 yards (tackle by Luke Willson)",-0.720,-0.610
3,1:49,1,10,TEN 25,14,29,"DeMarco Murray left end for 75 yards, touchdown",0.610,7.000
3,1:34,,,SEA 15,14,30,Ryan Succop kicks extra point good,0.000,0.000
3,1:34,,,TEN 35,14,30,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,1:34,1,10,SEA 25,14,30,Russell Wilson pass complete short right to Jimmy Graham for 8 yards (tackle by Logan Ryan),0.610,1.140
3,1:16,2,2,SEA 33,14,30,C.J. Prosise left guard for -1 yards (tackle by Wesley Woodyard),1.140,0.300
3,0:40,3,3,SEA 32,14,30,Russell Wilson pass complete short left to Doug Baldwin for 5 yards (tackle by Logan Ryan),0.300,1.400
3,0:13,1,10,SEA 37,14,30,Russell Wilson pass complete short right to Doug Baldwin for 7 yards (tackle by Avery Williamson and Logan Ryan),1.400,1.800
Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,SEA 44,14,30,Russell Wilson pass complete short right to Doug Baldwin for 7 yards (tackle by Avery Williamson and Adoree' Jackson),1.800,2.320
4,14:32,1,10,TEN 49,14,30,Russell Wilson pass incomplete short left intended for Paul Richardson,2.320,1.780
4,14:28,2,10,TEN 49,14,30,Russell Wilson pass complete deep right to Paul Richardson for 22 yards (tackle by Logan Ryan),1.780,3.780
4,14:06,1,10,TEN 27,20,30,"Russell Wilson pass complete deep right to Luke Willson for 27 yards, touchdown",3.780,7.000
4,13:59,,,TEN 2,20,30,"Two Point Attempt: Russell Wilson pass incomplete intended for Paul Richardson, conversion fails",0.000,-1.000
4,13:59,,,SEA 35,20,30,"Blair Walsh kicks off 42 yards, returned by Adoree' Jackson for 2 yards (tackle by Bradley McDougald)",0.000,-0.610
4,13:55,1,10,TEN 25,20,30,Derrick Henry middle for 8 yards (tackle by Sheldon Richardson),0.610,1.140
4,13:18,2,2,TEN 33,20,30,Marcus Mariota pass complete short left to Rishard Matthews for 6 yards (tackle by Kam Chancellor),1.140,1.530
4,12:48,1,10,TEN 39,20,30,Derrick Henry right end for 25 yards (tackle by Bobby Wagner),1.530,3.180
4,12:11,1,10,SEA 36,20,30,Marcus Mariota pass complete short left to Eric Decker for 11 yards (tackle by Jeremy Lane),3.180,3.910
4,11:26,1,10,SEA 25,20,30,Derrick Henry left end for 5 yards (tackle by Jeremy Lane),3.910,4.040
4,10:54,2,5,SEA 20,20,30,Marcus Mariota left tackle for 3 yards (tackle by K.J. Wright),4.040,3.850
4,10:10,3,2,SEA 17,20,30,Marcus Mariota pass incomplete short right intended for Eric Decker,3.850,2.440
4,10:05,4,2,SEA 17,20,33,Ryan Succop 35 yard field goal good,2.440,3.000
4,10:00,,,TEN 35,20,33,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,10:00,1,10,SEA 25,20,33,Russell Wilson pass complete deep left to Tyler Lockett for 16 yards (tackle by Logan Ryan),0.610,1.660
4,9:34,1,10,SEA 41,20,33,Russell Wilson left end for 6 yards (tackle by Brice McCain),1.660,1.930
4,9:05,2,4,SEA 47,20,33,Russell Wilson pass complete short right to Jimmy Graham for 8 yards,1.930,2.590
4,8:50,1,10,TEN 45,20,33,Russell Wilson pass complete short right to C.J. Prosise for 11 yards (tackle by Kevin Dodd),2.590,3.310
4,8:25,1,10,TEN 34,20,33,Russell Wilson pass complete short middle to Luke Willson for 18 yards (tackle by Curtis Riley and Kevin Byard),3.310,4.510
4,8:04,1,10,TEN 16,20,33,Russell Wilson pass incomplete deep left intended for Paul Richardson (defended by Brice McCain),4.510,0.000
4,7:59,,,,,,Timeout #1 by Seattle Seahawks,0.000,-3.900
4,7:59,2,10,TEN 16,20,33,"Russell Wilson pass incomplete. Penalty on Russell Wilson: Intentional Grounding, 17 yards",3.900,1.030
4,7:53,3,27,TEN 33,20,33,Russell Wilson pass complete short left to Jimmy Graham for 5 yards (tackle by Wesley Woodyard),1.030,1.590
4,7:20,4,22,TEN 28,20,33,Russell Wilson pass incomplete deep right intended for Jimmy Graham (defended by Logan Ryan),1.590,-0.810
4,7:11,1,10,TEN 28,20,33,DeMarco Murray left tackle for 5 yards (tackle by K.J. Wright),0.810,0.940
4,6:30,2,5,TEN 33,20,33,DeMarco Murray middle for -2 yards (tackle by Michael Bennett),0.940,-0.030
4,5:49,3,7,TEN 31,20,33,"Penalty on Josh Kline: False Start, 5 yards (no play)",-0.030,-0.690
4,5:25,3,12,TEN 26,20,33,Marcus Mariota pass incomplete short left intended for DeMarco Murray,-0.690,-1.630
4,5:20,4,12,TEN 26,20,33,"Brett Kern punts 55 yards, returned by Tyler Lockett for 9 yards (tackle by Brynden Trawick)",-1.630,-0.810
4,5:09,1,10,SEA 28,20,33,Russell Wilson right end for 11 yards (tackle by Adoree' Jackson),0.810,1.530
4,4:42,1,10,SEA 39,20,33,Russell Wilson pass complete short right to Jimmy Graham for 11 yards (tackle by Jayon Brown),1.530,2.260
4,4:21,1,10,,20,33,Russell Wilson pass complete short middle to Chris Carson for 8 yards (tackle by Da'Norris Searcy and Wesley Woodyard),2.260,2.790
4,3:53,2,2,TEN 42,20,33,"Russell Wilson for no gain. Russell Wilson fumbles, recovered by Russell Wilson at TEN-46",2.790,1.550
4,3:28,3,6,TEN 46,20,33,Russell Wilson pass incomplete short middle intended for Tyler Lockett (defended by Logan Ryan),1.550,0.200
4,3:20,4,6,TEN 46,20,33,Russell Wilson pass complete short right to Tyler Lockett for 14 yards (tackle by Adoree' Jackson),0.200,3.450
4,2:50,1,10,TEN 32,20,33,Russell Wilson pass complete short middle to Jimmy Graham for 13 yards (tackle by Wesley Woodyard),3.450,4.310
4,2:32,1,10,TEN 19,20,33,Russell Wilson pass incomplete deep right intended for Amara Darboh (defended by Adoree' Jackson),4.310,3.750
4,2:24,2,10,TEN 19,20,33,Russell Wilson pass complete short middle to Luke Willson for 8 yards (tackle by Kevin Byard),3.750,4.430
4,2:06,3,2,TEN 11,20,33,Russell Wilson middle for 3 yards (tackle by Brian Orakpo),4.430,5.370
4,1:59,1,8,TEN 8,20,33,Russell Wilson pass incomplete short middle intended for Jimmy Graham,5.370,0.000
4,1:55,,,,,,Timeout #2 by Seattle Seahawks,0.000,-4.570
4,1:55,2,8,TEN 8,26,33,"Russell Wilson pass complete short left to Paul Richardson for 8 yards, touchdown",4.570,7.000
4,1:50,,,TEN 15,27,33,Blair Walsh kicks extra point good,0.000,0.000
4,1:50,,,SEA 35,27,33,"Blair Walsh kicks onside 12 yards, recovered by Delanie Walker",0.000,-2.460
4,1:49,1,10,SEA 47,27,33,Derrick Henry left tackle for 4 yards (tackle by Bobby Wagner),2.460,0.000
4,1:44,,,,,,Timeout #3 by Seattle Seahawks,0.000,-2.450
4,1:44,2,6,SEA 43,27,33,Derrick Henry middle for 2 yards (tackle by Cliff Avril),2.450,0.000
4,0:58,,,,,,Timeout #1 by Tennessee Titans,0.000,-2.010
4,0:58,3,4,SEA 41,27,33,Derrick Henry right tackle for 1 yard (tackle by Bobby Wagner),2.010,0.000
4,0:11,,,,,,Timeout #2 by Tennessee Titans,0.000,-0.590
4,0:11,4,3,SEA 40,27,33,"Penalty on SEA: Defensive 12 On-field, 5 yards (no play)",0.590,3.250
4,0:11,1,10,SEA 35,27,33,Marcus Mariota kneels for -1 yards,3.250,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
