#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ATL 27,3,1:41,-4,Punt
2,1,13:19,PIT 22,1,0:07,22,Touchdown
3,1,8:46,ATL 46,3,1:01,4,Interception
4,1,2:22,ATL 30,3,1:44,7,Punt
5,2,9:56,ATL 25,3,2:17,9,Punt
6,2,7:36,PIT 25,6,2:50,25,Touchdown
7,2,4:46,ATL 49,7,2:42,51,Touchdown
8,2,0:58,PIT 28,1,0:11,0,Interception
9,3,12:53,ATL 34,3,2:09,7,Punt
10,3,7:29,PIT 26,4,1:45,26,Touchdown
11,3,4:11,ATL 25,6,3:01,75,Touchdown
12,3,0:08,ATL 40,5,2:35,-1,Punt
13,4,10:34,ATL 29,7,4:10,64,Field Goal
14,4,3:19,ATL 18,10,2:54,49,Missed FG
15,5,15:00,ATL 21,11,6:56,65,Field Goal
