Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Garrett Reynolds,G,76,100%,0,0%,5,17%
Justin Blalock,G,76,100%,0,0%,5,17%
Jeremy Trueblood,T,76,100%,0,0%,5,17%
Peter Konz,C,76,100%,0,0%,0,0%
Matt Ryan,QB,76,100%,0,0%,0,0%
Roddy White,WR,74,97%,0,0%,0,0%
Tony Gonzalez,TE,74,97%,0,0%,0,0%
Harry Douglas,WR,69,91%,0,0%,2,7%
Julio Jones,WR,66,87%,0,0%,0,0%
Lamar Holmes,T,54,71%,0,0%,5,17%
Jacquizz Rodgers,RB,46,61%,0,0%,10,34%
Jason Snelling,RB,32,42%,0,0%,5,17%
Sam Baker,T,22,29%,0,0%,1,3%
Drew Davis,WR,11,14%,0,0%,18,62%
Levine Toilolo,TE,6,8%,0,0%,7,24%
Patrick DiMarco,RB,1,1%,0,0%,14,48%
Joe Hawley,C,1,1%,0,0%,12,41%
Thomas DeCoud,FS,0,0%,66,100%,14,48%
William Moore,SS,0,0%,66,100%,6,21%
Robert McClain,CB,0,0%,64,97%,14,48%
Desmond Trufant,CB,0,0%,61,92%,0,0%
Joplo Bartu,LB,0,0%,60,91%,8,28%
Jonathan Babineaux,DT,0,0%,59,89%,11,38%
Corey Peters,DT,0,0%,54,82%,11,38%
Osi Umenyiora,DE,0,0%,54,82%,0,0%
Akeem Dent,LB,0,0%,49,74%,3,10%
Peria Jerry,DT,0,0%,42,64%,10,34%
Jonathan Massaquoi,DE,0,0%,39,59%,0,0%
Robert Alford,CB,0,0%,35,53%,10,34%
Stephen Nicholas,LB,0,0%,26,39%,12,41%
Paul Worrilow,LB,0,0%,12,18%,9,31%
Malliciah Goodman,DE,0,0%,11,17%,2,7%
Omar Gaither,LB,0,0%,10,15%,7,24%
Cliff Matthews,DE,0,0%,9,14%,13,45%
Dominique Franks,CB,0,0%,7,11%,2,7%
Shann Schillinger,FS,0,0%,2,3%,16,55%
Kevin Cone,WR,0,0%,0,0%,18,62%
Matthew Bosher,P,0,0%,0,0%,14,48%
Antone Smith,RB,0,0%,0,0%,11,38%
Chase Coffman,TE,0,0%,0,0%,11,38%
Josh Vaughan,RB,0,0%,0,0%,11,38%
Josh Harris,LS,0,0%,0,0%,8,28%
Matt Bryant,K,0,0%,0,0%,5,17%
Zeke Motta,SS,0,0%,0,0%,4,14%
