Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
2,12:31,2,10,ATL 26,7,3,Matt Ryan pass complete short left to Tony Gonzalez for 2 yards (tackle by Steve Gregory),0.130,-0.300
2,11:50,3,8,ATL 28,7,3,"Matt Ryan pass complete short right to Tony Gonzalez for 13 yards (tackle by Jerod Mayo). Penalty on Dont'a Hightower: Face Mask (15 Yards), 15 yards",-0.300,2.650
2,11:23,1,10,NWE 44,7,3,Jason Snelling right guard for 2 yards (tackle by Brandon Spikes),2.650,2.380
2,10:44,2,8,NWE 42,7,3,Matt Ryan pass complete short left to Levine Toilolo for 4 yards (tackle by Devin McCourty),2.380,2.210
2,10:13,3,4,NWE 38,7,3,Matt Ryan pass complete short right to Julio Jones for 5 yards (tackle by Steve Gregory),2.210,3.380
2,9:33,1,10,NWE 33,7,3,Matt Ryan pass incomplete deep left intended for Julio Jones,3.380,2.840
2,9:28,2,10,NWE 33,7,3,Jacquizz Rodgers right tackle for 6 yards (tackle by Chandler Jones and Jerod Mayo),2.840,2.940
2,8:49,3,4,NWE 27,7,3,Matt Ryan pass complete short left to Harry Douglas for 12 yards (tackle by Alfonzo Dennard),2.940,4.580
2,8:12,1,10,NWE 15,7,3,Matt Ryan pass incomplete short right intended for Roddy White,4.580,3.950
2,7:52,2,10,NWE 15,7,3,Jason Snelling left tackle for no gain (tackle by Dont'a Hightower and Kyle Arrington),3.950,3.100
2,7:05,3,10,NWE 15,7,3,Matt Ryan pass complete short middle to Jason Snelling for 8 yards (tackle by Dont'a Hightower and Devin McCourty),3.100,3.000
2,6:22,4,2,NWE 7,7,3,Matt Ryan pass incomplete short left intended for Roddy White,3.000,0.380
2,6:19,1,10,NWE 8,7,3,Tom Brady pass complete short left to Kenbrell Thompkins for 7 yards (tackle by Desmond Trufant),-0.380,-0.210
2,5:45,2,3,NWE 15,7,3,LeGarrette Blount left end for 4 yards (tackle by Peria Jerry),-0.210,0.150
2,5:01,1,10,NWE 19,7,3,Tom Brady pass complete deep left to Kenbrell Thompkins for 49 yards (tackle by Robert McClain),0.150,3.450
2,4:18,1,10,ATL 32,7,3,LeGarrette Blount left end for 2 yards (tackle by William Moore),3.450,3.170
2,3:38,2,8,ATL 30,7,3,Tom Brady pass incomplete deep right intended for Josh Boyce,3.170,2.480
2,3:32,3,8,ATL 30,7,3,Tom Brady pass incomplete short left intended for Kenbrell Thompkins,2.480,1.410
2,3:27,4,8,ATL 30,10,3,Stephen Gostkowski 48 yard field goal good,1.410,3.000
2,3:27,,,NWE 35,10,3,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,3:22,1,10,ATL 20,10,3,Matt Ryan pass complete short middle to Tony Gonzalez for 11 yards (tackle by Devin McCourty),0.280,1.000
2,2:55,1,10,ATL 31,10,3,Matt Ryan pass complete short right to Tony Gonzalez for 14 yards (tackle by Jamie Collins),1.000,1.930
2,2:28,1,10,ATL 45,10,3,Jacquizz Rodgers left guard for 5 yards (tackle by Jerod Mayo),1.930,2.060
2,2:03,2,5,,10,3,Matt Ryan pass complete short right to Jacquizz Rodgers for 17 yards (tackle by Jerod Mayo and Jamie Collins),2.060,3.380
2,1:56,1,10,NWE 33,10,3,Jason Snelling right guard for 9 yards (tackle by Jerod Mayo and Dont'a Hightower),3.380,4.050
2,1:32,2,1,NWE 24,10,3,Jason Snelling right guard for no gain (tackle by Tommy Kelly and Rob Ninkovich),4.050,4.050
2,1:19,2,1,NWE 24,10,3,Timeout #1 by Atlanta Falcons,4.050,3.340
2,1:19,3,1,NWE 24,10,3,Jason Snelling right tackle for 3 yards (tackle by Joe Vellano),3.340,3.340
2,0:46,3,1,NWE 24,10,3,Timeout #2 by New England Patriots,3.340,4.170
2,0:46,1,10,NWE 21,10,9,"Matt Ryan pass complete short right to Tony Gonzalez for 21 yards, touchdown",4.170,7.000
2,0:46,,,NWE 2,10,10,Matt Bryant kicks extra point good,0.000,0.000
2,0:46,,,ATL 35,10,10,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,0:36,1,10,NWE 20,10,10,Tom Brady kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,10,"Matthew Bosher kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,NWE 20,10,10,"Stevan Ridley right end for 7 yards (tackle by Joplo Bartu). Penalty on Logan Mankins: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,14:37,1,20,NWE 10,10,10,Tom Brady pass complete short left to Stevan Ridley for 2 yards (tackle by Akeem Dent). Penalty on NWE: Illegal Shift (Declined),-0.760,-1.360
3,14:19,2,18,NWE 12,10,10,Tom Brady pass complete short left to Brandon Bolden for -5 yards (tackle by Akeem Dent),-1.360,-2.940
3,13:43,3,23,NWE 7,10,10,Tom Brady pass complete short right to Julian Edelman for 3 yards (tackle by Jonathan Massaquoi),-2.940,-2.490
3,13:09,4,20,NWE 10,10,10,"Ryan Allen punts 54 yards, returned by Harry Douglas for 6 yards (tackle by Dane Fletcher)",-2.490,-1.730
3,12:57,1,10,ATL 42,10,10,Matt Ryan pass complete short right to Jacquizz Rodgers for 13 yards (tackle by Dont'a Hightower),1.730,2.590
3,12:32,1,10,NWE 45,10,10,Jacquizz Rodgers right guard for 3 yards (tackle by Rob Ninkovich and Alfonzo Dennard),2.590,2.450
3,11:59,2,7,NWE 42,10,10,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Aqib Talib),2.450,1.750
3,11:55,3,7,NWE 42,10,10,Matt Ryan pass incomplete short middle intended for Julio Jones,1.750,0.460
3,11:51,4,7,NWE 42,10,10,Matthew Bosher punts 35 yards,0.460,0.380
3,11:39,1,10,NWE 7,10,10,Stevan Ridley left guard for 2 yards (tackle by Akeem Dent),-0.380,-0.630
3,10:56,2,8,NWE 9,10,10,Tom Brady pass incomplete short right intended for Julian Edelman,-0.630,-1.190
3,10:51,3,8,NWE 9,10,10,Tom Brady pass complete short right to Aaron Dobson for 10 yards (tackle by Desmond Trufant). Penalty on Robert Alford: Illegal Use of Hands (Declined),-1.190,0.150
3,10:19,1,10,NWE 19,10,10,"Penalty on Tom Brady: Delay of Game, 5 yards (no play)",0.150,-0.390
3,9:59,1,15,NWE 14,10,10,Tom Brady pass complete short middle to Kenbrell Thompkins for 18 yards (tackle by Desmond Trufant),-0.390,1.070
3,9:25,1,10,NWE 32,10,10,Stevan Ridley left end for -1 yards (tackle by Jonathan Babineaux and Joplo Bartu),1.070,0.390
3,8:46,2,11,NWE 31,10,10,Tom Brady pass complete short middle to Julian Edelman for 17 yards (tackle by Robert McClain),0.390,2.130
3,8:05,1,10,NWE 48,10,10,Tom Brady pass complete deep middle to Julian Edelman for 34 yards (tackle by Thomas DeCoud),2.130,4.370
3,7:17,1,10,ATL 18,10,10,Tom Brady pass incomplete deep right intended for Kenbrell Thompkins,4.370,3.800
3,7:12,2,10,ATL 18,10,10,Stevan Ridley for 7 yards (tackle by William Moore),3.800,4.260
3,6:36,3,3,ATL 11,10,10,Tom Brady pass complete short left to Julian Edelman for 3 yards (tackle by Robert Alford),4.260,5.370
3,6:16,1,8,ATL 8,10,10,Brandon Bolden right guard for 4 yards (tackle by Joplo Bartu and Jonathan Babineaux),5.370,5.340
3,5:41,2,4,ATL 4,10,10,Tom Brady pass incomplete short left intended for Kenbrell Thompkins (defended by Desmond Trufant),5.340,4.490
3,5:34,3,4,ATL 4,10,10,Tom Brady pass incomplete short middle intended for Aaron Dobson,4.490,3.030
3,5:29,4,4,ATL 4,13,10,Stephen Gostkowski 22 yard field goal good,3.030,3.000
3,5:29,,,NWE 35,13,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,5:24,1,10,ATL 20,13,10,Jason Snelling left tackle for 5 yards (tackle by Dont'a Hightower and Kyle Arrington),0.280,0.410
3,4:44,2,5,ATL 25,13,10,Matt Ryan pass complete short middle to Julio Jones for 16 yards (tackle by Jerod Mayo),0.410,1.660
3,4:08,1,10,ATL 41,13,10,Matt Ryan pass complete short left to Roddy White for 8 yards (tackle by Devin McCourty),1.660,2.200
3,3:41,2,2,ATL 49,13,10,Jason Snelling left guard for 4 yards (tackle by Joe Vellano and Tommy Kelly),2.200,2.460
3,3:11,1,10,NWE 47,13,10,Matt Ryan sacked by Joe Vellano for -13 yards,2.460,0.160
3,2:43,2,23,ATL 40,13,10,Matt Ryan pass complete short left to Tony Gonzalez for 7 yards (tackle by Dont'a Hightower),0.160,0.430
3,2:07,3,16,ATL 47,13,10,Matt Ryan pass incomplete short right intended for Roddy White,0.430,-0.260
3,2:02,4,16,ATL 47,13,10,"Matthew Bosher punts 42 yards, fair catch by Julian Edelman",-0.260,0.370
3,1:53,1,10,NWE 11,13,10,Tom Brady pass complete short left to Julian Edelman for 1 yard (tackle by Robert McClain),-0.370,-0.710
3,1:19,2,9,NWE 12,13,10,LeGarrette Blount right end for 4 yards (tackle by Corey Peters and Akeem Dent),-0.710,-0.840
3,0:35,3,5,NWE 16,13,10,"Tom Brady pass complete short middle to Josh Boyce for 4 yards (tackle by Robert McClain). Penalty on Akeem Dent: Defensive Holding, 5 yards (no play)",-0.840,0.340
3,0:08,1,10,NWE 21,13,10,Tom Brady pass incomplete short left intended for Julian Edelman,0.340,-0.200
3,0:02,2,10,NWE 21,13,10,Brandon Bolden right end for -4 yards (tackle by Jonathan Massaquoi),-0.200,-1.590
Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,14,NWE 17,13,10,"Penalty on Daniel Connolly: False Start, 5 yards (no play)",-1.590,-2.470
4,15:00,3,19,NWE 12,13,10,"Tom Brady pass complete deep middle to Kenbrell Thompkins for 26 yards (tackle by William Moore). Penalty on William Moore: Personal Foul, 15 yards",-2.470,2.460
4,14:37,1,10,ATL 47,19,10,"LeGarrette Blount left guard for 47 yards, touchdown",2.460,7.000
4,14:37,,,ATL 2,20,10,Stephen Gostkowski kicks extra point good,0.000,0.000
4,14:37,,,NWE 35,20,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,14:26,1,10,ATL 20,20,10,Matt Ryan pass complete short middle to Jacquizz Rodgers for 9 yards (tackle by Aqib Talib),0.280,0.950
4,13:55,2,1,ATL 29,20,10,Matt Ryan pass complete short right to Tony Gonzalez for 10 yards,0.950,1.530
4,13:24,1,10,ATL 39,20,10,"Matt Ryan pass incomplete deep right intended for Roddy White. Penalty on Aqib Talib: Defensive Pass Interference, 38 yards (no play)",1.530,4.040
4,13:17,1,10,NWE 23,20,10,Matt Ryan pass incomplete short right intended for Roddy White,4.040,3.500
4,13:13,2,10,NWE 23,20,10,Jacquizz Rodgers right guard for 5 yards,3.500,3.490
4,12:33,3,5,NWE 18,20,10,Matt Ryan sacked by Michael Buchanan for -9 yards,3.490,1.670
4,11:57,4,14,NWE 27,20,13,Matt Bryant 45 yard field goal good,1.670,3.000
4,11:57,,,ATL 35,20,13,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,11:52,1,10,NWE 20,20,13,Tom Brady pass complete short right to Julian Edelman for 16 yards (tackle by Thomas DeCoud),0.280,1.330
4,11:12,1,10,NWE 36,20,13,Stevan Ridley right end for 2 yards (tackle by Omar Gaither and Osi Umenyiora),1.330,1.060
4,10:34,2,8,NWE 38,20,13,Tom Brady pass incomplete short middle intended for Kenbrell Thompkins,1.060,0.370
4,10:29,3,8,NWE 38,20,13,Tom Brady pass complete short left to Julian Edelman for 44 yards (tackle by Robert McClain),0.370,4.370
4,9:50,1,10,ATL 18,26,13,"Tom Brady pass complete deep left to Kenbrell Thompkins for 18 yards, touchdown",4.370,7.000
4,9:50,,,ATL 2,27,13,Stephen Gostkowski kicks extra point good,0.000,0.000
4,9:50,,,NWE 35,27,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,9:43,1,10,ATL 20,27,13,Matt Ryan pass incomplete deep right intended for Julio Jones is intercepted by Aqib Talib at NWE-43 and returned for -2 yards (tackle by Julio Jones),0.280,-1.660
4,9:35,1,10,NWE 41,27,13,LeGarrette Blount left end for -1 yards (tackle by Joplo Bartu),1.660,0.990
4,9:00,2,11,NWE 40,27,13,Tom Brady pass complete short right to Josh Boyce for 24 yards (tackle by Robert Alford),0.990,3.180
4,8:12,1,10,ATL 36,27,13,"LeGarrette Blount left tackle for no gain (tackle by Stephen Nicholas). Penalty on Julian Edelman: Illegal Shift, 5 yards (no play)",3.180,2.850
4,7:50,1,15,ATL 41,27,13,Tom Brady pass complete short right to Kenbrell Thompkins for 9 yards (tackle by Robert Alford and Joplo Bartu),2.850,3.180
4,7:09,2,6,ATL 32,27,13,LeGarrette Blount right tackle for 1 yard (tackle by William Moore and Stephen Nicholas),3.180,2.610
4,6:28,3,5,ATL 31,27,13,Tom Brady pass incomplete deep left intended for Josh Boyce,2.610,1.350
4,6:23,4,5,ATL 31,30,13,Stephen Gostkowski 49 yard field goal good,1.350,3.000
4,6:23,,,NWE 35,30,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,6:18,1,10,ATL 20,30,13,Matt Ryan pass incomplete deep left intended for Julio Jones,0.280,-0.270
4,6:12,2,10,ATL 20,30,13,"Matt Ryan pass complete short right to Julio Jones for 17 yards (tackle by Devin McCourty). Julio Jones fumbles (forced by Devin McCourty), ball out of bounds at ATL-38",-0.270,1.400
,,,,,,,"challenged the ruling, and the original play was overturned.",,
4,5:53,1,10,ATL 37,30,13,Matt Ryan pass incomplete deep left intended for Roddy White,1.400,0.860
4,5:46,2,10,ATL 37,30,13,Matt Ryan pass incomplete short left intended for Jason Snelling,0.860,0.170
4,5:39,3,10,ATL 37,30,13,Matt Ryan pass complete deep middle to Harry Douglas for 40 yards (tackle by Steve Gregory),0.170,4.040
4,5:12,1,10,NWE 23,30,13,"Matt Ryan pass complete short right to Roddy White for 12 yards (tackle by Aqib Talib). Penalty on Roddy White: Offensive Pass Interference, 10 yards (no play)",4.040,3.380
4,4:55,1,20,NWE 33,30,13,Matt Ryan pass complete short middle to Tony Gonzalez for 22 yards (tackle by Devin McCourty),3.380,4.840
4,4:28,1,10,NWE 11,30,19,"Matt Ryan pass complete short right to Tony Gonzalez for 11 yards, touchdown",4.840,7.000
4,4:28,,,NWE 2,30,20,Matt Bryant kicks extra point good,0.000,0.000
4,4:28,,,ATL 35,30,20,Matthew Bosher kicks onside 13 yards,0.000,2.130
4,4:21,1,10,ATL 48,30,20,Matt Ryan pass complete short right to Harry Douglas for 7 yards (tackle by Kyle Arrington),2.130,2.530
4,4:14,2,3,NWE 45,30,20,Matt Ryan pass complete short left to Harry Douglas for 4 yards (tackle by Kyle Arrington),2.530,2.850
4,3:51,1,10,NWE 41,30,20,"Matt Ryan pass incomplete short right intended for Roddy White. Penalty on Kyle Arrington: Defensive Holding, 5 yards (no play)",2.850,3.180
4,3:46,1,10,NWE 36,30,20,Matt Ryan pass complete deep left to Julio Jones for 20 yards (tackle by Alfonzo Dennard),3.180,4.510
4,3:41,1,10,NWE 16,30,20,Matt Ryan pass complete short middle to Tony Gonzalez for 9 yards (tackle by Steve Gregory),4.510,5.540
4,3:14,2,1,NWE 7,30,20,Matt Ryan pass incomplete,5.540,5.540
4,3:05,2,1,NWE 7,30,20,Timeout #1 by New England Patriots,5.540,4.850
4,3:05,3,1,NWE 7,30,20,Matt Ryan pass incomplete short middle intended for Levine Toilolo,4.850,3.010
4,3:00,4,1,NWE 7,30,23,Matt Bryant 25 yard field goal good,3.010,3.000
4,3:00,,,ATL 35,30,23,"Matthew Bosher kicks onside 11 yards, recovered by Michael Hoomanawanui",0.000,-2.520
4,2:55,1,10,ATL 46,30,23,Stevan Ridley left tackle for 8 yards (tackle by Omar Gaither),2.520,3.060
4,2:13,2,2,ATL 38,30,23,Tom Brady right guard for 1 yard (tackle by Corey Peters),3.060,2.480
4,2:00,3,1,ATL 37,30,23,LeGarrette Blount right tackle for no gain (tackle by Stephen Nicholas),2.480,2.480
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,1:54,3,1,ATL 37,30,23,Timeout #1 by Atlanta Falcons,2.480,0.790
4,1:54,4,1,ATL 37,30,23,"Tom Brady for no gain. Tom Brady fumbles, recovered by Tom Brady at ATL-38",0.790,-1.470
4,1:50,1,10,ATL 38,30,23,Matt Ryan pass complete deep left to Julio Jones for 49 yards (tackle by Devin McCourty),1.470,4.710
4,0:59,1,10,NWE 13,30,23,Matt Ryan pass incomplete short right intended for Harry Douglas,4.710,4.050
4,0:54,2,10,NWE 13,30,23,Matt Ryan pass incomplete short middle intended for Tony Gonzalez,4.050,3.120
4,0:50,3,10,NWE 13,30,23,Matt Ryan pass complete short middle to Jacquizz Rodgers for 3 yards (tackle by Devin McCourty and Dont'a Hightower),3.120,3.120
4,0:41,3,10,NWE 13,30,23,Timeout #2 by Atlanta Falcons,3.120,2.760
4,0:41,4,7,NWE 10,30,23,Matt Ryan pass incomplete short right intended for Roddy White (defended by Aqib Talib),2.760,0.380
4,0:35,1,10,NWE 10,30,23,Tom Brady kneels for -1 yards,-0.380,-0.380
4,0:28,1,10,NWE 10,30,23,Timeout #3 by Atlanta Falcons,-0.380,-0.850
4,0:28,2,11,NWE 9,30,23,Tom Brady kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
