Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,7,27,0,0,15,2.1,12,1.7,0,
Devontae Booker,LVR,5,6,0,,1,0.2,5,1.0,0,
Nathan Peterman,LVR,1,9,0,1,8,8.0,1,1.0,0,
Henry Ruggs III,LVR,1,-2,0,0,-2,-2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Brian Hill,ATL,13,55,0,1,18,1.4,37,2.8,0,
Ito Smith,ATL,12,65,1,4,44,3.7,21,1.8,0,
Tony Brooks-James,ATL,3,4,0,,0,0.0,4,1.3,0,
Matt Schaub,ATL,3,-4,0,,-4,-1.3,0,0.0,0,
Matt Ryan,ATL,1,5,0,0,5,5.0,0,0.0,0,
