Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Hunter Renfrow,LVR,9,7,73,0,2,8,1.1,65,9.3,4.1,1,7.0,0,0.0,0,100.5
Nelson Agholor,LVR,6,5,54,0,3,42,8.4,12,2.4,9.0,0,,0,0.0,0,104.2
Darren Waller,LVR,7,4,23,0,2,0,0.0,23,5.8,6.7,0,,0,0.0,0,63.4
Josh Jacobs,LVR,3,3,17,0,1,-6,-2.0,23,7.7,-2.0,1,3.0,0,0.0,0,90.3
Henry Ruggs III,LVR,5,3,56,0,2,50,16.7,6,2.0,19.6,0,,1,20.0,0,98.7
Devontae Booker,LVR,4,1,-1,0,,-4,-4.0,3,3.0,0.0,0,,0,0.0,1,0.0
Bryan Edwards,LVR,2,1,15,0,1,12,12.0,3,3.0,8.5,0,,0,0.0,0,75.0
Zay Jones,LVR,1,1,3,0,,-3,-3.0,6,6.0,-3.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Calvin Ridley,ATL,9,6,50,1,4,32,5.3,18,3.0,8.7,0,,0,0.0,0,117.8
Ito Smith,ATL,5,4,10,0,0,-4,-1.0,14,3.5,-1.8,0,,0,0.0,0,79.2
Hayden Hurst,ATL,8,4,48,0,4,17,4.3,31,7.8,4.6,1,4.0,0,0.0,1,29.2
Russell Gage,ATL,5,3,34,0,2,14,4.7,20,6.7,8.0,1,3.0,0,0.0,0,80.4
Brandon Powell,ATL,2,2,4,1,1,4,2.0,0,0.0,2.0,0,,0,0.0,0,118.7
Olamide Zaccheaus,ATL,3,1,11,0,1,7,7.0,4,4.0,16.3,0,,1,33.3,0,45.1
Jaeden Graham,ATL,2,1,11,0,,3,3.0,8,8.0,4.0,0,,1,50.0,0,66.7
Christian Blake,ATL,1,1,17,0,1,12,12.0,5,5.0,12.0,0,,0,0.0,0,118.7
Brian Hill,ATL,1,0,0,0,0,0,,0,,-1.0,0,,0,0.0,0,39.6
Keith Smith,ATL,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6
