Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DAL 25,0,0,Ezekiel Elliott left tackle for 4 yards (tackle by Zach Brown and Da'Ron Payne),0.610,0.600
1,14:25,2,6,DAL 29,0,0,Dak Prescott pass incomplete deep middle intended for Michael Gallup (defended by Ryan Kerrigan),0.600,-0.100
1,14:20,3,6,DAL 29,0,0,"Dak Prescott left end for no gain (tackle by Mason Foster). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",-0.100,-1.510
1,13:46,3,16,DAL 19,0,0,Dak Prescott pass incomplete deep left intended for Brice Butler,-1.510,-2.140
1,13:38,4,16,DAL 19,0,0,"Chris Jones punts 33 yards, fair catch by Greg Stroman at WAS-48",-2.140,-2.130
1,13:32,1,10,WAS 48,0,0,"Penalty on Taco Charlton: Neutral Zone Infraction, 5 yards (no play)",2.130,2.860
1,13:32,1,5,DAL 47,0,0,Adrian Peterson right tackle for 4 yards (tackle by Anthony Brown),2.860,2.800
1,12:52,2,1,DAL 43,0,0,Adrian Peterson right tackle for 1 yard (tackle by Taco Charlton and Tyrone Crawford),2.800,2.790
1,12:15,1,10,DAL 42,0,0,Adrian Peterson left guard for 7 yards (tackle by Jaylon Smith and Sean Lee),2.790,3.190
1,11:40,2,3,DAL 35,0,0,Alex Smith pass complete short right to Josh Doctson for 12 yards (tackle by Damien Wilson),3.190,4.040
1,11:04,1,10,DAL 23,0,0,Adrian Peterson left end for no gain (tackle by Byron Jones and Maliek Collins),4.040,3.500
1,10:28,2,10,DAL 23,0,6,"Alex Smith pass complete short right to Kapri Bibbs for 23 yards, touchdown",3.500,7.000
1,10:19,,,DAL 15,0,7,Dustin Hopkins kicks extra point good,0.000,0.000
1,10:19,,,WAS 35,0,7,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,10:19,1,10,DAL 25,0,7,Dak Prescott pass complete short right to Michael Gallup for 10 yards (tackle by Josh Norman),0.610,1.270
1,9:46,1,10,DAL 35,0,7,Ezekiel Elliott left end for -1 yards (tackle by D.J. Swearinger and Jonathan Allen),1.270,0.590
1,9:14,2,11,DAL 34,0,7,Ezekiel Elliott right tackle for 1 yard (tackle by Zach Brown),0.590,0.040
1,8:34,3,10,DAL 35,0,7,"Penalty on Fabian Moreau: Encroachment, 5 yards (no play)",0.040,0.700
1,8:06,3,5,DAL 40,0,7,Dak Prescott pass complete short left to Geoff Swaim for 4 yards (tackle by D.J. Swearinger),0.700,-0.460
