Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
2,10:46,3,2,PHI 37,7,7,Michael Vick pass incomplete short middle intended for Chad Hall,0.700,-0.910
2,10:41,4,2,PHI 37,7,7,"Saverio Rocca punts 43 yards, returned by Bryan McCann for no gain. Bryan McCann fumbles, ball out of bounds at DAL-7",-0.910,0.380
2,10:30,1,10,DAL 7,7,7,Jon Kitna pass complete short right to Miles Austin for 6 yards (tackle by Joselio Hanson),-0.380,-0.340
2,9:51,2,4,DAL 13,7,7,Felix Jones right guard for no gain (tackle by Ernie Sims),-0.340,-0.720
2,9:05,3,4,DAL 13,7,7,Jon Kitna pass incomplete short right intended for Martellus Bennett,-0.720,-2.490
2,9:01,4,4,DAL 13,7,7,Mat McBriar punts 52 yards (tackle by Jesse Holley),-2.490,-2.190
2,8:49,1,10,PHI 49,7,7,Michael Vick pass complete short right to LeSean McCoy for no gain,2.190,1.650
2,8:08,2,10,PHI 49,7,7,"Penalty on Jay Ratliff: Encroachment, 5 yards (no play)",1.650,2.320
2,7:49,2,5,DAL 46,7,7,LeSean McCoy left guard for 7 yards (tackle by Bradie James),2.320,2.980
2,7:14,1,10,DAL 39,7,7,Michael Vick pass complete short left to DeSean Jackson for 37 yards (tackle by Alan Ball),2.980,6.740
2,6:40,1,2,DAL 2,7,7,Michael Vick pass incomplete,6.740,5.720
2,6:33,2,2,DAL 2,7,7,Michael Vick pass complete short right to Chad Hall for no gain,5.720,4.950
2,5:54,3,2,DAL 2,13,7,"Michael Vick pass complete short right to Todd Herremans for 2 yards, touchdown",4.950,7.000
2,,,,DAL 2,14,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,14,7,"David Akers kicks off 72 yards, returned by Kevin Ogletree for 29 yards (tackle by Kurt Coleman)",0.000,0.740
2,5:43,1,10,DAL 27,14,7,"Jon Kitna left end for 8 yards (tackle by Ernie Sims). Penalty on Moise Fokou: Illegal Contact, 5 yards",0.740,1.600
2,5:16,1,10,DAL 40,14,7,"Penalty on Miles Austin: False Start, 5 yards (no play)",1.600,1.270
2,4:58,1,15,DAL 35,14,7,Jon Kitna pass complete short middle to Roy Williams for 20 yards (tackle by Jamar Chaney),1.270,2.590
2,4:13,1,10,PHI 45,14,7,Felix Jones left tackle for 6 yards (tackle by Brodrick Bunkley),2.590,2.850
2,3:35,2,4,PHI 39,14,7,Tashard Choice right tackle for no gain (tackle by Juqua Parker),2.850,2.150
2,2:48,3,4,PHI 39,14,7,Jon Kitna pass incomplete deep left intended for Miles Austin is intercepted by Quintin Mikell at PHI-23,2.150,-0.480
2,2:40,1,10,PHI 23,14,7,Michael Vick pass complete short left to Jason Avant for 1 yard (tackle by Orlando Scandrick),0.480,0.070
2,2:01,2,9,PHI 24,14,7,"Michael Vick pass incomplete short left intended for DeSean Jackson. Penalty on Igor Olshansky: Roughing the Passer, 15 yards (no play)",0.070,1.530
2,1:55,1,10,PHI 39,14,7,Michael Vick pass incomplete deep left intended for Jeremy Maclin,1.530,0.990
2,1:49,2,10,PHI 39,14,7,Michael Vick pass incomplete deep middle intended for Brent Celek is intercepted by Gerald Sensabaugh at DAL-33 and returned for -1 yards,0.990,-1.070
2,1:42,1,10,DAL 32,14,7,Felix Jones middle for 11 yards (tackle by Ernie Sims),1.070,1.800
2,1:10,1,10,DAL 43,14,7,Jon Kitna sacked by Darryl Tapp for -3 yards,1.800,0.850
2,0:38,2,13,DAL 40,14,7,Jon Kitna pass complete short left to Jason Witten for 4 yards (tackle by Dimitri Patterson),0.850,0.690
2,0:33,3,9,DAL 44,14,7,Jon Kitna pass complete short right to Kevin Ogletree for 10 yards (tackle by Juqua Parker),0.690,2.520
2,0:25,,,,14,7,Timeout #2 by Dallas Cowboys,0.000,2.520
2,0:25,1,10,PHI 46,14,7,"Penalty on Kevin Ogletree: False Start, 5 yards (no play)",2.520,2.190
2,0:25,1,15,DAL 49,14,7,Jon Kitna pass incomplete deep right intended for Kevin Ogletree,2.190,1.300
2,0:20,2,15,DAL 49,14,7,Jon Kitna pass complete deep middle to Kevin Ogletree for 19 yards (tackle by Quintin Mikell),1.300,3.450
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:13,,,,14,7,Timeout #3 by Dallas Cowboys,0.000,0.000
2,0:13,,,,14,7,Timeout #1 by Philadelphia Eagles,0.000,3.450
2,0:13,1,10,PHI 32,14,10,David Buehler 50 yard field goal good,3.450,3.000
2,,,,DAL 30,14,10,"David Buehler kicks off 69 yards, returned by Jorrick Calvin for 25 yards (tackle by Sam Hurd)",0.000,0.670
2,0:08,1,10,PHI 26,14,10,Michael Vick kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,14,10,"David Akers kicks off 68 yards, returned by Kevin Ogletree for 31 yards (tackle by Eldra Buckley)",0.000,1.140
3,14:52,1,10,DAL 33,14,10,"Jon Kitna pass incomplete. Penalty on Dimitri Patterson: Illegal Contact, 5 yards (no play)",1.140,1.470
3,14:48,1,10,DAL 38,14,10,Jon Kitna pass incomplete,1.470,0.920
3,14:42,2,10,DAL 38,14,10,Felix Jones left guard for 4 yards (tackle by Jamar Chaney and Antonio Dixon),0.920,0.760
3,14:07,3,6,DAL 42,14,10,Jon Kitna pass complete short right to Martellus Bennett for 11 yards (tackle by Quintin Mikell),0.760,2.460
3,13:25,1,10,PHI 47,14,10,Jon Kitna pass complete short middle to Jason Witten for 17 yards (tackle by Quintin Mikell and Jamar Chaney),2.460,3.580
3,12:39,1,10,PHI 30,14,10,Tashard Choice left tackle for 2 yards (tackle by Moise Fokou),3.580,3.300
3,11:58,2,8,PHI 28,14,10,Jon Kitna pass complete short left to Martellus Bennett for 9 yards (tackle by Quintin Mikell),3.300,4.310
3,11:18,1,10,PHI 19,14,10,Jon Kitna pass incomplete deep left intended for Roy Williams,4.310,3.750
3,11:12,2,10,PHI 19,14,10,"Jon Kitna pass incomplete deep right intended for Martellus Bennett (defended by Kurt Coleman). Penalty on Andre Gurode: Illegal Use of Hands, 10 yards (no play)",3.750,2.410
3,11:06,2,20,PHI 29,14,10,Jon Kitna pass incomplete short right intended for Kevin Ogletree,2.410,1.750
3,11:02,3,20,PHI 29,14,10,Felix Jones left tackle for 4 yards (tackle by Jamar Chaney),1.750,1.800
3,10:22,4,16,PHI 25,14,13,David Buehler 43 yard field goal good,1.800,3.000
3,,,,DAL 30,14,13,"David Buehler kicks off 67 yards, returned by Jorrick Calvin for 19 yards (tackle by Leon Williams)",0.000,0.410
3,10:11,1,10,PHI 22,14,13,Michael Vick pass complete deep middle to DeSean Jackson for 22 yards (tackle by Keith Brooking),0.410,1.860
3,9:32,1,10,PHI 44,14,13,Michael Vick pass incomplete short middle intended for Jeremy Maclin is intercepted by Bradie James at PHI-48 and returned for 11 yards,1.860,-3.120
3,9:18,1,10,PHI 37,14,13,Jon Kitna pass complete to Felix Jones for 35 yards (tackle by Dimitri Patterson),3.120,6.740
3,8:32,1,2,PHI 2,14,13,Felix Jones right guard for -1 yards (tackle by Trent Cole and Moise Fokou),6.740,5.530
3,7:49,2,3,PHI 3,14,19,"Felix Jones right guard for 3 yards, touchdown",5.530,7.000
3,,,,PHI 2,14,20,David Buehler kicks extra point good,0.000,0.000
3,,,,DAL 30,14,20,"David Buehler kicks off 68 yards, returned by Chad Hall for 21 yards (tackle by Danny McCray)",0.000,0.480
3,7:39,1,10,PHI 23,14,20,LeSean McCoy middle for 56 yards (tackle by Mike Jenkins),0.480,4.170
3,7:09,1,10,DAL 21,14,20,LeSean McCoy right tackle for 4 yards (tackle by Jason Hatcher and Jay Ratliff),4.170,4.200
3,6:28,2,6,DAL 17,14,20,Michael Vick pass complete short left to Owen Schmitt for 2 yards (tackle by Gerald Sensabaugh),4.200,3.810
3,5:40,3,4,DAL 15,14,20,Michael Vick sacked by Orlando Scandrick for -6 yards,3.810,2.060
3,5:11,4,10,DAL 21,17,20,David Akers 39 yard field goal good,2.060,3.000
3,,,,PHI 30,17,20,"David Akers kicks off 73 yards, returned by Kevin Ogletree for 11 yards (tackle by Colt Anderson)",0.000,-0.380
3,4:59,1,10,DAL 8,17,20,Tashard Choice right tackle for 1 yard (tackle by Jamar Chaney),-0.380,-0.710
3,4:20,2,9,DAL 9,17,20,Jon Kitna pass complete short right to Jason Witten for 7 yards (tackle by Moise Fokou),-0.710,-0.480
3,3:34,3,2,DAL 16,17,20,Jon Kitna pass incomplete short right intended for Miles Austin,-0.480,-2.390
3,3:29,4,2,DAL 16,17,20,"Mat McBriar punts 41 yards, returned by DeSean Jackson for -3 yards (tackle by Bryan McCann)",-2.390,-1.600
3,3:15,1,10,PHI 40,17,20,Michael Vick sacked by Jay Ratliff for -6 yards,1.600,0.240
3,2:46,2,16,PHI 34,17,20,Michael Vick pass complete short right to Riley Cooper for 11 yards (tackle by Terence Newman),0.240,1.030
3,2:02,3,5,PHI 45,17,20,Michael Vick pass complete short middle to Jason Avant for 13 yards (tackle by Terence Newman),1.030,2.790
3,1:27,1,10,DAL 42,17,20,LeSean McCoy left guard for 6 yards (tackle by Jason Hatcher),2.790,3.050
3,0:48,2,4,DAL 36,17,20,LeSean McCoy right tackle for 2 yards (tackle by Sean Lee and Gerald Sensabaugh),3.050,2.610
3,0:13,3,2,DAL 34,17,20,Michael Vick pass complete short left to Jason Avant for 4 yards (tackle by Orlando Scandrick),2.610,3.580
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 30,17,20,Michael Vick pass incomplete deep left intended for DeSean Jackson,3.580,3.030
4,14:54,2,10,DAL 30,17,20,Michael Vick pass complete short left to LeSean McCoy for -2 yards (tackle by Bradie James),3.030,2.080
4,14:09,3,12,DAL 32,17,20,Michael Vick pass incomplete deep right intended for DeSean Jackson,2.080,1.240
4,14:02,4,12,DAL 32,20,20,David Akers 50 yard field goal good,1.240,3.000
4,,,,PHI 30,20,20,"David Akers kicks off 75 yards, touchback",0.000,0.280
4,13:57,1,10,DAL 20,20,20,Felix Jones left guard for -2 yards (tackle by Brodrick Bunkley),0.280,-0.630
4,13:17,2,12,DAL 18,20,20,Jon Kitna pass complete short left to Jason Witten for 4 yards (tackle by Quintin Mikell),-0.630,-0.690
4,12:32,3,8,DAL 22,20,20,Jon Kitna pass complete short right to Martellus Bennett for 6 yards (tackle by Joselio Hanson),-0.690,-1.500
4,11:54,4,2,DAL 28,20,20,"Mat McBriar punts 57 yards, returned by DeSean Jackson for 3 yards (tackle by Jesse Holley). Penalty on Riley Cooper: Illegal Block Above the , 9 yards",-1.500,0.380
4,11:43,1,10,PHI 9,26,20,"Michael Vick pass complete short left to DeSean Jackson for 91 yards, touchdown. Penalty on DeSean Jackson: Taunting, 15 yards",-0.380,7.000
4,,,,DAL 2,27,20,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 15,27,20,"David Akers kicks off 72 yards, returned by Kevin Ogletree for 10 yards (tackle by Riley Cooper)",0.000,0.480
4,11:18,1,10,DAL 23,27,20,Jon Kitna pass incomplete short left intended for Roy Williams is intercepted by Dimitri Patterson at DAL-33,0.480,-3.380
4,11:11,1,10,DAL 33,27,20,LeSean McCoy middle for 13 yards (tackle by Terence Newman),3.380,4.240
4,10:29,1,10,DAL 20,27,20,LeSean McCoy left tackle for 3 yards (tackle by Keith Brooking and Sean Lee),4.240,4.120
4,9:48,2,7,DAL 17,27,20,DeSean Jackson left end for 4 yards (tackle by Keith Brooking and DeMarcus Ware),4.120,4.100
4,9:02,,,,27,20,Timeout #1 by Philadelphia Eagles,0.000,4.100
4,9:02,3,3,DAL 13,27,20,Michael Vick left end for 2 yards (tackle by DeMarcus Ware),4.100,2.850
4,8:19,4,1,DAL 11,30,20,David Akers 28 yard field goal good,2.850,3.000
4,,,,PHI 30,30,20,"David Akers kicks off 75 yards, touchback",0.000,0.280
4,8:17,1,10,DAL 20,30,20,Jon Kitna pass complete short middle to Jason Witten for 14 yards (tackle by Ernie Sims),0.280,1.200
4,7:39,1,10,DAL 34,30,20,Jon Kitna middle for 9 yards (tackle by Jamar Chaney),1.200,1.870
4,7:02,2,1,DAL 43,30,20,Jon Kitna pass complete short middle to Sam Hurd for 5 yards (tackle by Trevard Lindley),1.870,2.130
4,6:21,1,10,DAL 48,30,20,Jon Kitna pass complete short left to Roy Williams for 3 yards (tackle by Dimitri Patterson),2.130,1.990
4,5:42,2,7,PHI 49,30,20,Jon Kitna pass incomplete intended for Sam Hurd (defended by Nate Allen),1.990,1.290
4,5:39,3,7,PHI 49,30,20,Jon Kitna pass incomplete deep left intended for Miles Austin,1.290,0.000
4,5:33,4,7,PHI 49,30,20,Jon Kitna for 10 yards (tackle by Jamar Chaney),0.000,2.980
4,5:06,1,10,PHI 39,30,20,Jon Kitna pass complete short left to Tashard Choice for 17 yards (tackle by Ernie Sims),2.980,4.110
4,4:28,1,10,PHI 22,30,26,"Jon Kitna pass complete short middle to Jason Witten for 22 yards, touchdown",4.110,7.000
4,,,,PHI 2,30,27,David Buehler kicks extra point good,0.000,0.000
4,,,,DAL 30,30,27,"David Buehler kicks off 70 yards, touchback. Penalty on Jorrick Calvin: Unnecessary Roughness, 10 yards",0.000,-0.380
4,4:22,1,10,PHI 10,30,27,Michael Vick pass complete short left to LeSean McCoy for 6 yards (tackle by Bradie James),-0.380,-0.230
4,3:36,2,4,PHI 16,30,27,LeSean McCoy left guard for 12 yards (tackle by Gerald Sensabaugh),-0.230,0.810
4,2:53,1,10,PHI 28,30,27,LeSean McCoy left guard for 19 yards (tackle by Terence Newman),0.810,2.060
4,2:45,,,,30,27,Timeout #1 by Dallas Cowboys,0.000,2.060
4,2:45,1,10,PHI 47,30,27,LeSean McCoy right guard for 13 yards (tackle by Terence Newman),2.060,2.920
4,2:38,,,,30,27,Timeout #2 by Dallas Cowboys,0.000,2.920
4,2:38,1,10,DAL 40,30,27,Jerome Harrison middle for no gain (tackle by Bradie James and DeMarcus Ware),2.920,2.370
4,2:33,,,,30,27,Timeout #3 by Dallas Cowboys,0.000,2.370
4,2:33,2,10,DAL 40,30,27,Michael Vick left end for 9 yards (tackle by Sean Lee),2.370,2.870
4,2:00,3,1,DAL 31,30,27,LeSean McCoy left tackle for 6 yards (tackle by Gerald Sensabaugh),2.870,3.910
4,1:14,1,10,DAL 25,30,27,Michael Vick kneels for -1 yards,3.910,3.230
4,0:32,2,11,DAL 26,30,27,Michael Vick kneels for -1 yards,3.230,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
