Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
1,6:33,4,4,SFO 11,7,0,"Andy Lee punts 50 yards, returned by Lance Moore for 18 yards (tackle by Parys Haralson)",-2.490,-2.720
1,6:19,1,10,SFO 43,7,0,Drew Brees pass complete short right to Reggie Bush for 16 yards (tackle by Nate Clements),2.720,3.780
1,6:00,1,10,SFO 27,7,0,Reggie Bush left tackle for 4 yards (tackle by Donald Strickland and Patrick Willis),3.780,3.770
1,5:24,2,6,SFO 23,7,0,Drew Brees pass complete short right to Devery Henderson for 15 yards (tackle by Michael Lewis),3.770,5.370
,,,,,,,"SFO challenged the pass completion ruling, and the play was upheld.",,
1,5:15,1,8,SFO 8,7,0,Aaron Stecker up the middle for 3 yards (tackle by Patrick Willis and Michael Lewis),5.370,5.150
1,4:36,2,5,SFO 5,7,0,"Penalty on Jammal Brown: False Start, 5 yards (no play)",5.150,4.190
1,4:16,2,10,SFO 10,7,0,Drew Brees pass incomplete short right intended for Marques Colston (defended by Nate Clements),4.190,3.130
1,4:09,3,10,SFO 10,7,0,Drew Brees pass complete short middle to Reggie Bush for 2 yards (tackle by Patrick Willis),3.130,2.950
1,3:30,4,8,SFO 8,10,0,Olindo Mare 26 yard field goal good,2.950,3.000
1,,,,NOR 30,10,0,Olindo Mare kicks off 67 yards (tackle by Kevin Kaesviharn),0.000,0.340
1,3:19,1,10,SFO 21,10,0,Frank Gore left guard for 5 yards (tackle by Mark Simoneau),0.340,0.480
1,2:43,2,5,SFO 26,10,0,Frank Gore up the middle for 4 yards (tackle by Antwan Lake),0.480,0.300
1,2:02,3,1,SFO 30,10,0,Moran Norris up the middle for 1 yard (tackle by Josh Cooper),0.300,1.000
1,1:17,1,10,SFO 31,10,0,Alex Smith for 2 yards (tackle by Scott Fujita),1.000,0.730
1,0:41,2,8,SFO 33,10,0,Alex Smith pass incomplete deep middle intended for Vernon Davis (defended by Roman Harper),0.730,0.040
1,0:35,3,8,SFO 33,10,0,Alex Smith pass complete short right to Vernon Davis for 12 yards (tackle by Josh Bullocks),0.040,1.930
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 45,10,0,Frank Gore up the middle for 2 yards (tackle by Scott Fujita),1.930,1.650
2,14:22,2,8,SFO 47,10,0,Frank Gore right guard for 3 yards (tackle by Josh Cooper),1.650,1.360
2,13:35,3,5,,10,0,Alex Smith pass incomplete short right intended for Arnaz Battle,1.360,-0.060
2,13:31,4,5,,10,0,Andy Lee punts 46 yards,-0.060,0.380
2,13:20,1,10,NOR 4,10,0,Drew Brees pass incomplete deep middle intended for Devery Henderson,-0.380,-0.780
2,13:14,2,10,NOR 4,10,0,Reggie Bush right guard for 6 yards (tackle by Patrick Willis),-0.780,-0.720
2,12:34,3,4,NOR 10,10,0,Drew Brees pass complete short middle to Aaron Stecker for 3 yards (tackle by Marcus Hudson),-0.720,-2.490
2,12:13,4,1,NOR 13,10,0,Steve Weatherford punts 43 yards,-2.490,-1.860
2,12:05,1,10,SFO 44,10,0,"Alex Smith sacked by Brian Young for -7 yards. Alex Smith fumbles (forced by Brian Young), recovered by Joe Staley at SFO-37",1.860,0.370
2,11:19,2,17,SFO 37,10,0,Alex Smith pass incomplete short right intended for Delanie Walker,0.370,-0.300
2,11:12,3,17,SFO 37,10,0,Maurice Hicks up the middle for 13 yards (tackle by Jason Craft and Roman Harper),-0.300,-0.060
2,10:36,4,4,,10,0,"Andy Lee punts 41 yards, fair catch by Lance Moore",-0.060,0.380
2,10:29,1,10,NOR 9,10,0,Drew Brees pass complete short left to Marques Colston for 5 yards (tackle by Walt Harris),-0.380,-0.390
2,9:59,2,5,NOR 14,10,0,Drew Brees pass complete short left to Marques Colston for 15 yards (tackle by Mark Roman),-0.390,0.870
2,9:23,1,10,NOR 29,10,0,Reggie Bush up the middle for 20 yards (tackle by Michael Lewis),0.870,2.190
2,8:51,1,10,NOR 49,10,0,Drew Brees pass incomplete short right intended for Marques Colston,2.190,1.650
2,8:46,2,10,NOR 49,10,0,Aaron Stecker right end for -1 yards (tackle by Derek Smith),1.650,0.830
2,8:09,3,11,NOR 48,10,0,Drew Brees pass complete short middle to David Patten for 20 yards (tackle by Shawntae Spencer),0.830,3.450
2,7:34,1,10,SFO 32,10,0,David Patten left end for -6 yards (tackle by Derek Smith),3.450,2.090
2,7:06,2,16,SFO 38,10,0,"Drew Brees pass incomplete deep left intended for Marques Colston. Penalty on Shawntae Spencer: Defensive Pass Interference, 36 yards (no play)",2.090,6.740
2,6:57,1,2,SFO 2,10,0,Drew Brees pass incomplete short middle intended for Eric Johnson,6.740,5.720
2,6:53,2,2,SFO 2,16,0,"Drew Brees pass complete short left to Terrance Copper for 2 yards, touchdown",5.720,7.000
2,,,,SFO 2,17,0,Olindo Mare kicks extra point good,0.000,0.000
2,,,,NOR 30,17,0,"Olindo Mare kicks off 71 yards, returned by Maurice Hicks for 22 yards (tackle by John Owens)",0.000,0.340
2,6:39,1,10,SFO 21,17,0,Alex Smith pass incomplete deep right intended for Ashley Lelie,0.340,-0.200
2,6:34,2,10,SFO 21,17,0,Frank Gore right guard for 7 yards (tackle by Scott Shanle and Kendrick Clancy),-0.200,0.040
2,5:57,3,3,SFO 28,17,0,Alex Smith pass complete short right to Bryan Gilmore for 8 yards (tackle by Roman Harper),0.040,1.330
2,5:30,1,10,SFO 36,17,0,Alex Smith pass complete short left to Ashley Lelie for 5 yards (tackle by Mike McKenzie),1.330,1.470
2,4:52,2,5,SFO 41,17,0,Alex Smith pass incomplete short middle intended for Moran Norris (defended by Scott Fujita),1.470,0.760
2,4:42,3,5,SFO 41,17,0,Alex Smith pass incomplete short right intended for Bryan Gilmore,0.760,-0.650
2,4:37,4,5,SFO 41,17,0,"Andy Lee punts 59 yards, touchback",-0.650,-0.280
2,4:28,1,10,NOR 20,17,0,Drew Brees pass complete short middle to David Patten for 16 yards (tackle by Derek Smith),0.280,1.330
2,3:53,1,10,NOR 36,17,0,Reggie Bush up the middle for 3 yards (tackle by Marques Douglas),1.330,1.200
2,3:20,2,7,NOR 39,17,0,Drew Brees pass complete short middle to Billy Miller for 5 yards (tackle by Derek Smith),1.200,1.160
2,2:40,3,2,NOR 44,17,0,Drew Brees pass complete short middle to Devery Henderson for 8 yards (tackle by Marques Douglas),1.160,2.390
2,2:00,1,10,SFO 48,17,0,Drew Brees pass complete short left to Marques Colston for 12 yards (tackle by Mark Roman),2.390,3.180
2,1:25,1,10,SFO 36,17,0,Drew Brees pass complete deep left to David Patten for 20 yards (tackle by Walt Harris),3.180,4.510
2,1:12,,,,17,0,Timeout #1 by New Orleans Saints,0.000,4.510
2,1:12,1,10,SFO 16,17,0,Drew Brees pass complete short right to Reggie Bush for -1 yards (tackle by Nate Clements),4.510,3.770
2,1:04,2,11,SFO 17,17,0,Drew Brees pass complete short left to David Patten for 10 yards (tackle by Walt Harris),3.770,4.850
2,1:04,,,,17,0,Timeout #2 by New Orleans Saints,0.000,4.850
2,1:00,3,1,SFO 7,17,0,Reggie Bush left tackle for 4 yards (tackle by Patrick Willis),4.850,6.510
2,0:54,,,,17,0,Timeout #3 by New Orleans Saints,0.000,6.510
2,0:54,1,3,SFO 3,23,0,"Drew Brees pass complete short left to Marques Colston for 3 yards, touchdown",6.510,7.000
2,,,,SFO 2,24,0,Olindo Mare kicks extra point good,0.000,0.000
2,,,,NOR 30,24,0,"Olindo Mare kicks off 65 yards, returned by Maurice Hicks for 25 yards (tackle by Usama Young)",0.000,0.940
2,0:43,1,10,SFO 30,24,0,Alex Smith pass complete short left to Vernon Davis for 14 yards (tackle by Scott Shanle),0.940,1.860
2,0:35,,,,24,0,Timeout #2 by San Francisco 49ers,0.000,1.860
2,0:35,1,10,SFO 44,24,0,Alex Smith pass complete short middle to Michael Robinson for 11 yards (tackle by Jason Craft),1.860,2.590
2,0:18,1,10,NOR 45,24,0,Alex Smith for no gain,2.590,2.040
2,0:18,2,10,NOR 45,24,0,Alex Smith pass incomplete short left intended for Ashley Lelie,2.040,1.360
2,0:13,3,10,NOR 45,24,0,Alex Smith pass complete short left to Arnaz Battle for 9 yards (tackle by Jason Craft),1.360,0.890
2,0:08,4,1,NOR 36,24,0,Alex Smith sacked by Will Smith for -6 yards,0.890,0.940
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,24,0,"Joe Nedney kicks off 70 yards, returned by Pierre Thomas for 19 yards (tackle by Maurice Hicks)",0.000,0.150
3,14:56,1,10,NOR 19,24,0,Drew Brees pass complete short right to Lance Moore for 10 yards (tackle by Donald Strickland),0.150,0.870
3,14:23,1,10,NOR 29,24,0,Drew Brees pass incomplete short left intended for Marques Colston,0.870,0.330
3,14:16,2,10,NOR 29,24,0,Reggie Bush up the middle for 7 yards (tackle by Michael Lewis and Patrick Willis),0.330,0.560
3,13:38,3,3,NOR 36,24,0,Drew Brees pass incomplete short left intended for David Patten (defended by Walt Harris),0.560,-0.980
3,13:34,4,3,NOR 36,24,0,Steve Weatherford punts 43 yards (tackle by Terrance Copper),-0.980,-1.860
3,13:23,1,10,SFO 44,24,0,Alex Smith pass complete short left to Frank Gore for no gain,1.860,1.320
3,12:46,2,10,SFO 44,24,0,Frank Gore left end for -1 yards (tackle by Hollis Thomas),1.320,0.500
3,12:06,3,11,SFO 43,24,0,Alex Smith for 6 yards (tackle by Roman Harper),0.500,-0.130
3,11:43,4,5,SFO 49,24,0,"Andy Lee punts 41 yards, returned by Lance Moore for 7 yards (tackle by Jason Hill)",-0.130,0.060
3,11:32,1,10,NOR 17,24,0,Reggie Bush left end for 1 yard (tackle by Walt Harris),-0.060,-0.420
3,10:59,2,9,NOR 18,24,0,Drew Brees pass complete short left to Reggie Bush for 25 yards (tackle by Michael Lewis),-0.420,1.800
3,10:19,1,10,NOR 43,24,0,"Reggie Bush left guard for 4 yards. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",1.800,1.140
3,9:58,1,20,NOR 33,24,0,Drew Brees pass complete short left to Billy Miller for 12 yards (tackle by Michael Lewis),1.140,1.520
3,9:14,2,8,NOR 45,24,0,"Drew Brees pass complete short right to Marques Colston for 2 yards (tackle by Nate Clements). Marques Colston fumbles (forced by Nate Clements), recovered by Mark Roman at NOR-47",1.520,-2.520
3,9:04,1,10,NOR 46,24,0,Alex Smith pass incomplete short left intended for Bryan Gilmore (defended by Jason David),2.520,1.980
3,8:59,2,10,NOR 46,24,0,Frank Gore up the middle for 9 yards (tackle by Troy Evans),1.980,2.480
3,8:22,3,1,NOR 37,24,0,Michael Robinson right guard for 4 yards (tackle by Scott Fujita),2.480,3.380
3,7:44,1,10,NOR 33,24,0,Alex Smith pass complete short middle to Michael Robinson for 20 yards (tackle by Hollis Thomas),3.380,4.710
3,6:59,,,,24,0,Timeout #1 by San Francisco 49ers,0.000,4.710
3,6:59,1,10,NOR 13,24,0,Alex Smith pass incomplete,4.710,4.050
3,6:53,,,,24,0,Timeout #1 by New Orleans Saints,0.000,4.050
3,6:53,2,10,NOR 13,24,0,Alex Smith pass incomplete short right intended for Vernon Davis,4.050,3.120
3,6:49,3,10,NOR 13,24,0,Alex Smith pass complete short right to Vernon Davis for 2 yards (tackle by Kevin Kaesviharn),3.120,2.700
3,6:10,4,8,NOR 11,24,3,Joe Nedney 29 yard field goal good,2.700,3.000
3,,,,SFO 30,24,3,Joe Nedney kicks off 66 yards,0.000,1.600
3,6:05,1,10,NOR 40,24,3,Drew Brees pass complete short left to Reggie Bush for 8 yards (tackle by Donald Strickland),1.600,2.130
3,5:48,2,2,NOR 48,24,3,Reggie Bush left tackle for 1 yard (tackle by Derek Smith),2.130,1.550
3,5:13,3,1,NOR 49,24,3,Reggie Bush right tackle for 7 yards (tackle by Parys Haralson and Nate Clements),1.550,2.650
3,4:36,1,10,SFO 44,24,3,"Drew Brees pass complete short middle to Eric Johnson for 1 yard (tackle by Derek Smith). Penalty on Nate Clements: Illegal Contact, 5 yards (no play)",2.650,2.980
3,4:13,1,10,SFO 39,24,3,Mike Karney up the middle for no gain (tackle by Isaac Sopoaga),2.980,2.440
3,3:41,2,10,SFO 39,24,3,Aaron Stecker up the middle for 6 yards (tackle by Parys Haralson),2.440,2.540
3,3:03,,,,24,3,Timeout #2 by San Francisco 49ers,0.000,2.540
3,3:03,3,4,SFO 33,24,3,"Penalty on Jamar Nesbit: False Start, 5 yards (no play)",2.540,1.880
3,3:03,3,9,SFO 38,24,3,Drew Brees pass complete short right to Reggie Bush for -3 yards (tackle by Nate Clements),1.880,0.530
3,2:29,4,12,SFO 41,24,3,Steve Weatherford punts 28 yards,0.530,0.320
3,2:18,1,10,SFO 13,24,3,Frank Gore up the middle for 3 yards (tackle by Brian Simmons),-0.320,-0.440
3,1:39,2,7,SFO 16,24,3,Alex Smith pass incomplete deep right intended for Vernon Davis,-0.440,-1.060
3,1:34,3,7,SFO 16,24,3,Alex Smith pass complete short right to Bryan Gilmore for 10 yards (tackle by Mike McKenzie),-1.060,0.670
3,1:07,1,10,SFO 26,24,3,Alex Smith pass incomplete short left intended for Arnaz Battle (defended by Jason Craft),0.670,0.130
3,0:59,2,10,SFO 26,24,3,Frank Gore left guard for 8 yards (tackle by Josh Bullocks),0.130,0.500
3,0:19,3,2,SFO 34,24,3,Alex Smith pass incomplete short right intended for Arnaz Battle (defended by Mike McKenzie),0.500,-1.110
3,0:14,4,2,SFO 34,24,3,"Andy Lee punts 42 yards, returned by Lance Moore for -1 yards (tackle by Michael Robinson)",-1.110,-0.480
3,0:03,1,10,NOR 23,24,3,Drew Brees pass incomplete short right intended for Mike Karney (defended by Donald Strickland),0.480,-0.070
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NOR 23,24,3,Drew Brees pass complete short left to Marques Colston for 16 yards (tackle by Walt Harris),-0.070,1.530
4,14:25,1,10,NOR 39,24,3,Aaron Stecker left tackle for 4 yards (tackle by Derek Smith),1.530,1.530
4,13:49,2,6,NOR 43,24,3,Aaron Stecker left guard for 1 yard (tackle by Tully Banta-Cain),1.530,0.960
4,13:03,3,5,NOR 44,24,3,Drew Brees pass complete short left to Eric Johnson for 7 yards (tackle by Marcus Hudson),0.960,2.320
4,12:24,1,10,SFO 49,24,3,Pierre Thomas right guard for 3 yards (tackle by Derek Smith),2.320,2.190
4,11:46,2,7,SFO 46,24,3,Pierre Thomas left end for 5 yards (tackle by Patrick Willis),2.190,2.150
4,11:02,3,2,SFO 41,24,3,Drew Brees pass complete short left to Eric Johnson for 22 yards (tackle by Michael Lewis),2.150,4.310
4,10:17,1,10,SFO 19,24,3,Aaron Stecker right guard for 1 yard (tackle by Mark Roman),4.310,3.880
4,9:41,2,9,SFO 18,24,3,Aaron Stecker right guard for 3 yards (tackle by Patrick Willis),3.880,3.580
4,8:54,,,,24,3,Timeout #2 by New Orleans Saints,0.000,3.580
4,8:54,3,6,SFO 15,30,3,"Drew Brees pass complete short left to Marques Colston for 15 yards, touchdown",3.580,7.000
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
4,,,,SFO 2,31,3,Olindo Mare kicks extra point good,0.000,0.000
4,,,,NOR 30,31,3,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,8:47,1,10,SFO 20,31,3,Alex Smith pass complete short left to Arnaz Battle for 7 yards (tackle by Jason David),0.280,0.680
4,8:21,2,3,SFO 27,31,3,Alex Smith pass incomplete deep right intended for Ashley Lelie,0.680,-0.030
4,8:16,3,3,SFO 27,31,3,Alex Smith pass complete deep left to Vernon Davis for 17 yards (tackle by Roman Harper),-0.030,1.860
4,7:52,1,10,SFO 44,31,3,Michael Robinson right guard for 2 yards (tackle by Roman Harper and Josh Cooper),1.860,1.590
4,7:25,2,8,SFO 46,31,3,Alex Smith pass complete short left to Arnaz Battle for 6 yards (tackle by Jason Craft),1.590,1.690
4,6:58,3,2,NOR 48,31,3,Alex Smith for 9 yards (tackle by Kevin Kaesviharn),1.690,2.980
4,6:27,1,10,NOR 39,31,3,Alex Smith pass incomplete deep right intended for Arnaz Battle,2.980,2.440
4,6:22,2,10,NOR 39,31,3,Alex Smith pass complete short right to Jason Hill for 6 yards (tackle by Roman Harper),2.440,2.540
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
4,6:14,3,4,NOR 33,31,3,Alex Smith pass complete short right to Ashley Lelie for 9 yards (tackle by Mike McKenzie),2.540,3.970
4,5:51,1,10,NOR 24,31,3,Alex Smith pass complete short middle to Maurice Hicks for 5 yards (tackle by Scott Fujita),3.970,4.120
4,5:21,2,5,NOR 19,31,3,Alex Smith pass incomplete deep middle intended for Arnaz Battle,4.120,3.410
4,5:16,3,5,NOR 19,31,3,Alex Smith pass complete short middle to Bryan Gilmore for 5 yards (tackle by Jason Craft),3.410,4.650
4,4:52,1,10,NOR 14,31,3,"Penalty on Eric Heitmann: Illegal Procedure, 5 yards (no play)",4.650,4.260
4,4:50,1,15,NOR 19,31,3,Alex Smith pass complete short middle to Michael Robinson for 12 yards (tackle by Kevin Kaesviharn),4.260,5.280
4,4:24,2,3,NOR 7,31,3,Alex Smith pass incomplete short middle intended for Bryan Gilmore,5.280,4.500
4,4:20,3,3,NOR 7,31,9,"Alex Smith pass complete short middle to Vernon Davis for 7 yards, touchdown",4.500,7.000
4,,,,NOR 2,31,10,Joe Nedney kicks extra point good,0.000,0.000
4,,,,,31,10,"Joe Nedney kicks onside 13 yards. Penalty on Zak Keasey: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,,,,SFO 25,31,10,"Joe Nedney kicks onside 14 yards. Penalty on Michael Lewis: Illegal Touch Kick, 5 yards",0.000,3.310
4,4:15,1,10,SFO 34,31,10,"Aaron Stecker right tackle for -2 yards (tackle by Parys Haralson). Penalty on Marques Douglas: Defensive Holding, 5 yards (no play)",3.310,3.640
4,4:15,1,10,SFO 29,31,10,Aaron Stecker up the middle for 8 yards (tackle by Michael Lewis),3.640,4.180
4,3:24,2,2,SFO 21,31,10,Aaron Stecker left guard for 6 yards (tackle by Derek Smith),4.180,4.580
4,2:40,1,10,SFO 15,31,10,Aaron Stecker right guard for 2 yards (tackle by Patrick Willis),4.580,4.280
4,2:00,2,8,SFO 13,31,10,Pierre Thomas up the middle for 1 yard (tackle by Isaac Sopoaga),4.280,3.580
4,0:58,3,7,SFO 12,31,10,Aaron Stecker up the middle for 5 yards (tackle by Aubrayo Franklin),3.580,3.000
4,0:16,4,2,SFO 7,31,10,Aaron Stecker up the middle for -3 yards (tackle by Derek Smith),3.000,0.380
4,0:11,1,10,SFO 10,31,10,Alex Smith kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
