Quarter,Time,Tm,Detail,TEN,HOU
1.0,7:17,Texans,Ka'imi Fairbairn 28 yard field goal,0,3
2.0,10:10,Texans,Brevin Jordan 12 yard pass from C.J. Stroud (Ka'imi Fairbairn kick),0,10
,10:02,Texans,Sheldon Rankins 13 yard fumble return (Ka'imi Fairbairn kick),0,17
,4:17,Texans,Ka'imi Fairbairn 38 yard field goal,0,20
,0:00,Titans,Nick Folk 53 yard field goal,3,20
3.0,9:35,Texans,Ka'imi Fairbairn 27 yard field goal,3,23
4.0,5:33,Texans,Ka'imi Fairbairn 51 yard field goal,3,26
