Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2,5:05,1,10,IND 26,10,7,Joseph Addai left tackle for 9 yards (tackle by Daryl Smith and Clint Ingram),0.670,1.350
2,4:29,2,1,IND 35,10,7,Joseph Addai right end for no gain (tackle by Reggie Nelson),1.350,0.630
2,3:47,3,1,IND 35,10,7,Joseph Addai left end for 6 yards (tackle by Reggie Nelson),0.630,1.660
2,3:19,,,,10,7,Timeout #1 by Jacksonville Jaguars,0.000,1.660
2,3:19,1,10,IND 41,10,7,Peyton Manning pass incomplete short middle intended for Reggie Wayne,1.660,1.120
2,3:15,2,10,IND 41,10,7,"Penalty on Steve Justice: False Start, 5 yards (no play)",1.120,0.450
2,3:15,2,15,IND 36,10,7,Joseph Addai up the middle for 4 yards (tackle by Paul Spicer),0.450,0.300
2,2:53,3,11,IND 40,10,7,Peyton Manning pass complete deep left to Anthony Gonzalez for 24 yards (tackle by Drayton Florence),0.300,3.180
2,2:31,1,10,JAX 36,10,7,Peyton Manning pass incomplete deep right intended for Marvin Harrison,3.180,2.640
2,2:24,2,10,JAX 36,10,7,Peyton Manning pass incomplete short left intended for Anthony Gonzalez,2.640,1.950
2,2:20,3,10,JAX 36,10,7,"Peyton Manning pass incomplete short right intended for Marvin Harrison. Penalty on Rashean Mathis: Defensive Pass Interference, 16 yards (no play)",1.950,4.240
2,2:16,1,10,JAX 20,10,7,"Penalty on Jamey Richard: False Start, 5 yards (no play)",4.240,3.910
2,2:16,1,15,JAX 25,10,7,Dominic Rhodes left end for 20 yards (tackle by Reggie Nelson),3.910,6.060
2,2:00,1,5,JAX 5,10,7,Joseph Addai up the middle for 2 yards (tackle by Gerald Sensabaugh),6.060,5.530
2,1:33,2,3,JAX 3,10,13,"Joseph Addai right tackle for 3 yards, touchdown",5.530,7.000
2,,,,JAX 2,10,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,10,14,"Adam Vinatieri kicks off 71 yards, returned by Maurice Jones-Drew for 25 yards (tackle by Tim Jennings)",0.000,0.540
2,1:20,1,10,JAX 24,10,14,Maurice Jones-Drew left tackle for 1 yard (tackle by Gary Brackett),0.540,0.130
2,0:38,2,9,JAX 25,10,14,Maurice Jones-Drew right tackle for 2 yards (tackle by Robert Mathis and Freddie Keiaho),0.130,-0.300
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,10,14,"Adam Vinatieri kicks off 70 yards, returned by Brian Witherspoon for 23 yards (tackle by Philip Wheeler)",0.000,0.480
3,14:54,1,10,JAX 23,10,14,Fred Taylor right end for 6 yards (tackle by Robert Mathis and Marlin Jackson),0.480,0.740
3,14:11,2,4,JAX 29,10,14,Fred Taylor up the middle for 5 yards (tackle by Clint Session and Eric Foster),0.740,1.200
3,13:30,1,10,JAX 34,10,14,Maurice Jones-Drew up the middle for 1 yard (tackle by Gary Brackett and Josh Thomas),1.200,0.790
3,12:55,2,9,JAX 35,10,14,Maurice Jones-Drew up the middle for 2 yards (tackle by Freddie Keiaho),0.790,0.370
3,12:15,3,7,JAX 37,10,14,David Garrard pass complete short left to Matt Jones for 8 yards (tackle by Antoine Bethea),0.370,1.930
3,11:34,1,10,JAX 45,10,14,David Garrard pass incomplete short right intended for Reggie Williams,1.930,1.380
3,11:26,2,10,JAX 45,10,14,"Penalty on LaJuan Ramsey: Encroachment, 5 yards (no play)",1.380,2.060
3,11:26,2,5,,10,14,Fred Taylor up the middle for 3 yards (tackle by Keyunta Dawson),2.060,1.750
3,10:44,3,2,IND 47,10,14,Maurice Jones-Drew up the middle for 2 yards (tackle by Marlin Jackson and Keyunta Dawson),1.750,2.590
3,10:02,1,10,IND 45,10,14,Maurice Jones-Drew right end for -1 yards (tackle by Freddie Keiaho),2.590,1.910
3,9:16,2,11,IND 46,10,14,Maurice Jones-Drew right tackle for 4 yards (tackle by Gary Brackett and Darrell Reid),1.910,1.750
3,8:32,3,7,IND 42,10,14,David Garrard pass complete short right to Matt Jones for 8 yards (tackle by Kelvin Hayden),1.750,3.310
3,7:49,1,10,IND 34,10,14,Fred Taylor left tackle for 3 yards (tackle by Darrell Reid and Keyunta Dawson),3.310,3.180
3,7:07,2,7,IND 31,10,14,Fred Taylor up the middle for 1 yard (tackle by Kelvin Hayden),3.180,2.610
3,6:28,3,6,IND 30,10,14,David Garrard pass incomplete short right intended for Reggie Williams is intercepted by Kelvin Hayden at IND-25 and returned for 28 yards (tackle by Reggie Williams),2.610,-2.460
3,6:19,1,10,JAX 47,10,14,Joseph Addai left end for 9 yards (tackle by Brian Williams),2.460,3.130
3,6:06,2,1,JAX 38,10,14,Joseph Addai right tackle for 3 yards (tackle by Rob Meier),3.130,3.250
3,5:33,1,10,JAX 35,10,14,Peyton Manning pass incomplete deep middle intended for Marvin Harrison is intercepted by Brian Williams at JAX-2 and returned for 27 yards (tackle by Jamey Richard),3.250,-0.870
3,5:16,1,10,JAX 29,10,14,Fred Taylor up the middle for 1 yard (tackle by Clint Session and Freddie Keiaho),0.870,0.460
3,4:35,2,9,JAX 30,10,14,David Garrard pass complete short right to Marcedes Lewis for 12 yards (tackle by Clint Session),0.460,1.730
3,3:52,1,10,JAX 42,10,14,Fred Taylor up the middle for 3 yards (tackle by Clint Session),1.730,1.590
3,3:13,2,7,JAX 45,10,14,David Garrard pass complete short right to Matt Jones for 11 yards (tackle by Kelvin Hayden),1.590,2.650
3,2:34,1,10,IND 44,10,14,Fred Taylor right end for 34 yards (tackle by Dwight Freeney and Antoine Bethea),2.650,4.910
3,2:04,1,10,IND 10,10,14,Maurice Jones-Drew up the middle for 4 yards (tackle by Antoine Bethea),4.910,4.950
3,1:22,2,6,IND 6,16,14,"Maurice Jones-Drew right tackle for 6 yards, touchdown",4.950,7.000
3,,,,IND 2,17,14,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,17,14,"Josh Scobee kicks off 75 yards, touchback",0.000,0.280
3,1:17,1,10,IND 20,17,14,Dominic Rhodes left end for 4 yards (tackle by Clint Ingram and Drayton Florence),0.280,0.270
3,0:40,2,6,IND 24,17,14,Peyton Manning pass complete short middle to Dallas Clark for 1 yard (tackle by John Henderson),0.270,-0.300
3,0:01,3,5,IND 25,17,14,Peyton Manning pass incomplete short middle intended for Dominic Rhodes,-0.300,-1.700
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,IND 25,17,14,"Hunter Smith punts 60 yards, returned by Brian Witherspoon for -1 yards (tackle by Tim Jennings)",-1.700,0.280
4,14:51,1,10,JAX 14,17,14,Fred Taylor up the middle for 4 yards (tackle by Melvin Bullitt),-0.280,-0.210
4,14:14,2,6,JAX 18,17,14,Fred Taylor right tackle for 2 yards (tackle by LaJuan Ramsey and Gary Brackett),-0.210,-0.680
4,13:30,3,4,JAX 20,17,14,David Garrard up the middle for 6 yards (tackle by Gary Brackett),-0.680,0.670
4,12:50,1,10,JAX 26,17,14,David Garrard up the middle for 2 yards (tackle by Josh Thomas),0.670,0.400
4,12:06,2,8,JAX 28,17,14,Maurice Jones-Drew up the middle for 3 yards (tackle by Gary Brackett and Freddie Keiaho),0.400,0.100
4,11:22,3,5,JAX 31,17,14,David Garrard pass complete short left to Matt Jones for 6 yards (tackle by Tim Jennings),0.100,1.400
4,10:40,1,10,JAX 37,17,14,Maurice Jones-Drew right tackle for 14 yards (tackle by Clint Session),1.400,2.320
4,9:55,1,10,IND 49,17,14,Fred Taylor right tackle for -1 yards (tackle by Josh Thomas),2.320,1.650
4,9:16,2,11,,17,14,David Garrard pass complete short left to Greg Jones for 17 yards (tackle by Robert Mathis),1.650,3.380
4,8:25,1,10,IND 33,17,14,Fred Taylor up the middle for 3 yards (tackle by Matt Giordano and Kelvin Hayden),3.380,3.240
4,7:41,2,7,IND 30,17,14,"Fred Taylor right tackle for no gain (tackle by Eric Foster and Gary Brackett). Penalty on Dennis Norman: Offensive Holding, 10 yards (no play)",3.240,1.890
4,7:13,2,17,IND 40,17,14,Maurice Jones-Drew left tackle for 18 yards (tackle by Matt Giordano),1.890,4.110
4,6:25,1,10,IND 22,17,14,Fred Taylor left tackle for 1 yard (tackle by Freddie Keiaho and LaJuan Ramsey),4.110,3.700
4,5:41,2,9,IND 21,17,14,Fred Taylor right tackle for 2 yards (tackle by Clint Session),3.700,3.260
4,4:57,3,7,IND 19,17,14,David Garrard pass complete short left to Matt Jones for 10 yards (tackle by Tim Jennings),3.260,5.140
4,4:14,1,9,IND 9,17,14,Maurice Jones-Drew up the middle for -1 yards (tackle by Clint Session),5.140,4.190
4,3:30,2,10,IND 10,17,14,Fred Taylor right guard for 5 yards (tackle by Gary Brackett and Antoine Bethea),4.190,4.260
4,2:43,,,,17,14,Timeout #1 by Indianapolis Colts,0.000,4.260
4,2:43,3,5,IND 5,17,14,Fred Taylor up the middle for 1 yard (tackle by Robert Mathis and Marlin Jackson),4.260,3.030
4,2:36,,,,17,14,Timeout #2 by Indianapolis Colts,0.000,3.030
4,2:36,4,4,IND 4,20,14,Josh Scobee 21 yard field goal good,3.030,3.000
4,,,,JAX 30,20,14,"Josh Scobee kicks off 72 yards, returned by Justin Forsett for 25 yards (tackle by Mike Sims-Walker)",0.000,0.480
4,2:27,1,10,IND 23,20,14,Peyton Manning pass incomplete deep left intended for Dallas Clark (defended by Drayton Florence),0.480,-0.070
4,2:22,2,10,IND 23,20,14,Peyton Manning pass incomplete short right intended for Marvin Harrison,-0.070,-0.760
4,2:19,3,10,IND 23,20,14,Peyton Manning pass complete short left to Tom Santi for 8 yards (tackle by Paul Spicer),-0.760,-1.310
4,2:00,4,2,IND 31,20,14,Peyton Manning pass complete deep right to Marvin Harrison for 27 yards,-1.310,2.790
4,1:55,1,10,JAX 42,20,14,Peyton Manning up the middle for 12 yards (tackle by Rashean Mathis),2.790,3.580
4,1:32,1,10,JAX 30,20,14,Peyton Manning pass complete short right to Marvin Harrison for 8 yards (tackle by Will James),3.580,4.110
4,1:26,2,2,JAX 22,20,14,Peyton Manning pass incomplete short right intended for Marvin Harrison (defended by John Henderson),4.110,3.400
4,1:23,3,2,JAX 22,20,14,Peyton Manning pass complete short left to Reggie Wayne for 20 yards (tackle by Drayton Florence),3.400,6.740
4,1:18,1,2,JAX 2,20,14,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Paul Spicer),6.740,5.720
4,1:15,2,2,JAX 2,20,14,Peyton Manning pass incomplete short middle intended for Anthony Gonzalez,5.720,4.950
4,1:11,3,2,JAX 2,20,20,"Joseph Addai up the middle for 2 yards, touchdown",4.950,7.000
4,,,,JAX 2,20,21,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,20,21,"Adam Vinatieri kicks off 79 yards, touchback",0.000,0.280
4,1:07,1,10,JAX 20,20,21,David Garrard pass complete short middle to Fred Taylor for 4 yards (tackle by Marlin Jackson),0.280,0.270
4,0:44,2,6,JAX 24,20,21,David Garrard pass complete short right to Fred Taylor for 5 yards (tackle by Melvin Bullitt),0.270,0.230
4,0:35,,,,20,21,Timeout #1 by Jacksonville Jaguars,0.000,0.230
4,0:35,3,1,JAX 29,20,21,David Garrard pass incomplete deep right intended for Mike Sims-Walker,0.230,-1.440
4,0:29,4,1,JAX 29,20,21,"David Garrard pass incomplete short right intended for Reggie Williams. Penalty on Freddie Keiaho: Defensive Pass Interference, 11 yards (no play)",-1.440,1.600
4,0:25,1,10,JAX 40,20,21,David Garrard pass complete short middle to Montell Owens for 10 yards (tackle by Freddie Keiaho),1.600,2.260
4,0:19,,,,20,21,Timeout #2 by Jacksonville Jaguars,0.000,2.260
4,0:19,1,10,,20,21,David Garrard pass complete short right to Marcedes Lewis for 9 yards (tackle by Antoine Bethea),2.260,2.930
4,0:14,2,1,IND 41,20,21,David Garrard pass complete short middle to Mike Sims-Walker for 8 yards (tackle by Melvin Bullitt),2.930,3.380
4,0:08,,,,20,21,Timeout #3 by Jacksonville Jaguars,0.000,0.000
4,0:08,,,,20,21,Timeout #3 by Indianapolis Colts,0.000,3.380
4,0:08,1,10,IND 33,23,21,Josh Scobee 51 yard field goal good,3.380,3.000
4,,,,JAX 30,23,21,"Josh Scobee kicks off 63 yards, returned by Marvin Harrison for 3 yards (tackle by Mike Sims-Walker)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
