Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Amani Hooker,TEN,1,7,5,71.4%,60,12.0,8.6,1,97.3,15.3,24,36,0,0,0,0.0,0,6,2,25.0%
Malcolm Butler,TEN,0,4,4,100.0%,27,6.8,6.8,0,94.8,1.5,6,21,0,0,0,0.0,0,4,0,0.0%
Breon Borders,TEN,0,6,2,33.3%,22,11.0,3.7,0,45.1,10.0,10,12,0,0,0,0.0,0,2,1,33.3%
Desmond King,TEN,0,5,2,40.0%,11,5.5,2.2,0,47.9,6.8,0,11,2,0,0,0.0,0,4,0,0.0%
Rashaan Evans,TEN,0,1,1,100.0%,6,6.0,6.0,0,91.7,4.0,4,2,2,1,0,0.0,1,9,0,0.0%
Kevin Byard,TEN,0,2,1,50.0%,14,14.0,7.0,0,72.9,13.5,12,2,0,0,0,0.0,0,7,1,12.5%
William Compton,TEN,0,1,1,100.0%,16,16.0,16.0,0,118.7,-2.0,-2,18,2,0,0,0.0,0,6,2,25.0%
Joshua Kalu,TEN,0,1,1,100.0%,30,30.0,30.0,0,118.7,28.0,28,2,0,0,0,0.0,0,4,0,0.0%
Jeffery Simmons,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Derick Roberson,TEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Harold Landry,TEN,0,0,0,,,,,,,,,,3,0,0,1.0,1,7,0,0.0%
Teair Tart,TEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,2,66.7%
Jayon Brown,TEN,0,1,0,0.0%,,,0.0,,39.6,14.0,,,1,0,0,0.0,0,3,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Marlon Humphrey,BAL,0,6,4,66.7%,39,9.8,6.5,0,84.7,8.2,31,8,1,0,0,0.0,0,8,2,20.0%
Marcus Peters,BAL,0,4,4,100.0%,97,24.3,24.3,0,118.7,15.0,60,37,0,0,0,0.0,0,3,1,25.0%
Chuck Clark,BAL,0,5,3,60.0%,35,11.7,7.0,1,120.8,10.6,23,12,0,0,0,0.0,0,5,1,16.7%
Chris Board,BAL,0,3,2,66.7%,26,13.0,8.7,1,133.3,0.3,5,21,5,0,1,0.0,1,2,1,33.3%
Patrick Queen,BAL,0,2,2,100.0%,13,6.5,6.5,0,93.7,1.5,3,10,4,0,1,0.0,1,9,2,18.2%
Malik Harrison,BAL,0,2,2,100.0%,8,4.0,4.0,0,83.3,0.0,0,8,0,0,0,0.0,0,7,0,0.0%
Jimmy Smith,BAL,0,3,2,66.7%,17,8.5,5.7,0,81.2,7.3,8,9,0,0,0,0.0,0,1,1,50.0%
L.J. Fort,BAL,0,2,1,50.0%,8,8.0,4.0,0,60.4,6.5,0,8,3,0,0,0.0,0,2,0,0.0%
Anthony Levine,BAL,0,1,1,100.0%,7,7.0,7.0,0,95.8,7.0,7,0,0,0,0,0.0,0,1,0,0.0%
DeShon Elliott,BAL,0,3,1,33.3%,14,14.0,4.7,0,49.3,-0.7,-4,18,5,0,0,0.0,0,6,2,25.0%
Tyus Bowser,BAL,1,1,1,100.0%,2,2.0,2.0,0,39.6,-6.0,-6,8,5,0,0,0.0,0,2,0,0.0%
Matt Judon,BAL,0,0,0,,,,,,,,,,10,0,2,1.0,3,6,0,0.0%
Yannick Ngakoue,BAL,0,0,0,,,,,,,,,,0,2,0,1.0,3,2,0,0.0%
Pernell McPhee,BAL,0,0,0,,,,,,,,,,13,0,2,0.0,2,4,1,20.0%
Jaylon Ferguson,BAL,0,0,0,,,,,,,,,,5,0,0,0.0,0,1,0,0.0%
Justin Ellis,BAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,2,40.0%
Derek Wolfe,BAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,6,1,14.3%
