Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Patrick Mekari,G/C,65,100%,0,0%,4,15%
Ben Powers,G,65,100%,0,0%,4,15%
Bradley Bozeman,G/C,65,100%,0,0%,4,15%
Orlando Brown Jr.,T,65,100%,0,0%,4,15%
Lamar Jackson,QB,65,100%,0,0%,0,0%
Mark Andrews,TE,56,86%,0,0%,0,0%
Willie Snead,WR/R,48,74%,0,0%,0,0%
Marquise Brown,WR,47,72%,0,0%,0,0%
J.K. Dobbins,RB,41,63%,0,0%,0,0%
D.J. Fluker,G,35,54%,0,0%,4,15%
Dez Bryant,WR,35,54%,0,0%,0,0%
Will Holden,G,30,46%,0,0%,4,15%
Patrick Ricard,FB/D,23,35%,0,0%,7,26%
Miles Boykin,WR,15,23%,0,0%,19,71%
Devin Duvernay,WR,13,20%,0,0%,8,30%
Gus Edwards,RB,13,20%,0,0%,1,4%
Luke Willson,TE,11,17%,0,0%,2,7%
Matt Skura,C/G,9,14%,0,0%,4,15%
Justice Hill,RB,7,11%,0,0%,19,71%
Mark Ingram,RB,6,9%,0,0%,0,0%
James Proche,WR,1,2%,0,0%,3,11%
Chuck Clark,S,0,0%,70,100%,8,30%
Marlon Humphrey,DB,0,0%,70,100%,5,19%
DeShon Elliott,S,0,0%,69,99%,2,7%
Marcus Peters,CB,0,0%,68,97%,0,0%
Patrick Queen,ILB,0,0%,59,84%,0,0%
Justin Ellis,DT,0,0%,58,83%,4,15%
Derek Wolfe,DE,0,0%,56,80%,4,15%
Matt Judon,OLB,0,0%,47,67%,4,15%
Pernell McPhee,OLB,0,0%,43,61%,4,15%
Malik Harrison,ILB,0,0%,35,50%,23,85%
Justin Madubuike,DT,0,0%,33,47%,0,0%
Broderick Washington Jr.,DT,0,0%,29,41%,0,0%
Tyus Bowser,OLB,0,0%,26,37%,14,52%
Jimmy Smith,CB,0,0%,26,37%,0,0%
Yannick Ngakoue,DE,0,0%,22,31%,0,0%
Chris Board,ILB,0,0%,20,29%,23,85%
L.J. Fort,ILB,0,0%,20,29%,15,56%
Jaylon Ferguson,OLB,0,0%,19,27%,5,19%
Jordan Richards,S,0,0%,0,0%,23,85%
Anthony Levine,DB/L,0,0%,0,0%,23,85%
Kristian Welch,LB,0,0%,0,0%,19,71%
Justin Tucker,K,0,0%,0,0%,10,37%
Tramon Williams,CB,0,0%,0,0%,9,33%
Morgan Cox,LS,0,0%,0,0%,7,26%
Sam Koch,P,0,0%,0,0%,7,26%
