Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
1,10:06,4,6,GNB 35,0,0,Colin Kaepernick pass complete deep right to Michael Crabtree for 31 yards (tackle by Micah Hyde),0.970,0.970
1,9:24,4,6,GNB 35,0,0,Timeout #2 by San Francisco 49ers,0.970,6.280
1,9:24,1,4,GNB 4,0,0,Colin Kaepernick pass incomplete short right intended for Vernon Davis (defended by Tramon Williams),6.280,5.340
1,9:15,2,4,GNB 4,0,0,Colin Kaepernick pass incomplete,5.340,4.490
1,9:07,3,4,GNB 4,0,0,Colin Kaepernick pass incomplete short left intended for Michael Crabtree (defended by Davon House),4.490,3.030
1,9:04,4,4,GNB 4,3,0,Phil Dawson 22 yard field goal good,3.030,3.000
1,9:04,,,SFO 35,3,0,"Phil Dawson kicks off 59 yards, returned by Randall Cobb for 20 yards (tackle by Anthony Dixon)",0.000,-0.670
1,8:55,1,10,GNB 26,3,0,Eddie Lacy left tackle for 1 yard (tackle by Aldon Smith),0.670,0.270
1,8:25,2,9,GNB 27,3,0,Aaron Rodgers sacked by Ray McDonald and Aldon Smith for -2 yards,0.270,-0.690
1,8:25,3,11,GNB 25,3,0,"Penalty on David Bakhtiari: False Start, 5 yards (no play)",-0.690,-1.350
1,7:21,3,16,GNB 20,3,0,Aaron Rodgers pass incomplete short middle intended for Jarrett Boykin,-1.350,-2.030
1,7:15,4,16,GNB 20,3,0,Tim Masthay punts 29 yards,-2.030,-2.320
1,7:06,1,10,GNB 49,3,0,Frank Gore left end for 9 yards (tackle by Morgan Burnett),2.320,3.000
1,6:25,2,1,GNB 40,3,0,Frank Gore up the middle for 4 yards (tackle by Mike Daniels),3.000,3.180
1,5:49,1,10,GNB 36,3,0,Colin Kaepernick pass incomplete deep middle intended for Anquan Boldin,3.180,2.640
1,5:43,2,10,GNB 36,3,0,Colin Kaepernick pass complete short right to Anquan Boldin for 9 yards (tackle by M.D. Jennings),2.640,3.140
1,5:26,3,1,GNB 27,3,0,Frank Gore left tackle for 4 yards (tackle by M.D. Jennings),3.140,4.040
1,4:56,1,10,GNB 23,3,0,Frank Gore up the middle for no gain (tackle by Brad Jones),4.040,3.500
1,4:13,2,10,GNB 23,3,0,Colin Kaepernick pass complete short left to Anquan Boldin for 12 yards (tackle by Micah Hyde),3.500,4.840
1,3:41,1,10,GNB 11,3,0,Colin Kaepernick sacked by Brad Jones for 0 yards,4.840,4.140
1,3:12,2,10,GNB 11,3,0,Frank Gore left guard for 4 yards (tackle by Mike Daniels),4.140,3.980
1,2:25,3,6,GNB 7,3,0,Colin Kaepernick pass incomplete short left intended for Michael Crabtree,3.980,2.980
1,2:20,4,6,GNB 7,6,0,Phil Dawson 25 yard field goal good,2.980,3.000
1,2:20,,,SFO 35,6,0,"Phil Dawson kicks off 63 yards, returned by Randall Cobb for 22 yards (tackle by Demarcus Dobbs)",0.000,-0.540
1,2:10,1,10,GNB 24,6,0,"Aaron Rodgers sacked by Ahmad Brooks for -6 yards. Aaron Rodgers fumbles (forced by Ahmad Brooks), recovered by T.J. Lang at GNB-19",0.540,-0.740
1,1:24,2,15,GNB 19,6,0,Aaron Rodgers pass incomplete,-0.740,-1.430
1,1:18,3,15,GNB 19,6,0,Eddie Lacy left tackle for 3 yards (tackle by Patrick Willis),-1.430,-1.900
1,0:46,4,12,GNB 22,6,0,"Tim Masthay punts 47 yards, returned by LaMichael James for 10 yards (tackle by Ryan Taylor)",-1.900,-1.660
1,0:34,1,10,SFO 41,6,0,Colin Kaepernick left guard for 8 yards (tackle by A.J. Hawk),1.660,2.200
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,SFO 49,6,0,Frank Gore up the middle for 2 yards (tackle by B.J. Raji and Brad Jones),2.200,2.320
2,14:19,1,10,GNB 49,6,0,Colin Kaepernick pass complete deep left to Anquan Boldin for 17 yards (tackle by Davon House),2.320,3.450
2,13:59,1,10,GNB 32,6,0,Frank Gore right guard for 3 yards (tackle by Nick Perry),3.450,3.310
2,13:23,2,7,GNB 29,6,0,Colin Kaepernick pass incomplete deep right intended for Vernon Davis is intercepted by Tramon Williams at GNB-13 and returned for 17 yards (tackle by Colin Kaepernick),3.310,-0.940
2,13:08,1,10,GNB 30,6,0,Eddie Lacy up the middle for 4 yards (tackle by Justin Smith),0.940,0.930
2,12:39,2,6,GNB 34,6,0,Eddie Lacy left end for 2 yards (tackle by Justin Smith and Aldon Smith),0.930,0.500
2,11:52,3,4,GNB 36,6,0,Aaron Rodgers pass complete short middle to John Kuhn for 8 yards (tackle by Patrick Willis),0.500,1.860
2,11:18,1,10,GNB 44,6,0,Aaron Rodgers pass complete short right to James Jones for 9 yards (tackle by Tramaine Brock),1.860,2.530
2,10:52,2,1,SFO 47,6,0,Eddie Lacy right tackle for 4 yards (tackle by Donte Whitner),2.530,2.720
2,10:20,1,10,SFO 43,6,0,Aaron Rodgers pass complete short left to Jordy Nelson for 7 yards (tackle by Tarell Brown),2.720,3.120
2,9:53,2,3,SFO 36,6,0,Eddie Lacy left end for 4 yards (tackle by Patrick Willis),3.120,3.450
2,9:20,1,10,SFO 32,6,0,Aaron Rodgers pass complete short middle to Andrew Quarless for 8 yards (tackle by Patrick Willis),3.450,3.980
2,8:46,2,2,SFO 24,6,0,Eddie Lacy right guard for 3 yards (tackle by NaVorro Bowman),3.980,4.170
2,8:01,1,10,SFO 21,6,0,Aaron Rodgers pass complete short middle to Jordy Nelson for 8 yards (tackle by Tarell Brown),4.170,4.950
2,7:21,2,2,SFO 13,6,0,Eddie Lacy left end for 4 yards (tackle by Eric Reid),4.950,5.140
2,6:43,1,9,SFO 9,6,0,Aaron Rodgers pass incomplete short right intended for James Jones,5.140,4.380
2,6:37,2,9,SFO 9,6,0,Eddie Lacy left guard for 4 yards (tackle by Justin Smith),4.380,4.260
2,5:56,3,5,SFO 5,6,6,"Aaron Rodgers pass complete short right to Jordy Nelson for 5 yards, touchdown",4.260,7.000
2,5:56,,,SFO 2,6,7,Mason Crosby kicks extra point good,0.000,0.000
2,5:56,,,GNB 35,6,7,"Mason Crosby kicks off 63 yards, returned by LaMichael James for 30 yards (tackle by Victor Aiyewa)",0.000,-1.070
2,5:44,1,10,SFO 32,6,7,Frank Gore left tackle for 4 yards (tackle by Ryan Pickett),1.070,1.070
2,5:04,2,6,SFO 36,6,7,Colin Kaepernick pass complete short left to Vernon Davis for 9 yards (tackle by Davon House and Andy Mulumba),1.070,1.930
2,4:27,1,10,SFO 45,6,7,Colin Kaepernick up the middle for 42 yards (tackle by Morgan Burnett),1.930,4.710
2,3:41,1,10,GNB 13,6,7,Kendall Hunter right end for 3 yards (tackle by A.J. Hawk and Ryan Pickett),4.710,4.580
2,2:54,2,7,GNB 10,12,7,"Frank Gore left guard for 10 yards, touchdown",4.580,7.000
2,2:54,,,GNB 2,13,7,Phil Dawson kicks extra point good,0.000,0.000
2,2:54,,,SFO 35,13,7,"Phil Dawson kicks off 63 yards, returned by Randall Cobb for 22 yards (tackle by Demarcus Dobbs)",0.000,-0.540
2,2:42,1,10,GNB 24,13,7,Eddie Lacy right end for 3 yards (tackle by Patrick Willis and Donte Whitner),0.540,0.400
2,2:10,2,7,GNB 27,13,7,Aaron Rodgers left end for 9 yards (tackle by Eric Reid),0.400,1.330
2,2:00,1,10,GNB 36,13,7,"Aaron Rodgers pass incomplete deep middle intended for Andrew Quarless is intercepted by Eric Reid at SFO-46 and returned for 12 yards (tackle by T.J. Lang). Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",1.330,2.060
2,1:48,1,5,GNB 41,13,7,Aaron Rodgers pass complete short middle to Jordy Nelson for 19 yards (tackle by Patrick Willis),2.060,2.920
2,1:20,1,10,SFO 40,13,7,Aaron Rodgers pass complete short right to Eddie Lacy for 3 yards (tackle by NaVorro Bowman),2.920,2.920
2,1:09,1,10,SFO 40,13,7,Timeout #1 by Green Bay Packers,2.920,2.780
2,1:09,2,7,SFO 37,13,7,Aaron Rodgers pass complete short right to James Starks for 13 yards (tackle by Ahmad Brooks),2.780,2.780
2,1:00,2,7,SFO 37,13,7,Timeout #2 by Green Bay Packers,2.780,3.970
2,1:00,1,10,SFO 24,13,7,Aaron Rodgers pass complete short middle to Jordy Nelson for 6 yards (tackle by Patrick Willis),3.970,4.290
2,0:34,2,4,SFO 18,13,7,"Aaron Rodgers pass complete short right to Jordy Nelson for 13 yards (tackle by Perrish Cox). Penalty on David Bakhtiari: Illegal Use of Hands, 10 yards (no play)",4.290,2.890
2,0:27,2,14,SFO 28,13,7,Aaron Rodgers pass complete short left to James Jones for 11 yards (tackle by Tarell Brown),2.890,3.750
2,0:09,3,3,SFO 17,13,7,Aaron Rodgers pass incomplete short middle intended for James Starks,3.750,3.750
2,0:04,3,3,SFO 17,13,7,Timeout #3 by San Francisco 49ers,3.750,2.410
2,0:04,4,3,SFO 17,13,10,Mason Crosby 34 yard field goal good,2.410,3.000
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,13,10,"Mason Crosby kicks off 58 yards, returned by LaMichael James for 11 yards (tackle by Jarrett Boykin)",0.000,2.410
3,14:55,4,3,SFO 17,13,10,Timeout #1 by San Francisco 49ers,2.410,-0.040
3,14:55,1,10,SFO 18,13,10,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,0.040,-0.490
3,14:49,2,10,SFO 18,13,10,Colin Kaepernick pass incomplete deep left intended for Anquan Boldin,-0.490,-1.170
3,14:43,3,10,SFO 18,13,10,Colin Kaepernick sacked by Mike Daniels for -5 yards,-1.170,-2.490
3,14:31,4,15,SFO 13,13,10,Andy Lee punts 43 yards,-2.490,-1.860
3,14:19,1,10,GNB 44,13,10,Aaron Rodgers pass complete short left to Eddie Lacy for 4 yards (tackle by Eric Reid),1.860,1.860
3,13:42,2,6,GNB 48,13,10,Eddie Lacy right end for -2 yards (tackle by Justin Smith),1.860,0.890
3,13:00,3,8,GNB 46,13,10,Aaron Rodgers pass incomplete deep middle intended for James Jones (defended by Perrish Cox),0.890,-0.320
3,12:50,4,8,GNB 46,13,10,Tim Masthay punts 36 yards,-0.320,-0.040
3,12:40,1,10,SFO 18,13,10,Colin Kaepernick up the middle for 16 yards (tackle by Ryan Pickett),0.040,1.200
3,12:03,1,10,SFO 34,13,10,Frank Gore right end for 3 yards (tackle by Morgan Burnett),1.200,1.060
3,11:24,2,7,SFO 37,13,10,Colin Kaepernick pass complete short left to Michael Crabtree for 22 yards (tackle by Davon House),1.060,2.850
3,10:41,1,10,GNB 41,13,10,Frank Gore up the middle for 1 yard (tackle by Ryan Pickett),2.850,2.440
3,9:59,2,9,GNB 40,13,10,Colin Kaepernick pass complete short right to Anthony Dixon for 10 yards (tackle by Tramon Williams),2.440,3.580
3,9:59,1,10,GNB 30,13,10,Quinton Patton left end for -1 yards (tackle by Sean Richardson),3.580,2.900
3,8:58,2,11,GNB 31,13,10,Colin Kaepernick pass complete short middle to Garrett Celek for 6 yards (tackle by A.J. Hawk),2.900,2.900
3,8:17,2,11,GNB 31,13,10,Timeout #2 by San Francisco 49ers,2.900,3.010
3,8:17,3,5,GNB 25,13,10,Colin Kaepernick sacked by Nick Perry for -8 yards,3.010,1.150
3,8:17,4,13,GNB 33,13,10,"Penalty on Andy Lee: Delay of Game, 5 yards (no play)",1.150,0.720
3,7:28,4,18,GNB 38,13,10,"Andy Lee punts 22 yards, fair catch by Micah Hyde",0.720,0.140
3,7:20,1,10,GNB 16,13,10,James Starks right end for 6 yards (tackle by Eric Reid),-0.140,0.280
3,6:59,2,4,GNB 22,13,10,James Starks right end for 5 yards (tackle by Ahmad Brooks),0.280,0.740
3,6:23,1,10,GNB 27,13,10,Aaron Rodgers sacked by Aldon Smith for -8 yards,0.740,-0.940
3,5:45,2,18,GNB 19,13,10,Aaron Rodgers sacked by Ahmad Brooks for -5 yards,-0.940,-2.760
3,5:16,3,23,GNB 14,13,10,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson (defended by Tarell Brown),-2.760,-2.470
3,5:06,4,23,GNB 14,13,10,"Tim Masthay punts 37 yards, fair catch by LaMichael James",-2.470,-2.190
3,4:58,1,10,SFO 49,13,10,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,2.190,1.650
3,4:54,2,10,SFO 49,13,10,Kendall Hunter left tackle for 1 yard (tackle by Mike Daniels and Nick Perry),1.650,1.090
3,4:08,3,9,,13,10,Colin Kaepernick pass complete short middle to Michael Crabtree for 5 yards (tackle by Jarrett Bush and Micah Hyde),1.090,0.270
3,3:29,4,4,GNB 45,13,10,"Andy Lee punts 45 yards, touchback",0.270,-0.280
3,3:19,1,10,GNB 20,13,10,Eddie Lacy up the middle for 8 yards (tackle by NaVorro Bowman),0.280,0.810
3,2:56,2,2,GNB 28,13,10,Eddie Lacy right end for 8 yards (tackle by Ahmad Brooks),0.810,1.330
3,2:17,1,10,GNB 36,13,10,Eddie Lacy left end for 7 yards (tackle by Ray McDonald),1.330,1.740
3,1:32,2,3,GNB 43,13,10,Eddie Lacy left tackle for 3 yards (tackle by Patrick Willis and Ahmad Brooks),1.740,1.990
3,0:57,1,10,GNB 46,13,10,Aaron Rodgers pass complete short right to Jordy Nelson for 6 yards (tackle by Tramaine Brock),1.990,2.260
3,0:27,2,4,SFO 48,13,10,James Starks up the middle for 10 yards (tackle by Eric Reid),2.260,3.050
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 38,13,10,Aaron Rodgers pass incomplete deep right intended for James Jones,3.050,2.510
4,14:52,2,10,SFO 38,13,10,James Starks right end for 6 yards (tackle by Perrish Cox),2.510,2.610
4,14:09,3,4,SFO 32,13,10,James Starks right tackle for 2 yards (tackle by NaVorro Bowman),2.610,1.500
4,13:28,4,2,SFO 30,13,10,Aaron Rodgers pass complete deep right to Randall Cobb for 26 yards (tackle by Perrish Cox),1.500,6.280
4,12:38,1,4,SFO 4,13,10,Eddie Lacy left end for 3 yards (tackle by Eric Reid),6.280,5.910
4,12:09,2,1,SFO 1,13,16,"John Kuhn left guard for 1 yard, touchdown",5.910,7.000
4,12:09,,,SFO 2,13,17,Mason Crosby kicks extra point good,0.000,0.000
4,12:09,,,GNB 35,13,17,"Mason Crosby kicks off 65 yards, returned by LaMichael James for 37 yards (tackle by Mason Crosby)",0.000,-1.400
4,12:00,1,10,SFO 37,13,17,Frank Gore right guard for 6 yards (tackle by A.J. Hawk),1.400,1.670
4,11:23,2,4,SFO 43,13,17,Colin Kaepernick pass incomplete deep middle intended for Vernon Davis (defended by Davon House),1.670,0.960
4,11:16,3,4,SFO 43,13,17,Colin Kaepernick for 24 yards (tackle by Morgan Burnett),0.960,3.380
4,10:44,1,10,GNB 33,13,17,"Colin Kaepernick pass incomplete deep left intended for Michael Crabtree (defended by Davon House). Penalty on Davon House: Defensive Holding, 5 yards (no play)",3.380,3.710
4,10:37,1,10,GNB 28,19,17,"Colin Kaepernick pass complete deep middle to Vernon Davis for 28 yards, touchdown",3.710,7.000
4,10:37,,,GNB 2,20,17,Phil Dawson kicks extra point good,0.000,0.000
4,10:37,,,SFO 35,20,17,"Phil Dawson kicks off 50 yards, returned by Kahlil Bell for 18 yards (tackle by Michael Wilhoite)",0.000,-1.140
4,10:24,1,10,GNB 33,20,17,Eddie Lacy right end for 1 yard (tackle by NaVorro Bowman and Ray McDonald),1.140,0.730
4,9:50,2,9,GNB 34,20,17,Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards (tackle by Donte Whitner),0.730,1.930
4,9:13,1,10,GNB 45,20,17,Aaron Rodgers pass incomplete short right intended for Eddie Lacy,1.930,1.380
4,9:06,2,10,GNB 45,20,17,Eddie Lacy right tackle for 5 yards (tackle by Tony Jerod-Eddie),1.380,1.360
4,8:28,3,5,,20,17,Aaron Rodgers pass complete short middle to John Kuhn for 8 yards (tackle by NaVorro Bowman),1.360,2.790
4,7:58,1,10,SFO 42,20,17,Eddie Lacy right end for 8 yards (tackle by Eric Reid),2.790,3.320
4,7:07,2,2,SFO 34,20,17,Aaron Rodgers pass complete deep left to Randall Cobb for 25 yards (tackle by Eric Reid),3.320,3.320
4,6:12,2,2,SFO 34,20,17,Timeout #1 by Green Bay Packers,3.320,5.140
4,6:12,1,9,SFO 9,20,17,Randall Cobb left end for 1 yard (tackle by NaVorro Bowman),5.140,4.570
4,5:32,2,8,SFO 8,20,17,Aaron Rodgers pass incomplete,4.570,3.580
4,5:24,3,8,SFO 8,20,17,Aaron Rodgers up the middle for 2 yards (tackle by Ray McDonald). Penalty on Josh Sitton: Offensive Holding (Declined),3.580,2.990
4,5:09,4,6,SFO 6,20,20,Mason Crosby 24 yard field goal good,2.990,3.000
4,5:09,,,GNB 35,20,20,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,5:06,1,10,SFO 20,20,20,Colin Kaepernick pass complete short right to Michael Crabtree for 11 yards (tackle by Brad Jones and A.J. Hawk),0.280,1.000
4,4:21,1,10,SFO 31,20,20,Colin Kaepernick pass incomplete deep middle intended for Vernon Davis,1.000,0.460
4,4:14,2,10,SFO 31,20,20,Colin Kaepernick pass incomplete short left intended for Anquan Boldin (defended by Micah Hyde),0.460,-0.230
4,4:09,3,10,SFO 31,20,20,Colin Kaepernick pass complete short middle to Michael Crabtree for 17 yards (tackle by Micah Hyde),-0.230,2.130
4,3:30,1,10,SFO 48,20,20,Frank Gore left tackle for 1 yard (tackle by M.D. Jennings),2.130,1.720
4,2:46,2,9,SFO 49,20,20,Colin Kaepernick pass complete short left to Frank Gore for 11 yards (tackle by Brad Jones),1.720,2.920
4,2:00,1,10,GNB 40,20,20,Frank Gore right guard for 2 yards (tackle by Morgan Burnett),2.920,2.640
4,1:19,2,8,GNB 38,20,20,Colin Kaepernick pass incomplete short left intended for Vernon Davis,2.640,1.950
4,1:13,3,8,GNB 38,20,20,Colin Kaepernick for 11 yards (tackle by Tramon Williams),1.950,3.780
4,1:07,1,10,GNB 27,20,20,Frank Gore left tackle for 5 yards (tackle by Brad Jones and Mike Daniels),3.780,3.780
4,1:02,1,10,GNB 27,20,20,Timeout #2 by Green Bay Packers,3.780,3.910
4,1:02,2,5,GNB 22,20,20,Frank Gore left end for 2 yards (tackle by A.J. Hawk and Sean Richardson),3.910,3.910
4,0:56,2,5,GNB 22,20,20,Timeout #3 by Green Bay Packers,3.910,3.470
4,0:56,3,3,GNB 20,20,20,Frank Gore right guard for 3 yards (tackle by Nick Perry),3.470,4.440
4,0:31,1,10,GNB 17,20,20,Frank Gore right guard for 2 yards (tackle by B.J. Raji),4.440,4.440
4,0:03,1,10,GNB 17,20,20,Timeout #3 by San Francisco 49ers,4.440,4.150
4,0:03,2,8,GNB 15,23,20,Phil Dawson 33 yard field goal good. Penalty on Davon House: Defensive Offside (Declined),4.150,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
